Geneid	HF1_1_Cbr	HF1_2_Cbr	HF1_3_Cbr	HF1_1_Cni	HF1_2_Cni	HF1_3_Cni
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	80	111	80	258	237	252
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	194	212	219	89	101	151
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	280	324	289	842	831	805
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	262	302	239	143	115	127
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	235	270	267	751	735	627
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	351	312	422	261	270	357
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	1197	1003	1064	308	312	306
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	402	274	366	216	200	157
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	97	108	74	66	94	83
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	242	246	245	20	46	39
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	953	930	859	2104	2122	2032
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	140	171	108	177	128	149
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	124	141	143	249	283	282
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	112	139	121	223	176	228
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	41	26	39	40	55	74
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	248	244	283	89	99	124
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	75	100	90	186	177	213
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	19	31	38	31	58	46
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	79	61	67	63	86	68
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	552	638	609	1337	1178	1326
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	296	335	355	350	354	330
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	84	77	76	174	164	148
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	232	283	240	141	99	92
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	267	278	222	544	508	603
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	169	130	109	617	604	549
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	139	116	93	294	309	253
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	48	57	44	123	103	117
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	130	138	139	310	299	269
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	144	187	171	90	95	53
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	302	288	256	85	89	89
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	307	259	315	339	372	349
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	558	623	638	330	346	314
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	137	163	143	860	823	752
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	160	166	156	158	159	135
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	171	136	134	114	137	116
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	245	259	240	924	895	819
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	298	253	288	209	261	234
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	190	243	225	751	692	684
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	1205	1209	1127	169	193	152
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	135	130	129	134	104	143
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	240	160	209	596	621	632
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	248	276	222	305	334	357
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	194	224	210	230	240	241
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	333	333	335	835	814	789
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	380	434	443	1166	1341	1200
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	35	39	63	43	42	37
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	53	41	24	27	47	37
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	366	345	360	756	622	696
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	124	140	107	177	179	240
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	257	261	337	288	351	331
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	332	345	363	366	434	309
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	214	132	152	287	361	329
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	68	110	69	162	146	161
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	151	152	134	51	112	99
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	219	245	213	203	151	202
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	366	426	402	207	205	202
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	1389	1402	1263	320	343	369
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	108	116	114	123	128	83
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	66	64	124	312	334	385
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	144	132	166	470	513	454
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	240	148	166	407	312	323
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	130	71	101	96	111	91
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	1700	1579	1575	163	275	205
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1721	1561	1669	456	576	638
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	178	192	217	248	167	233
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	310	405	325	362	264	334
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	1568	1329	1418	686	794	634
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	213	279	220	623	468	425
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	150	174	160	363	356	379
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	116	156	96	79	116	65
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	854	990	822	137	118	120
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	230	271	229	82	92	127
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	146	183	82	281	246	262
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	311	291	303	1490	1534	1618
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	179	171	154	60	112	95
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	330	298	387	121	137	93
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	764	799	827	167	211	142
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	443	434	374	316	296	251
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	450	487	404	2862	2960	2932
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	183	157	154	183	156	197
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	221	174	199	438	423	422
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	110	143	144	122	93	86
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	179	186	299	622	614	656
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	226	243	188	162	189	188
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	323	339	346	1062	1017	1130
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	253	270	249	458	400	343
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	457	496	448	2480	2268	2600
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	267	214	228	2144	2016	2134
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	77	132	129	555	562	544
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	116	132	134	197	171	219
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	850	865	880	258	385	338
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	360	323	339	239	259	337
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	284	233	174	792	649	852
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	253	205	281	124	131	82
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	317	277	250	140	129	122
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	356	321	316	261	305	276
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	544	504	390	129	192	150
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	216	274	252	334	442	381
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	284	268	246	272	257	237
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	191	176	180	482	442	398
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	236	268	287	1603	1550	1531
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	351	364	309	175	271	195
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	215	203	200	141	99	178
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	145	104	153	518	497	516
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	423	354	387	367	327	355
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	767	902	846	267	230	297
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	98	119	137	296	307	262
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	231	171	182	463	476	462
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	346	430	320	245	209	211
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	251	253	218	297	202	264
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	309	263	254	184	200	161
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	662	753	805	136	193	170
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	210	166	175	137	173	107
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	314	358	371	121	146	152
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	214	257	223	443	459	437
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	359	355	329	983	897	1031
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	222	230	214	389	410	433
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	277	252	217	264	185	205
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	1065	1166	1035	269	221	246
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	246	262	246	201	205	199
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	445	460	433	254	224	200
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	107	139	65	90	129	118
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	52	52	33	216	198	168
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	342	241	285	337	310	274
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	190	227	288	269	254	255
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	138	123	120	118	94	136
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	374	351	274	295	320	277
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	235	160	180	478	364	383
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	268	323	358	217	268	301
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	236	203	202	72	111	107
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	196	185	199	169	147	184
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	1809	1706	1861	566	577	568
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	148	186	138	326	332	290
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	107	115	94	79	80	69
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	203	182	228	682	672	676
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	162	154	193	122	146	165
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	1094	1159	1000	209	193	188
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	264	245	235	78	55	80
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	371	416	380	385	393	387
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	66	59	47	51	57	23
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	421	302	329	79	116	126
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	594	628	602	185	196	216
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	423	588	544	1102	1169	1167
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	145	113	176	198	208	149
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	417	420	402	179	169	154
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	72	82	36	34	47	33
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	229	228	225	295	346	353
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	109	108	126	53	67	91
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	216	203	137	424	327	348
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	101	68	91	198	194	213
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	63	54	67	49	26	53
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	132	180	168	109	104	160
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	1218	1241	1175	220	152	204
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	324	279	272	135	199	132
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	104	113	62	320	264	276
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	199	286	245	130	82	94
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	263	307	283	264	253	236
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	4467	4362	4437	638	690	673
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	353	327	344	252	218	275
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	498	442	566	673	742	750
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	312	388	375	162	206	211
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	232	286	410	324	245	318
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	187	200	254	488	495	567
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	584	549	516	279	302	242
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	75	92	66	208	221	261
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	279	209	276	779	666	823
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	176	179	146	962	960	950
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	308	291	269	340	315	286
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	104	118	122	98	121	148
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	386	342	383	153	201	209
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	3096	3219	3225	1065	1113	1005
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	335	343	306	304	452	417
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	55	47	65	45	48	56
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	323	355	350	74	74	55
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	236	239	244	1524	1472	1519
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	256	252	230	781	681	639
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	1359	1304	1357	691	654	693
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	227	250	203	400	399	357
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	396	458	462	234	214	243
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	359	407	403	2207	2143	2271
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	166	203	134	94	73	76
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	1492	1546	1453	589	686	779
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	702	645	649	618	595	694
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	697	821	739	270	323	296
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	4242	4367	4018	620	589	589
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	99	82	68	92	76	111
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	637	687	534	194	210	180
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	652	627	629	156	178	185
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	642	792	719	134	90	165
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	49	30	37	26	22	31
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	104	109	192	130	102	129
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	91	95	84	58	72	117
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	156	135	119	121	73	77
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	162	146	135	505	534	556
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	246	242	296	512	473	484
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	117	110	121	257	283	219
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	1378	1434	1411	186	211	206
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	1126	1119	1271	220	170	212
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	70	85	77	309	357	276
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	519	554	638	221	290	224
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	198	165	101	368	330	377
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	306	304	324	713	626	686
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	188	134	197	99	79	102
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	32	67	69	70	76	45
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	315	239	197	80	69	63
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	299	347	312	151	153	142
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	1894	1846	1888	245	298	311
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	83	88	104	189	206	228
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	558	607	590	269	336	225
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	226	214	229	42	63	56
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	100	148	129	101	108	109
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	92	126	114	424	384	286
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	204	194	198	579	622	816
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	208	176	162	209	197	183
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	117	134	130	870	884	815
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	236	231	177	651	665	648
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	368	405	385	391	406	429
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	224	236	264	1752	1839	1884
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	550	585	661	259	170	194
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	852	854	808	307	238	308
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	139	122	139	183	154	166
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	55	36	76	122	108	109
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	92	119	75	35	38	43
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	208	231	190	202	229	244
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	434	358	350	239	215	196
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	136	109	83	314	269	282
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	570	667	605	146	204	189
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	95	87	65	66	87	104
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	1158	1151	1214	528	564	657
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	50	58	60	110	80	114
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	52	62	57	52	57	76
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	175	152	202	193	190	191
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	293	216	220	291	267	277
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	830	863	1049	287	308	340
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	160	147	120	221	210	281
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	51	65	50	537	556	513
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	809	884	920	215	162	216
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	63	75	74	34	76	39
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	1382	1411	1581	418	369	439
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	178	196	238	409	381	395
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	136	178	187	379	326	314
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	166	157	213	166	194	223
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	106	156	124	58	101	36
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	71	43	24	219	183	169
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	180	210	169	943	991	876
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	445	528	376	973	976	896
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	49	47	69	71	74	82
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	150	197	199	512	506	478
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	525	442	417	116	123	73
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	147	144	134	443	407	458
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	375	302	327	1866	1797	1992
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	285	292	255	685	763	627
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	61	51	73	154	151	136
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	151	197	260	210	161	227
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	227	240	243	424	494	425
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	120	173	171	654	572	723
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	683	671	820	129	110	92
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	201	256	200	613	645	630
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	368	403	374	383	401	402
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	491	453	522	201	162	252
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	592	479	518	3054	2952	3022
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	160	168	161	321	286	321
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	297	341	293	2017	1976	2067
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	510	508	500	216	323	267
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	179	163	99	101	132	92
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	129	119	122	62	50	91
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	958	848	882	350	324	348
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	223	218	225	212	185	221
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	342	307	242	338	252	252
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	375	368	289	1098	928	914
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	162	175	161	184	149	178
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	218	228	244	471	462	408
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	834	729	809	220	198	211
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	416	368	381	113	135	132
