gene_id	HF1_1_Cbr	HF1_1_Cni	HF1_2_Cbr	HF1_2_Cni	HF1_3_Cbr	HF1_3_Cni
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	82	259	114	239	80	254
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	194	89	212	101	439	151
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	281	842	652	831	291	806
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	262	288	302	237	239	129
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	240	752	275	744	268	635
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	708	170	634	237	858	226
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	2400	308	2009	312	1068	305
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	417	217	281	208	373	157
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	97	138	109	195	74	171
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	249	29	267	52	263	45
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	929	2108	905	2131	839	2036
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	140	355	171	128	108	299
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	133	259	151	291	160	292
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	75	450	86	365	78	463
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	91	40	62	55	89	74
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	248	179	244	99	283	124
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	75	186	100	177	90	213
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	39	31	31	58	39	46
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	79	63	61	86	67	68
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	552	1337	1279	1181	609	1326
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	312	322	352	330	364	345
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	86	177	77	167	158	148
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	232	141	283	99	483	92
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	271	545	287	513	230	604
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	169	626	131	605	111	552
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	169	311	146	327	112	269
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	100	123	119	104	89	118
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	130	310	141	297	141	268
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	144	91	187	96	171	53
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	302	85	288	179	256	179
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	618	264	259	372	315	350
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	561	331	624	349	639	315
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	137	860	163	824	287	752
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	160	159	166	159	156	135
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	171	229	137	137	134	236
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	247	924	523	895	240	819
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	298	209	253	261	288	234
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	190	751	487	692	225	684
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	1226	186	1241	203	1145	173
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	135	135	130	210	129	145
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	240	596	160	621	419	632
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	269	324	297	349	239	369
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	194	230	224	240	210	240
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	320	857	323	834	323	806
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	380	1166	433	1341	443	1200
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	35	87	39	87	63	76
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	53	27	41	46	24	37
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	373	766	353	631	366	711
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	253	177	286	179	218	240
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	257	288	261	351	336	332
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	342	376	353	444	372	313
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	225	302	142	368	163	335
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	68	162	110	146	69	161
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	151	51	152	112	134	99
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	219	203	245	304	213	202
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	366	415	426	411	402	202
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	1389	320	1402	687	1263	369
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	108	123	116	128	114	83
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	66	312	64	334	124	385
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	153	474	143	516	179	463
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	481	407	148	312	166	647
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	130	193	71	111	101	91
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	1700	327	1579	275	1575	205
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1749	473	1594	599	1713	657
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	179	248	385	159	438	221
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	310	362	405	529	325	334
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	1633	697	1356	793	1456	656
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	214	623	280	468	220	427
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	306	363	174	356	322	379
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	116	79	156	116	96	65
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	856	310	990	279	824	130
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	230	83	273	92	229	257
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	146	281	183	246	82	262
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	312	1490	291	1535	302	1619
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	179	60	171	112	154	95
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	334	122	298	278	387	94
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	763	169	801	213	829	141
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	887	316	435	593	374	251
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	450	2865	492	2864	402	2937
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	184	184	158	316	157	198
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	221	887	174	426	199	852
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	110	122	143	93	144	86
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	180	623	187	617	302	660
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	228	164	243	190	188	188
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	342	1073	353	1028	364	1141
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	439	458	216	803	213	343
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	464	2481	499	2273	459	2603
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	267	2143	432	2015	228	2134
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	163	555	267	562	130	544
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	116	197	132	171	134	219
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	849	259	865	774	880	339
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	360	240	323	522	339	337
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	284	792	234	649	174	852
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	253	124	205	131	281	83
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	317	140	277	259	250	122
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	356	261	321	305	316	276
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	543	129	504	385	390	150
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	316	334	188	442	191	381
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	284	272	268	257	246	237
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	383	482	176	442	180	398
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	236	1603	537	1550	287	1531
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	351	175	364	271	309	195
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	215	141	203	99	401	178
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	145	518	209	497	154	516
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	850	367	354	328	387	355
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	772	267	904	232	853	296
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	101	297	119	313	140	268
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	232	463	347	476	182	462
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	347	246	430	419	321	423
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	259	304	255	204	223	264
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	309	184	527	200	509	162
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	662	136	753	388	805	170
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	210	137	333	173	175	107
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	314	244	358	295	371	308
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	429	443	258	459	224	436
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	368	987	360	906	331	1041
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	222	388	232	410	214	433
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	277	264	252	185	217	205
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	1065	550	1166	462	1035	508
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	246	405	262	412	246	199
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	445	509	460	224	433	200
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	128	109	169	164	70	138
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	52	216	52	198	33	168
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	343	673	243	311	286	275
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	382	269	457	254	288	255
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	138	118	123	94	120	136
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	374	295	352	320	274	278
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	251	500	177	372	186	406
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	538	217	322	268	717	301
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	236	72	203	111	202	107
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	124	180	119	162	139	197
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	1818	570	1714	589	1867	580
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	297	326	186	665	139	581
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	110	80	232	80	94	139
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	211	617	181	610	237	605
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	325	122	154	146	193	165
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	1094	419	1158	193	1000	189
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	265	162	245	55	236	165
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	371	385	416	393	381	386
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	66	51	59	57	47	23
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	421	167	302	118	331	257
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	604	188	642	196	614	219
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	433	1112	594	1200	557	1184
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	146	399	113	208	176	149
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	419	181	420	341	402	157
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	72	34	82	47	36	33
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	461	295	229	345	229	353
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	109	53	109	66	126	91
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	217	372	204	278	139	300
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	101	197	68	194	91	213
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	63	49	54	26	67	53
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	132	219	180	104	168	160
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	1235	225	1254	152	1189	210
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	333	140	291	217	280	147
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	116	343	130	285	64	286
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	199	261	573	82	245	189
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	269	266	312	259	291	243
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	4474	647	4373	693	4449	681
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	708	252	656	218	349	275
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	500	681	448	743	571	758
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	312	162	388	206	375	211
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	232	329	289	247	414	323
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	197	496	211	502	266	572
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	592	278	556	301	519	244
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	75	208	92	221	67	260
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	281	783	187	666	237	826
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	355	962	179	959	146	949
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	308	681	291	315	269	286
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	101	101	128	130	123	154
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	398	160	356	220	405	222
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	3036	1092	3164	1133	3173	1022
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	336	305	691	427	306	780
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	55	45	47	48	65	56
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	323	152	355	150	350	111
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	236	1523	480	1472	490	1519
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	515	782	505	681	232	639
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	1360	1357	1305	631	1358	672
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	233	411	258	402	204	363
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	433	261	480	232	508	265
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	367	2213	411	2155	401	2291
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	166	94	204	73	134	153
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	1502	607	1562	707	1474	795
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	721	604	667	578	679	675
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	703	279	828	332	743	302
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	4243	621	4367	1183	4019	590
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	99	92	82	76	68	111
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	648	205	696	230	542	194
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	652	156	628	360	630	187
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	642	269	792	90	718	166
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	49	26	30	22	37	31
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	104	130	109	103	192	129
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	91	58	95	145	84	117
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	156	121	135	147	119	159
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	163	561	161	580	133	606
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	246	513	485	473	296	485
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	123	265	116	291	126	229
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	1378	375	1434	425	1412	413
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	1126	441	1119	341	1271	212
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	69	333	79	387	82	294
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	520	224	557	290	640	225
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	409	368	342	330	233	377
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	305	718	304	630	325	693
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	189	98	134	159	197	102
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	32	72	68	80	71	47
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	315	80	239	139	395	63
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	299	151	347	153	312	142
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	1895	252	1854	311	1892	321
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	97	197	100	221	122	247
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	558	269	607	336	590	225
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	226	42	214	63	229	56
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	208	103	153	112	136	111
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	95	429	130	392	119	294
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	203	579	195	622	198	816
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	211	211	178	198	164	184
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	119	897	150	906	147	837
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	237	650	234	665	180	647
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	368	783	405	407	385	859
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	224	3505	237	1839	264	3769
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	551	259	587	171	1323	195
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	891	315	880	241	843	328
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	142	183	126	157	141	168
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	60	126	38	111	82	114
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	92	35	119	38	75	43
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	209	204	231	461	194	244
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	434	242	360	218	351	198
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	137	314	109	271	169	282
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	570	146	668	205	607	191
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	95	66	87	87	66	105
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	1166	532	1156	571	1220	666
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	50	110	58	161	60	114
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	52	52	62	57	57	153
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	175	194	305	190	205	193
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	294	298	218	269	220	283
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	830	576	863	619	1048	342
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	172	224	150	215	126	284
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	51	537	65	556	50	513
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	816	112	887	94	926	133
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	63	34	75	76	74	39
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	1382	423	1411	753	1581	902
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	178	409	196	381	238	395
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	227	382	147	658	150	316
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	166	166	158	195	213	447
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	121	68	172	119	134	47
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	143	219	43	183	24	169
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	180	943	210	991	169	876
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	892	974	528	1953	757	897
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	49	71	47	74	69	82
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	150	512	197	506	199	478
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	525	116	442	123	417	73
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	302	443	299	407	283	458
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	375	1868	302	1797	662	1993
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	285	685	292	764	255	1258
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	64	158	54	152	77	138
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	151	210	197	162	261	227
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	227	427	239	497	244	428
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	122	651	173	572	343	723
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	682	129	670	110	819	92
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	204	630	271	664	205	644
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	371	385	405	401	378	404
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	491	201	453	325	522	505
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	603	2853	491	2746	530	3022
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	160	321	168	573	324	321
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	298	2040	347	2002	293	2090
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	510	224	512	328	505	271
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	123	123	119	152	70	96
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	262	62	119	50	246	91
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	959	350	1704	325	885	348
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	223	212	218	185	225	221
CBRIG.X.g18740.t1__CNIGO.Cnig_chr_X.g22395.t1	344	339	307	253	242	252
CBRIG.X.g18762.t1__CNIGO.Cnig_chr_X.g22418.t3	378	1097	372	926	290	915
CBRIG.X.g18772.t1__CNIGO.Cnig_chr_X.g22429.t1	162	184	175	149	161	178
CBRIG.X.g18779.t1__CNIGO.Cnig_chr_X.g22435.t1	221	472	230	465	246	410
CBRIG.X.g18786.t2__CNIGO.Cnig_chr_X.g22442.t1	835	220	729	198	1619	211
CBRIG.X.g18818.t1__CNIGO.Cnig_chr_X.g22481.t1	424	116	381	139	394	139
