Geneid	Cbr_1_Cbr	Cbr_2_Cbr	Cbr_3_Cbr	Cni_1_Cni	Cni_2_Cni	Cni_3_Cni
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	488	543	466	1058	1124	1000
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	1005	1003	1015	972	920	971
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	268	272	296	1091	1035	1243
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	437	375	458	417	432	433
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	2091	2018	2070	508	489	483
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	897	855	840	2782	2937	2836
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	3101	3192	3205	492	452	552
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	311	216	213	187	210	248
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	461	502	502	2775	2632	2442
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	454	455	478	3335	3421	3533
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	550	474	584	253	307	278
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	997	1106	1108	543	591	533
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	185	169	185	136	114	109
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	191	210	242	1668	1624	1474
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	1197	1274	1151	652	608	534
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	552	505	522	210	276	264
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	536	492	469	496	504	477
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	650	645	682	1227	1111	1292
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	705	659	653	648	632	739
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	728	700	845	347	367	374
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	190	193	179	1005	874	990
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	523	447	432	97	91	93
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	1747	1554	1856	6244	6461	6349
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	305	258	302	1335	1437	1351
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	1027	1131	1012	257	284	277
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	259	210	260	1267	1376	1312
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	551	500	586	141	132	120
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	194	186	181	173	179	223
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	142	128	142	117	164	150
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	331	282	354	84	94	81
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	174	191	159	201	159	193
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	1165	1148	1147	1432	1437	1343
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	1863	1925	2069	630	745	665
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	169	204	244	489	481	456
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	732	756	715	311	251	222
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	3424	3226	3393	506	492	414
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	240	258	218	139	200	172
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	215	262	291	248	207	251
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	253	223	247	233	266	231
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	748	895	765	280	305	238
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	166	185	206	155	192	179
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	224	241	192	432	348	348
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	581	613	583	2158	1997	2161
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	634	640	776	1478	1520	1355
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	287	356	406	6899	6659	6600
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	312	254	262	2299	2535	2442
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	159	138	172	695	699	576
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	446	428	457	448	459	495
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	457	470	501	913	887	1024
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	478	490	499	911	942	897
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	323	337	407	757	745	653
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	241	273	293	135	122	134
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	965	892	813	563	481	582
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	573	536	507	648	600	618
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	486	380	495	442	415	426
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	596	625	516	1067	1136	1240
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	692	871	746	1534	1566	1453
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	122	96	89	173	199	178
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	60	72	108	68	114	109
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	1474	1390	1481	734	700	680
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	514	569	584	427	404	357
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	1114	1136	1073	570	529	521
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	749	570	734	4489	4496	4371
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	1319	1273	1494	355	322	382
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	832	665	645	205	173	166
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	135	144	162	622	627	589
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	917	746	830	355	253	299
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	396	444	412	2083	2174	2117
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	713	706	596	1804	1762	1859
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	822	807	878	197	224	247
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	431	519	472	151	165	157
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	304	252	307	713	624	623
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	438	417	350	1146	1301	1078
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	336	427	381	134	156	181
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	513	557	444	860	932	854
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1060	1132	1122	1192	1140	1151
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	938	849	901	456	480	479
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	2905	2607	2764	653	673	654
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	7069	7104	7289	1294	1241	1305
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	1379	1292	1486	477	472	508
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	784	733	733	343	403	429
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	275	214	236	590	628	660
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	485	411	433	1572	1677	1576
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	219	287	235	887	963	846
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	246	214	182	4231	4084	4279
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	592	764	566	2546	2428	2552
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	364	403	321	210	186	234
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	209	218	273	689	679	644
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	1929	2106	2016	330	371	465
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	883	928	763	1022	1039	1101
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	862	917	891	4702	4652	4925
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	351	305	374	697	749	740
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	376	338	351	782	638	689
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	550	618	678	178	261	230
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	443	378	299	286	342	301
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	357	365	387	769	789	529
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	622	646	684	709	777	699
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	849	968	851	302	396	394
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	2961	3053	3109	1795	1692	1654
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	925	879	901	596	563	541
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	187	209	225	671	728	734
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	454	413	434	429	346	380
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	2799	2648	2818	602	499	527
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	2298	2132	2110	540	434	393
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	511	523	532	406	379	333
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	494	459	497	194	227	202
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	565	471	528	244	300	230
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	665	670	598	499	562	517
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	669	613	728	279	290	309
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	492	460	442	511	569	504
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	1445	1399	1413	497	433	496
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	1012	1016	1037	498	397	448
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	482	553	557	3162	3222	2856
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	345	360	348	853	855	757
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	603	494	635	264	261	248
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	252	217	251	214	299	253
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	707	871	740	4885	4924	4882
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	2873	2825	2796	463	511	496
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	226	314	230	506	482	549
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	1777	1805	1795	449	437	391
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	349	392	437	1345	1487	1463
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	3486	3352	3470	421	502	537
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	168	152	160	360	362	317
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	2007	1978	1872	300	373	401
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	303	334	305	230	294	302
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	259	243	219	1446	1486	1545
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	2319	2534	2563	435	427	442
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	727	744	705	633	572	601
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	408	375	408	1261	1261	1192
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	508	390	490	1684	1738	1743
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	463	409	427	944	949	1016
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	1479	1405	1345	383	477	447
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	2882	2913	3012	388	440	437
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	194	185	213	733	887	734
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	461	453	474	82	90	73
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	1729	1770	2083	635	614	567
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	464	442	542	2083	2087	2019
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	814	756	719	274	291	221
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	497	591	573	3157	2904	2916
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	1200	1171	1312	381	479	390
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	1143	1176	1071	509	542	572
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	150	130	194	894	901	941
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	1718	1658	1688	248	287	266
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	1680	1805	1810	2343	2485	2311
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	1590	1586	1463	339	403	318
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	101	76	110	166	118	132
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	413	480	429	945	1035	919
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	294	335	318	282	255	318
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	389	306	387	355	319	411
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	733	740	624	165	132	169
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	3119	3096	3114	767	747	834
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	95	110	103	318	352	321
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	1257	1327	1211	254	182	197
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	470	368	373	1202	1116	1266
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	6504	6389	6518	1009	1134	1183
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	901	1023	942	434	385	416
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	394	368	381	357	364	370
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	565	662	641	107	72	130
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	524	546	512	550	630	582
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	130	158	151	191	310	280
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	304	371	356	1832	1773	1905
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	197	200	265	468	480	467
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	107	137	156	346	355	307
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	358	391	313	271	313	272
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	400	300	357	1179	1164	1187
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	276	284	271	768	911	919
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	167	193	189	406	407	360
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	2217	2057	2275	240	253	218
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	527	475	553	3046	3164	3115
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	1517	1264	1458	1362	1275	1368
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	377	362	385	864	824	935
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	940	886	1063	4394	4456	4307
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	661	616	778	379	341	316
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	625	580	570	974	1060	1048
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	366	411	387	367	366	387
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	536	507	463	490	487	518
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	137	170	131	629	626	571
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	648	586	558	790	730	753
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	1012	1133	926	358	318	329
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	661	573	641	2413	2507	2482
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	224	166	230	475	371	412
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	2030	2035	2211	403	377	404
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	2090	1931	2264	2152	2100	2063
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	3518	3284	3440	710	708	658
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	104	98	87	55	121	69
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	505	526	521	169	174	161
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	468	463	487	466	510	370
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	2038	2195	1900	456	461	535
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	1350	1354	1537	4134	4169	4031
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	1126	1176	1206	414	437	403
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	1294	1304	1343	391	453	501
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	2589	2558	2424	922	832	1038
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	162	169	116	474	533	501
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	7420	8031	7801	1426	1444	1524
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	4068	3998	3821	1136	1310	1286
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	1985	2154	1925	626	587	597
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	1219	1265	1184	1161	1145	1224
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	361	414	386	188	204	212
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	635	730	686	1078	1238	1227
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	2219	2122	2167	330	363	363
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	438	425	409	1045	1118	1118
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	75	74	69	601	649	673
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	818	628	774	176	225	249
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	158	136	218	559	535	675
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	1098	1098	1186	161	189	199
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	336	321	337	383	356	327
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	859	1024	946	496	447	483
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	283	314	239	982	1016	1123
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	3121	3088	3191	423	376	348
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	2247	2263	2299	367	506	419
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	177	173	157	659	633	670
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	3857	3631	3797	552	524	537
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	563	519	525	700	704	660
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	609	571	665	641	585	674
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	167	110	151	930	909	954
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	105	123	113	1162	1050	1001
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	140	172	174	477	564	497
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	285	328	252	1309	1468	1312
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	485	535	587	498	481	566
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	199	192	211	266	196	224
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	3820	4093	4073	545	657	554
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	145	87	114	252	162	247
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	1447	1427	1429	81	108	99
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	1091	1123	958	255	243	269
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	768	826	809	421	426	427
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	403	423	357	387	352	324
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	713	888	909	248	205	155
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	1605	1496	1695	371	449	457
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	923	846	789	818	857	835
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	458	534	462	5809	5358	5452
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	374	386	437	364	354	340
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	567	490	617	2745	2760	2676
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	294	266	308	968	925	838
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	90	141	107	377	327	285
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	208	204	189	123	88	86
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	375	371	356	1240	1232	1229
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	456	354	351	1213	1372	1303
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	232	165	204	911	809	888
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	380	458	348	4067	4057	4042
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	456	495	485	160	144	191
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	2126	2273	2392	1151	1161	1129
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	195	230	204	94	101	111
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	129	101	119	127	164	99
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	1661	1622	1643	420	449	478
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	211	229	224	1072	1054	1049
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	657	609	739	2688	2593	2526
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	143	115	136	422	442	433
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	137	137	179	348	376	411
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	257	362	326	2292	2198	2426
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	103	69	59	165	198	138
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	983	826	977	779	833	864
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	339	450	455	598	599	628
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	758	592	671	310	406	392
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	814	796	777	369	321	415
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	274	318	260	195	161	144
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	115	138	89	276	362	354
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	1137	1240	1143	359	448	376
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	5481	5940	5400	944	911	922
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	90	83	115	149	139	100
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	299	326	290	917	995	1048
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	203	197	183	366	364	429
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	256	288	296	282	283	247
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	2924	2921	3159	536	624	678
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	1031	1021	1090	422	447	453
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	117	173	143	211	293	301
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	339	357	372	678	795	693
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	865	902	881	551	417	463
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	202	205	273	544	512	438
