gene_id	HF1_1_Cbr	HF1_1_Cni	HF1_2_Cbr	HF_2_Cni	HF1_3_Cbr	HF1_3_Cni
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	1221	474	1136	457	1012	329
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	321	582	402	667	363	608
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	629	349	491	228	441	196
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	568	433	507	468	644	582
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	160	328	223	329	157	317
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	281	177	312	201	369	300
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	510	1063	588	1092	529	1053
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	396	279	411	228	362	250
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	465	978	528	988	518	882
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	495	220	483	357	637	300
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	1372	609	1191	615	1243	602
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	613	415	472	400	521	306
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	150	122	193	173	136	143
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	261	45	288	75	283	66
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	1663	3015	1616	3014	1506	2852
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	276	311	298	253	214	256
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	241	369	269	420	275	421
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	143	320	162	290	145	331
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	80	80	55	80	80	112
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	328	173	338	190	397	237
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	131	243	174	249	152	286
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	37	49	60	88	75	83
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	123	112	104	135	117	120
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	1015	1841	1180	1758	1131	1868
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	613	597	668	619	664	659
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	163	247	148	231	149	217
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	362	267	379	192	324	178
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	501	801	531	768	424	811
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	336	762	261	714	220	632
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	285	419	244	413	193	338
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	67	164	76	158	57	160
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	258	439	280	436	279	407
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	221	168	264	181	219	99
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	386	169	376	176	344	177
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	579	516	460	629	569	660
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	682	471	778	491	761	453
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	193	992	235	983	200	893
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	300	298	306	300	275	251
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	191	178	152	175	159	179
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	487	1161	511	1145	474	1054
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	458	366	454	454	479	414
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	359	922	463	902	426	887
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	1373	335	1400	362	1278	310
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	268	205	233	160	256	203
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	406	834	282	780	347	839
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	466	552	518	608	417	578
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	359	402	421	424	386	424
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	598	1162	605	1142	605	1120
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	748	1536	853	1758	873	1631
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	70	77	78	79	99	74
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	79	54	82	87	48	60
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	727	1120	689	966	711	1053
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	207	295	230	307	178	337
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	476	517	486	584	631	630
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	649	689	676	765	659	607
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	402	468	251	458	286	460
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	136	229	220	255	138	229
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	201	100	263	222	232	197
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	416	371	389	279	405	369
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	537	386	592	384	557	382
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	1562	460	1557	498	1433	529
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	211	225	224	229	186	160
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	117	363	113	384	216	477
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	278	592	260	629	321	593
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	477	644	294	455	329	483
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	218	184	134	177	186	174
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	1858	313	1823	530	1766	393
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	2176	901	2136	1139	2306	1251
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	352	424	357	313	438	430
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	593	650	649	511	625	639
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	2217	1219	2045	1396	2015	1153
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	367	786	481	676	380	596
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	294	502	333	516	307	530
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	169	125	233	174	142	100
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	990	236	1107	208	941	203
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	307	160	359	180	344	247
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	176	318	213	293	93	285
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	617	1794	575	1821	598	1917
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	206	96	218	175	201	149
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	445	235	425	259	473	178
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	930	334	1008	424	967	280
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	673	477	656	438	561	369
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	884	3305	980	3334	787	3329
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	274	274	311	310	308	350
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	424	649	334	589	382	599
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	211	226	234	184	224	164
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	250	687	257	694	412	773
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	375	298	413	345	272	263
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	624	1358	650	1328	665	1446
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	423	686	417	636	406	571
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	719	2891	777	2713	702	2999
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	464	2396	378	2222	398	2345
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	155	631	261	692	254	666
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	186	312	205	300	212	351
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	1081	493	1199	724	1175	639
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	520	345	490	393	572	491
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	522	1007	429	843	319	981
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	360	235	322	242	358	156
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	383	194	332	181	294	167
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	356	261	321	305	316	276
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	661	254	688	377	529	292
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	303	438	359	601	369	517
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	523	523	497	493	452	451
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	319	633	292	591	304	545
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	423	1794	477	1768	506	1752
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	462	302	542	471	443	340
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	281	273	247	192	274	345
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	232	599	163	566	245	608
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	736	651	644	590	701	635
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	1032	527	1130	458	1142	583
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	168	360	193	385	236	356
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	420	645	304	603	329	603
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	504	419	562	357	465	368
CBRIG.V.g15253.t1__CNIGO.Cnig_chr_V.g18134.t1	407	425	362	316	345	386
CBRIG.V.g15309.t1__CNIGO.Cnig_chr_V.g18193.t1	414	344	369	365	336	309
CBRIG.V.g15333.t1__CNIGO.Cnig_chr_V.g18228.t1	790	266	936	377	965	333
CBRIG.V.g15339.t1__CNIGO.Cnig_chr_V.g18230.t1	286	243	263	302	243	196
CBRIG.V.g15358.t1__CNIGO.Cnig_chr_V.g18247.t2	426	235	492	279	513	292
CBRIG.V.g15382.t1__CNIGO.Cnig_chr_V.g18312.t1	424	654	510	711	443	653
CBRIG.V.g15384.t3__CNIGO.Cnig_chr_V.g18314.t1	720	1339	705	1249	652	1357
CBRIG.V.g15391.t1__CNIGO.Cnig_chr_V.g18321.t1	439	603	458	631	425	636
CBRIG.V.g15418.t1__CNIGO.Cnig_chr_V.g18354.t1	516	502	423	345	397	393
CBRIG.V.g15423.t1__CNIGO.Cnig_chr_V.g18359.t1	1229	480	1311	395	1183	442
CBRIG.V.g15437.t1__CNIGO.Cnig_chr_V.g18384.t2	424	375	439	390	426	370
CBRIG.V.g15465.t1__CNIGO.Cnig_chr_V.g18415.t1	687	496	670	436	621	390
CBRIG.V.g15480.t1__CNIGO.Cnig_chr_V.g18434.t1	196	178	267	263	115	182
CBRIG.V.g15498.t1__CNIGO.Cnig_chr_V.g18454.t1	104	267	104	249	66	200
CBRIG.V.g15538.t2__CNIGO.Cnig_chr_V.g18483.t3	666	664	474	547	550	538
CBRIG.V.g15548.t2__CNIGO.Cnig_chr_V.g18492.t1	374	449	447	471	530	494
CBRIG.V.g15563.t1__CNIGO.Cnig_chr_V.g18508.t1	246	224	204	179	223	244
CBRIG.V.g15600.t3__CNIGO.Cnig_chr_V.g18542.t1	659	583	663	629	538	545
CBRIG.V.g15601.t1__CNIGO.Cnig_chr_V.g18543.t1	458	709	325	518	340	560
CBRIG.V.g15623.t1__CNIGO.Cnig_chr_V.g18566.t1	474	422	579	524	650	592
CBRIG.V.g15675.t1__CNIGO.Cnig_chr_V.g18630.t1	236	72	203	111	202	107
CBRIG.V.g15693.t1__CNIGO.Cnig_chr_V.g18649.t1	224	312	222	285	256	335
CBRIG.V.g15698.t4__CNIGO.Cnig_chr_V.g18654.t3	2308	937	2219	949	2373	937
CBRIG.V.g15748.t1__CNIGO.Cnig_chr_V.g18696.t2	284	470	356	512	262	425
CBRIG.V.g15775.t1__CNIGO.Cnig_chr_V.g18723.t1	172	157	181	160	153	138
CBRIG.V.g15776.t1__CNIGO.Cnig_chr_V.g18724.t1	411	788	341	776	467	805
CBRIG.V.g15793.t1__CNIGO.Cnig_chr_V.g18752.t1	283	244	297	292	355	327
CBRIG.V.g15806.t1__CNIGO.Cnig_chr_V.g18763.t2	1292	408	1339	377	1178	368
CBRIG.V.g15823.t2__CNIGO.Cnig_chr_V.g18778.t1	340	116	299	81	314	121
CBRIG.V.g15824.t1__CNIGO.Cnig_chr_V.g18782.t1	699	728	772	750	723	737
CBRIG.V.g15827.t1__CNIGO.Cnig_chr_V.g18785.t1	115	78	115	87	69	35
CBRIG.V.g15859.t1__CNIGO.Cnig_chr_V.g18814.t1	495	160	408	231	448	251
CBRIG.V.g15887.t1__CNIGO.Cnig_chr_V.g18833.t1	777	362	823	376	812	422
CBRIG.V.g15902.t3__CNIGO.Cnig_chr_V.g18847.t1	810	1504	1112	1727	1039	1692
CBRIG.V.g15927.t1__CNIGO.Cnig_chr_V.g18879.t1	272	331	211	315	308	289
CBRIG.V.g15928.t1__CNIGO.Cnig_chr_V.g18880.t1	595	357	586	339	555	310
CBRIG.V.g15931.t3__CNIGO.Cnig_chr_V.g18886.t1	105	54	128	82	68	55
CBRIG.V.g15968.t1__CNIGO.Cnig_chr_V.g18924.t1	432	500	419	546	422	560
CBRIG.V.g15985.t1__CNIGO.Cnig_chr_V.g18943.t2	158	105	171	131	213	181
CBRIG.V.g15986.t2__CNIGO.Cnig_chr_V.g18944.t1	458	567	435	462	293	422
CBRIG.V.g16004.t1__CNIGO.Cnig_chr_V.g18964.t1	202	298	135	261	182	301
CBRIG.V.g16005.t2__CNIGO.Cnig_chr_V.g18965.t2	63	49	54	26	67	53
CBRIG.V.g16044.t1__CNIGO.Cnig_chr_V.g19013.t1	239	201	281	182	326	282
CBRIG.V.g16050.t1__CNIGO.Cnig_chr_V.g19020.t1	1437	427	1391	290	1378	398
CBRIG.V.g16082.t1__CNIGO.Cnig_chr_V.g19067.t1	458	265	477	401	403	270
CBRIG.V.g16090.t1__CNIGO.Cnig_chr_V.g19076.t1	200	423	222	376	114	337
CBRIG.V.g16095.t1__CNIGO.Cnig_chr_V.g19082.t1	328	259	367	163	338	187
CBRIG.V.g16096.t1__CNIGO.Cnig_chr_V.g19083.t1	525	522	557	502	515	468
CBRIG.V.g16098.t2__CNIGO.Cnig_chr_V.g19085.t3	5090	1227	5035	1317	5104	1291
CBRIG.V.g16112.t1__CNIGO.Cnig_chr_V.g19098.t2	570	503	508	435	570	545
CBRIG.V.g16120.t1__CNIGO.Cnig_chr_V.g19108.t2	830	1166	733	1177	942	1307
CBRIG.V.g16173.t1__CNIGO.Cnig_chr_V.g19168.t1	473	324	593	411	585	420
CBRIG.V.g16174.t1__CNIGO.Cnig_chr_V.g19169.t3	459	546	529	471	727	615
CBRIG.V.g16244.t1__CNIGO.Cnig_chr_V.g19254.t2	342	622	371	627	463	750
CBRIG.V.g16252.t1__CNIGO.Cnig_chr_V.g19261.t1	855	540	839	584	747	475
CBRIG.V.g16261.t1__CNIGO.Cnig_chr_V.g19273.t1	142	277	176	309	128	322
CBRIG.V.g16263.t1__CNIGO.Cnig_chr_V.g19274.t5	437	1014	282	832	364	1061
CBRIG.V.g16293.t1__CNIGO.Cnig_chr_V.g19304.t1	353	1137	358	1138	292	1093
CBRIG.V.g16295.t2__CNIGO.Cnig_chr_V.g19306.t3	580	618	552	580	506	527
CBRIG.V.g16304.t1__CNIGO.Cnig_chr_V.g19316.t1	148	148	237	238	238	269
CBRIG.V.g16338.t1__CNIGO.Cnig_chr_V.g19346.t1	536	301	542	407	591	408
CBRIG.V.g16341.t1__CNIGO.Cnig_chr_V.g19354.t4	3922	2048	4061	2131	3975	1913
CBRIG.V.g16406.t4__CNIGO.Cnig_chr_V.g19426.t3	595	572	654	710	591	646
CBRIG.V.g16488.t1__CNIGO.Cnig_chr_V.g19518.t1	99	90	94	94	120	111
CBRIG.V.g16491.t1__CNIGO.Cnig_chr_V.g19521.t1	387	139	422	135	399	101
CBRIG.V.g16517.t1__CNIGO.Cnig_chr_V.g19553.t2	472	1755	477	1703	487	1759
CBRIG.V.g16551.t1__CNIGO.Cnig_chr_V.g19585.t1	508	1029	502	929	459	865
CBRIG.V.g16563.t3__CNIGO.Cnig_chr_V.g19599.t1	2039	1343	1939	1246	2035	1333
CBRIG.V.g16565.t1__CNIGO.Cnig_chr_V.g19601.t1	444	622	499	642	399	556
CBRIG.V.g16622.t1__CNIGO.Cnig_chr_V.g19660.t1	629	459	671	424	704	460
CBRIG.V.g16624.t2__CNIGO.Cnig_chr_V.g19665.t1	718	2564	803	2548	787	2670
CBRIG.V.g16629.t1__CNIGO.Cnig_chr_V.g19668.t1	259	187	275	145	209	152
CBRIG.V.g16688.t1__CNIGO.Cnig_chr_V.g19706.t1	2065	1175	2216	1368	2226	1538
CBRIG.V.g16691.t1__CNIGO.Cnig_chr_V.g19709.t2	1318	1173	1236	1120	1333	1293
CBRIG.V.g16715.t2__CNIGO.Cnig_chr_V.g19734.t2	954	502	1134	597	1018	545
CBRIG.V.g16722.t2__CNIGO.Cnig_chr_V.g19748.t2	4845	1224	4942	1160	4590	1164
CBRIG.V.g16743.t1__CNIGO.Cnig_chr_V.g19772.t1	190	184	157	152	136	178
CBRIG.V.g16750.t1__CNIGO.Cnig_chr_V.g19778.t1	829	308	896	346	713	298
CBRIG.V.g16759.t1__CNIGO.Cnig_chr_V.g19791.t1	807	311	802	354	811	371
CBRIG.V.g16775.t1__CNIGO.Cnig_chr_V.g19807.t1	735	195	853	131	831	246
CBRIG.V.g16785.t1__CNIGO.Cnig_chr_V.g19818.t1	74	52	51	44	67	62
CBRIG.V.g16817.t1__CNIGO.Cnig_chr_V.g19851.t1	207	233	210	205	318	255
CBRIG.V.g16839.t1__CNIGO.Cnig_chr_V.g19873.t1	133	114	159	140	156	196
CBRIG.V.g16853.t1__CNIGO.Cnig_chr_V.g19892.t1	276	241	207	145	194	156
CBRIG.V.g16862.t1__CNIGO.Cnig_chr_V.g19900.t1	265	666	259	678	217	690
CBRIG.V.g16870.t1__CNIGO.Cnig_chr_V.g19905.t1	460	732	464	693	558	744
CBRIG.V.g16902.t1__CNIGO.Cnig_chr_V.g19938.t2	224	365	214	381	231	332
CBRIG.V.g16914.t1__CNIGO.Cnig_chr_V.g19950.t1	1458	300	1522	340	1505	323
CBRIG.V.g16922.t1__CNIGO.Cnig_chr_V.g19963.t1	1339	430	1283	334	1477	415
CBRIG.V.g16937.t1__CNIGO.Cnig_chr_V.g19979.t1	114	378	133	441	140	352
CBRIG.V.g16938.t1__CNIGO.Cnig_chr_V.g19980.t1	739	444	842	576	860	446
CBRIG.V.g17015.t1__CNIGO.Cnig_chr_V.g20057.t3	273	543	237	476	151	469
CBRIG.V.g17034.t1__CNIGO.Cnig_chr_V.g20072.t2	552	989	546	894	586	984
CBRIG.V.g17041.t1__CNIGO.Cnig_chr_V.g20078.t1	283	193	212	155	298	203
CBRIG.V.g17048.t1__CNIGO.Cnig_chr_V.g20083.t1	64	100	130	142	113	89
CBRIG.V.g17053.t1__CNIGO.Cnig_chr_V.g20089.t1	389	157	305	135	255	123
CBRIG.V.g17078.t1__CNIGO.Cnig_chr_V.g20118.t2	445	297	490	302	446	279
CBRIG.V.g17102.t1__CNIGO.Cnig_chr_V.g20145.t1	2138	489	2138	601	2192	624
CBRIG.V.g17121.t1__CNIGO.Cnig_chr_V.g20169.t2	162	270	162	292	198	328
CBRIG.V.g17151.t1__CNIGO.Cnig_chr_V.g20218.t1	818	530	935	662	800	444
CBRIG.V.g17171.t1__CNIGO.Cnig_chr_V.g20237.t1	267	83	276	125	284	111
CBRIG.V.g17179.t1__CNIGO.Cnig_chr_V.g20245.t1	162	112	214	127	191	126
CBRIG.V.g17185.t1__CNIGO.Cnig_chr_V.g20252.t1	178	514	241	509	220	399
CBRIG.V.g17188.t1__CNIGO.Cnig_chr_V.g20255.t1	406	780	386	815	395	1013
CBRIG.V.g17220.t1__CNIGO.Cnig_chr_V.g20288.t1	313	310	351	367	324	342
CBRIG.V.g17221.t1__CNIGO.Cnig_chr_V.g20289.t1	206	982	257	1011	253	939
CBRIG.V.g17234.t1__CNIGO.Cnig_chr_V.g20303.t1	462	886	457	894	348	822
CBRIG.V.g17352.t2__CNIGO.Cnig_chr_V.g20431.t1	688	705	771	770	729	770
CBRIG.V.g17392.t1__CNIGO.Cnig_chr_V.g20481.t2	278	1969	292	2073	326	2143
CBRIG.V.g17399.t1__CNIGO.Cnig_chr_V.g20487.t1	808	516	754	341	853	389
CBRIG.V.g17426.t1__CNIGO.Cnig_chr_V.g20521.t1	1158	582	1091	450	1115	599
CBRIG.V.g17430.t1__CNIGO.Cnig_chr_V.g20526.t1	278	317	241	270	270	297
CBRIG.V.g17436.t1__CNIGO.Cnig_chr_V.g20533.t1	113	176	73	142	151	184
CBRIG.V.g17504.t1__CNIGO.Cnig_chr_V.g20622.t1	123	68	156	73	116	84
CBRIG.V.g17508.t1__CNIGO.Cnig_chr_V.g20626.t1	390	380	438	429	358	418
CBRIG.V.g17526.t1__CNIGO.Cnig_chr_V.g20643.t2	579	368	483	346	459	318
CBRIG.V.g17545.t1__CNIGO.Cnig_chr_V.g20674.t1	212	390	169	341	135	336
CBRIG.V.g17556.t1__CNIGO.Cnig_chr_V.g20685.t1	714	289	868	405	792	375
CBRIG.V.g17565.t1__CNIGO.Cnig_chr_V.g20697.t1	160	132	130	130	131	168
CBRIG.V.g17605.t1__CNIGO.Cnig_chr_V.g20740.t2	1619	988	1645	1054	1788	1225
CBRIG.V.g17630.t1__CNIGO.Cnig_chr_V.g20776.t1	99	159	116	137	120	172
CBRIG.V.g17636.t1__CNIGO.Cnig_chr_V.g20784.t1	62	65	82	85	79	107
CBRIG.V.g17649.t2__CNIGO.Cnig_chr_V.g20795.t2	298	335	259	304	351	334
CBRIG.V.g17676.t1__CNIGO.Cnig_chr_V.g20844.t2	364	447	279	388	268	390
CBRIG.V.g17688.t1__CNIGO.Cnig_chr_V.g20862.t1	1116	574	1169	614	1387	679
CBRIG.V.g17752.t1__CNIGO.Cnig_chr_V.g20948.t1	204	307	189	286	155	348
CBRIG.V.g17755.t1__CNIGO.Cnig_chr_V.g20959.t2	69	586	86	620	66	562
CBRIG.V.g17763.t3__CNIGO.Cnig_chr_V.g20972.t1	937	203	988	170	1065	240
CBRIG.V.g17767.t1__CNIGO.Cnig_chr_V.g20975.t1	73	52	111	110	90	59
CBRIG.V.g17778.t1__CNIGO.Cnig_chr_V.g20998.t1	1779	768	1767	681	2004	825
CBRIG.V.g17785.t1__CNIGO.Cnig_chr_V.g21013.t1	322	480	362	466	419	487
CBRIG.V.g17787.t1__CNIGO.Cnig_chr_V.g21016.t1	205	493	260	466	274	461
CBRIG.V.g17812.t2__CNIGO.Cnig_chr_V.g21050.t2	229	232	275	320	368	390
CBRIG.V.g18008.t1__CNIGO.Cnig_chr_V.g21361.t1	135	88	196	153	143	59
CBRIG.V.g18202.t1__CNIGO.Cnig_chr_V.g21568.t1	140	286	84	222	47	191
CBRIG.V.g18225.t1__CNIGO.Cnig_chr_V.g21660.t1	347	1108	402	1182	321	1031
CBRIG.V.g18269.t1__CNIGO.Cnig_chr_V.g21738.t2	751	1286	897	1360	638	1157
CBRIG.V.g18289.t1__CNIGO.Cnig_chr_V.g21764.t1	98	119	92	118	138	150
CBRIG.V.g18313.t1__CNIGO.Cnig_chr_V.g21807.t1	263	622	346	657	350	628
CBRIG.V.g18330.t1__CNIGO.Cnig_chr_V.g21789.t1	626	224	554	238	486	140
CBRIG.V.g18360.t1__CNIGO.Cnig_chr_V.g21915.t2	270	569	269	521	251	569
CBRIG.V.g18362.t1__CNIGO.Cnig_chr_V.g21917.t2	730	2224	587	2086	635	2306
CBRIG.V.g18365.t1__CNIGO.Cnig_chr_V.g21920.t2	537	915	552	1010	483	832
CBRIG.V.g18445.t1__CNIGO.Cnig_chr_V.g22007.t2	122	214	104	201	146	208
CBRIG.V.g18453.t1__CNIGO.Cnig_chr_V.g22017.t1	302	358	355	320	484	450
CBRIG.V.g18508.t1__CNIGO.Cnig_chr_V.g22081.t1	450	650	474	730	481	663
CBRIG.X.g18524.t1__CNIGO.Cnig_chr_X.g22173.t1	243	772	343	743	341	891
CBRIG.X.g18550.t1__CNIGO.Cnig_chr_X.g22204.t1	808	258	779	219	911	183
CBRIG.X.g18570.t1__CNIGO.Cnig_chr_X.g22224.t1	388	813	507	900	394	829
CBRIG.X.g18576.t1__CNIGO.Cnig_chr_X.g22228.t1	734	747	802	798	748	775
CBRIG.X.g18584.t2__CNIGO.Cnig_chr_X.g22236.t1	689	395	612	320	767	500
CBRIG.X.g18587.t2__CNIGO.Cnig_chr_X.g22238.t2	1171	3421	960	3216	1003	3535
CBRIG.X.g18612.t1__CNIGO.Cnig_chr_X.g22267.t1	310	476	325	444	313	475
CBRIG.X.g18618.t1__CNIGO.Cnig_chr_X.g22273.t1	571	2311	663	2315	562	2359
CBRIG.X.g18628.t2__CNIGO.Cnig_chr_X.g22286.t3	721	435	817	642	758	530
CBRIG.X.g18658.t1__CNIGO.Cnig_chr_X.g22321.t1	204	239	215	267	129	172
CBRIG.X.g18678.t1__CNIGO.Cnig_chr_X.g22168.t1	163	123	148	100	172	182
CBRIG.X.g18720.t1__CNIGO.Cnig_chr_X.g22370.t2	1187	699	1054	647	1102	694
CBRIG.X.g18739.t3__CNIGO.Cnig_chr_X.g22394.t1	399	383	374	332	410	407
