# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "briggsae.cds.small.gff" "-o" "counts/Cbr_fc.counts.txt" "alignments/Cbr_1_Cbr.sorted.bam" "alignments/Cbr_2_Cbr.sorted.bam" "alignments/Cbr_3_Cbr.sorted.bam" "alignments/hf1_split/HF1_1_Cbr.sorted.bam" "alignments/hf1_split/HF1_2_Cbr.sorted.bam" "alignments/hf1_split/HF1_3_Cbr.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cbr_1_Cbr.sorted.bam	alignments/Cbr_2_Cbr.sorted.bam	alignments/Cbr_3_Cbr.sorted.bam	alignments/hf1_split/HF1_1_Cbr.sorted.bam	alignments/hf1_split/HF1_2_Cbr.sorted.bam	alignments/hf1_split/HF1_3_Cbr.sorted.bam
CBRIG.III.g8316.t1__CNIGO.Cnig_chr_III.g9588.t2	CBRIG.III.g8316.t1	1	546	+	546	215	183	259	82	77	115
CBRIG.III.g8330.t1__CNIGO.Cnig_chr_III.g9599.t1	CBRIG.III.g8330.t1	1	1962	+	1962	820	777	808	1280	1173	1041
CBRIG.III.g8336.t2__CNIGO.Cnig_chr_III.g9608.t1	CBRIG.III.g8336.t2	1	690	+	690	232	285	267	91	131	124
CBRIG.III.g8371.t1__CNIGO.Cnig_chr_III.g9644.t1	CBRIG.III.g8371.t1	1	954	+	954	1114	1153	1129	232	196	210
CBRIG.III.g8377.t1__CNIGO.Cnig_chr_III.g9651.t1	CBRIG.III.g8377.t1	1	645	+	645	1262	1196	1300	175	133	150
CBRIG.III.g8408.t1__CNIGO.Cnig_chr_III.g9681.t2	CBRIG.III.g8408.t1	1	666	+	666	260	321	226	132	177	124
CBRIG.III.g8424.t1__CNIGO.Cnig_chr_III.g9695.t1	CBRIG.III.g8424.t1	1	3372	+	3372	4256	4073	4359	1261	1378	1442
CBRIG.III.g8437.t1__CNIGO.Cnig_chr_III.g9709.t1	CBRIG.III.g8437.t1	1	1125	+	1125	423	423	492	493	443	514
CBRIG.III.g8533.t2__CNIGO.Cnig_chr_III.g9777.t3	CBRIG.III.g8533.t2	1	822	+	822	343	342	329	360	331	360
CBRIG.III.g8557.t1__CNIGO.Cnig_chr_III.g9804.t2	CBRIG.III.g8557.t1	1	333	+	333	608	555	536	68	70	76
CBRIG.III.g8573.t3__CNIGO.Cnig_chr_III.g9822.t2	CBRIG.III.g8573.t3	1	687	+	687	688	782	857	120	100	154
CBRIG.III.g8642.t1__CNIGO.Cnig_chr_III.g9893.t1	CBRIG.III.g8642.t1	1	975	+	975	768	800	790	192	169	203
CBRIG.III.g8669.t1__CNIGO.Cnig_chr_III.g9919.t2	CBRIG.III.g8669.t1	1	900	+	900	379	321	421	156	195	154
CBRIG.III.g8671.t2__CNIGO.Cnig_chr_III.g9921.t1	CBRIG.III.g8671.t2	1	2346	+	2346	1750	2097	1896	454	490	415
CBRIG.III.g8701.t1__CNIGO.Cnig_chr_III.g9956.t1	CBRIG.III.g8701.t1	1	2190	+	2190	769	833	822	1339	1261	1291
CBRIG.III.g8741.t1__CNIGO.Cnig_chr_III.g9997.t2	CBRIG.III.g8741.t1	1	699	+	699	766	857	853	863	992	963
CBRIG.III.g8745.t1__CNIGO.Cnig_chr_III.g10002.t1	CBRIG.III.g8745.t1	1	1191	+	1191	1961	1789	1876	268	215	249
CBRIG.III.g8762.t1__CNIGO.Cnig_chr_III.g10023.t1	CBRIG.III.g8762.t1	1	1854	+	1854	1604	1518	1625	422	296	372
CBRIG.III.g8764.t1__CNIGO.Cnig_chr_III.g10031.t1	CBRIG.III.g8764.t1	1	519	+	519	388	322	371	130	89	101
CBRIG.III.g8775.t1__CNIGO.Cnig_chr_III.g10046.t1	CBRIG.III.g8775.t1	1	1218	+	1218	580	469	448	511	549	626
CBRIG.III.g8809.t2__CNIGO.Cnig_chr_III.g10085.t1	CBRIG.III.g8809.t2	1	1275	+	1275	984	933	1024	261	271	219
CBRIG.III.g8869.t1__CNIGO.Cnig_chr_III.g10140.t1	CBRIG.III.g8869.t1	1	888	+	888	389	318	369	218	172	172
CBRIG.III.g8872.t1__CNIGO.Cnig_chr_III.g10143.t1	CBRIG.III.g8872.t1	1	2517	+	2517	6270	5852	6112	510	453	461
CBRIG.III.g8876.t1__CNIGO.Cnig_chr_III.g10146.t1	CBRIG.III.g8876.t1	1	939	+	939	393	345	427	150	213	164
CBRIG.III.g8915.t2__CNIGO.Cnig_chr_III.g10182.t1	CBRIG.III.g8915.t2	1	945	+	945	395	415	366	172	182	174
CBRIG.III.g8947.t1__CNIGO.Cnig_chr_III.g10205.t2	CBRIG.III.g8947.t1	1	4338	+	4338	1672	1815	1863	770	711	842
CBRIG.III.g8960.t1__CNIGO.Cnig_chr_III.g10218.t1	CBRIG.III.g8960.t1	1	1713	+	1713	747	622	697	355	313	356
CBRIG.III.g8996.t1__CNIGO.Cnig_chr_III.g10267.t1	CBRIG.III.g8996.t1	1	1176	+	1176	422	424	458	209	172	216
CBRIG.III.g9020.t1__CNIGO.Cnig_chr_III.g10290.t1	CBRIG.III.g9020.t1	1	975	+	975	366	427	393	174	187	207
CBRIG.III.g9021.t1__CNIGO.Cnig_chr_III.g10291.t1	CBRIG.III.g9021.t1	1	711	+	711	276	293	238	189	149	140
CBRIG.III.g9027.t1__CNIGO.Cnig_chr_III.g10296.t2	CBRIG.III.g9027.t1	1	801	+	801	636	592	659	210	137	143
CBRIG.III.g9036.t3__CNIGO.Cnig_chr_III.g10313.t1	CBRIG.III.g9036.t3	1	3498	+	3498	1466	1334	1533	2006	2021	2241
CBRIG.III.g9071.t1__CNIGO.Cnig_chr_III.g10363.t1	CBRIG.III.g9071.t1	1	951	+	951	1212	1067	1168	326	376	301
CBRIG.III.g9096.t1__CNIGO.Cnig_chr_III.g10418.t1	CBRIG.III.g9096.t1	1	6705	+	6705	2824	2697	2880	1401	1286	1327
CBRIG.III.g9117.t1__CNIGO.Cnig_chr_III.g10441.t1	CBRIG.III.g9117.t1	1	990	+	990	3237	3211	3159	180	155	183
CBRIG.III.g9167.t2__CNIGO.Cnig_chr_III.g10496.t1	CBRIG.III.g9167.t2	1	1293	+	1293	553	632	539	688	842	824
CBRIG.III.g9176.t1__CNIGO.Cnig_chr_III.g10506.t1	CBRIG.III.g9176.t1	1	474	+	474	215	185	206	226	187	212
CBRIG.III.g9181.t3__CNIGO.Cnig_chr_III.g10511.t1	CBRIG.III.g9181.t3	1	1074	+	1074	455	392	431	218	245	206
CBRIG.III.g9196.t1__CNIGO.Cnig_chr_III.g10526.t2	CBRIG.III.g9196.t1	1	5088	+	5088	3847	4033	4097	866	906	1079
CBRIG.III.g9212.t1__CNIGO.Cnig_chr_III.g10547.t1	CBRIG.III.g9212.t1	1	939	+	939	382	408	451	172	181	239
CBRIG.III.g9221.t1__CNIGO.Cnig_chr_III.g10555.t1	CBRIG.III.g9221.t1	1	1245	+	1245	589	443	433	234	249	236
CBRIG.III.g9258.t2__CNIGO.Cnig_chr_III.g10599.t3	CBRIG.III.g9258.t2	1	1518	+	1518	593	601	661	279	291	272
CBRIG.III.g9264.t2__CNIGO.Cnig_chr_III.g10605.t1	CBRIG.III.g9264.t2	1	909	+	909	355	374	352	155	236	170
CBRIG.III.g9301.t1__CNIGO.Cnig_chr_III.g10642.t1	CBRIG.III.g9301.t1	1	555	+	555	634	648	561	108	104	103
CBRIG.III.g9309.t1__CNIGO.Cnig_chr_III.g10650.t1	CBRIG.III.g9309.t1	1	486	+	486	363	336	355	288	238	208
CBRIG.III.g9310.t1__CNIGO.Cnig_chr_III.g10651.t1	CBRIG.III.g9310.t1	1	507	+	507	185	176	192	100	121	165
CBRIG.III.g9351.t1__CNIGO.Cnig_chr_III.g10693.t3	CBRIG.III.g9351.t1	1	3198	+	3198	3938	3867	3669	650	593	639
CBRIG.III.g9357.t2__CNIGO.Cnig_chr_III.g10700.t1	CBRIG.III.g9357.t2	1	1002	+	1002	1658	1756	1509	649	610	555
CBRIG.III.g9367.t1__CNIGO.Cnig_chr_III.g10708.t2	CBRIG.III.g9367.t1	1	1347	+	1347	541	553	475	576	553	590
CBRIG.III.g9369.t1__CNIGO.Cnig_chr_III.g10731.t1	CBRIG.III.g9369.t1	1	960	+	960	407	382	313	194	210	237
CBRIG.III.g9412.t1__CNIGO.Cnig_chr_III.g10755.t1	CBRIG.III.g9412.t1	1	372	+	372	192	129	108	73	85	68
CBRIG.III.g9416.t1__CNIGO.Cnig_chr_III.g10761.t1	CBRIG.III.g9416.t1	1	585	+	585	200	214	239	125	157	81
CBRIG.III.g9419.t1__CNIGO.Cnig_chr_III.g10825.t2	CBRIG.III.g9419.t1	1	558	+	558	280	208	269	313	407	309
CBRIG.III.g9423.t1__CNIGO.Cnig_chr_III.g10776.t1	CBRIG.III.g9423.t1	1	597	+	597	469	470	440	449	453	496
CBRIG.III.g9466.t1__CNIGO.Cnig_chr_III.g10820.t1	CBRIG.III.g9466.t1	1	651	+	651	772	840	855	139	150	156
CBRIG.III.g9469.t2__CNIGO.Cnig_chr_III.g10822.t2	CBRIG.III.g9469.t2	1	3471	+	3471	8278	8619	8322	722	749	648
CBRIG.III.g9476.t1__CNIGO.Cnig_chr_III.g10829.t1	CBRIG.III.g9476.t1	1	1029	+	1029	781	851	825	183	168	227
CBRIG.III.g9487.t1__CNIGO.Cnig_chr_III.g10845.t1	CBRIG.III.g9487.t1	1	354	+	354	111	151	142	86	64	84
CBRIG.III.g9492.t1__CNIGO.Cnig_chr_III.g10851.t3	CBRIG.III.g9492.t1	1	1482	+	1482	563	557	617	274	306	313
CBRIG.III.g9524.t2__CNIGO.Cnig_chr_III.g10879.t1	CBRIG.III.g9524.t2	1	1368	+	1368	565	458	536	829	812	753
CBRIG.III.g9526.t2__CNIGO.Cnig_chr_III.g10881.t1	CBRIG.III.g9526.t2	1	2520	+	2520	1128	962	1039	432	480	483
CBRIG.III.g9565.t1__CNIGO.Cnig_chr_III.g10957.t1	CBRIG.III.g9565.t1	1	246	+	246	130	79	86	71	65	94
CBRIG.III.g9749.t1__CNIGO.Cnig_chr_III.g11072.t1	CBRIG.III.g9749.t1	1	252	+	252	452	389	508	44	54	47
CBRIG.III.g9771.t1__CNIGO.Cnig_chr_III.g11120.t1	CBRIG.III.g9771.t1	1	1638	+	1638	648	728	629	285	273	266
CBRIG.III.g9862.t1__CNIGO.Cnig_chr_III.g11259.t1	CBRIG.III.g9862.t1	1	1026	+	1026	2064	2042	2095	160	189	165
CBRIG.III.g9901.t1__CNIGO.Cnig_chr_III.g11311.t1	CBRIG.III.g9901.t1	1	1146	+	1146	506	516	572	976	1002	913
CBRIG.III.g9915.t1__CNIGO.Cnig_chr_III.g11327.t1	CBRIG.III.g9915.t1	1	435	+	435	372	311	300	72	86	59
CBRIG.III.g9916.t1__CNIGO.Cnig_chr_III.g11330.t2	CBRIG.III.g9916.t1	1	618	+	618	746	672	745	371	397	310
CBRIG.III.g9919.t1__CNIGO.Cnig_chr_III.g11333.t1	CBRIG.III.g9919.t1	1	813	+	813	333	272	305	120	159	163
CBRIG.III.g9934.t1__CNIGO.Cnig_chr_III.g11355.t1	CBRIG.III.g9934.t1	1	2310	+	2310	979	905	973	947	993	900
CBRIG.III.g9940.t1__CNIGO.Cnig_chr_III.g11407.t1	CBRIG.III.g9940.t1	1	1893	+	1893	1588	1573	1445	404	407	398
CBRIG.III.g9948.t1__CNIGO.Cnig_chr_III.g11395.t2	CBRIG.III.g9948.t1	1	1116	+	1116	497	432	452	192	217	165
CBRIG.III.g9993.t1__CNIGO.Cnig_chr_III.g11023.t1	CBRIG.III.g9993.t1	1	270	+	270	117	112	120	63	53	50
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	CBRIG.IV.g10445.t1	1	1650	+	1650	2496	2822	2616	1357	1355	1239
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	CBRIG.IV.g10456.t3	1	1173	+	1173	1882	1860	1872	377	492	476
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	CBRIG.IV.g10474.t1	1	1443	+	1443	585	530	544	288	328	298
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	CBRIG.IV.g10484.t1	1	2199	+	2199	998	843	823	447	432	343
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	CBRIG.IV.g10525.t1	1	798	+	798	254	315	305	197	140	134
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	CBRIG.IV.g10552.t2	1	534	+	534	825	878	815	98	148	123
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	CBRIG.IV.g10554.t1	1	687	+	687	321	290	262	181	131	123
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	CBRIG.IV.g10557.t1	1	1245	+	1245	1604	1513	1450	244	221	245
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	CBRIG.IV.g10589.t1	1	522	+	522	190	190	209	111	123	79
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	CBRIG.IV.g10603.t1	1	1323	+	1323	2787	2768	2849	872	853	724
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	CBRIG.IV.g10604.t2	1	2082	+	2082	930	763	774	831	796	841
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	CBRIG.IV.g10661.t1	1	981	+	981	787	745	801	619	514	509
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	CBRIG.IV.g10703.t1	1	783	+	783	336	265	319	153	172	180
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	CBRIG.IV.g10766.t2	1	918	+	918	381	371	469	308	367	385
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	CBRIG.IV.g10811.t1	1	1116	+	1116	1233	1246	1378	477	407	446
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	CBRIG.IV.g10832.t1	1	1296	+	1296	513	484	525	232	260	258
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	CBRIG.IV.g10865.t1	1	489	+	489	737	914	712	123	89	87
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	CBRIG.IV.g10895.t1	1	261	+	261	96	126	122	36	40	54
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	CBRIG.IV.g10924.t1	1	1125	+	1125	924	919	812	190	192	275
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	CBRIG.IV.g10959.t1	1	1419	+	1419	526	541	561	534	616	505
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	CBRIG.IV.g10976.t1	1	351	+	351	131	130	135	152	81	161
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	CBRIG.IV.g11031.t1	1	1674	+	1674	655	667	597	330	345	353
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	CBRIG.IV.g11051.t2	1	453	+	453	352	418	406	58	56	101
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	CBRIG.IV.g11139.t1	1	462	+	462	159	181	167	310	293	257
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	CBRIG.IV.g11213.t2	1	1014	+	1014	446	361	354	652	816	876
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	CBRIG.IV.g11223.t1	1	285	+	285	344	378	369	90	62	47
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	CBRIG.IV.g11256.t1	1	2220	+	2220	849	818	952	1357	1373	1302
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	CBRIG.IV.g11259.t1	1	3000	+	3000	1095	1109	1214	637	653	537
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	CBRIG.IV.g11331.t1	1	1122	+	1122	415	462	524	1706	1435	1594
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	CBRIG.IV.g11353.t1	1	450	+	450	188	133	151	85	53	134
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	CBRIG.IV.g11357.t1	1	723	+	723	285	195	261	259	241	317
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	CBRIG.IV.g11385.t1	1	2154	+	2154	814	825	835	879	806	856
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	CBRIG.IV.g11406.t1	1	1380	+	1380	516	553	517	709	829	815
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	CBRIG.IV.g11414.t1	1	291	+	291	134	115	103	137	146	189
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	CBRIG.IV.g11432.t1	1	2793	+	2793	2292	2225	2178	1049	1051	1102
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	CBRIG.IV.g11469.t1	1	1146	+	1146	464	490	435	302	282	266
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	CBRIG.IV.g11511.t1	1	1428	+	1428	5118	5208	4894	876	748	833
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	CBRIG.IV.g11522.t2	1	1038	+	1038	1555	1798	1770	229	259	188
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	CBRIG.IV.g11525.t1	1	738	+	738	2527	2847	2580	795	958	870
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	CBRIG.IV.g11536.t1	1	372	+	372	614	646	575	65	82	91
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	CBRIG.IV.g11562.t1	1	1248	+	1248	564	523	475	243	280	194
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	CBRIG.IV.g11570.t1	1	2001	+	2001	757	850	725	393	366	452
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	CBRIG.IV.g11581.t2	1	1020	+	1020	435	406	431	412	377	394
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	CBRIG.IV.g11582.t3	1	984	+	984	419	406	395	184	145	212
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	CBRIG.IV.g11673.t2	1	2346	+	2346	3671	3785	3700	1350	1463	1449
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	CBRIG.IV.g11680.t1	1	1968	+	1968	9472	9714	9768	1215	1112	1063
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	CBRIG.IV.g11698.t3	1	2703	+	2703	4305	4339	4411	561	507	563
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	CBRIG.IV.g11709.t1	1	2328	+	2328	850	832	908	453	411	524
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	CBRIG.IV.g11712.t1	1	630	+	630	462	582	449	382	410	473
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	CBRIG.IV.g11721.t2	1	1713	+	1713	722	690	647	339	384	327
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	CBRIG.IV.g11726.t1	1	393	+	393	141	178	160	156	208	124
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	CBRIG.IV.g11763.t1	1	309	+	309	204	228	244	76	28	57
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	CBRIG.IV.g11769.t1	1	969	+	969	402	356	481	1186	1128	1080
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	CBRIG.IV.g11773.t1	1	999	+	999	385	421	353	219	204	235
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	CBRIG.IV.g11820.t1	1	1557	+	1557	567	649	524	300	359	343
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	CBRIG.IV.g11823.t1	1	2256	+	2256	819	895	960	898	768	926
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	CBRIG.IV.g11852.t2	1	765	+	765	2125	2214	2066	296	380	348
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	CBRIG.IV.g11859.t1	1	1272	+	1272	2045	1990	2118	261	300	208
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	CBRIG.IV.g11871.t1	1	1659	+	1659	4033	3969	4095	361	296	296
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	CBRIG.IV.g11873.t1	1	624	+	624	291	207	304	109	180	95
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	CBRIG.IV.g11927.t1	1	1152	+	1152	490	500	495	750	661	710
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	CBRIG.IV.g11931.t1	1	1200	+	1200	455	554	483	476	468	481
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	CBRIG.IV.g11954.t1	1	2001	+	2001	702	795	875	861	777	871
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	CBRIG.IV.g11955.t1	1	3207	+	3207	1336	1293	1278	1345	1338	1334
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	CBRIG.IV.g11988.t1	1	699	+	699	577	453	572	141	129	183
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	CBRIG.IV.g11993.t1	1	288	+	288	64	68	138	61	68	79
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	CBRIG.IV.g12005.t2	1	951	+	951	2165	2432	2181	161	190	201
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	CBRIG.IV.g12023.t1	1	5058	+	5058	11675	12182	12109	2059	2085	2078
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	CBRIG.IV.g12030.t1	1	1611	+	1611	645	609	649	328	346	336
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	CBRIG.IV.g12052.t1	1	2031	+	2031	673	871	796	645	688	929
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	CBRIG.IV.g12081.t2	1	2130	+	2130	3297	3350	3444	405	455	425
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	CBRIG.IV.g12082.t1	1	630	+	630	213	298	250	341	421	374
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	CBRIG.IV.g12121.t1	1	1188	+	1188	970	940	913	190	238	237
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	CBRIG.IV.g12123.t1	1	3606	+	3606	3013	2932	3011	681	696	684
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	CBRIG.IV.g12141.t1	1	252	+	252	316	272	300	170	162	171
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	CBRIG.IV.g12154.t1	1	1905	+	1905	2887	2886	3093	3287	3172	3018
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	CBRIG.IV.g12160.t1	1	501	+	501	207	213	222	96	116	101
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	CBRIG.IV.g12183.t1	1	957	+	957	796	784	805	160	175	196
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	CBRIG.IV.g12202.t1	1	1443	+	1443	2257	2351	2258	296	319	347
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	CBRIG.IV.g12213.t2	1	3084	+	3084	1199	1161	1257	556	626	605
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	CBRIG.IV.g12217.t1	1	723	+	723	567	681	659	631	707	755
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	CBRIG.IV.g12228.t1	1	1377	+	1377	1571	1674	1527	812	828	874
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	CBRIG.IV.g12288.t2	1	12426	+	12426	4877	4944	4942	2602	2473	2282
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	CBRIG.IV.g12291.t1	1	669	+	669	1659	1503	1553	140	163	167
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	CBRIG.IV.g12316.t1	1	819	+	819	680	719	613	352	346	344
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	CBRIG.IV.g12338.t1	1	2181	+	2181	1769	1718	1676	447	423	445
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	CBRIG.IV.g12343.t2	1	1503	+	1503	1128	1218	1227	285	282	312
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	CBRIG.IV.g12361.t4	1	3063	+	3063	1213	1230	1292	1279	1159	1243
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	CBRIG.IV.g12395.t1	1	1263	+	1263	4608	4407	4297	272	222	224
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	CBRIG.IV.g12407.t1	1	1329	+	1329	551	497	468	294	296	303
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	CBRIG.IV.g12413.t1	1	411	+	411	358	295	304	73	77	84
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	CBRIG.IV.g12473.t1	1	627	+	627	226	312	305	207	253	217
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	CBRIG.IV.g12486.t1	1	486	+	486	322	351	407	267	278	284
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	CBRIG.IV.g12489.t1	1	981	+	981	393	377	376	191	199	240
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	CBRIG.IV.g12514.t2	1	771	+	771	286	287	296	126	147	161
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	CBRIG.IV.g12518.t2	1	1647	+	1647	2007	1955	2174	674	708	601
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	CBRIG.IV.g12519.t1	1	1602	+	1602	680	718	623	300	366	322
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	CBRIG.IV.g12521.t1	1	1302	+	1302	520	598	519	277	277	262
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	CBRIG.IV.g12523.t1	1	1215	+	1215	1446	1412	1417	472	567	399
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	CBRIG.IV.g12532.t1	1	393	+	393	294	286	276	80	108	77
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	CBRIG.IV.g12560.t1	1	255	+	255	81	92	78	42	49	62
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	CBRIG.IV.g12582.t1	1	3081	+	3081	12493	12491	12523	607	646	579
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	CBRIG.IV.g12586.t1	1	1107	+	1107	389	402	458	402	482	428
