Geneid	Cbr_1_Cbr	Cbr_2_Cbr	Cbr_3_Cbr	HF1_1_Cbr	HF1_2_Cbr	HF1_3_Cbr	Cni_1_Cni	Cni_2_Cni	Cni_3_Cni	HF1_1_Cni	HF1_2_Cni	HF1_3_Cni
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	2496	2822	2616	1357	1355	1239	648	683	712	330	328	320
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	1882	1860	1872	377	492	476	421	353	473	213	192	240
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	585	530	544	288	328	298	637	518	572	373	304	273
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	998	843	823	447	432	343	828	902	836	393	400	485
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	254	315	305	197	140	134	206	202	182	71	72	95
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	825	878	815	98	148	123	241	264	215	348	344	357
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	321	290	262	181	131	123	535	532	563	233	350	236
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	1604	1513	1450	244	221	245	523	527	524	233	252	253
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	190	190	209	111	123	79	587	620	674	381	361	448
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	2787	2768	2849	872	853	724	612	655	637	287	317	297
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	930	763	774	831	796	841	789	842	857	397	491	379
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	787	745	801	619	514	509	359	458	407	210	190	205
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	336	265	319	153	172	180	322	340	339	101	175	150
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	381	371	469	308	367	385	454	431	360	189	170	227
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	1233	1246	1378	477	407	446	857	857	739	452	453	390
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	513	484	525	232	260	258	540	553	443	474	486	548
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	737	914	712	123	89	87	190	188	232	87	95	80
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	96	126	122	36	40	54	128	93	80	39	44	49
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	924	919	812	190	192	275	368	526	437	474	483	421
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	526	541	561	534	616	505	2406	2456	2533	272	313	289
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	131	130	135	152	81	161	298	307	330	114	146	126
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	655	667	597	330	345	353	2599	2671	2616	351	305	320
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	352	418	406	58	56	101	613	540	486	209	298	277
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	159	181	167	310	293	257	202	161	173	98	92	134
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	446	361	354	652	816	876	371	368	331	193	190	237
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	344	378	369	90	62	47	106	113	150	148	148	223
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	849	818	952	1357	1373	1302	814	917	803	471	405	396
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	1095	1109	1214	637	653	537	2498	2517	2471	2528	2259	2353
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	415	462	524	1706	1435	1594	813	982	900	211	185	190
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	188	133	151	85	53	134	2747	2450	2272	125	179	181
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	285	195	261	259	241	317	1196	1225	1131	132	149	151
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	814	825	835	879	806	856	3693	3621	3843	482	501	473
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	516	553	517	709	829	815	583	540	534	277	275	261
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	134	115	103	137	146	189	90	125	159	50	58	81
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	2292	2225	2178	1049	1051	1102	960	1013	997	551	473	482
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	464	490	435	302	282	266	432	568	478	971	1096	1196
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	5118	5208	4894	876	748	833	614	606	533	279	292	302
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	1555	1798	1770	229	259	188	395	385	426	847	863	973
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	2527	2847	2580	795	958	870	330	370	327	134	114	158
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	614	646	575	65	82	91	190	248	192	166	170	158
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	564	523	475	243	280	194	458	498	490	245	222	267
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	757	850	725	393	366	452	818	833	733	823	719	834
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	435	406	431	412	377	394	390	382	415	217	175	250
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	419	406	395	184	145	212	818	940	757	186	162	213
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	3671	3785	3700	1350	1463	1449	994	985	974	506	409	486
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	9472	9714	9768	1215	1112	1063	807	835	801	419	339	358
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	4305	4339	4411	561	507	563	748	814	818	1679	1730	1472
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	850	832	908	453	411	524	883	928	833	3210	3181	3352
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	462	582	449	382	410	473	230	246	228	84	121	106
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	722	690	647	339	384	327	605	605	609	656	579	574
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	141	178	160	156	208	124	698	813	765	64	53	42
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	204	228	244	76	28	57	128	102	126	79	64	51
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	402	356	481	1186	1128	1080	1964	1872	1895	220	207	212
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	385	421	353	219	204	235	398	320	455	608	491	598
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	567	649	524	300	359	343	1719	1696	1770	275	298	292
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	819	895	960	898	768	926	2556	2671	2771	510	484	428
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	2125	2214	2066	296	380	348	294	274	328	179	179	165
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	2045	1990	2118	261	300	208	474	520	565	292	183	251
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	4033	3969	4095	361	296	296	720	753	661	624	625	827
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	291	207	304	109	180	95	514	463	471	249	207	268
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	490	500	495	750	661	710	1330	1277	1262	200	144	250
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	455	554	483	476	468	481	954	898	1039	195	242	273
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	702	795	875	861	777	871	872	771	853	432	432	456
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	1336	1293	1278	1345	1338	1334	5019	5186	5311	659	616	568
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	577	453	572	141	129	183	217	315	320	279	229	266
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	64	68	138	61	68	79	114	163	86	292	181	211
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	2165	2432	2181	161	190	201	431	320	324	804	875	899
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	11675	12182	12109	2059	2085	2078	2035	1923	1971	1097	1033	819
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	645	609	649	328	346	336	639	617	676	1301	1273	1432
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	673	871	796	645	688	929	1639	1629	1603	352	372	328
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	3297	3350	3444	405	455	425	875	810	854	1712	1619	1618
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	213	298	250	341	421	374	804	825	731	113	158	147
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	970	940	913	190	238	237	519	485	545	237	314	247
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	3013	2932	3011	681	696	684	1516	1393	1267	1548	1424	1307
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	316	272	300	170	162	171	102	79	61	43	24	55
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	2887	2886	3093	3287	3172	3018	966	999	999	526	504	461
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	207	213	222	96	116	101	366	354	407	237	202	161
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	796	784	805	160	175	196	322	342	377	210	257	181
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	2257	2351	2258	296	319	347	538	605	504	283	279	315
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	1199	1161	1257	556	626	605	525	560	554	269	326	253
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	567	681	659	631	707	755	265	312	259	202	168	179
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	1571	1674	1527	812	828	874	491	376	536	245	231	200
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	4877	4944	4942	2602	2473	2282	10117	10151	9992	7449	7198	7241
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	1659	1503	1553	140	163	167	282	250	268	407	335	374
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	680	719	613	352	346	344	333	322	323	150	177	153
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	1769	1718	1676	447	423	445	712	608	647	256	313	298
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	1128	1218	1227	285	282	312	552	609	660	604	512	630
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	1213	1230	1292	1279	1159	1243	1311	1273	1353	701	634	632
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	4608	4407	4297	272	222	224	497	533	506	441	533	558
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	551	497	468	294	296	303	1780	1611	1554	283	261	242
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	358	295	304	73	77	84	211	167	149	136	69	116
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	226	312	305	207	253	217	294	241	281	112	123	117
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	322	351	407	267	278	284	165	177	197	92	83	78
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	393	377	376	191	199	240	854	796	858	184	218	199
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	286	287	296	126	147	161	767	887	771	519	505	602
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	2007	1955	2174	674	708	601	665	643	583	373	329	341
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	680	718	623	300	366	322	1431	1087	1200	1573	1634	1562
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	520	598	519	277	277	262	1070	997	1030	497	432	505
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	1446	1412	1417	472	567	399	513	465	458	223	215	202
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	294	286	276	80	108	77	133	141	150	458	385	365
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	81	92	78	42	49	62	91	91	88	71	52	72
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	12493	12491	12523	607	646	579	1296	1178	1140	577	684	710
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	389	402	458	402	482	428	844	831	844	216	193	205
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	6709	7135	6847	1221	1214	1115	750	621	638	326	373	332
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	488	543	466	792	691	754	1058	1124	1000	174	161	151
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	1005	1003	1015	507	456	505	972	920	971	446	467	449
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	268	272	296	146	139	130	1091	1035	1243	141	128	138
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	437	375	458	504	407	408	417	432	433	191	186	217
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	2091	2018	2070	199	262	201	508	489	483	1131	1250	1141
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	897	855	840	496	413	440	2782	2937	2836	1351	1354	1323
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	3101	3192	3205	250	217	304	492	452	552	249	248	317
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	311	216	213	337	363	311	187	210	248	138	126	112
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	461	502	502	980	901	846	2775	2632	2442	246	238	169
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	454	455	478	213	266	234	3335	3421	3533	397	427	397
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	550	474	584	454	379	344	253	307	278	176	113	98
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	997	1106	1108	311	257	332	543	591	533	288	282	353
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	185	169	185	80	111	80	136	114	109	258	237	252
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	191	210	242	194	212	219	1668	1624	1474	89	101	151
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	1197	1274	1151	280	324	289	652	608	534	842	831	805
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	552	505	522	262	302	239	210	276	264	143	115	127
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	536	492	469	235	270	267	496	504	477	751	735	627
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	650	645	682	351	312	422	1227	1111	1292	261	270	357
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	705	659	653	1197	1003	1064	648	632	739	308	312	306
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	728	700	845	402	274	366	347	367	374	216	200	157
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	190	193	179	97	108	74	1005	874	990	66	94	83
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	523	447	432	242	246	245	97	91	93	20	46	39
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	1747	1554	1856	953	930	859	6244	6461	6349	2104	2122	2032
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	305	258	302	140	171	108	1335	1437	1351	177	128	149
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	1027	1131	1012	124	141	143	257	284	277	249	283	282
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	259	210	260	112	139	121	1267	1376	1312	223	176	228
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	551	500	586	41	26	39	141	132	120	40	55	74
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	194	186	181	248	244	283	173	179	223	89	99	124
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	142	128	142	75	100	90	117	164	150	186	177	213
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	331	282	354	19	31	38	84	94	81	31	58	46
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	174	191	159	79	61	67	201	159	193	63	86	68
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	1165	1148	1147	552	638	609	1432	1437	1343	1337	1178	1326
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	1863	1925	2069	296	335	355	630	745	665	350	354	330
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	169	204	244	84	77	76	489	481	456	174	164	148
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	732	756	715	232	283	240	311	251	222	141	99	92
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	3424	3226	3393	267	278	222	506	492	414	544	508	603
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	240	258	218	169	130	109	139	200	172	617	604	549
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	215	262	291	139	116	93	248	207	251	294	309	253
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	253	223	247	48	57	44	233	266	231	123	103	117
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	748	895	765	130	138	139	280	305	238	310	299	269
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	166	185	206	144	187	171	155	192	179	90	95	53
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	224	241	192	302	288	256	432	348	348	85	89	89
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	581	613	583	307	259	315	2158	1997	2161	339	372	349
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	634	640	776	558	623	638	1478	1520	1355	330	346	314
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	287	356	406	137	163	143	6899	6659	6600	860	823	752
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	312	254	262	160	166	156	2299	2535	2442	158	159	135
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	159	138	172	171	136	134	695	699	576	114	137	116
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	446	428	457	245	259	240	448	459	495	924	895	819
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	457	470	501	298	253	288	913	887	1024	209	261	234
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	478	490	499	190	243	225	911	942	897	751	692	684
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	323	337	407	1205	1209	1127	757	745	653	169	193	152
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	241	273	293	135	130	129	135	122	134	134	104	143
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	965	892	813	240	160	209	563	481	582	596	621	632
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	573	536	507	248	276	222	648	600	618	305	334	357
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	486	380	495	194	224	210	442	415	426	230	240	241
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	596	625	516	333	333	335	1067	1136	1240	835	814	789
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	692	871	746	380	434	443	1534	1566	1453	1166	1341	1200
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	122	96	89	35	39	63	173	199	178	43	42	37
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	60	72	108	53	41	24	68	114	109	27	47	37
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	1474	1390	1481	366	345	360	734	700	680	756	622	696
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	514	569	584	124	140	107	427	404	357	177	179	240
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	1114	1136	1073	257	261	337	570	529	521	288	351	331
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	749	570	734	332	345	363	4489	4496	4371	366	434	309
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	1319	1273	1494	214	132	152	355	322	382	287	361	329
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	832	665	645	68	110	69	205	173	166	162	146	161
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	135	144	162	151	152	134	622	627	589	51	112	99
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	917	746	830	219	245	213	355	253	299	203	151	202
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	396	444	412	366	426	402	2083	2174	2117	207	205	202
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	713	706	596	1389	1402	1263	1804	1762	1859	320	343	369
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	822	807	878	108	116	114	197	224	247	123	128	83
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	431	519	472	66	64	124	151	165	157	312	334	385
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	304	252	307	144	132	166	713	624	623	470	513	454
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	438	417	350	240	148	166	1146	1301	1078	407	312	323
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	336	427	381	130	71	101	134	156	181	96	111	91
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	513	557	444	1700	1579	1575	860	932	854	163	275	205
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1060	1132	1122	1721	1561	1669	1192	1140	1151	456	576	638
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	938	849	901	178	192	217	456	480	479	248	167	233
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	2905	2607	2764	310	405	325	653	673	654	362	264	334
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	7069	7104	7289	1568	1329	1418	1294	1241	1305	686	794	634
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	1379	1292	1486	213	279	220	477	472	508	623	468	425
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	784	733	733	150	174	160	343	403	429	363	356	379
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	275	214	236	116	156	96	590	628	660	79	116	65
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	485	411	433	854	990	822	1572	1677	1576	137	118	120
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	219	287	235	230	271	229	887	963	846	82	92	127
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	246	214	182	146	183	82	4231	4084	4279	281	246	262
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	592	764	566	311	291	303	2546	2428	2552	1490	1534	1618
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	364	403	321	179	171	154	210	186	234	60	112	95
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	209	218	273	330	298	387	689	679	644	121	137	93
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	1929	2106	2016	764	799	827	330	371	465	167	211	142
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	883	928	763	443	434	374	1022	1039	1101	316	296	251
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	862	917	891	450	487	404	4702	4652	4925	2862	2960	2932
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	351	305	374	183	157	154	697	749	740	183	156	197
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	376	338	351	221	174	199	782	638	689	438	423	422
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	550	618	678	110	143	144	178	261	230	122	93	86
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	443	378	299	179	186	299	286	342	301	622	614	656
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	357	365	387	226	243	188	769	789	529	162	189	188
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	622	646	684	323	339	346	709	777	699	1062	1017	1130
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	849	968	851	253	270	249	302	396	394	458	400	343
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	2961	3053	3109	457	496	448	1795	1692	1654	2480	2268	2600
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	925	879	901	267	214	228	596	563	541	2144	2016	2134
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	187	209	225	77	132	129	671	728	734	555	562	544
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	454	413	434	116	132	134	429	346	380	197	171	219
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	2799	2648	2818	850	865	880	602	499	527	258	385	338
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	2298	2132	2110	360	323	339	540	434	393	239	259	337
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	511	523	532	284	233	174	406	379	333	792	649	852
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	494	459	497	253	205	281	194	227	202	124	131	82
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	565	471	528	317	277	250	244	300	230	140	129	122
