# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "nigoni.cds.small.gff" "-o" "counts/Cni_fc.counts.txt" "alignments/Cni_1_Cni.sorted.bam" "alignments/Cni_2_Cni.sorted.bam" "alignments/Cni_3_Cni.sorted.bam" "alignments/hf1_split/HF1_1_Cni.sorted.bam" "alignments/hf1_split/HF1_2_Cni.sorted.bam" "alignments/hf1_split/HF1_3_Cni.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/Cni_1_Cni.sorted.bam	alignments/Cni_2_Cni.sorted.bam	alignments/Cni_3_Cni.sorted.bam	alignments/hf1_split/HF1_1_Cni.sorted.bam	alignments/hf1_split/HF1_2_Cni.sorted.bam	alignments/hf1_split/HF1_3_Cni.sorted.bam
CBRIG.III.g7683.t1__CNIGO.Cnig_chr_III.g8637.t1	CNIGO.Cnig_chr_III.g8637.t1	1	1161	+	1161	467	535	401	1399	1346	1373
CBRIG.III.g7690.t1__CNIGO.Cnig_chr_III.g8628.t1	CNIGO.Cnig_chr_III.g8628.t1	1	2106	+	2106	2707	2474	2658	765	910	827
CBRIG.III.g7698.t1__CNIGO.Cnig_chr_III.g8615.t1	CNIGO.Cnig_chr_III.g8615.t1	1	582	+	582	234	242	221	125	73	125
CBRIG.III.g7712.t1__CNIGO.Cnig_chr_III.g8597.t1	CNIGO.Cnig_chr_III.g8597.t1	1	702	+	702	290	271	270	124	172	129
CBRIG.III.g7725.t1__CNIGO.Cnig_chr_III.g10041.t1	CNIGO.Cnig_chr_III.g10041.t1	1	1119	+	1119	476	476	471	464	483	485
CBRIG.III.g7739.t1__CNIGO.Cnig_chr_III.g8744.t3	CNIGO.Cnig_chr_III.g8744.t3	1	2592	+	2592	1031	1030	1069	487	487	522
CBRIG.III.g7758.t2__CNIGO.Cnig_chr_III.g8765.t1	CNIGO.Cnig_chr_III.g8765.t1	1	999	+	999	363	404	466	183	201	239
CBRIG.III.g7784.t1__CNIGO.Cnig_chr_III.g8830.t2	CNIGO.Cnig_chr_III.g8830.t2	1	1917	+	1917	3671	4013	3792	357	397	369
CBRIG.III.g7799.t1__CNIGO.Cnig_chr_III.g8809.t1	CNIGO.Cnig_chr_III.g8809.t1	1	1005	+	1005	417	444	391	429	420	348
CBRIG.III.g7815.t1__CNIGO.Cnig_chr_III.g8797.t3	CNIGO.Cnig_chr_III.g8797.t3	1	4047	+	4047	1746	1747	1693	3176	3467	3292
CBRIG.III.g7832.t3__CNIGO.Cnig_chr_III.g8846.t1	CNIGO.Cnig_chr_III.g8846.t1	1	1647	+	1647	1402	1328	1388	371	356	283
CBRIG.III.g7864.t1__CNIGO.Cnig_chr_III.g8894.t1	CNIGO.Cnig_chr_III.g8894.t1	1	1521	+	1521	573	583	528	712	551	691
CBRIG.III.g7931.t1__CNIGO.Cnig_chr_III.g9010.t1	CNIGO.Cnig_chr_III.g9010.t1	1	531	+	531	377	445	425	108	122	70
CBRIG.III.g7944.t2__CNIGO.Cnig_chr_III.g9020.t2	CNIGO.Cnig_chr_III.g9020.t2	1	1590	+	1590	591	617	648	909	935	929
CBRIG.III.g7975.t2__CNIGO.Cnig_chr_III.g9130.t1	CNIGO.Cnig_chr_III.g9130.t1	1	2466	+	2466	972	951	1025	499	482	556
CBRIG.III.g7982.t1__CNIGO.Cnig_chr_III.g9134.t2	CNIGO.Cnig_chr_III.g9134.t2	1	3918	+	3918	1559	1639	1526	858	798	784
CBRIG.III.g7996.t1__CNIGO.Cnig_chr_III.g9156.t1	CNIGO.Cnig_chr_III.g9156.t1	1	306	+	306	108	126	98	29	45	73
CBRIG.III.g8006.t2__CNIGO.Cnig_chr_III.g9175.t1	CNIGO.Cnig_chr_III.g9175.t1	1	1737	+	1737	764	696	771	263	302	310
CBRIG.III.g8033.t1__CNIGO.Cnig_chr_III.g9285.t1	CNIGO.Cnig_chr_III.g9285.t1	1	366	+	366	184	159	158	67	78	111
CBRIG.III.g8102.t1__CNIGO.Cnig_chr_III.g9335.t1	CNIGO.Cnig_chr_III.g9335.t1	1	1353	+	1353	1091	1110	1106	275	257	231
CBRIG.III.g8108.t2__CNIGO.Cnig_chr_III.g9340.t1	CNIGO.Cnig_chr_III.g9340.t1	1	483	+	483	179	216	266	65	128	109
CBRIG.III.g8128.t1__CNIGO.Cnig_chr_III.g9369.t2	CNIGO.Cnig_chr_III.g9369.t2	1	1176	+	1176	503	460	483	224	242	239
CBRIG.III.g8144.t1__CNIGO.Cnig_chr_III.g9383.t2	CNIGO.Cnig_chr_III.g9383.t2	1	5145	+	5145	2020	2126	2158	1035	1066	1060
CBRIG.III.g8163.t1__CNIGO.Cnig_chr_III.g9412.t1	CNIGO.Cnig_chr_III.g9412.t1	1	420	+	420	209	197	173	83	91	95
CBRIG.III.g8178.t1__CNIGO.Cnig_chr_III.g9428.t1	CNIGO.Cnig_chr_III.g9428.t1	1	609	+	609	210	246	259	126	187	83
CBRIG.III.g8185.t1__CNIGO.Cnig_chr_III.g9434.t1	CNIGO.Cnig_chr_III.g9434.t1	1	1491	+	1491	2935	3029	3132	660	711	649
CBRIG.III.g8186.t1__CNIGO.Cnig_chr_III.g9435.t2	CNIGO.Cnig_chr_III.g9435.t2	1	2217	+	2217	840	920	918	420	399	495
CBRIG.III.g8248.t1__CNIGO.Cnig_chr_III.g9503.t1	CNIGO.Cnig_chr_III.g9503.t1	1	537	+	537	1288	1256	1301	104	96	92
CBRIG.III.g8270.t1__CNIGO.Cnig_chr_III.g9515.t1	CNIGO.Cnig_chr_III.g9515.t1	1	867	+	867	375	294	343	161	129	167
CBRIG.III.g8271.t1__CNIGO.Cnig_chr_III.g9514.t1	CNIGO.Cnig_chr_III.g9514.t1	1	693	+	693	754	901	910	159	127	164
CBRIG.III.g8297.t1__CNIGO.Cnig_chr_III.g9563.t1	CNIGO.Cnig_chr_III.g9563.t1	1	927	+	927	1483	1298	1532	583	561	548
CBRIG.III.g8304.t1__CNIGO.Cnig_chr_III.g9570.t1	CNIGO.Cnig_chr_III.g9570.t1	1	1332	+	1332	523	532	515	236	314	256
CBRIG.III.g8314.t1__CNIGO.Cnig_chr_III.g9585.t1	CNIGO.Cnig_chr_III.g9585.t1	1	690	+	690	288	273	318	148	138	135
CBRIG.III.g8316.t1__CNIGO.Cnig_chr_III.g9588.t2	CNIGO.Cnig_chr_III.g9588.t2	1	1659	+	1659	642	659	634	322	288	279
CBRIG.III.g8330.t1__CNIGO.Cnig_chr_III.g9599.t1	CNIGO.Cnig_chr_III.g9599.t1	1	1962	+	1962	1772	1445	1619	417	397	404
CBRIG.III.g8336.t2__CNIGO.Cnig_chr_III.g9608.t1	CNIGO.Cnig_chr_III.g9608.t1	1	993	+	993	2357	2330	2179	210	170	204
CBRIG.III.g8371.t1__CNIGO.Cnig_chr_III.g9644.t1	CNIGO.Cnig_chr_III.g9644.t1	1	954	+	954	389	391	443	907	723	736
CBRIG.III.g8377.t1__CNIGO.Cnig_chr_III.g9651.t1	CNIGO.Cnig_chr_III.g9651.t1	1	645	+	645	250	272	231	128	165	142
CBRIG.III.g8408.t1__CNIGO.Cnig_chr_III.g9681.t2	CNIGO.Cnig_chr_III.g9681.t2	1	1215	+	1215	2783	2784	3034	576	486	436
CBRIG.III.g8424.t1__CNIGO.Cnig_chr_III.g9695.t1	CNIGO.Cnig_chr_III.g9695.t1	1	3909	+	3909	1409	1594	1669	707	743	792
CBRIG.III.g8437.t1__CNIGO.Cnig_chr_III.g9709.t1	CNIGO.Cnig_chr_III.g9709.t1	1	1125	+	1125	2002	1789	1718	214	184	227
CBRIG.III.g8533.t2__CNIGO.Cnig_chr_III.g9777.t3	CNIGO.Cnig_chr_III.g9777.t3	1	969	+	969	825	817	784	186	165	164
CBRIG.III.g8557.t1__CNIGO.Cnig_chr_III.g9804.t2	CNIGO.Cnig_chr_III.g9804.t2	1	303	+	303	155	82	143	31	80	51
CBRIG.III.g8573.t3__CNIGO.Cnig_chr_III.g9822.t2	CNIGO.Cnig_chr_III.g9822.t2	1	801	+	801	320	337	394	149	175	149
CBRIG.III.g8642.t1__CNIGO.Cnig_chr_III.g9893.t1	CNIGO.Cnig_chr_III.g9893.t1	1	975	+	975	353	379	380	581	579	586
CBRIG.III.g8669.t1__CNIGO.Cnig_chr_III.g9919.t2	CNIGO.Cnig_chr_III.g9919.t2	1	945	+	945	340	412	360	354	370	387
CBRIG.III.g8671.t2__CNIGO.Cnig_chr_III.g9921.t1	CNIGO.Cnig_chr_III.g9921.t1	1	2286	+	2286	893	952	1001	477	481	450
CBRIG.III.g8701.t1__CNIGO.Cnig_chr_III.g9956.t1	CNIGO.Cnig_chr_III.g9956.t1	1	2190	+	2190	4216	4370	4584	427	438	358
CBRIG.III.g8741.t1__CNIGO.Cnig_chr_III.g9997.t2	CNIGO.Cnig_chr_III.g9997.t2	1	699	+	699	285	300	255	165	156	134
CBRIG.III.g8745.t1__CNIGO.Cnig_chr_III.g10002.t1	CNIGO.Cnig_chr_III.g10002.t1	1	1191	+	1191	494	453	414	466	516	411
CBRIG.III.g8762.t1__CNIGO.Cnig_chr_III.g10023.t1	CNIGO.Cnig_chr_III.g10023.t1	1	1851	+	1851	811	772	711	716	837	661
CBRIG.III.g8764.t1__CNIGO.Cnig_chr_III.g10031.t1	CNIGO.Cnig_chr_III.g10031.t1	1	537	+	537	191	282	232	220	171	210
CBRIG.III.g8775.t1__CNIGO.Cnig_chr_III.g10046.t1	CNIGO.Cnig_chr_III.g10046.t1	1	1218	+	1218	962	937	996	229	224	268
CBRIG.III.g8809.t2__CNIGO.Cnig_chr_III.g10085.t1	CNIGO.Cnig_chr_III.g10085.t1	1	1188	+	1188	499	436	507	479	440	447
CBRIG.III.g8869.t1__CNIGO.Cnig_chr_III.g10140.t1	CNIGO.Cnig_chr_III.g10140.t1	1	1242	+	1242	1452	1488	1620	165	258	302
CBRIG.III.g8872.t1__CNIGO.Cnig_chr_III.g10143.t1	CNIGO.Cnig_chr_III.g10143.t1	1	2511	+	2511	982	993	981	501	435	527
CBRIG.III.g8876.t1__CNIGO.Cnig_chr_III.g10146.t1	CNIGO.Cnig_chr_III.g10146.t1	1	933	+	933	750	861	727	213	202	188
CBRIG.III.g8915.t2__CNIGO.Cnig_chr_III.g10182.t1	CNIGO.Cnig_chr_III.g10182.t1	1	1347	+	1347	1101	1084	1103	308	281	322
CBRIG.III.g8947.t1__CNIGO.Cnig_chr_III.g10205.t2	CNIGO.Cnig_chr_III.g10205.t2	1	4347	+	4347	1645	1716	1708	2567	2537	2507
CBRIG.III.g8960.t1__CNIGO.Cnig_chr_III.g10218.t1	CNIGO.Cnig_chr_III.g10218.t1	1	1713	+	1713	3384	3306	3263	665	621	683
CBRIG.III.g8996.t1__CNIGO.Cnig_chr_III.g10267.t1	CNIGO.Cnig_chr_III.g10267.t1	1	1365	+	1365	556	457	496	489	514	559
CBRIG.III.g9020.t1__CNIGO.Cnig_chr_III.g10290.t1	CNIGO.Cnig_chr_III.g10290.t1	1	708	+	708	615	630	591	176	149	112
CBRIG.III.g9021.t1__CNIGO.Cnig_chr_III.g10291.t1	CNIGO.Cnig_chr_III.g10291.t1	1	711	+	711	560	596	547	187	173	131
CBRIG.III.g9027.t1__CNIGO.Cnig_chr_III.g10296.t2	CNIGO.Cnig_chr_III.g10296.t2	1	801	+	801	240	306	351	437	546	398
CBRIG.III.g9036.t3__CNIGO.Cnig_chr_III.g10313.t1	CNIGO.Cnig_chr_III.g10313.t1	1	3486	+	3486	5270	5545	5453	703	669	708
CBRIG.III.g9071.t1__CNIGO.Cnig_chr_III.g10363.t1	CNIGO.Cnig_chr_III.g10363.t1	1	951	+	951	370	380	394	173	180	163
CBRIG.III.g9096.t1__CNIGO.Cnig_chr_III.g10418.t1	CNIGO.Cnig_chr_III.g10418.t1	1	6705	+	6705	5490	5476	5312	2611	2758	2468
CBRIG.III.g9117.t1__CNIGO.Cnig_chr_III.g10441.t1	CNIGO.Cnig_chr_III.g10441.t1	1	990	+	990	388	386	429	642	594	621
CBRIG.III.g9167.t2__CNIGO.Cnig_chr_III.g10496.t1	CNIGO.Cnig_chr_III.g10496.t1	1	1431	+	1431	2315	2327	2006	254	292	271
CBRIG.III.g9176.t1__CNIGO.Cnig_chr_III.g10506.t1	CNIGO.Cnig_chr_III.g10506.t1	1	474	+	474	353	362	363	93	61	104
CBRIG.III.g9181.t3__CNIGO.Cnig_chr_III.g10511.t1	CNIGO.Cnig_chr_III.g10511.t1	1	1158	+	1158	935	812	933	205	243	260
CBRIG.III.g9196.t1__CNIGO.Cnig_chr_III.g10526.t2	CNIGO.Cnig_chr_III.g10526.t2	1	1845	+	1845	772	694	641	1032	1099	1058
CBRIG.III.g9212.t1__CNIGO.Cnig_chr_III.g10547.t1	CNIGO.Cnig_chr_III.g10547.t1	1	1038	+	1038	395	426	369	239	229	183
CBRIG.III.g9221.t1__CNIGO.Cnig_chr_III.g10555.t1	CNIGO.Cnig_chr_III.g10555.t1	1	1245	+	1245	518	534	508	308	268	218
CBRIG.III.g9258.t2__CNIGO.Cnig_chr_III.g10599.t3	CNIGO.Cnig_chr_III.g10599.t3	1	1575	+	1575	2582	2494	2438	580	573	536
CBRIG.III.g9264.t2__CNIGO.Cnig_chr_III.g10605.t1	CNIGO.Cnig_chr_III.g10605.t1	1	708	+	708	798	952	983	214	240	286
CBRIG.III.g9301.t1__CNIGO.Cnig_chr_III.g10642.t1	CNIGO.Cnig_chr_III.g10642.t1	1	555	+	555	278	196	207	266	257	207
CBRIG.III.g9309.t1__CNIGO.Cnig_chr_III.g10650.t1	CNIGO.Cnig_chr_III.g10650.t1	1	486	+	486	225	198	146	86	74	70
CBRIG.III.g9310.t1__CNIGO.Cnig_chr_III.g10651.t1	CNIGO.Cnig_chr_III.g10651.t1	1	552	+	552	455	390	410	236	220	231
CBRIG.III.g9351.t1__CNIGO.Cnig_chr_III.g10693.t3	CNIGO.Cnig_chr_III.g10693.t3	1	3195	+	3195	1230	1179	1381	595	681	727
CBRIG.III.g9357.t2__CNIGO.Cnig_chr_III.g10700.t1	CNIGO.Cnig_chr_III.g10700.t1	1	1119	+	1119	455	415	421	220	208	186
CBRIG.III.g9367.t1__CNIGO.Cnig_chr_III.g10708.t2	CNIGO.Cnig_chr_III.g10708.t2	1	1347	+	1347	1058	1140	1121	283	262	222
CBRIG.III.g9369.t1__CNIGO.Cnig_chr_III.g10731.t1	CNIGO.Cnig_chr_III.g10731.t1	1	855	+	855	263	386	359	175	162	197
CBRIG.III.g9412.t1__CNIGO.Cnig_chr_III.g10755.t1	CNIGO.Cnig_chr_III.g10755.t1	1	1530	+	1530	557	552	585	1382	1437	1522
CBRIG.III.g9416.t1__CNIGO.Cnig_chr_III.g10761.t1	CNIGO.Cnig_chr_III.g10761.t1	1	600	+	600	258	168	233	155	131	109
CBRIG.III.g9419.t1__CNIGO.Cnig_chr_III.g10825.t2	CNIGO.Cnig_chr_III.g10825.t2	1	558	+	558	618	637	792	107	67	90
CBRIG.III.g9423.t1__CNIGO.Cnig_chr_III.g10776.t1	CNIGO.Cnig_chr_III.g10776.t1	1	408	+	408	158	166	193	86	87	74
CBRIG.III.g9466.t1__CNIGO.Cnig_chr_III.g10820.t1	CNIGO.Cnig_chr_III.g10820.t1	1	699	+	699	308	290	285	190	143	95
CBRIG.III.g9469.t2__CNIGO.Cnig_chr_III.g10822.t2	CNIGO.Cnig_chr_III.g10822.t2	1	4047	+	4047	1589	1647	1707	1557	1698	1696
CBRIG.III.g9476.t1__CNIGO.Cnig_chr_III.g10829.t1	CNIGO.Cnig_chr_III.g10829.t1	1	1029	+	1029	429	438	453	994	1020	1008
CBRIG.III.g9487.t1__CNIGO.Cnig_chr_III.g10845.t1	CNIGO.Cnig_chr_III.g10845.t1	1	297	+	297	196	197	260	133	117	126
CBRIG.III.g9492.t1__CNIGO.Cnig_chr_III.g10851.t3	CNIGO.Cnig_chr_III.g10851.t3	1	3114	+	3114	2575	2572	2297	641	575	699
CBRIG.III.g9524.t2__CNIGO.Cnig_chr_III.g10879.t1	CNIGO.Cnig_chr_III.g10879.t1	1	1245	+	1245	2142	2162	2120	222	194	241
CBRIG.III.g9526.t2__CNIGO.Cnig_chr_III.g10881.t1	CNIGO.Cnig_chr_III.g10881.t1	1	2238	+	2238	2767	2710	2690	466	384	458
CBRIG.III.g9565.t1__CNIGO.Cnig_chr_III.g10957.t1	CNIGO.Cnig_chr_III.g10957.t1	1	243	+	243	119	90	95	60	50	102
CBRIG.III.g9749.t1__CNIGO.Cnig_chr_III.g11072.t1	CNIGO.Cnig_chr_III.g11072.t1	1	282	+	282	83	98	113	501	477	550
CBRIG.III.g9771.t1__CNIGO.Cnig_chr_III.g11120.t1	CNIGO.Cnig_chr_III.g11120.t1	1	1626	+	1626	1786	2151	1904	303	294	344
CBRIG.III.g9862.t1__CNIGO.Cnig_chr_III.g11259.t1	CNIGO.Cnig_chr_III.g11259.t1	1	1026	+	1026	382	417	381	639	642	575
CBRIG.III.g9901.t1__CNIGO.Cnig_chr_III.g11311.t1	CNIGO.Cnig_chr_III.g11311.t1	1	1146	+	1146	945	948	870	256	232	223
CBRIG.III.g9915.t1__CNIGO.Cnig_chr_III.g11327.t1	CNIGO.Cnig_chr_III.g11327.t1	1	519	+	519	235	200	159	116	104	121
CBRIG.III.g9916.t1__CNIGO.Cnig_chr_III.g11330.t2	CNIGO.Cnig_chr_III.g11330.t2	1	618	+	618	297	271	228	139	104	136
CBRIG.III.g9919.t1__CNIGO.Cnig_chr_III.g11333.t1	CNIGO.Cnig_chr_III.g11333.t1	1	819	+	819	385	292	358	375	255	359
CBRIG.III.g9934.t1__CNIGO.Cnig_chr_III.g11355.t1	CNIGO.Cnig_chr_III.g11355.t1	1	2316	+	2316	7364	7531	7626	438	499	421
CBRIG.III.g9940.t1__CNIGO.Cnig_chr_III.g11407.t1	CNIGO.Cnig_chr_III.g11407.t1	1	1893	+	1893	730	708	829	333	299	367
CBRIG.III.g9948.t1__CNIGO.Cnig_chr_III.g11395.t2	CNIGO.Cnig_chr_III.g11395.t2	1	1146	+	1146	883	906	855	239	229	242
CBRIG.III.g9993.t1__CNIGO.Cnig_chr_III.g11023.t1	CNIGO.Cnig_chr_III.g11023.t1	1	477	+	477	271	289	421	313	276	267
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	CNIGO.Cnig_chr_IV.g12098.t1	1	1668	+	1668	648	683	712	330	328	320
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	CNIGO.Cnig_chr_IV.g12072.t1	1	1155	+	1155	421	353	473	213	192	240
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	CNIGO.Cnig_chr_IV.g12051.t2	1	1563	+	1563	637	518	572	373	304	273
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	CNIGO.Cnig_chr_IV.g12041.t1	1	2199	+	2199	828	902	836	393	400	485
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	CNIGO.Cnig_chr_IV.g11984.t1	1	420	+	420	206	202	182	71	72	95
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	CNIGO.Cnig_chr_IV.g11953.t1	1	633	+	633	241	264	215	348	344	357
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	CNIGO.Cnig_chr_IV.g11951.t1	1	687	+	687	535	532	563	233	350	236
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	CNIGO.Cnig_chr_IV.g11948.t1	1	1245	+	1245	523	527	524	233	252	253
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	CNIGO.Cnig_chr_IV.g12155.t1	1	522	+	522	587	620	674	381	361	448
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	CNIGO.Cnig_chr_IV.g12173.t2	1	1551	+	1551	612	655	637	287	317	297
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	CNIGO.Cnig_chr_IV.g12175.t1	1	2025	+	2025	789	842	857	397	491	379
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	CNIGO.Cnig_chr_IV.g12264.t1	1	981	+	981	359	458	407	210	190	205
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	CNIGO.Cnig_chr_IV.g12123.t1	1	762	+	762	322	340	339	101	175	150
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	CNIGO.Cnig_chr_IV.g12415.t3	1	966	+	966	454	431	360	189	170	227
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	CNIGO.Cnig_chr_IV.g12476.t2	1	2088	+	2088	857	857	739	452	453	390
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	CNIGO.Cnig_chr_IV.g12497.t1	1	1302	+	1302	540	553	443	474	486	548
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	CNIGO.Cnig_chr_IV.g12540.t2	1	489	+	489	190	188	232	87	95	80
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	CNIGO.Cnig_chr_IV.g12627.t1	1	270	+	270	128	93	80	39	44	49
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	CNIGO.Cnig_chr_IV.g12728.t1	1	1128	+	1128	368	526	437	474	483	421
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	CNIGO.Cnig_chr_IV.g12690.t2	1	1488	+	1488	2406	2456	2533	272	313	289
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	CNIGO.Cnig_chr_IV.g12670.t1	1	756	+	756	298	307	330	114	146	126
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	CNIGO.Cnig_chr_IV.g12871.t1	1	1668	+	1668	2599	2671	2616	351	305	320
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	CNIGO.Cnig_chr_IV.g12878.t1	1	1338	+	1338	613	540	486	209	298	277
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	CNIGO.Cnig_chr_IV.g13012.t1	1	456	+	456	202	161	173	98	92	134
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	CNIGO.Cnig_chr_IV.g13102.t1	1	963	+	963	371	368	331	193	190	237
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	CNIGO.Cnig_chr_IV.g13112.t1	1	285	+	285	106	113	150	148	148	223
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	CNIGO.Cnig_chr_IV.g13153.t1	1	2175	+	2175	814	917	803	471	405	396
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	CNIGO.Cnig_chr_IV.g13154.t2	1	3015	+	3015	2498	2517	2471	2528	2259	2353
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	CNIGO.Cnig_chr_IV.g13238.t2	1	1122	+	1122	813	982	900	211	185	190
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	CNIGO.Cnig_chr_IV.g13209.t1	1	450	+	450	2747	2450	2272	125	179	181
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	CNIGO.Cnig_chr_IV.g13201.t1	1	723	+	723	1196	1225	1131	132	149	151
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	CNIGO.Cnig_chr_IV.g13315.t1	1	2403	+	2403	3693	3621	3843	482	501	473
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	CNIGO.Cnig_chr_IV.g13336.t1	1	1380	+	1380	583	540	534	277	275	261
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	CNIGO.Cnig_chr_IV.g13345.t1	1	291	+	291	90	125	159	50	58	81
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	CNIGO.Cnig_chr_IV.g13362.t1	1	2442	+	2442	960	1013	997	551	473	482
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	CNIGO.Cnig_chr_IV.g13398.t1	1	1125	+	1125	432	568	478	971	1096	1196
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	CNIGO.Cnig_chr_IV.g13451.t1	1	1428	+	1428	614	606	533	279	292	302
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	CNIGO.Cnig_chr_IV.g13459.t1	1	999	+	999	395	385	426	847	863	973
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	CNIGO.Cnig_chr_IV.g13456.t1	1	738	+	738	330	370	327	134	114	158
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	CNIGO.Cnig_chr_IV.g13476.t1	1	426	+	426	190	248	192	166	170	158
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	CNIGO.Cnig_chr_IV.g13505.t1	1	1236	+	1236	458	498	490	245	222	267
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	CNIGO.Cnig_chr_IV.g13513.t1	1	2001	+	2001	818	833	733	823	719	834
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	CNIGO.Cnig_chr_IV.g13520.t3	1	1014	+	1014	390	382	415	217	175	250
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	CNIGO.Cnig_chr_IV.g13521.t2	1	1035	+	1035	818	940	757	186	162	213
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	CNIGO.Cnig_chr_IV.g13613.t1	1	2388	+	2388	994	985	974	506	409	486
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	CNIGO.Cnig_chr_IV.g13621.t1	1	1944	+	1944	807	835	801	419	339	358
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	CNIGO.Cnig_chr_IV.g13961.t1	1	1938	+	1938	748	814	818	1679	1730	1472
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	CNIGO.Cnig_chr_IV.g13949.t1	1	2283	+	2283	883	928	833	3210	3181	3352
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	CNIGO.Cnig_chr_IV.g13946.t1	1	630	+	630	230	246	228	84	121	106
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	CNIGO.Cnig_chr_IV.g13933.t2	1	1497	+	1497	605	605	609	656	579	574
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	CNIGO.Cnig_chr_IV.g13929.t1	1	393	+	393	698	813	765	64	53	42
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	CNIGO.Cnig_chr_IV.g13897.t1	1	309	+	309	128	102	126	79	64	51
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	CNIGO.Cnig_chr_IV.g13886.t1	1	969	+	969	1964	1872	1895	220	207	212
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	CNIGO.Cnig_chr_IV.g13882.t1	1	900	+	900	398	320	455	608	491	598
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	CNIGO.Cnig_chr_IV.g13829.t1	1	1467	+	1467	1719	1696	1770	275	298	292
