gene_id	HF2_Cbr	HF2_Cni
IV.g11638.t1__Cnig_chr_IV.g13572.t1	5953	8036
IV.g11640.t1__Cnig_chr_IV.g13573.t2	15	90
IV.g11643.t1__Cnig_chr_IV.g13575.t2	471	365
IV.g11645.t1__Cnig_chr_IV.g13576.t2	2	3
IV.g11646.t1__Cnig_chr_IV.g13577.t1	7317	7035
IV.g11647.t1__Cnig_chr_IV.g13579.t1	6641	7962
IV.g11648.t1__Cnig_chr_IV.g13580.t1	375	404
IV.g11649.t1__Cnig_chr_IV.g13582.t1	71	123
IV.g11650.t2__Cnig_chr_IV.g13591.t1	0	4
IV.g11652.t1__Cnig_chr_IV.g13588.t1	0	0
IV.g11655.t1__Cnig_chr_IV.g13592.t1	3006	3648
IV.g11656.t1__Cnig_chr_IV.g13593.t1	4623	2083
IV.g11660.t2__Cnig_chr_IV.g13596.t1	126	204
IV.g11661.t1__Cnig_chr_IV.g13597.t2	3	3
IV.g11664.t3__Cnig_chr_IV.g13600.t1	53	113
IV.g11668.t1__Cnig_chr_IV.g13603.t1	4391	5052
IV.g11669.t1__Cnig_chr_IV.g13604.t1	3905	4108
IV.g11670.t3__Cnig_chr_IV.g13607.t1	969	688
IV.g11671.t1__Cnig_chr_IV.g13611.t1	187	229
IV.g11672.t1__Cnig_chr_IV.g13612.t1	1697	2218
IV.g11673.t2__Cnig_chr_IV.g13613.t1	6588	6841
IV.g11674.t2__Cnig_chr_IV.g13614.t2	7213	11725
IV.g11675.t1__Cnig_chr_IV.g13615.t1	826	1286
IV.g11676.t1__Cnig_chr_IV.g13616.t1	3261	3693
IV.g11680.t1__Cnig_chr_IV.g13621.t1	4025	6606
IV.g11681.t3__Cnig_chr_IV.g13622.t1	4682	5480
IV.g11682.t1__Cnig_chr_IV.g13623.t1	5392	6165
IV.g11683.t1__Cnig_chr_IV.g13624.t1	23	59
IV.g11684.t1__Cnig_chr_IV.g13625.t1	597	779
IV.g11685.t2__Cnig_chr_IV.g13626.t1	253	249
IV.g11686.t1__Cnig_chr_IV.g13628.t1	22	53
IV.g11687.t1__Cnig_chr_IV.g13629.t1	0	2
IV.g11688.t1__Cnig_chr_IV.g13630.t2	9	7
IV.g11690.t1__Cnig_chr_IV.g13969.t1	470	91
IV.g11691.t1__Cnig_chr_IV.g13968.t1	9	7
IV.g11692.t2__Cnig_chr_IV.g13967.t1	25	77
IV.g11693.t3__Cnig_chr_IV.g13966.t2	4836	6673
IV.g11694.t1__Cnig_chr_IV.g13965.t1	24	41
IV.g11695.t1__Cnig_chr_IV.g13964.t3	954	848
IV.g11697.t1__Cnig_chr_IV.g13963.t1	863	1712
IV.g11698.t3__Cnig_chr_IV.g13961.t1	8955	6345
IV.g11699.t1__Cnig_chr_IV.g13960.t1	147	138
IV.g11700.t1__Cnig_chr_IV.g13959.t2	7	1
IV.g11701.t1__Cnig_chr_IV.g13958.t1	1751	1805
IV.g11702.t1__Cnig_chr_IV.g13957.t1	2350	2488
IV.g11703.t2__Cnig_chr_IV.g13956.t2	26988	27043
IV.g11704.t1__Cnig_chr_IV.g13955.t1	1995	2714
IV.g11705.t1__Cnig_chr_IV.g13953.t1	2607	4436
IV.g11706.t1__Cnig_chr_IV.g13952.t1	2648	4035
IV.g11707.t1__Cnig_chr_IV.g13951.t1	1378	7150
IV.g11708.t1__Cnig_chr_IV.g13950.t3	1329	2275
IV.g11709.t1__Cnig_chr_IV.g13949.t1	13896	18427
IV.g11710.t1__Cnig_chr_IV.g13948.t2	6418	8917
IV.g11711.t1__Cnig_chr_IV.g13947.t1	50	51
IV.g11712.t1__Cnig_chr_IV.g13946.t1	43338	49949
IV.g11713.t1__Cnig_chr_IV.g13945.t1	1528	3089
IV.g11714.t2__Cnig_chr_IV.g13944.t2	73	30
IV.g11715.t1__Cnig_chr_IV.g13943.t1	5	1
IV.g11716.t1__Cnig_chr_IV.g13941.t1	12	44
IV.g11717.t1__Cnig_chr_IV.g13940.t1	0	1
IV.g11718.t1__Cnig_chr_IV.g13939.t1	51	7
IV.g11719.t2__Cnig_chr_IV.g13936.t1	41	59
IV.g11720.t1__Cnig_chr_IV.g13934.t1	10	4
IV.g11721.t2__Cnig_chr_IV.g13933.t2	102	63
IV.g11722.t1__Cnig_chr_IV.g13932.t1	24695	22463
IV.g11723.t1__Cnig_chr_IV.g13931.t2	3556	5790
IV.g11724.t1__Cnig_chr_IV.g13930.t1	1279	1335
IV.g11726.t1__Cnig_chr_IV.g13929.t1	240	507
IV.g11727.t1__Cnig_chr_IV.g13928.t1	2433	4801
IV.g11729.t3__Cnig_chr_IV.g13927.t3	2717	2987
IV.g11734.t1__Cnig_chr_IV.g13923.t1	2231	3659
IV.g11736.t3__Cnig_chr_IV.g13922.t1	8	18
IV.g11737.t1__Cnig_chr_IV.g13921.t1	7	3
IV.g11738.t1__Cnig_chr_IV.g13919.t1	4	9
IV.g11739.t1__Cnig_chr_IV.g13917.t3	1	9
IV.g11740.t1__Cnig_chr_IV.g13916.t1	3604	3954
IV.g11741.t1__Cnig_chr_IV.g13915.t1	1072	1558
IV.g11742.t2__Cnig_chr_IV.g13914.t2	9929	16202
IV.g11743.t2__Cnig_chr_IV.g13913.t1	3811	5410
IV.g11744.t1__Cnig_chr_IV.g13912.t1	1631	2115
IV.g11745.t1__Cnig_chr_IV.g13911.t1	297	468
IV.g11747.t1__Cnig_chr_IV.g13910.t1	3	5
IV.g11748.t1__Cnig_chr_IV.g13909.t1	1	2
IV.g11752.t1__Cnig_chr_IV.g13907.t1	76	9
IV.g11754.t1__Cnig_chr_IV.g13906.t2	240	1939
IV.g11755.t1__Cnig_chr_IV.g13905.t1	259	234
IV.g11756.t1__Cnig_chr_IV.g13904.t1	6	1
IV.g11757.t1__Cnig_chr_IV.g13902.t1	11	40
IV.g11760.t1__Cnig_chr_IV.g13900.t1	784	1097
IV.g11761.t2__Cnig_chr_IV.g13899.t2	966	2466
IV.g11762.t3__Cnig_chr_IV.g13898.t3	1712	2561
IV.g11763.t1__Cnig_chr_IV.g13897.t1	2953	2564
IV.g11764.t3__Cnig_chr_IV.g13896.t2	6065	5794
IV.g11765.t1__Cnig_chr_IV.g13895.t1	9103	10820
IV.g11766.t1__Cnig_chr_IV.g13894.t1	35	79
IV.g11767.t1__Cnig_chr_IV.g13893.t1	13	39
IV.g11768.t1__Cnig_chr_IV.g13892.t1	723	2002
IV.g11769.t1__Cnig_chr_IV.g13886.t1	9	2
IV.g11770.t1__Cnig_chr_IV.g13885.t2	327	770
IV.g11771.t1__Cnig_chr_IV.g13884.t1	0	0
IV.g11772.t1__Cnig_chr_IV.g13883.t1	0	1
IV.g11773.t1__Cnig_chr_IV.g13882.t1	0	2
IV.g11774.t1__Cnig_chr_IV.g13881.t1	2	0
IV.g11775.t1__Cnig_chr_IV.g13880.t1	0	1
IV.g11776.t1__Cnig_chr_IV.g13879.t1	40	47
IV.g11778.t1__Cnig_chr_IV.g13877.t1	0	2
IV.g11779.t1__Cnig_chr_IV.g13876.t1	3	27
IV.g11780.t1__Cnig_chr_IV.g13875.t1	428	754
IV.g11781.t2__Cnig_chr_IV.g13874.t1	540	708
IV.g11782.t1__Cnig_chr_IV.g13873.t1	1441	1298
IV.g11783.t1__Cnig_chr_IV.g13872.t1	2324	2351
IV.g11784.t1__Cnig_chr_IV.g13871.t1	3554	3951
IV.g11785.t1__Cnig_chr_IV.g13870.t2	31	50
IV.g11786.t1__Cnig_chr_IV.g13868.t1	1626	2040
IV.g11787.t1__Cnig_chr_IV.g13866.t1	6	2
IV.g11788.t2__Cnig_chr_IV.g13865.t1	51	46
IV.g11789.t2__Cnig_chr_IV.g13863.t1	23	22
IV.g11790.t1__Cnig_chr_IV.g13862.t1	3	3
IV.g11791.t1__Cnig_chr_IV.g13861.t1	208	175
IV.g11792.t4__Cnig_chr_IV.g13859.t1	6233	3540
IV.g11793.t1__Cnig_chr_IV.g13857.t1	351	432
IV.g11794.t1__Cnig_chr_IV.g13856.t1	9	3
IV.g11795.t1__Cnig_chr_IV.g13853.t1	27	24
IV.g11796.t1__Cnig_chr_IV.g13852.t3	17162	15361
IV.g11797.t1__Cnig_chr_IV.g13851.t1	4	69
IV.g11798.t1__Cnig_chr_IV.g13850.t1	16	35
IV.g11801.t1__Cnig_chr_IV.g13848.t1	4520	4407
IV.g11802.t2__Cnig_chr_IV.g13847.t1	9220	10299
IV.g11803.t1__Cnig_chr_IV.g13844.t1	15319	2413
IV.g11804.t1__Cnig_chr_IV.g13845.t1	11075	8951
IV.g11807.t1__Cnig_chr_IV.g13842.t2	8	26
IV.g11808.t1__Cnig_chr_IV.g13841.t1	6837	7142
IV.g11811.t1__Cnig_chr_IV.g13840.t3	514	3021
IV.g11812.t1__Cnig_chr_IV.g13839.t1	1894	1985
IV.g11813.t1__Cnig_chr_IV.g13838.t1	192	168
IV.g11814.t1__Cnig_chr_IV.g13837.t1	2209	3361
IV.g11816.t2__Cnig_chr_IV.g13833.t2	1852	1540
IV.g11817.t1__Cnig_chr_IV.g13832.t1	18908	18022
IV.g11818.t1__Cnig_chr_IV.g13830.t1	8	7
IV.g11820.t1__Cnig_chr_IV.g13829.t1	256	236
IV.g11821.t1__Cnig_chr_IV.g13828.t1	5	8
IV.g11822.t3__Cnig_chr_IV.g13827.t1	4361	3566
IV.g11823.t1__Cnig_chr_IV.g13826.t1	3639	2801
IV.g11824.t1__Cnig_chr_IV.g13825.t1	21	19
IV.g11825.t1__Cnig_chr_IV.g13824.t1	28055	28731
IV.g11826.t2__Cnig_chr_IV.g13823.t2	15	34
IV.g11828.t1__Cnig_chr_IV.g13822.t1	13	84
IV.g11830.t1__Cnig_chr_IV.g13820.t1	1	2
IV.g11837.t2__Cnig_chr_IV.g13811.t1	666	768
IV.g11838.t1__Cnig_chr_IV.g13810.t2	907	1650
IV.g11839.t1__Cnig_chr_IV.g13809.t1	4162	4127
IV.g11840.t2__Cnig_chr_IV.g13808.t1	3215	4290
IV.g11841.t1__Cnig_chr_IV.g13807.t1	20	35
IV.g11842.t1__Cnig_chr_IV.g13806.t1	1	0
IV.g11843.t2__Cnig_chr_IV.g13805.t1	46	8
IV.g11845.t1__Cnig_chr_IV.g13803.t1	183	108
IV.g11846.t1__Cnig_chr_IV.g13802.t1	3	8
IV.g11847.t1__Cnig_chr_IV.g13801.t1	66	65
IV.g11850.t1__Cnig_chr_IV.g13798.t1	1	2
IV.g11851.t2__Cnig_chr_IV.g13797.t1	0	1
IV.g11852.t2__Cnig_chr_IV.g13796.t1	0	0
IV.g11853.t1__Cnig_chr_IV.g13795.t1	129	107
IV.g11855.t1__Cnig_chr_IV.g13793.t1	4300	5058
IV.g11856.t3__Cnig_chr_IV.g13792.t1	14	3
IV.g11857.t1__Cnig_chr_IV.g13790.t1	59	82
IV.g11858.t1__Cnig_chr_IV.g13789.t1	3326	2386
IV.g11859.t1__Cnig_chr_IV.g13788.t1	9	26
IV.g11860.t1__Cnig_chr_IV.g13787.t1	9	7
IV.g11868.t1__Cnig_chr_IV.g13780.t1	0	6
IV.g11869.t1__Cnig_chr_IV.g13779.t1	41	12
IV.g11870.t1__Cnig_chr_IV.g13778.t1	119	84
IV.g11871.t1__Cnig_chr_IV.g13777.t1	345	362
IV.g11872.t1__Cnig_chr_IV.g13776.t1	45669	49831
IV.g11873.t1__Cnig_chr_IV.g13775.t1	76	99
IV.g11874.t1__Cnig_chr_IV.g13774.t1	9	13
IV.g11875.t1__Cnig_chr_IV.g13773.t1	17	29
IV.g11877.t1__Cnig_chr_IV.g13769.t1	392	921
IV.g11878.t2__Cnig_chr_IV.g13767.t1	79	274
IV.g11879.t1__Cnig_chr_IV.g13766.t1	336	514
IV.g11880.t1__Cnig_chr_IV.g13765.t1	198	330
IV.g11881.t1__Cnig_chr_IV.g13764.t1	10	12
IV.g11882.t1__Cnig_chr_IV.g13763.t2	4	11
IV.g11884.t1__Cnig_chr_IV.g13761.t1	27	13
IV.g11885.t1__Cnig_chr_IV.g13760.t1	82	61
IV.g11886.t1__Cnig_chr_IV.g13759.t1	0	9
IV.g11887.t1__Cnig_chr_IV.g13758.t1	4	0
IV.g11888.t2__Cnig_chr_IV.g13757.t2	26	110
IV.g11889.t1__Cnig_chr_IV.g13756.t2	163	421
IV.g11890.t1__Cnig_chr_IV.g13755.t1	4870	4916
IV.g11891.t1__Cnig_chr_IV.g13753.t1	1	1
IV.g11892.t1__Cnig_chr_IV.g13752.t1	2571	3401
IV.g11893.t1__Cnig_chr_IV.g13751.t1	2067	2174
IV.g11894.t1__Cnig_chr_IV.g13750.t2	566	750
IV.g11895.t3__Cnig_chr_IV.g13749.t1	28	17
IV.g11898.t1__Cnig_chr_IV.g13745.t2	29	32
IV.g11899.t1__Cnig_chr_IV.g13744.t1	6	16
IV.g11900.t1__Cnig_chr_IV.g13743.t1	8897	12949
IV.g11901.t1__Cnig_chr_IV.g13742.t1	2	6
IV.g11905.t1__Cnig_chr_IV.g13735.t1	4	20
IV.g11907.t3__Cnig_chr_IV.g13733.t3	1	0
IV.g11908.t3__Cnig_chr_IV.g13732.t1	2	2
IV.g11909.t2__Cnig_chr_IV.g13730.t1	0	0
IV.g11910.t1__Cnig_chr_IV.g13729.t1	13699	10729
IV.g11911.t1__Cnig_chr_IV.g13728.t1	98	87
IV.g11912.t2__Cnig_chr_IV.g13727.t1	26	122
IV.g11913.t1__Cnig_chr_IV.g13726.t1	0	3
IV.g11914.t1__Cnig_chr_IV.g13725.t1	12	5
IV.g11915.t1__Cnig_chr_IV.g13724.t2	5776	5554
IV.g11920.t1__Cnig_chr_IV.g13722.t1	15	20
IV.g11921.t1__Cnig_chr_IV.g13721.t1	3873	3242
IV.g11922.t1__Cnig_chr_IV.g13720.t1	8	5
IV.g11923.t1__Cnig_chr_IV.g13719.t2	14093	18813
IV.g11924.t1__Cnig_chr_IV.g13718.t1	1352	1837
IV.g11925.t1__Cnig_chr_IV.g13717.t1	527	1736
IV.g11926.t1__Cnig_chr_IV.g13716.t1	15	18
IV.g11927.t1__Cnig_chr_IV.g13715.t1	1503	297
IV.g11931.t1__Cnig_chr_IV.g13711.t1	13	13
IV.g11933.t1__Cnig_chr_IV.g13709.t1	13	5
IV.g11934.t1__Cnig_chr_IV.g13708.t1	3339	3819
IV.g11935.t1__Cnig_chr_IV.g13707.t1	4727	5020
IV.g11937.t2__Cnig_chr_IV.g13702.t1	64322	67933
IV.g11938.t1__Cnig_chr_IV.g13701.t1	604	1234
IV.g11939.t1__Cnig_chr_IV.g13700.t1	113	162
IV.g11940.t1__Cnig_chr_IV.g13699.t1	4	1
IV.g11941.t1__Cnig_chr_IV.g13698.t1	51	15
IV.g11942.t1__Cnig_chr_IV.g13697.t1	3	1
IV.g11943.t1__Cnig_chr_IV.g13696.t1	1	3
IV.g11944.t1__Cnig_chr_IV.g13695.t3	0	0
IV.g11945.t1__Cnig_chr_IV.g13694.t1	0	1
IV.g11946.t2__Cnig_chr_IV.g13693.t2	254	287
IV.g11947.t1__Cnig_chr_IV.g13692.t1	991	1097
IV.g11948.t2__Cnig_chr_IV.g13691.t2	629	417
IV.g11951.t1__Cnig_chr_IV.g13690.t2	787	1093
IV.g11952.t1__Cnig_chr_IV.g13689.t1	439	158
IV.g11954.t1__Cnig_chr_IV.g13688.t2	6542	9135
IV.g11955.t1__Cnig_chr_IV.g13687.t1	2601	7739
IV.g11956.t1__Cnig_chr_IV.g13686.t1	24	32
IV.g11957.t1__Cnig_chr_IV.g13684.t1	3	2
IV.g11959.t1__Cnig_chr_IV.g13683.t1	6248	8873
IV.g11961.t1__Cnig_chr_IV.g13680.t3	1	17
IV.g11964.t1__Cnig_chr_IV.g13679.t1	330	232
IV.g11965.t1__Cnig_chr_IV.g13678.t1	19	16
IV.g11968.t1__Cnig_chr_IV.g13677.t2	20	24
IV.g11969.t1__Cnig_chr_IV.g13676.t1	2	2
IV.g11970.t1__Cnig_chr_IV.g13675.t1	1	0
IV.g11975.t3__Cnig_chr_IV.g13672.t1	0	0
IV.g11976.t2__Cnig_chr_IV.g13671.t1	0	0
IV.g11977.t1__Cnig_chr_IV.g13670.t2	94	231
IV.g11978.t1__Cnig_chr_IV.g13663.t2	146	4
IV.g11983.t1__Cnig_chr_IV.g13660.t2	27	65
IV.g11984.t1__Cnig_chr_IV.g13659.t1	1	16
IV.g11985.t1__Cnig_chr_IV.g13658.t1	5	20
IV.g11987.t1__Cnig_chr_IV.g13657.t1	1	21
IV.g11988.t1__Cnig_chr_IV.g13656.t2	10	20
IV.g11989.t1__Cnig_chr_IV.g13654.t1	6145	8292
IV.g11990.t1__Cnig_chr_IV.g13653.t2	5532	6333
IV.g11991.t1__Cnig_chr_IV.g13652.t1	15252	17784
IV.g11992.t1__Cnig_chr_IV.g13651.t1	13562	17621
IV.g11993.t1__Cnig_chr_IV.g13650.t1	36	25
IV.g11998.t1__Cnig_chr_IV.g13649.t1	0	5
IV.g11999.t1__Cnig_chr_IV.g13648.t1	1280	2745
IV.g12001.t1__Cnig_chr_IV.g13645.t1	4297	6986
IV.g12004.t3__Cnig_chr_IV.g13641.t1	8	0
IV.g12005.t2__Cnig_chr_IV.g13640.t1	4	3
IV.g12008.t1__Cnig_chr_IV.g13639.t3	18	6
IV.g12010.t2__Cnig_chr_IV.g13638.t1	2697	11653
IV.g12011.t1__Cnig_chr_IV.g13637.t1	111	168
IV.g12013.t1__Cnig_chr_IV.g13636.t1	53	341
IV.g12014.t1__Cnig_chr_IV.g13635.t2	71	10
IV.g12016.t1__Cnig_chr_IV.g13631.t1	8	12
IV.g12020.t1__Cnig_chr_IV.g13972.t2	0	0
IV.g12021.t2__Cnig_chr_IV.g13973.t1	22	33
IV.g12022.t1__Cnig_chr_IV.g13975.t1	2061	4103
IV.g12023.t1__Cnig_chr_IV.g13977.t2	268	310
IV.g12024.t2__Cnig_chr_IV.g13978.t1	8	23
IV.g12025.t1__Cnig_chr_IV.g13980.t1	3	0
IV.g12030.t1__Cnig_chr_IV.g13982.t1	36	67
IV.g12031.t2__Cnig_chr_IV.g13983.t1	393	206
IV.g12032.t1__Cnig_chr_IV.g13984.t1	244	1138
IV.g12040.t1__Cnig_chr_IV.g13989.t1	250	218
IV.g12041.t1__Cnig_chr_IV.g13990.t2	1914	1598
IV.g12042.t1__Cnig_chr_IV.g13991.t1	3621	3868
IV.g12043.t1__Cnig_chr_IV.g13992.t1	310	97
IV.g12045.t1__Cnig_chr_IV.g13993.t1	3804	3593
IV.g12046.t1__Cnig_chr_IV.g13994.t2	3510	4481
IV.g12047.t1__Cnig_chr_IV.g13996.t1	1816	2418
IV.g12048.t1__Cnig_chr_IV.g13997.t2	4369	4850
IV.g12049.t1__Cnig_chr_IV.g13998.t1	3743	5657
IV.g12050.t1__Cnig_chr_IV.g13999.t1	4650	5351
IV.g12051.t1__Cnig_chr_IV.g14000.t1	6982	9374
IV.g12052.t1__Cnig_chr_IV.g14001.t1	2871	3523
IV.g12053.t2__Cnig_chr_IV.g14002.t1	194	282
IV.g12054.t2__Cnig_chr_IV.g14003.t2	1974	3674
IV.g12056.t1__Cnig_chr_IV.g14004.t2	2200	2454
IV.g12057.t1__Cnig_chr_IV.g14005.t2	6531	7044
IV.g12058.t1__Cnig_chr_IV.g14006.t1	12	24
IV.g12059.t1__Cnig_chr_IV.g14007.t1	373	605
IV.g12060.t2__Cnig_chr_IV.g14008.t1	6	6
IV.g12061.t1__Cnig_chr_IV.g14009.t1	0	9
IV.g12063.t1__Cnig_chr_IV.g14010.t1	0	2
IV.g12064.t2__Cnig_chr_IV.g14012.t2	0	12
IV.g12065.t1__Cnig_chr_IV.g14011.t1	0	0
IV.g12066.t3__Cnig_chr_IV.g14013.t3	7823	9239
IV.g12067.t1__Cnig_chr_IV.g14014.t1	5	1
IV.g12068.t1__Cnig_chr_IV.g14015.t1	237	25
IV.g12069.t1__Cnig_chr_IV.g14018.t1	1884	2102
IV.g12076.t1__Cnig_chr_IV.g14021.t2	24	18
IV.g12077.t1__Cnig_chr_IV.g14022.t1	5634	6202
IV.g12078.t1__Cnig_chr_IV.g14023.t2	1080	1519
IV.g12079.t1__Cnig_chr_IV.g14024.t1	293	166
IV.g12080.t1__Cnig_chr_IV.g14025.t1	3208	3201
IV.g12081.t2__Cnig_chr_IV.g14026.t1	3441	5275
IV.g12082.t1__Cnig_chr_IV.g14027.t1	3515	4306
IV.g12083.t1__Cnig_chr_IV.g14028.t1	2589	3806
IV.g12085.t1__Cnig_chr_IV.g14029.t2	517	649
IV.g12086.t1__Cnig_chr_IV.g14030.t2	11	6
IV.g12087.t1__Cnig_chr_IV.g14031.t1	1896	3017
IV.g12088.t2__Cnig_chr_IV.g14032.t1	2547	3884
IV.g12089.t1__Cnig_chr_IV.g14033.t1	7026	8760
IV.g12090.t1__Cnig_chr_IV.g14034.t2	3615	3779
IV.g12091.t1__Cnig_chr_IV.g14035.t1	419	502
IV.g12092.t1__Cnig_chr_IV.g14036.t1	1995	848
IV.g12093.t1__Cnig_chr_IV.g14038.t1	70	28
IV.g12095.t1__Cnig_chr_IV.g14042.t2	3928	3077
IV.g12096.t1__Cnig_chr_IV.g14043.t1	3261	4942
IV.g12097.t1__Cnig_chr_IV.g14044.t1	52445	60635
IV.g12099.t1__Cnig_chr_IV.g14046.t1	7657	8577
IV.g12100.t1__Cnig_chr_IV.g14047.t1	867	1215
IV.g12101.t1__Cnig_chr_IV.g14048.t2	114	95
IV.g12102.t1__Cnig_chr_IV.g14049.t1	6988	7135
IV.g12104.t1__Cnig_chr_IV.g14051.t1	20	18
IV.g12105.t1__Cnig_chr_IV.g14052.t1	1652	2541
IV.g12106.t2__Cnig_chr_IV.g14053.t1	11740	14405
IV.g12107.t1__Cnig_chr_IV.g14055.t1	8599	8366
IV.g12108.t1__Cnig_chr_IV.g14057.t1	5484	6763
IV.g12109.t1__Cnig_chr_IV.g14058.t1	24	23
IV.g12111.t2__Cnig_chr_IV.g14059.t1	9	25
IV.g12112.t2__Cnig_chr_IV.g14060.t2	672	703
IV.g12113.t1__Cnig_chr_IV.g14061.t1	12785	13225
IV.g12114.t1__Cnig_chr_IV.g14062.t1	2639	3243
IV.g12115.t1__Cnig_chr_IV.g14063.t1	1807	2107
IV.g12116.t1__Cnig_chr_IV.g14064.t1	27	31
IV.g12117.t2__Cnig_chr_IV.g14065.t1	78	95
IV.g12120.t1__Cnig_chr_IV.g14066.t2	1931	6388
IV.g12121.t1__Cnig_chr_IV.g14067.t1	3960	5300
IV.g12122.t1__Cnig_chr_IV.g14068.t1	2991	4045
IV.g12123.t1__Cnig_chr_IV.g14069.t1	8321	7412
IV.g12124.t1__Cnig_chr_IV.g14070.t1	2330	4204
IV.g12125.t1__Cnig_chr_IV.g14071.t2	12	4
IV.g12126.t1__Cnig_chr_IV.g14072.t2	50	25
IV.g12127.t2__Cnig_chr_IV.g14074.t2	12054	12374
IV.g12128.t1__Cnig_chr_IV.g14076.t1	0	1
IV.g12130.t1__Cnig_chr_IV.g14077.t1	67	102
IV.g12133.t1__Cnig_chr_IV.g14081.t1	0	5
IV.g12134.t2__Cnig_chr_IV.g14082.t1	111	116
IV.g12135.t2__Cnig_chr_IV.g14083.t1	68	164
IV.g12136.t3__Cnig_chr_IV.g14084.t2	51	74
IV.g12137.t1__Cnig_chr_IV.g14086.t2	11	6
IV.g12138.t1__Cnig_chr_IV.g14087.t1	1	8
IV.g12139.t1__Cnig_chr_IV.g14088.t1	98	186
IV.g12140.t1__Cnig_chr_IV.g14089.t2	405	513
IV.g12141.t1__Cnig_chr_IV.g14090.t1	13516	13251
IV.g12142.t2__Cnig_chr_IV.g14091.t2	58221	65765
IV.g12143.t1__Cnig_chr_IV.g14092.t1	18	41
IV.g12144.t1__Cnig_chr_IV.g14093.t2	51	87
IV.g12145.t1__Cnig_chr_IV.g14094.t1	5	21
IV.g12146.t1__Cnig_chr_IV.g14095.t1	71	137
IV.g12147.t1__Cnig_chr_IV.g14096.t1	1170	1440
IV.g12148.t1__Cnig_chr_IV.g14097.t1	12690	14728
IV.g12149.t1__Cnig_chr_IV.g14098.t1	650	967
IV.g12152.t1__Cnig_chr_IV.g14100.t3	0	18
IV.g12154.t1__Cnig_chr_IV.g14102.t1	28	37
IV.g12155.t2__Cnig_chr_IV.g14103.t1	4535	6580
IV.g12156.t1__Cnig_chr_IV.g14104.t2	60	60
IV.g12157.t1__Cnig_chr_IV.g14105.t1	34	54
IV.g12158.t2__Cnig_chr_IV.g14106.t2	9353	9427
IV.g12159.t1__Cnig_chr_IV.g14107.t1	4	12
IV.g12160.t1__Cnig_chr_IV.g14108.t1	196	720
IV.g12161.t1__Cnig_chr_IV.g14109.t1	3	6
IV.g12162.t1__Cnig_chr_IV.g14110.t1	132	247
IV.g12163.t3__Cnig_chr_IV.g14111.t1	146	90
IV.g12164.t1__Cnig_chr_IV.g14112.t2	862	745
IV.g12165.t1__Cnig_chr_IV.g14113.t1	59	76
IV.g12166.t3__Cnig_chr_IV.g14114.t1	0	2
IV.g12167.t1__Cnig_chr_IV.g14115.t2	11	32
IV.g12168.t1__Cnig_chr_IV.g14116.t1	28572	41135
IV.g12169.t3__Cnig_chr_IV.g14117.t1	2469	2853
IV.g12171.t1__Cnig_chr_IV.g14118.t1	4093	6867
IV.g12174.t1__Cnig_chr_IV.g14124.t1	3	4
IV.g12177.t1__Cnig_chr_IV.g14125.t1	15186	18482
IV.g12178.t2__Cnig_chr_IV.g14126.t1	734	719
IV.g12179.t1__Cnig_chr_IV.g14127.t1	1	2
IV.g12180.t1__Cnig_chr_IV.g14129.t1	33	80
IV.g12181.t2__Cnig_chr_IV.g14130.t2	0	39
IV.g12182.t2__Cnig_chr_IV.g14134.t3	12	0
IV.g12183.t1__Cnig_chr_IV.g14135.t1	3160	2506
IV.g12184.t1__Cnig_chr_IV.g14136.t1	25830	21832
IV.g12185.t1__Cnig_chr_IV.g14137.t1	1696	2240
IV.g12186.t1__Cnig_chr_IV.g14138.t1	3919	5106
IV.g12187.t1__Cnig_chr_IV.g14139.t1	1005	1040
IV.g12188.t1__Cnig_chr_IV.g14140.t1	5484	5216
IV.g12189.t2__Cnig_chr_IV.g14141.t1	1223	1214
IV.g12190.t1__Cnig_chr_IV.g14142.t1	10259	13939
IV.g12191.t1__Cnig_chr_IV.g14143.t2	2738	1667
IV.g12192.t2__Cnig_chr_IV.g14144.t1	2718	1664
IV.g12193.t1__Cnig_chr_IV.g14146.t1	6	6
IV.g12194.t1__Cnig_chr_IV.g14147.t1	2138	2692
IV.g12195.t2__Cnig_chr_IV.g14148.t1	15753	20681
IV.g12196.t1__Cnig_chr_IV.g14149.t1	4753	5372
IV.g12197.t1__Cnig_chr_IV.g14150.t1	4157	3757
IV.g12198.t1__Cnig_chr_IV.g14151.t1	816	2321
IV.g12199.t3__Cnig_chr_IV.g14152.t1	6403	4215
IV.g12200.t1__Cnig_chr_IV.g14155.t1	8292	10219
IV.g12201.t1__Cnig_chr_IV.g14156.t1	4654	5898
IV.g12202.t1__Cnig_chr_IV.g14157.t2	3394	4052
IV.g12203.t1__Cnig_chr_IV.g14158.t1	218	159
IV.g12204.t1__Cnig_chr_IV.g14160.t1	90	54
IV.g12205.t1__Cnig_chr_IV.g14161.t1	4933	3762
IV.g12206.t1__Cnig_chr_IV.g14162.t1	5382	3534
IV.g12207.t2__Cnig_chr_IV.g14163.t2	8636	10384
IV.g12208.t1__Cnig_chr_IV.g14164.t1	3002	2987
IV.g12209.t2__Cnig_chr_IV.g14165.t1	1045	1909
IV.g12210.t1__Cnig_chr_IV.g14166.t2	3838	3471
IV.g12211.t1__Cnig_chr_IV.g14167.t1	4754	3931
IV.g12212.t1__Cnig_chr_IV.g14168.t1	2489	2921
