# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-a" "../references/annotations/briggsae.chr.transcript.ortho.gff" "-o" "counts/Cbr_Thomas_fc.counts.txt" "BAM/SRR580389.bam" "BAM/SRR580390.bam" "BAM/SRR580391.bam" "BAM/SRR580392.bam" "BAM/SRR580393.bam" "BAM/SRR580394.bam" 
Geneid	Chr	Start	End	Strand	Length	BAM/SRR580389.bam	BAM/SRR580390.bam	BAM/SRR580391.bam	BAM/SRR580392.bam	BAM/SRR580393.bam	BAM/SRR580394.bam
I.g1293.t1	I	3527389	3531396	+	4008	19167	19255	19091	7176	4349	7421
III.g8386.t1	III	5270860	5273512	+	2653	7119	7937	6935	4859	4371	5909
III.g8442.t2	III	5525399	5526572	+	1174	2934	3100	2850	2197	2881	2865
V.g16029.t2	V	8960060	8962172	+	2113	1033	1235	1070	575	1115	813
IV.g12420.t1	IV	10049334	10052629	+	3296	3100	2997	3034	1433	1718	1533
I.g2566.t3	I	8670640	8672527	-	1888	2	1	1	6	5	2
X.g20979.t1	X	13677631	13679443	-	1813	469	512	407	460	417	439
V.g17465.t1	V	14719300	14723616	-	4317	29	39	32	22	27	46
IV.g13241.t1	IV	13554216	13555985	-	1770	4	5	5	57	25	44
II.g4699.t1	II	4596090	4597202	+	1113	1552	1365	1535	835	975	1059
IV.g13784.t1	IV	17230647	17235526	-	4880	4111	4945	4052	20440	42140	27235
III.g9506.t1	III	9755149	9755858	-	710	1745	1580	1579	1637	1694	1811
II.g4195.t1	II	1727185	1733727	-	6543	16181	18875	16143	4235	3281	5991
V.g16318.t1	V	10129571	10132512	+	2942	33	19	16	95	128	58
I.g2550.t1	I	8616365	8618363	+	1999	4453	5610	5401	1175	1453	1621
III.g8892.t2	III	7275012	7277800	+	2789	2271	2266	2344	705	827	899
V.g16199.t1	V	9691367	9692846	-	1480	80	88	73	302	208	257
III.g10043.t1	III	12498938	12511963	+	13026	4898	4296	4354	2844	1743	2460
IV.g11814.t1	IV	7632140	7633173	+	1034	2496	2358	2442	1680	1253	1444
II.g5624.t2	II	8686131	8692350	+	6220	8661	9655	8988	4235	3868	5664
X.g20506.t2	X	11201651	11211014	+	9364	56	70	51	180	132	159
III.g8026.t1	III	3723182	3728199	-	5018	16319	19875	15715	13534	16542	15541
X.g19042.t1	X	2775031	2795216	-	20186	462	435	323	530	218	438
II.g4193.t3	II	1691553	1696949	+	5397	1467	1047	877	681	415	596
I.g2080.t1	I	6701596	6706888	-	5293	11416	12170	11386	5270	4967	6918
I.g2959.t2	I	10257486	10266099	+	8614	135	113	103	476	592	512
I.g3244.t1	I	11558259	11560850	+	2592	5818	6408	5524	4497	5440	5284
IV.g12692.t1	IV	11072070	11074200	-	2131	79	75	65	408	343	356
V.g13983.t2	V	406540	412757	-	6218	1195	1314	1088	1411	1221	1501
X.g19014.t1	X	2579831	2584039	-	4209	348	480	427	201	184	253
III.g7632.t1	III	1205884	1209598	-	3715	5009	4071	3517	4530	5470	5375
III.g8710.t1	III	6515637	6516193	-	557	0	1	3	367	342	339
IV.g13741.t1	IV	17062288	17070000	-	7713	470	603	484	608	466	562
II.g5753.t1	II	9298931	9306475	-	7545	303	283	317	535	335	596
I.g1639.t1	I	4893288	4898140	-	4853	439	361	402	642	312	686
IV.g12414.t1	IV	10015719	10018137	-	2419	6969	7895	7231	2785	3544	4030
III.g8364.t1	III	5175708	5180125	+	4418	49	57	82	267	85	139
V.g16866.t1	V	12383309	12383685	-	377	174	115	64	250	1181	461
I.g3482.t1	I	12984328	12991787	-	7460	1288	1103	1284	795	653	681
I.g1617.t1	I	4762457	4769768	+	7312	5579	5999	5115	5497	5035	6395
X.g20816.t3	X	12748435	12756771	-	8337	112	105	82	506	229	336
III.g9130.t1	III	8268561	8270178	-	1618	2195	2423	2047	5397	4156	6315
III.g8094.t1	III	4059934	4061787	-	1854	15133	17222	14819	7502	6232	7603
III.g9956.t1	III	11929332	11939103	+	9772	51	43	29	109	71	135
II.g4937.t1	II	5773760	5778332	+	4573	500	415	391	435	274	558
III.g9036.t3	III	7899692	7904343	-	4652	7398	7105	7018	4167	3582	4419
X.g22003.t1	X	19307769	19308358	+	590	1	0	0	31	5	6
III.g8057.t1	III	3841985	3843687	+	1703	6978	6238	6231	6610	6934	7199
II.g6013.t2	II	10316915	10320338	+	3424	7052	7155	6541	2610	2800	2819
X.g22002.t1	X	19305006	19307608	+	2603	29	9	28	38	12	12
III.g9528.t1	III	9863885	9865695	-	1811	130	163	79	160	223	143
II.g5475.t1	II	8099486	8100456	+	971	3573	3909	3251	2569	2381	2866
I.g3623.t1	I	13894672	13905176	-	10505	2662	2805	2684	1243	1355	1568
IV.g11511.t1	IV	6431001	6434890	+	3890	138	136	31	2738	561	666
III.g7659.t1	III	1409821	1415264	-	5444	3836	4701	3487	3466	2441	4297
I.g727.t2	I	217695	223462	+	5768	1092	1212	950	1204	1188	1462
I.g2776.t1	I	9466002	9468470	-	2469	13026	15565	12821	16443	11405	15650
V.g17115.t1	V	13303121	13307260	-	4140	72	34	14	190	80	136
I.g1633.t1	I	4851629	4859881	+	8253	567	362	353	848	227	478
I.g1733.t1	I	5324416	5325321	+	906	1280	1408	1238	1836	2570	2295
IV.g13788.t1	IV	17253277	17255569	-	2293	99	149	166	68	50	102
V.g15999.t1	V	8857270	8863430	+	6161	63	62	38	205	209	241
III.g10399.t1	III	14460237	14462327	-	2091	85	105	82	85	120	128
V.g15382.t1	V	6394994	6397344	+	2351	95	51	72	221	145	171
IV.g12152.t1	IV	8914102	8917986	+	3885	2	5	1	226	169	161
II.g5482.t2	II	8150287	8153274	+	2988	10821	11339	10720	6084	5160	6781
V.g17427.t1	V	14573614	14574408	+	795	8457	7396	7940	12600	10046	10427
X.g21366.t1	X	15790857	15797133	+	6277	1088	1260	1078	478	359	468
I.g743.t1	I	376169	380421	+	4253	34165	44597	36995	3867	3079	6354
II.g6110.t1	II	10728963	10731106	+	2144	2347	2550	3762	1295	2147	1694
IV.g13346.t1	IV	14467665	14477427	+	9763	1730	1893	1704	571	627	708
I.g2974.t3	I	10307286	10313044	+	5759	3994	4429	3815	1456	1664	2065
IV.g11488.t1	IV	6310439	6316632	-	6194	165	151	122	571	674	591
III.g8121.t1	III	4128095	4131416	+	3322	818	1204	744	2065	872	2026
IV.g12250.t1	IV	9299210	9301560	-	2351	4175	3945	4063	1530	1697	1686
III.g7605.t1	III	1054990	1059661	+	4672	2309	2319	2219	1343	924	1386
X.g20133.t3	X	9239479	9251683	+	12205	819	2293	753	3114	1549	3043
IV.g12929.t1	IV	12113406	12114634	-	1229	29	39	35	98	131	120
IV.g11039.t2	IV	3560712	3565678	+	4967	1	7	3	21	1	10
X.g21100.t2	X	14441976	14454052	+	12077	1139	889	826	1232	1677	1340
IV.g11786.t1	IV	7499433	7516371	-	16939	4256	4379	4063	5871	5557	7105
I.g1976.t1	I	6246956	6251448	-	4493	6856	8449	7356	4946	5813	6158
III.g8197.t2	III	4454498	4462092	+	7595	314	275	263	894	882	895
V.g17449.t1	V	14640370	14643472	-	3103	6863	6372	6323	2607	2795	3049
II.g4226.t2	II	2059908	2067162	+	7255	1039	858	892	3093	2382	2692
V.g16734.t1	V	11757500	11759798	-	2299	817	936	835	609	923	723
I.g3863.t1	I	15185983	15194007	+	8025	112	105	98	281	223	282
III.g7987.t1	III	3522072	3526032	+	3961	14607	16152	13461	14354	10082	15068
III.g7848.t1	III	2608676	2623999	+	15324	1477	1078	1289	976	1425	1280
II.g7328.t1	II	16393426	16396032	-	2607	2760	2730	2778	2027	2247	2357
III.g7713.t1	III	1698945	1702247	-	3303	1685	1511	1555	3880	2602	3748
II.g4362.t1	II	2934876	2937125	-	2250	10	9	9	2960	1602	2501
X.g19993.t1	X	8443195	8445328	+	2134	11	14	11	48	47	32
X.g18691.t1	X	761845	763208	+	1364	424	303	467	383	317	306
III.g8103.t1	III	4082735	4083459	+	725	11658	14596	12493	1081	1392	2586
X.g20368.t1	X	10402929	10407535	-	4607	1130	795	891	1776	775	1478
II.g5233.t1	II	7117370	7120985	-	3616	76	18	30	321	47	153
I.g1180.t1	I	3051857	3055952	+	4096	574	576	576	790	520	804
I.g3022.t3	I	10540549	10542533	+	1985	968	1111	1104	456	599	601
II.g4968.t1	II	5894860	5896181	-	1322	21	22	13	60	52	51
X.g22260.t1	X	20732978	20733358	+	381	1	0	0	1	8	0
I.g1319.t1	I	3623855	3631756	+	7902	2	8	12	45	103	78
IV.g12832.t1	IV	11700910	11702598	+	1689	1509	1714	1618	842	1316	1315
I.g3053.t1	I	10696093	10703032	-	6940	433	430	392	401	560	497
III.g10258.t1	III	13857782	13861215	-	3434	2430	1825	2134	1553	1346	1529
I.g3054.t1	I	10703376	10706085	-	2710	2224	2496	2089	1814	2740	2489
III.g8999.t1	III	7737455	7739271	-	1817	3100	3539	3158	3145	3303	3494
III.g7437.t1	III	186684	189882	+	3199	422	338	328	643	524	609
III.g9093.t2	III	8097041	8097487	-	447	0	0	0	975	817	822
II.g5835.t1	II	9659963	9665852	-	5890	2553	3241	2074	6070	4003	6247
I.g2084.t3	I	6713155	6715548	-	2394	6725	7323	6371	8473	7037	8952
I.g1695.t1	I	5131402	5133106	+	1705	6642	7088	6737	4129	3311	5155
III.g9394.t1	III	9297372	9300326	+	2955	169	206	141	212	271	264
II.g6261.t1	II	11351491	11352197	+	707	2028	2478	1634	1624	1643	1849
V.g18219.t1	V	17940938	17942554	+	1617	17	16	10	3954	788	1692
II.g4945.t4	II	5815892	5819961	-	4070	520	1072	409	610	378	511
II.g4779.t1	II	5055850	5057585	-	1736	10037	10689	9999	8796	8542	9481
II.g5791.t3	II	9458254	9461982	+	3729	528	638	542	420	639	623
IV.g13810.t1	IV	17316457	17317551	+	1095	650	626	608	364	512	463
IV.g13654.t3	IV	16624654	16634743	+	10090	261	250	217	422	373	387
V.g18419.t2	V	19046017	19049562	+	3546	6	17	8	44	28	34
II.g4701.t1	II	4614070	4618789	+	4720	3676	3430	3365	2244	1489	2296
I.g2896.t2	I	9906026	9912892	-	6867	225	202	142	1147	1125	1124
X.g18769.t1	X	1255688	1256630	-	943	200	223	186	95	76	105
V.g18492.t2	V	19373610	19380705	+	7096	2993	2411	3148	8667	2846	7931
II.g4618.t1	II	4181129	4182790	+	1662	2563	2406	2509	1265	1123	1529
IV.g11687.t1	IV	7218990	7219739	+	750	1	1	1	44	38	29
II.g6624.t3	II	13005339	13009458	-	4120	999	1082	798	270	403	427
IV.g11686.t1	IV	7217965	7218430	+	466	43	33	23	36	36	35
V.g18251.t1	V	18163270	18164854	-	1585	1	0	0	179	129	182
II.g4439.t1	II	3311681	3315859	-	4179	45	28	23	70	86	102
II.g6635.t1	II	13042800	13044546	+	1747	1219	1299	1289	338	289	443
V.g17717.t1	V	15661961	15662960	-	1000	5	2	8	18	37	21
X.g21759.t2	X	17890565	17904753	+	14189	18514	17642	14750	10440	9761	15647
IV.g13133.t1	IV	12966305	12969885	+	3581	2	4	1	770	564	645
V.g17210.t2	V	13735856	13737683	+	1828	3617	3920	3668	3634	2996	3793
IV.g12292.t3	IV	9519796	9524850	-	5055	73	76	77	288	177	232
X.g20098.t1	X	9054047	9055667	-	1621	45	64	19	219	744	311
III.g9186.t1	III	8529704	8530159	+	456	648	778	696	148	209	241
I.g3144.t1	I	11106524	11109870	+	3347	8	4	6	184	176	194
V.g16257.t1	V	9934384	9935294	+	911	766	768	641	503	839	665
III.g7742.t1	III	1849266	1854658	-	5393	1832	1626	1559	1173	1446	1416
I.g2136.t2	I	6911742	6913805	-	2064	24396	31516	27796	4035	4976	10407
III.g10403.t1	III	14485290	14486145	+	856	1305	1275	1270	803	824	737
II.g6096.t1	II	10665094	10671490	-	6397	1658	1295	1358	1807	2585	1875
I.g1000.t2	I	2073621	2078416	-	4796	39168	35846	36974	12326	13504	15470
I.g1870.t1	I	5820696	5821853	+	1158	2465	2581	2508	1989	2314	2168
X.g20279.t1	X	9910145	9913795	-	3651	5	5	17	27	58	35
III.g8947.t1	III	7454974	7460163	-	5190	5412	6058	5904	2876	2218	3081
IV.g10911.t2	IV	2671671	2686948	+	15278	5452	6083	5240	3004	1600	3220
X.g21989.t3	X	19233384	19236370	-	2987	184	205	196	45	48	72
II.g5278.t1	II	7288796	7293160	-	4365	6214	6480	6167	4438	2236	4380
IV.g13689.t1	IV	16831053	16833939	-	2887	3267	3558	3272	1665	1851	2229
II.g6005.t1	II	10297409	10298736	-	1328	6064	6419	6125	2266	3294	3211
II.g4327.t1	II	2740753	2755080	-	14328	2537	3121	2317	1642	954	1527
V.g17218.t2	V	13755492	13759798	-	4307	338	470	308	801	567	742
V.g15598.t1	V	7384412	7384910	-	499	552	528	520	496	601	537
X.g20683.t1	X	12076807	12083826	+	7020	107	92	76	105	105	99
IV.g11497.t2	IV	6358522	6361657	+	3136	767	852	564	2437	1419	2789
X.g19227.t1	X	3857684	3860057	-	2374	1472	1168	1165	538	298	567
I.g2836.t2	I	9691756	9698938	+	7183	13782	14708	14198	7705	7014	9484
I.g3062.t2	I	10740681	10742797	+	2117	505	478	481	397	245	375
IV.g12390.t1	IV	9917618	9919974	-	2357	6428	6308	5927	6223	4721	6343
IV.g10488.t1	IV	306407	307497	-	1091	4	0	3	26	33	28
I.g2038.t1	I	6547816	6548613	-	798	7890	8170	7316	6679	6816	7292
II.g4726.t1	II	4765711	4766387	+	677	13760	12721	12665	11743	11632	11144
III.g8713.t1	III	6523605	6525717	-	2113	11748	12420	12036	9901	8406	10798
III.g8798.t1	III	6945052	6946054	-	1003	5	4	2	643	525	575
X.g21106.t1	X	14493502	14494075	-	574	4	7	6	10	6	11
X.g20281.t2	X	9919057	9931047	-	11991	1903	2363	2106	1110	744	1366
III.g8265.t1	III	4755244	4757305	+	2062	4366	5410	4256	2836	4245	3808
V.g16444.t1	V	10608884	10613111	-	4228	1356	1123	1254	1480	777	1596
IV.g13785.t1	IV	17240497	17243553	+	3057	1368	861	1240	688	700	588
V.g17119.t1	V	13335659	13337698	+	2040	34	27	24	130	86	111
X.g21863.t2	X	18563149	18567087	+	3939	965	933	849	1766	948	1595
IV.g12242.t1	IV	9262838	9265424	+	2587	2457	2756	2403	1354	1496	1492
IV.g12169.t3	IV	8984631	8986275	-	1645	2087	1988	1842	959	1417	1019
IV.g11830.t1	IV	7683611	7684343	-	733	59	68	49	14	20	15
III.g8679.t1	III	6419809	6422408	+	2600	8586	14714	7039	24347	37269	27966
II.g7113.t1	II	15342814	15347686	+	4873	126	135	116	161	153	157
V.g16086.t1	V	9213571	9214098	+	528	1143	1243	1208	1306	1288	1401
II.g7112.t1	II	15335531	15341371	+	5841	215	215	186	262	273	253
I.g3658.t1	I	14068402	14076471	-	8070	3950	4716	4414	2771	1849	2866
III.g10287.t2	III	13993893	13997668	-	3776	574	285	527	945	298	780
II.g6242.t1	II	11282902	11285437	-	2536	5202	6280	5331	2710	3247	3717
V.g15801.t1	V	8111109	8111738	+	630	1973	2029	1877	1450	1948	1588
II.g4661.t1	II	4437153	4438951	-	1799	1	1	0	23900	15983	19548
III.g7759.t1	III	1955119	1958971	+	3853	999	1058	972	1052	966	1141
IV.g11618.t1	IV	6974663	6976290	+	1628	296	464	286	576	657	480
V.g15800.t1	V	8108439	8110878	+	2440	2971	3336	2989	2127	2765	2391
V.g17671.t1	V	15497179	15502259	-	5081	2050	1932	1924	688	665	886
I.g888.t2	I	1276836	1281449	-	4614	2063	2121	1994	617	510	790
V.g15158.t2	V	5344292	5351371	+	7080	8	3	3	19	15	12
IV.g11218.t1	IV	4800600	4801617	-	1018	2487	2496	2392	2943	2562	3246
IV.g12385.t3	IV	9888464	9894511	-	6048	59	20	20	331	127	112
V.g17097.t1	V	13199915	13201084	-	1170	78	97	76	99	50	82
III.g9470.t1	III	9562817	9564791	+	1975	12707	13571	12118	9582	10289	11126
V.g16583.t3	V	11128812	11133054	-	4243	0	0	0	1	1	0
II.g5531.t1	II	8332717	8334404	+	1688	2227	2299	2097	1691	2006	1809
III.g9940.t1	III	11826720	11832846	+	6127	2304	2645	2267	2970	2392	3043
II.g5613.t1	II	8644353	8650090	-	5738	6938	7618	6964	5167	4394	5826
IV.g13588.t1	IV	16214111	16219016	+	4906	24	22	13	471	239	401
I.g949.t1	I	1734576	1735220	-	645	460	476	443	213	295	293
III.g8805.t1	III	6967558	6968949	+	1392	1061	1071	1036	564	283	567
I.g1875.t1	I	5836067	5841518	-	5452	134	220	121	4780	3018	4078
IV.g12205.t1	IV	9124477	9128405	-	3929	5330	5301	5297	4792	3975	4693
III.g9112.t1	III	8184080	8184729	+	650	36085	31244	31233	25693	24287	23828
X.g21508.t1	X	16579708	16582493	-	2786	433	534	470	127	138	247
IV.g10782.t3	IV	1947902	1958872	+	10971	147	161	122	425	526	458
III.g9100.t1	III	8139044	8141072	+	2029	4451	5037	4308	3416	4060	4051
IV.g11331.t1	IV	5377222	5379103	-	1882	2	3	3	5	8	9
III.g10153.t1	III	13161276	13165894	+	4619	352	344	322	195	241	238
I.g1466.t3	I	4171198	4175542	+	4345	331	246	262	839	1085	823
III.g10092.t1	III	12806233	12811609	-	5377	3493	3418	3492	5097	2614	4406
IV.g13290.t1	IV	13991038	14003769	+	12732	1259	1371	1174	2729	1586	2649
III.g10312.t1	III	14113850	14115772	+	1923	1	1	1	437	404	454
II.g4254.t1	II	2280320	2286599	+	6280	1869	2336	1868	1503	1549	1760
IV.g10637.t1	IV	1173152	1186392	-	13241	117	107	119	266	183	265
X.g21367.t1	X	15798612	15800907	+	2296	341	138	211	153	78	99
IV.g11065.t2	IV	3760654	3763619	+	2966	0	0	1	1	4	3
X.g18596.t1	X	289937	291866	+	1930	338	228	290	241	312	291
I.g3760.t3	I	14618158	14624143	+	5986	1775	1789	1586	996	762	1026
II.g4933.t1	II	5758502	5764022	-	5521	323	204	185	688	780	671
I.g2448.t1	I	8182656	8185224	+	2569	3211	3102	2687	3375	2760	3239
IV.g13750.t1	IV	17091866	17095207	-	3342	21	13	10	321	86	72
X.g21521.t1	X	16663338	16667010	+	3673	1627	1267	1187	5198	6326	6252
II.g6018.t1	II	10328290	10331824	+	3535	12	4	9	109	112	100
II.g6135.t1	II	10822281	10837831	+	15551	1061	645	819	3036	1942	2644
V.g16148.t2	V	9489914	9503052	-	13139	4509	4593	3983	3776	1900	3272
II.g5762.t1	II	9344357	9345057	-	701	11	6	7	67	62	51
IV.g13534.t1	IV	15795954	15798617	+	2664	2908	2977	2786	968	750	1065
II.g6801.t1	II	13715301	13716435	+	1135	1	0	0	18	15	15
II.g5695.t2	II	9032376	9033772	+	1397	329	427	298	764	634	607
II.g5998.t2	II	10275659	10279198	+	3540	16	7	3	34	34	32
V.g17179.t1	V	13594832	13602172	+	7341	1883	1022	1216	2869	1008	1961
I.g1341.t1	I	3736102	3739167	+	3066	7102	7976	7190	3260	2887	4413
IV.g12162.t1	IV	8960045	8961786	+	1742	838	842	643	1620	2050	1583
II.g4922.t1	II	5730185	5731947	-	1763	2	3	3	11	7	11
I.g1715.t2	I	5245065	5250511	+	5447	1049	1225	1160	257	288	339
III.g10115.t1	III	12942609	12949804	-	7196	15	20	13	161	118	124
II.g4811.t1	II	5179646	5190630	-	10985	1958	2735	1626	8936	10555	11671
II.g4921.t1	II	5726812	5729305	+	2494	15	13	10	40	58	48
V.g16093.t1	V	9256008	9257778	+	1771	27	15	21	22	62	39
IV.g12767.t1	IV	11460296	11462255	-	1960	3	6	11	885	390	680
III.g10370.t2	III	14295726	14300403	-	4678	1303	1528	1342	573	846	817
II.g7133.t1	II	15487661	15488962	+	1302	4925	4336	4662	7289	6191	6437
X.g21044.t3	X	14051607	14058938	-	7332	438	544	393	890	752	869
III.g9533.t2	III	9885974	9889912	-	3939	7851	9229	7591	4925	5947	6223
V.g18217.t1	V	17925965	17930422	+	4458	5	3	1	26	13	14
V.g17331.t1	V	14159610	14160264	-	655	17	32	19	321	425	331
V.g16085.t3	V	9201418	9207693	-	6276	496	457	401	1836	931	1504
V.g14138.t3	V	1019721	1031665	+	11945	2969	2971	2626	2882	1880	3113
IV.g12583.t1	IV	10631475	10632223	-	749	2	1	2	243	210	227
V.g16307.t1	V	10101810	10103023	-	1214	2719	2873	1591	2876	2164	3009
X.g19950.t3	X	8169524	8179942	-	10419	8526	9222	7332	10051	4679	9424
I.g1897.t1	I	5908471	5910656	+	2186	4456	4019	4070	2382	3002	2717
X.g19938.t1	X	8136588	8137967	-	1380	1441	1192	1315	3535	3001	3398
V.g16198.t2	V	9688852	9690634	+	1783	151	45	26	1829	381	521
III.g8944.t2	III	7443621	7445404	-	1784	2	0	2	449	381	399
X.g20942.t1	X	13442883	13447569	-	4687	285	302	205	329	332	257
I.g2255.t1	I	7491415	7491871	+	457	192	202	189	156	216	175
III.g7628.t1	III	1197105	1200622	+	3518	3122	3327	2989	1607	1624	1927
III.g10128.t1	III	13010304	13015399	+	5096	19	8	7	34	18	25
IV.g11433.t1	IV	6001763	6007784	-	6022	2684	2921	2454	1906	1638	1982
IV.g11266.t3	IV	5044793	5049810	-	5018	2	3	7	10	6	9
IV.g11570.t1	IV	6769847	6772336	-	2490	257	353	218	475	473	457
III.g8881.t1	III	7238898	7240716	+	1819	0	0	1	1507	945	1316
II.g4198.t1	II	1758143	1761766	-	3624	12	4	4	93	19	29
I.g1493.t1	I	4284761	4286317	+	1557	4128	4700	4218	1951	2241	2796
III.g10063.t4	III	12612617	12627521	-	14905	6998	7153	6792	2481	1677	2638
X.g20807.t3	X	12695327	12696968	-	1642	38699	28457	39055	86094	29734	60368
I.g2109.t2	I	6820000	6821564	-	1565	2078	2224	2009	937	953	1160
X.g21060.t1	X	14173843	14192513	+	18671	1358	1538	1200	2053	507	1485
I.g1154.t1	I	2908127	2914844	-	6718	3055	2800	2915	2254	1336	2085
X.g19476.t1	X	5382180	5390574	+	8395	1887	1747	1564	3309	1544	2871
I.g1364.t1	I	3819650	3820717	-	1068	0	3	0	15	2	5
X.g22070.t1	X	19735449	19737135	-	1687	6	8	8	45	29	39
V.g15802.t1	V	8111980	8112485	+	506	1	4	5	576	505	536
II.g4069.t2	II	673170	679661	+	6492	928	816	720	1507	1008	1783
X.g21338.t1	X	15682951	15683329	+	379	102	41	63	77	17	49
I.g2160.t1	I	7038070	7038850	-	781	1826	2175	1801	1277	641	1041
II.g4591.t2	II	4026025	4042356	-	16332	13211	13965	12530	4425	3783	4588
II.g5364.t1	II	7615392	7618952	-	3561	283	378	301	1184	604	1091
III.g9170.t1	III	8471214	8474827	+	3614	78	64	68	269	211	245
V.g16386.t1	V	10399722	10403167	-	3446	35	24	20	131	139	128
II.g5390.t1	II	7700988	7704148	+	3161	258	167	80	3274	555	915
III.g10149.t3	III	13147150	13151095	+	3946	1864	1832	1696	2131	1452	2167
IV.g12742.t1	IV	11306853	11310246	-	3394	3787	4307	3706	1834	1738	2257
IV.g12393.t1	IV	9935580	9936346	-	767	1918	1842	1499	1653	2739	1946
V.g16407.t1	V	10480353	10482108	-	1756	1379	1005	961	1427	847	1151
IV.g13006.t3	IV	12431155	12436506	+	5352	243	306	180	722	891	824
IV.g13597.t1	IV	16251029	16254271	+	3243	2423	2455	2198	2531	1928	2524
IV.g11329.t2	IV	5343891	5349320	-	5430	433	564	506	1987	1085	1737
III.g7998.t1	III	3588684	3596902	+	8219	2772	3536	2578	2400	2548	2785
II.g5858.t1	II	9794065	9796014	-	1950	4265	4532	4531	750	1213	1239
V.g15391.t1	V	6447595	6450305	-	2711	934	974	873	1534	1221	1452
II.g7394.t1	II	16598683	16600498	+	1816	9514	9052	9088	5330	6212	5787
IV.g10707.t1	IV	1545140	1545992	-	853	45	49	54	87	58	46
IV.g13706.t1	IV	16916833	16918266	+	1434	0	0	0	0	0	0
V.g14829.t1	V	3933617	3934839	+	1223	87	75	84	1137	1526	1270
IV.g11860.t1	IV	7818462	7830462	+	12001	37	20	27	139	52	71
III.g9891.t1	III	11569117	11570170	-	1054	3253	2915	3381	2950	1608	2641
III.g8554.t1	III	5963892	5965911	+	2020	2901	3227	2685	3201	3481	3487
IV.g13293.t2	IV	14051016	14058439	+	7424	44	40	41	121	86	124
I.g2252.t1	I	7482777	7485482	+	2706	10939	11715	11086	5638	5260	6666
V.g18462.t1	V	19240325	19243301	-	2977	3853	4348	3921	2716	2424	3025
IV.g11706.t1	IV	7278453	7279587	-	1135	3740	3129	3466	3785	3054	3726
X.g18891.t2	X	1834554	1838716	-	4163	447	395	340	360	253	396
III.g8114.t1	III	4116299	4118188	-	1890	3	3	5	1476	1107	1518
I.g2115.t1	I	6838491	6839816	-	1326	24	76	21	202	150	215
III.g8394.t1	III	5312198	5315837	+	3640	3992	4978	4109	1007	1381	1270
X.g20903.t2	X	13146380	13155342	+	8963	1478	2599	1324	2865	982	2291
I.g2656.t1	I	9039352	9044575	+	5224	500	436	481	1091	1077	1073
IV.g12336.t1	IV	9709821	9713039	-	3219	12233	14277	12115	13410	11766	13535
II.g5912.t1	II	10005504	10007138	-	1635	263	317	228	2877	2573	2806
IV.g12254.t1	IV	9335349	9337274	+	1926	3850	3748	3753	1221	1611	1428
I.g3065.t2	I	10765774	10768041	-	2268	14765	17244	15057	10194	5096	9279
V.g16937.t1	V	12655471	12655958	-	488	3765	4023	3787	3126	3168	3403
II.g4086.t2	II	842573	847215	+	4643	312	407	265	891	713	675
II.g4016.t3	II	385539	388257	-	2719	57	41	17	3842	2051	3136
IV.g12016.t1	IV	8357760	8360594	-	2835	30	38	15	308	247	294
V.g14411.t1	V	2063876	2064709	-	834	3630	3893	3462	2928	1759	2618
II.g5079.t2	II	6429300	6432554	-	3255	5162	6214	4808	4227	3576	4917
IV.g10542.t1	IV	452471	455777	+	3307	10037	10865	10683	1453	1780	2644
III.g10152.t1	III	13158344	13160994	+	2651	577	551	577	320	361	373
I.g2614.t1	I	8890095	8891598	+	1504	1124	1102	957	820	1126	837
III.g9817.t2	III	11125072	11129087	-	4016	16317	15945	13018	10808	14007	12905
II.g5436.t1	II	7928408	7929340	-	933	6509	7233	5624	10048	7390	10557
IV.g10562.t2	IV	524595	530903	-	6309	1834	1942	1843	153	272	432
IV.g11745.t1	IV	7381430	7381752	-	323	450	598	405	1452	1035	1323
V.g16379.t1	V	10375315	10377382	+	2068	15041	18074	15191	4845	3883	6646
II.g6371.t1	II	11852492	11857748	-	5257	187	193	180	273	133	262
IV.g12218.t2	IV	9176515	9184291	-	7777	154	175	157	489	257	416
II.g4940.t1	II	5794518	5797022	+	2505	9	9	10	51	44	38
V.g15412.t1	V	6556703	6558158	+	1456	226	347	182	1197	210	590
III.g7508.t4	III	508121	520065	-	11945	1726	1657	1773	2208	1750	2249
I.g3445.t1	I	12786232	12792493	+	6262	8752	8367	7928	7854	5084	7669
II.g7092.t1	II	15250564	15250866	-	303	24	25	19	86	187	113
II.g7114.t1	II	15361159	15369396	+	8238	60	49	38	211	370	230
IV.g13803.t1	IV	17294786	17298783	-	3998	1709	1849	1780	889	1074	1107
I.g1038.t3	I	2337764	2354061	+	16298	4152	4375	3801	2221	2098	2580
III.g10256.t1	III	13850402	13855237	+	4836	8347	6974	7529	25592	5051	25127
IV.g12793.t1	IV	11543240	11545767	+	2528	6059	6372	5797	3912	4705	4924
IV.g10546.t1	IV	473165	474723	+	1559	176	96	193	226	229	201
I.g1900.t2	I	5924905	5926584	+	1680	6	10	8	135	290	161
III.g8169.t2	III	4353431	4355109	+	1679	4870	5334	4716	1529	1547	2250
III.g8537.t3	III	5873268	5876744	+	3477	8	1	6	1230	772	1079
III.g7800.t1	III	2310647	2324106	+	13460	1649	1692	1630	1000	721	1197
IV.g12902.t1	IV	11953563	11955347	-	1785	5618	8933	1891	481	8690	1160
