gene_id	HF1_Cbr	HF1_Cni	HF2_Cbr	HF2_Cni	HF3_Cbr	HF3_Cni	HM1_Cbr	HM1_Cni	HM2_Cbr	HM2_Cni	HM3_Cbr	HM3_Cni
IV.g12209.t2__Cnig_chr_IV.g14165.t1	278	276	300	299	148	149	236	224	138	134	178	170
IV.g12210.t1__Cnig_chr_IV.g14166.t2	667	666	666	664	340	342	298	300	191	191	231	230
IV.g12211.t1__Cnig_chr_IV.g14167.t1	904	857	771	738	470	449	212	220	175	177	176	180
IV.g12212.t1__Cnig_chr_IV.g14168.t1	572	567	518	509	294	290	133	129	105	96	101	98
IV.g12213.t2__Cnig_chr_IV.g14169.t1	1547	858	1335	729	796	461	682	400	455	262	523	309
IV.g12214.t1__Cnig_chr_IV.g14172.t1	943	959	795	806	498	508	385	390	210	213	282	289
IV.g12215.t1__Cnig_chr_IV.g14173.t1	975	1043	786	839	500	534	185	201	149	155	146	160
IV.g12216.t1__Cnig_chr_IV.g14174.t1	628	638	537	546	318	323	262	383	155	242	207	299
IV.g12217.t1__Cnig_chr_IV.g14176.t1	5	5	5	5	1	1	7	6	2	1	6	5
IV.g12218.t2__Cnig_chr_IV.g14177.t1	20	20	15	16	8	8	89	85	52	50	76	72
IV.g12221.t3__Cnig_chr_IV.g14179.t1	1037	892	992	867	599	517	1062	927	741	647	818	714
IV.g12223.t1__Cnig_chr_IV.g14180.t1	684	688	707	712	348	349	318	319	151	152	246	246
IV.g12224.t1__Cnig_chr_IV.g14181.t1	7	8	5	7	4	4	7	7	5	5	7	7
IV.g12225.t1__Cnig_chr_IV.g14182.t2	74	76	69	70	38	38	351	348	283	278	251	250
IV.g12226.t1__Cnig_chr_IV.g14183.t2	0	0	0	0	0	0	5	6	2	1	3	3
IV.g12227.t1__Cnig_chr_IV.g14184.t1	0	0	0	0	0	0	2	3	0	0	1	1
IV.g12228.t1__Cnig_chr_IV.g14185.t1	19	19	20	21	11	11	187	191	75	75	145	146
IV.g12230.t2__Cnig_chr_IV.g14186.t1	0	0	0	0	0	0	1	4	1	2	0	2
IV.g12234.t1__Cnig_chr_IV.g14189.t3	11	9	6	6	4	4	43	38	24	22	31	26
IV.g12235.t1__Cnig_chr_IV.g14193.t1	3673	3666	3657	3654	1915	1914	2847	2844	815	807	2271	2269
IV.g12236.t1__Cnig_chr_IV.g14194.t2	7	3	6	4	2	1	79	77	35	28	60	58
IV.g12237.t1__Cnig_chr_IV.g14195.t1	614	609	501	499	311	309	216	215	168	162	163	162
IV.g12238.t2__Cnig_chr_IV.g14196.t2	632	628	546	546	314	313	349	349	207	201	256	255
IV.g12239.t1__Cnig_chr_IV.g14200.t1	150	98	137	97	72	47	68	51	36	22	56	40
IV.g12240.t1__Cnig_chr_IV.g14201.t1	1136	1142	984	989	598	599	622	624	365	359	469	469
IV.g12241.t2__Cnig_chr_IV.g14202.t1	83	87	80	83	40	43	46	47	11	13	36	37
IV.g12242.t1__Cnig_chr_IV.g14204.t1	706	88	622	78	361	48	227	66	138	34	158	45
IV.g12243.t1__Cnig_chr_IV.g14205.t1	350	349	325	325	190	190	112	113	74	71	84	83
IV.g12244.t1__Cnig_chr_IV.g14206.t1	6	8	5	8	3	4	163	168	58	57	128	131
IV.g12245.t1__Cnig_chr_IV.g14207.t1	1576	1613	1543	1610	785	808	128	130	129	120	99	99
IV.g12246.t2__Cnig_chr_IV.g14208.t1	48	50	36	38	23	23	245	239	143	138	177	172
IV.g12248.t2__Cnig_chr_IV.g14209.t1	30	17	29	15	17	10	234	89	131	48	175	63
IV.g12249.t2__Cnig_chr_IV.g14212.t1	365	364	372	369	190	189	356	355	171	170	277	275
IV.g12250.t1__Cnig_chr_IV.g14213.t1	846	845	761	761	457	456	378	378	217	216	281	280
IV.g12251.t2__Cnig_chr_IV.g14215.t1	64	31	53	28	32	15	253	116	160	63	183	91
IV.g12252.t1__Cnig_chr_IV.g14216.t1	809	776	778	752	432	414	797	764	562	529	594	576
IV.g12254.t1__Cnig_chr_IV.g14219.t1	1019	1019	909	908	551	550	167	166	125	125	121	122
IV.g12255.t1__Cnig_chr_IV.g14220.t1	8	6	7	6	3	3	45	35	21	18	32	25
IV.g12259.t2__Cnig_chr_IV.g14224.t1	3	3	3	2	1	1	15	15	6	6	11	9
IV.g12260.t3__Cnig_chr_IV.g14225.t3	8460	8372	8326	8245	4314	4269	6871	6800	2203	2190	5573	5505
IV.g12261.t1__Cnig_chr_IV.g14226.t1	245	162	243	166	128	84	148	90	20	13	120	60
IV.g12262.t2__Cnig_chr_IV.g14227.t1	122	39	113	36	62	18	108	52	31	24	96	36
IV.g12263.t1__Cnig_chr_IV.g14229.t1	1805	1716	1649	1571	923	879	130	73	103	97	112	54
IV.g12264.t1__Cnig_chr_IV.g14230.t1	717	630	637	556	375	329	306	246	166	160	248	189
IV.g12265.t1__Cnig_chr_IV.g14233.t2	553	784	582	820	279	389	185	244	141	191	153	200
IV.g12266.t1__Cnig_chr_IV.g14234.t1	4	2	5	5	2	2	380	377	158	156	312	311
IV.g12268.t1__Cnig_chr_IV.g14238.t1	45	45	38	37	25	25	109	107	22	22	79	78
IV.g12270.t1__Cnig_chr_IV.g14241.t1	0	0	0	0	0	0	6	6	4	4	5	4
IV.g12271.t1__Cnig_chr_IV.g14242.t1	2	1	1	1	1	1	1	1	2	2	1	2
IV.g12272.t1__Cnig_chr_IV.g14243.t1	119	122	116	120	61	63	74	79	46	46	58	63
IV.g12273.t1__Cnig_chr_IV.g14244.t1	180	180	181	178	92	92	61	61	38	37	44	44
IV.g12274.t1__Cnig_chr_IV.g14245.t1	1953	1955	1674	1676	1048	1049	617	617	433	433	469	469
IV.g12275.t1__Cnig_chr_IV.g14246.t1	874	885	733	744	462	466	738	742	473	474	537	541
IV.g12276.t1__Cnig_chr_IV.g14247.t1	36	37	25	25	11	11	60	59	46	48	39	38
IV.g12277.t4__Cnig_chr_IV.g14248.t1	61	34	45	20	30	13	107	53	76	52	72	36
IV.g12279.t3__Cnig_chr_IV.g14253.t2	0	0	1	0	0	0	422	421	207	206	329	328
IV.g12280.t1__Cnig_chr_IV.g14255.t1	6	5	4	4	2	2	12	12	7	7	7	7
IV.g12282.t1__Cnig_chr_IV.g14259.t3	938	936	762	752	485	481	932	912	651	642	709	697
IV.g12283.t2__Cnig_chr_IV.g14260.t1	16175	16304	17744	17897	8563	8638	593	596	720	722	404	408
IV.g12284.t3__Cnig_chr_IV.g14261.t1	40	7	48	8	17	3	14	6	5	2	7	3
IV.g12285.t1__Cnig_chr_IV.g14262.t1	71	39	68	29	31	17	148	144	85	82	117	115
IV.g12286.t1__Cnig_chr_IV.g14264.t1	36	6	44	7	15	2	7	6	4	4	5	3
IV.g12287.t1__Cnig_chr_IV.g14265.t2	86	56	77	41	47	34	456	446	231	225	338	330
IV.g12288.t2__Cnig_chr_IV.g14266.t1	7866	7864	5890	5891	3944	3945	2654	2656	1948	1951	1876	1875
IV.g12289.t1__Cnig_chr_IV.g14267.t1	9	9	7	7	5	5	71	71	38	39	58	57
IV.g12290.t1__Cnig_chr_IV.g14268.t1	12	10	10	9	5	4	14	12	4	2	10	8
IV.g12291.t1__Cnig_chr_IV.g14269.t2	1	0	1	0	1	0	1	1	1	0	1	1
IV.g12292.t3__Cnig_chr_IV.g14271.t1	4	13	4	15	1	8	50	57	27	34	34	38
IV.g12293.t1__Cnig_chr_IV.g14272.t1	0	1	1	0	0	1	7	6	7	4	6	6
IV.g12294.t3__Cnig_chr_IV.g14273.t2	946	2143	865	1788	493	1130	1272	2329	915	1808	952	1740
IV.g12298.t1__Cnig_chr_IV.g14282.t1	1	1	0	0	0	1	95	97	50	51	75	75
IV.g12299.t1__Cnig_chr_IV.g14283.t1	662	664	557	562	335	333	181	175	122	119	134	132
IV.g12300.t1__Cnig_chr_IV.g14286.t1	0	5	1	5	1	2	3	7	1	2	1	3
IV.g12302.t2__Cnig_chr_IV.g14287.t2	4	7	3	7	3	4	25	26	10	10	18	19
IV.g12303.t1__Cnig_chr_IV.g14288.t1	3	3	2	2	1	1	18	18	10	10	17	17
IV.g12304.t1__Cnig_chr_IV.g14289.t1	5	2	4	2	2	1	2	1	1	0	2	1
IV.g12305.t1__Cnig_chr_IV.g14290.t1	982	994	908	920	525	530	1048	1057	628	630	806	815
IV.g12306.t1__Cnig_chr_IV.g14291.t1	5	6	5	5	3	3	25	25	17	17	19	19
IV.g12307.t2__Cnig_chr_IV.g14292.t1	2686	2734	2413	2465	1435	1465	871	893	606	614	665	680
IV.g12309.t1__Cnig_chr_IV.g14293.t1	11	10	11	9	6	6	21	20	15	14	18	17
IV.g12310.t2__Cnig_chr_IV.g14294.t1	4509	4506	4354	4355	2458	2457	3199	3195	2407	2407	2458	2460
IV.g12311.t1__Cnig_chr_IV.g14295.t1	29	26	24	21	15	13	178	172	78	79	136	131
IV.g12312.t3__Cnig_chr_IV.g14296.t1	93	95	70	72	43	42	201	209	87	98	158	162
IV.g12313.t3__Cnig_chr_IV.g14297.t3	156	771	82	532	59	332	204	1496	112	1015	161	1171
IV.g12314.t2__Cnig_chr_IV.g14298.t1	36	36	23	24	13	13	125	128	54	60	98	101
IV.g12315.t1__Cnig_chr_IV.g14299.t1	8	8	5	6	2	2	5	6	1	7	3	5
IV.g12316.t1__Cnig_chr_IV.g14300.t1	221	252	209	237	108	121	53	61	31	37	45	53
IV.g12317.t2__Cnig_chr_IV.g14301.t1	1765	1768	1615	1617	944	947	696	698	459	463	526	529
IV.g12318.t4__Cnig_chr_IV.g14302.t2	341	283	295	251	170	145	124	106	97	81	92	78
IV.g12319.t1__Cnig_chr_IV.g14303.t1	586	558	944	902	311	296	3900	3803	1544	1524	2939	2861
IV.g12320.t1__Cnig_chr_IV.g14304.t1	310	302	268	263	144	142	146	143	57	56	115	112
IV.g12321.t1__Cnig_chr_IV.g14305.t3	12	10	13	11	6	5	544	545	330	328	422	422
IV.g12322.t1__Cnig_chr_IV.g14306.t1	4	2	4	2	1	1	22	22	15	13	19	17
IV.g12325.t1__Cnig_chr_IV.g14308.t1	1368	1354	1097	1092	719	712	165	163	167	166	129	128
IV.g12326.t2__Cnig_chr_IV.g14310.t1	11	11	11	12	6	7	114	115	65	65	79	79
IV.g12327.t1__Cnig_chr_IV.g14311.t1	878	876	737	735	445	445	2311	2314	1429	1431	1770	1774
IV.g12329.t1__Cnig_chr_IV.g14312.t2	10414	10906	9625	10067	5597	5875	9089	9230	4752	4855	7151	7260
IV.g12330.t1__Cnig_chr_IV.g14313.t1	1701	1706	1394	1397	930	933	253	255	210	210	185	187
IV.g12331.t1__Cnig_chr_IV.g14314.t2	1	5	1	5	0	2	6	8	1	1	5	8
IV.g12333.t2__Cnig_chr_IV.g14317.t1	379	387	323	332	187	190	243	248	139	139	192	196
IV.g12334.t2__Cnig_chr_IV.g14318.t1	85	91	87	94	43	45	146	146	87	87	109	111
IV.g12335.t1__Cnig_chr_IV.g14319.t1	35	39	35	40	16	19	149	149	43	41	112	113
IV.g12336.t1__Cnig_chr_IV.g14320.t1	2229	2232	1973	1978	1198	1200	1617	1616	984	987	1225	1225
IV.g12337.t1__Cnig_chr_IV.g14321.t1	1252	1246	1191	1185	646	642	226	220	123	123	163	157
IV.g12338.t1__Cnig_chr_IV.g14322.t1	759	748	649	633	394	388	699	231	380	157	553	185
IV.g12339.t1__Cnig_chr_IV.g14324.t1	9	2	9	1	4	1	29	19	12	10	22	14
IV.g12340.t1__Cnig_chr_IV.g14325.t1	11	6	13	5	5	2	28	22	7	6	21	15
IV.g12341.t1__Cnig_chr_IV.g14326.t1	0	5	0	2	0	1	66	67	32	32	56	58
IV.g12342.t3__Cnig_chr_IV.g14327.t2	1015	14	1069	11	556	7	557	66	244	37	451	46
IV.g12343.t2__Cnig_chr_IV.g14329.t1	2671	2690	2796	2808	1441	1451	848	851	631	633	651	654
IV.g12344.t3__Cnig_chr_IV.g14330.t1	525	527	419	418	280	282	173	72	81	64	127	51
IV.g12345.t1__Cnig_chr_IV.g14331.t1	25	38	19	29	14	23	1286	1294	533	534	1007	1012
IV.g12346.t1__Cnig_chr_IV.g14332.t1	528	573	469	507	270	299	98	111	67	70	78	87
IV.g12347.t2__Cnig_chr_IV.g14334.t1	1	5	1	6	0	4	2	7	1	0	2	6
IV.g12348.t1__Cnig_chr_IV.g14335.t1	9	13	5	10	3	7	51	55	28	28	36	40
IV.g12349.t1__Cnig_chr_IV.g14336.t1	2	4	2	4	1	3	16	20	2	1	13	15
IV.g12350.t1__Cnig_chr_IV.g14337.t1	7	9	7	10	5	7	39	44	18	18	24	27
IV.g12351.t1__Cnig_chr_IV.g14338.t1	4	6	3	4	2	2	40	41	28	28	29	30
IV.g12352.t1__Cnig_chr_IV.g14339.t1	444	438	332	328	218	214	1385	1372	921	909	1048	1040
IV.g12353.t2__Cnig_chr_IV.g14340.t2	2	3	2	3	2	2	8	9	6	6	5	5
IV.g12354.t1__Cnig_chr_IV.g14341.t1	37	1	25	1	15	0	98	16	67	12	73	10
IV.g12355.t1__Cnig_chr_IV.g14342.t1	1	0	0	1	0	0	34	34	8	9	31	31
IV.g12356.t1__Cnig_chr_IV.g14344.t1	27	31	21	27	11	14	74	60	18	15	61	51
IV.g12357.t1__Cnig_chr_IV.g14345.t1	276	296	227	241	163	171	617	703	389	315	423	485
IV.g12358.t1__Cnig_chr_IV.g14346.t1	211	115	181	123	132	82	457	243	317	185	313	165
IV.g12359.t5__Cnig_chr_IV.g14347.t1	314	13	288	9	149	4	316	54	213	27	237	41
IV.g12360.t1__Cnig_chr_IV.g14349.t1	15	16	13	13	6	6	42	42	26	26	32	33
IV.g12361.t4__Cnig_chr_IV.g14350.t1	68	69	48	48	30	30	154	152	99	98	116	114
IV.g12362.t1__Cnig_chr_IV.g14351.t1	2	2	2	2	0	1	1	2	2	2	0	1
IV.g12363.t1__Cnig_chr_IV.g14352.t1	1698	1701	1517	1524	873	876	940	942	514	514	758	759
IV.g12364.t1__Cnig_chr_IV.g14353.t1	501	513	513	528	258	268	122	125	64	63	94	99
IV.g12365.t1__Cnig_chr_IV.g14354.t1	252	258	232	240	122	126	237	240	137	138	193	195
IV.g12367.t2__Cnig_chr_IV.g14356.t1	2226	2233	1945	1952	1151	1156	1592	1594	882	880	1257	1259
IV.g12368.t2__Cnig_chr_IV.g14357.t2	5055	5077	4457	4481	2646	2657	2772	2789	1775	1783	2086	2098
IV.g12369.t1__Cnig_chr_IV.g14358.t1	4	8	4	5	1	3	8	12	8	10	5	7
IV.g12370.t3__Cnig_chr_IV.g14359.t1	705	709	616	622	342	345	216	219	130	131	154	156
IV.g12371.t1__Cnig_chr_IV.g14360.t1	20	25	10	13	10	12	180	180	88	91	137	139
IV.g12372.t1__Cnig_chr_IV.g14361.t1	3	3	2	3	2	2	14	14	4	4	9	9
IV.g12374.t1__Cnig_chr_IV.g14362.t5	1	1	1	2	1	1	6	14	3	5	5	11
IV.g12376.t2__Cnig_chr_IV.g14363.t2	39	64	19	39	16	27	105	204	67	109	83	150
IV.g12378.t1__Cnig_chr_IV.g14366.t2	567	572	576	585	294	297	388	387	173	173	310	310
IV.g12379.t1__Cnig_chr_IV.g14367.t1	6	6	4	6	2	3	76	73	38	36	55	53
IV.g12380.t1__Cnig_chr_IV.g14368.t1	1	1	1	2	0	3	23	15	11	6	21	14
IV.g12381.t1__Cnig_chr_IV.g14370.t1	13	13	8	9	5	7	117	119	68	68	88	90
IV.g12382.t1__Cnig_chr_IV.g14371.t1	561	554	519	513	311	307	78	78	63	62	59	59
IV.g12383.t2__Cnig_chr_IV.g14372.t1	346	354	340	351	173	184	76	76	50	52	54	57
IV.g12384.t2__Cnig_chr_IV.g14373.t2	47	13	27	8	28	9	1244	225	694	111	938	164
IV.g12385.t3__Cnig_chr_IV.g14375.t1	1	1	1	1	0	1	14	20	14	15	9	13
IV.g12386.t1__Cnig_chr_IV.g14376.t1	817	816	763	763	416	416	179	179	153	152	148	147
IV.g12387.t2__Cnig_chr_IV.g14377.t1	1062	1075	916	931	553	562	605	611	419	412	464	468
IV.g12390.t1__Cnig_chr_IV.g14381.t1	1347	1348	1154	1151	723	722	846	846	490	490	674	677
IV.g12391.t1__Cnig_chr_IV.g14382.t1	466	466	473	473	243	243	99	95	66	61	78	75
IV.g12392.t1__Cnig_chr_IV.g14383.t2	23	21	24	21	11	10	81	78	42	38	66	64
IV.g12393.t1__Cnig_chr_IV.g14384.t2	361	358	363	359	190	189	353	348	131	130	251	251
IV.g12394.t1__Cnig_chr_IV.g14385.t1	14	14	12	12	6	7	33	35	15	15	25	26
IV.g12395.t1__Cnig_chr_IV.g14386.t1	613	617	527	533	297	300	112	112	83	84	88	88
IV.g12396.t1__Cnig_chr_IV.g14387.t1	1150	1162	972	981	578	587	254	258	165	166	190	193
IV.g12397.t1__Cnig_chr_IV.g14388.t1	234	234	182	180	129	127	42	43	51	51	35	35
IV.g12398.t1__Cnig_chr_IV.g14389.t1	68	69	52	51	29	29	61	60	33	33	48	48
IV.g12399.t3__Cnig_chr_IV.g14390.t3	3	3	4	3	3	2	10	10	5	5	7	8
IV.g12400.t1__Cnig_chr_IV.g14391.t1	1768	1794	1427	1452	913	924	467	469	318	322	366	371
IV.g12401.t2__Cnig_chr_IV.g14392.t1	410	415	297	294	217	214	47	44	49	48	41	39
IV.g12402.t1__Cnig_chr_IV.g14393.t1	45	42	32	32	27	24	6	6	7	8	5	6
IV.g12403.t1__Cnig_chr_IV.g14394.t1	1337	1341	1162	1166	728	729	278	280	224	224	203	205
IV.g12404.t1__Cnig_chr_IV.g14395.t1	7	8	3	4	3	4	72	77	59	63	53	58
IV.g12407.t1__Cnig_chr_IV.g14397.t1	1853	1895	1692	1736	1041	1066	6193	6368	4414	4491	4628	4753
IV.g12408.t2__Cnig_chr_IV.g14398.t1	1135	1182	1123	1169	643	669	2104	2276	1379	1461	1564	1691
IV.g12409.t1__Cnig_chr_IV.g14399.t1	955	965	1058	1063	494	498	163	179	65	91	137	152
IV.g12410.t2__Cnig_chr_IV.g14401.t1	536	467	537	470	296	253	121	126	89	102	84	89
IV.g12411.t3__Cnig_chr_IV.g14403.t1	865	863	840	837	460	461	193	193	145	146	147	148
IV.g12412.t1__Cnig_chr_IV.g14404.t1	155	152	113	112	72	70	290	290	199	199	203	204
IV.g12413.t1__Cnig_chr_IV.g14405.t1	47	44	45	42	23	22	27	26	16	15	22	23
IV.g12414.t1__Cnig_chr_IV.g14406.t1	2059	2082	1788	1807	1079	1091	231	233	208	207	180	181
IV.g12417.t1__Cnig_chr_IV.g14410.t1	0	1	0	1	0	0	3	3	1	1	2	2
IV.g12418.t2__Cnig_chr_IV.g14411.t1	22	0	14	0	8	0	5	1	1	0	3	1
IV.g12419.t1__Cnig_chr_IV.g14413.t1	0	0	0	1	0	0	3	3	1	1	2	2
IV.g12420.t1__Cnig_chr_IV.g14414.t1	916	897	779	758	501	488	222	199	133	129	161	144
IV.g12421.t2__Cnig_chr_IV.g14415.t1	4	5	4	5	2	2	6	6	3	3	5	4
IV.g12422.t1__Cnig_chr_IV.g14462.t1	2	3	1	2	1	1	7	7	2	2	6	8
IV.g12423.t2__Cnig_chr_IV.g14461.t1	0	2	0	2	0	1	10	8	2	2	6	6
IV.g12424.t1__Cnig_chr_IV.g14460.t2	0	1	0	1	0	1	12	12	7	7	10	10
IV.g12425.t2__Cnig_chr_IV.g14458.t1	81	2	77	1	45	1	32	5	10	2	23	4
IV.g12426.t4__Cnig_chr_IV.g14455.t2	3652	25	3114	21	1995	12	932	88	641	78	704	65
IV.g12430.t3__Cnig_chr_IV.g14431.t2	706	707	648	650	372	372	206	204	121	117	161	162
IV.g12431.t1__Cnig_chr_IV.g14432.t1	655	658	631	633	350	356	201	187	135	130	161	159
IV.g12432.t1__Cnig_chr_IV.g14433.t1	5	5	3	3	3	3	37	36	19	18	28	28
IV.g12433.t3__Cnig_chr_IV.g14434.t2	95	97	104	107	50	51	408	413	261	262	272	278
IV.g12434.t1__Cnig_chr_IV.g14435.t1	167	172	176	181	96	99	483	494	264	264	364	374
IV.g12435.t1__Cnig_chr_IV.g14437.t1	132	127	112	104	62	59	465	432	323	309	341	314
IV.g12436.t3__Cnig_chr_IV.g14439.t1	116	120	101	105	54	54	413	476	338	400	288	332
IV.g12437.t1__Cnig_chr_IV.g14440.t1	98	97	85	84	46	44	232	225	207	196	174	167
IV.g12438.t1__Cnig_chr_IV.g14441.t1	38	32	35	28	20	15	88	79	42	37	61	53
IV.g12439.t1__Cnig_chr_IV.g14442.t1	13	19	9	11	6	9	24	24	10	11	14	14
IV.g12441.t2__Cnig_chr_IV.g14444.t1	16	31	24	43	11	18	17	28	13	17	9	16
IV.g12442.t1__Cnig_chr_IV.g14445.t1	21	23	14	15	8	8	42	47	24	25	26	31
IV.g12444.t2__Cnig_chr_IV.g14447.t2	3	1	1	1	1	0	19	12	12	11	15	8
IV.g12445.t1__Cnig_chr_IV.g14448.t1	28	29	28	28	18	19	175	180	70	72	124	126
IV.g12447.t1__Cnig_chr_IV.g14454.t1	50	67	70	89	28	36	5	7	1	1	2	3
IV.g12448.t1__Cnig_chr_IV.g14416.t1	4	4	1	1	2	2	44	48	29	31	35	38
IV.g12449.t1__Cnig_chr_IV.g14417.t2	43	47	29	30	23	24	504	521	225	266	387	406
IV.g12450.t2__Cnig_chr_IV.g14419.t3	40	39	26	26	19	19	179	172	121	119	133	130
IV.g12451.t3__Cnig_chr_IV.g14420.t1	32	31	21	19	18	17	280	274	152	149	210	206
IV.g12452.t1__Cnig_chr_IV.g14422.t1	8	8	7	7	2	2	30	30	14	14	24	24
IV.g12453.t1__Cnig_chr_IV.g14425.t1	794	791	687	688	445	446	682	681	395	394	536	534
IV.g12454.t2__Cnig_chr_IV.g14426.t1	48	47	47	48	28	29	325	326	150	150	252	250
IV.g12456.t3__Cnig_chr_IV.g14427.t1	1530	1538	1478	1485	841	844	721	721	416	416	535	539
IV.g12457.t1__Cnig_chr_IV.g14428.t1	69	68	66	64	43	42	298	300	124	139	225	234
IV.g12460.t1__Cnig_chr_IV.g14463.t1	526	520	430	423	281	279	127	126	111	111	105	105
IV.g12461.t1__Cnig_chr_IV.g14465.t1	243	243	243	240	95	95	1093	1094	433	433	894	889
IV.g12462.t1__Cnig_chr_IV.g14466.t1	3	4	5	4	2	2	29	31	16	17	23	24
IV.g12463.t1__Cnig_chr_IV.g14468.t1	99	101	53	55	53	54	596	605	343	346	461	465
IV.g12467.t1__Cnig_chr_IV.g14622.t1	24	10	17	7	9	4	119	54	59	21	88	38
IV.g12471.t1__Cnig_chr_IV.g14470.t1	2	3	2	2	1	1	13	18	2	2	8	11
IV.g12472.t1__Cnig_chr_IV.g14471.t1	4	9	5	8	2	4	31	44	16	16	22	31
IV.g12473.t1__Cnig_chr_IV.g14472.t1	2	7	2	6	2	4	177	189	71	70	92	102
IV.g12474.t1__Cnig_chr_IV.g14473.t2	20	25	15	19	11	12	138	150	88	88	102	112
IV.g12475.t1__Cnig_chr_IV.g14474.t1	590	601	548	557	327	330	1997	2041	983	996	1469	1501
IV.g12476.t1__Cnig_chr_IV.g14475.t1	15	11	12	7	9	5	65	65	21	20	46	45
IV.g12477.t1__Cnig_chr_IV.g14476.t1	7	3	6	1	4	1	5	4	3	0	4	3
IV.g12478.t1__Cnig_chr_IV.g14477.t1	1182	1195	1010	1019	636	639	263	261	175	177	199	200
IV.g12479.t1__Cnig_chr_IV.g14478.t1	1013	1021	916	921	528	530	147	140	114	114	111	106
IV.g12480.t1__Cnig_chr_IV.g14479.t1	1354	1343	1254	1243	703	694	210	207	135	134	158	156
IV.g12481.t1__Cnig_chr_IV.g14480.t2	1738	1750	1580	1595	927	932	656	658	357	359	527	528
IV.g12482.t1__Cnig_chr_IV.g14481.t3	337	919	283	808	170	478	80	231	96	182	60	180
IV.g12484.t1__Cnig_chr_IV.g14482.t2	825	819	744	740	439	436	359	357	183	179	270	267
IV.g12485.t1__Cnig_chr_IV.g14483.t1	737	807	673	754	392	426	121	115	101	94	93	92
IV.g12486.t1__Cnig_chr_IV.g14485.t1	105	97	104	99	52	49	48	46	24	23	36	35
IV.g12487.t3__Cnig_chr_IV.g14486.t2	47	42	39	38	26	25	191	190	105	104	136	135
IV.g12488.t1__Cnig_chr_IV.g14487.t1	89	84	95	90	44	42	42	39	14	12	36	34
IV.g12489.t1__Cnig_chr_IV.g14488.t2	1	2	1	1	0	0	14	14	7	7	9	9
IV.g12490.t2__Cnig_chr_IV.g14489.t1	25	19	18	15	13	11	89	69	61	51	70	55
IV.g12491.t1__Cnig_chr_IV.g14490.t3	0	0	0	0	0	0	40	39	17	17	31	31
IV.g12492.t1__Cnig_chr_IV.g14491.t1	9	9	6	6	2	2	67	67	36	36	52	53
IV.g12493.t2__Cnig_chr_IV.g14492.t1	153	139	140	126	77	69	151	142	90	86	115	109
IV.g12494.t1__Cnig_chr_IV.g14493.t1	5	8	3	8	3	5	6	4	4	3	3	2
IV.g12495.t1__Cnig_chr_IV.g14494.t1	20	23	10	16	10	13	125	125	72	70	102	103
IV.g12496.t1__Cnig_chr_IV.g14495.t1	2735	2725	2389	2379	1463	1457	124	121	168	168	85	83
IV.g12497.t3__Cnig_chr_IV.g14496.t1	2	1	3	1	1	0	624	560	271	254	503	459
IV.g12499.t1__Cnig_chr_IV.g14498.t1	5	9	5	7	5	7	91	144	54	81	70	113
IV.g12500.t1__Cnig_chr_IV.g14500.t1	0	3	1	3	0	1	9	9	1	1	7	8
IV.g12501.t1__Cnig_chr_IV.g14502.t2	8	4	7	5	3	2	15	9	2	2	12	7
IV.g12502.t2__Cnig_chr_IV.g14503.t1	1033	1034	850	850	551	551	365	355	234	236	280	275
IV.g12503.t1__Cnig_chr_IV.g14504.t1	330	482	325	462	173	246	100	135	44	58	77	105
IV.g12505.t1__Cnig_chr_IV.g14505.t2	4136	8268	4190	8023	2373	4528	3063	5778	1277	2129	2323	4453
IV.g12507.t1__Cnig_chr_IV.g14506.t1	1106	1078	984	955	567	554	149	113	74	73	100	77
IV.g12508.t1__Cnig_chr_IV.g14507.t1	144	108	142	107	73	56	98	62	28	28	75	53
IV.g12509.t1__Cnig_chr_IV.g14508.t1	329	290	281	245	164	145	132	96	52	52	99	75
IV.g12510.t1__Cnig_chr_IV.g14509.t1	804	743	757	699	414	387	179	137	96	90	127	99
IV.g12511.t1__Cnig_chr_IV.g14510.t1	2088	2037	1805	1758	974	949	6729	6631	1871	1871	5028	4962
IV.g12512.t1__Cnig_chr_IV.g14511.t1	1048	1009	922	885	487	468	3683	3624	1300	1298	2863	2823
IV.g12513.t1__Cnig_chr_IV.g14512.t2	45	9	41	6	21	4	76	22	10	9	50	15
IV.g12514.t2__Cnig_chr_IV.g14513.t1	72	3	74	1	37	1	66	4	5	2	43	2
IV.g12515.t2__Cnig_chr_IV.g14514.t1	1089	1072	946	929	554	547	207	200	170	166	147	141
IV.g12516.t1__Cnig_chr_IV.g14515.t1	673	673	617	616	352	351	160	160	98	98	117	116
IV.g12517.t1__Cnig_chr_IV.g14516.t2	831	834	828	829	464	463	245	247	184	181	195	197
IV.g12518.t2__Cnig_chr_IV.g14518.t2	703	725	598	614	352	361	254	256	131	132	194	194
IV.g12519.t1__Cnig_chr_IV.g14519.t1	590	591	491	492	301	302	571	573	400	399	456	456
IV.g12520.t1__Cnig_chr_IV.g14520.t1	2011	2013	1898	1899	1025	1026	2431	2432	1117	1117	1965	1965
IV.g12521.t1__Cnig_chr_IV.g14521.t1	958	956	872	869	499	498	426	425	240	239	322	320
IV.g12522.t1__Cnig_chr_IV.g14522.t1	314	321	276	283	168	170	100	102	63	63	82	82
