gene_id	HM1_Cbr	HM1_Cni
IV.g12142.t2__Cnig_chr_IV.g14091.t2	4312	4308
IV.g12143.t1__Cnig_chr_IV.g14092.t1	52	53
IV.g12144.t1__Cnig_chr_IV.g14093.t2	66	70
IV.g12145.t1__Cnig_chr_IV.g14094.t1	110	111
IV.g12146.t1__Cnig_chr_IV.g14095.t1	67	69
IV.g12147.t1__Cnig_chr_IV.g14096.t1	92	93
IV.g12148.t1__Cnig_chr_IV.g14097.t1	987	989
IV.g12149.t1__Cnig_chr_IV.g14098.t1	180	179
IV.g12152.t1__Cnig_chr_IV.g14100.t3	24	21
IV.g12154.t1__Cnig_chr_IV.g14102.t1	10	9
IV.g12155.t2__Cnig_chr_IV.g14103.t1	219	219
IV.g12156.t1__Cnig_chr_IV.g14104.t2	58	59
IV.g12157.t1__Cnig_chr_IV.g14105.t1	27	26
IV.g12158.t2__Cnig_chr_IV.g14106.t2	3351	3338
IV.g12159.t1__Cnig_chr_IV.g14107.t1	20	10
IV.g12160.t1__Cnig_chr_IV.g14108.t1	457	450
IV.g12161.t1__Cnig_chr_IV.g14109.t1	15	5
IV.g12162.t1__Cnig_chr_IV.g14110.t1	466	466
IV.g12163.t3__Cnig_chr_IV.g14111.t1	89	89
IV.g12164.t1__Cnig_chr_IV.g14112.t2	739	742
IV.g12165.t1__Cnig_chr_IV.g14113.t1	74	74
IV.g12166.t3__Cnig_chr_IV.g14114.t1	4	5
IV.g12167.t1__Cnig_chr_IV.g14115.t2	315	325
IV.g12168.t1__Cnig_chr_IV.g14116.t1	7522	7523
IV.g12169.t3__Cnig_chr_IV.g14117.t1	147	151
IV.g12171.t1__Cnig_chr_IV.g14118.t1	737	1012
IV.g12174.t1__Cnig_chr_IV.g14124.t1	14	65
IV.g12177.t1__Cnig_chr_IV.g14125.t1	129	127
IV.g12178.t2__Cnig_chr_IV.g14126.t1	1416	1423
IV.g12179.t1__Cnig_chr_IV.g14127.t1	0	1
IV.g12180.t1__Cnig_chr_IV.g14129.t1	328	329
IV.g12181.t2__Cnig_chr_IV.g14130.t2	15	17
IV.g12182.t2__Cnig_chr_IV.g14134.t3	2	2
IV.g12183.t1__Cnig_chr_IV.g14135.t1	227	226
IV.g12184.t1__Cnig_chr_IV.g14136.t1	106	105
IV.g12185.t1__Cnig_chr_IV.g14137.t1	197	196
IV.g12186.t1__Cnig_chr_IV.g14138.t1	1822	1820
IV.g12187.t1__Cnig_chr_IV.g14139.t1	430	424
IV.g12188.t1__Cnig_chr_IV.g14140.t1	205	196
IV.g12189.t2__Cnig_chr_IV.g14141.t1	106	99
IV.g12190.t1__Cnig_chr_IV.g14142.t1	876	866
IV.g12191.t1__Cnig_chr_IV.g14143.t2	106	110
IV.g12192.t2__Cnig_chr_IV.g14144.t1	272	227
IV.g12193.t1__Cnig_chr_IV.g14146.t1	9	9
IV.g12194.t1__Cnig_chr_IV.g14147.t1	149	148
IV.g12195.t2__Cnig_chr_IV.g14148.t1	757	756
IV.g12196.t1__Cnig_chr_IV.g14149.t1	259	246
IV.g12197.t1__Cnig_chr_IV.g14150.t1	175	174
IV.g12198.t1__Cnig_chr_IV.g14151.t1	497	500
IV.g12199.t3__Cnig_chr_IV.g14152.t1	291	152
IV.g12200.t1__Cnig_chr_IV.g14155.t1	398	402
IV.g12201.t1__Cnig_chr_IV.g14156.t1	821	835
IV.g12202.t1__Cnig_chr_IV.g14157.t2	207	206
IV.g12203.t1__Cnig_chr_IV.g14158.t1	469	468
IV.g12204.t1__Cnig_chr_IV.g14160.t1	87	92
IV.g12205.t1__Cnig_chr_IV.g14161.t1	561	565
IV.g12206.t1__Cnig_chr_IV.g14162.t1	110	116
IV.g12207.t2__Cnig_chr_IV.g14163.t2	575	577
IV.g12208.t1__Cnig_chr_IV.g14164.t1	184	185
IV.g12209.t2__Cnig_chr_IV.g14165.t1	236	224
IV.g12210.t1__Cnig_chr_IV.g14166.t2	298	300
IV.g12211.t1__Cnig_chr_IV.g14167.t1	212	220
IV.g12212.t1__Cnig_chr_IV.g14168.t1	133	129
IV.g12213.t2__Cnig_chr_IV.g14169.t1	682	400
IV.g12214.t1__Cnig_chr_IV.g14172.t1	385	390
IV.g12215.t1__Cnig_chr_IV.g14173.t1	185	201
IV.g12216.t1__Cnig_chr_IV.g14174.t1	262	383
IV.g12217.t1__Cnig_chr_IV.g14176.t1	7	6
IV.g12218.t2__Cnig_chr_IV.g14177.t1	89	85
IV.g12221.t3__Cnig_chr_IV.g14179.t1	1062	927
IV.g12223.t1__Cnig_chr_IV.g14180.t1	318	319
IV.g12224.t1__Cnig_chr_IV.g14181.t1	7	7
IV.g12225.t1__Cnig_chr_IV.g14182.t2	351	348
IV.g12226.t1__Cnig_chr_IV.g14183.t2	5	6
IV.g12227.t1__Cnig_chr_IV.g14184.t1	2	3
IV.g12228.t1__Cnig_chr_IV.g14185.t1	187	191
IV.g12230.t2__Cnig_chr_IV.g14186.t1	1	4
IV.g12234.t1__Cnig_chr_IV.g14189.t3	43	38
IV.g12235.t1__Cnig_chr_IV.g14193.t1	2847	2844
IV.g12236.t1__Cnig_chr_IV.g14194.t2	79	77
IV.g12237.t1__Cnig_chr_IV.g14195.t1	216	215
IV.g12238.t2__Cnig_chr_IV.g14196.t2	349	349
IV.g12239.t1__Cnig_chr_IV.g14200.t1	68	51
IV.g12240.t1__Cnig_chr_IV.g14201.t1	622	624
IV.g12241.t2__Cnig_chr_IV.g14202.t1	46	47
IV.g12242.t1__Cnig_chr_IV.g14204.t1	227	66
IV.g12243.t1__Cnig_chr_IV.g14205.t1	112	113
IV.g12244.t1__Cnig_chr_IV.g14206.t1	163	168
IV.g12245.t1__Cnig_chr_IV.g14207.t1	128	130
IV.g12246.t2__Cnig_chr_IV.g14208.t1	245	239
IV.g12248.t2__Cnig_chr_IV.g14209.t1	234	89
IV.g12249.t2__Cnig_chr_IV.g14212.t1	356	355
IV.g12250.t1__Cnig_chr_IV.g14213.t1	378	378
IV.g12251.t2__Cnig_chr_IV.g14215.t1	253	116
IV.g12252.t1__Cnig_chr_IV.g14216.t1	797	764
IV.g12254.t1__Cnig_chr_IV.g14219.t1	167	166
IV.g12255.t1__Cnig_chr_IV.g14220.t1	45	35
IV.g12259.t2__Cnig_chr_IV.g14224.t1	15	15
IV.g12260.t3__Cnig_chr_IV.g14225.t3	6871	6800
IV.g12261.t1__Cnig_chr_IV.g14226.t1	148	90
IV.g12262.t2__Cnig_chr_IV.g14227.t1	108	52
IV.g12263.t1__Cnig_chr_IV.g14229.t1	130	73
IV.g12264.t1__Cnig_chr_IV.g14230.t1	306	246
IV.g12265.t1__Cnig_chr_IV.g14233.t2	185	244
IV.g12266.t1__Cnig_chr_IV.g14234.t1	380	377
IV.g12268.t1__Cnig_chr_IV.g14238.t1	109	107
IV.g12270.t1__Cnig_chr_IV.g14241.t1	6	6
IV.g12271.t1__Cnig_chr_IV.g14242.t1	1	1
IV.g12272.t1__Cnig_chr_IV.g14243.t1	74	79
IV.g12273.t1__Cnig_chr_IV.g14244.t1	61	61
IV.g12274.t1__Cnig_chr_IV.g14245.t1	617	617
IV.g12275.t1__Cnig_chr_IV.g14246.t1	738	742
IV.g12276.t1__Cnig_chr_IV.g14247.t1	60	59
IV.g12277.t4__Cnig_chr_IV.g14248.t1	107	53
IV.g12279.t3__Cnig_chr_IV.g14253.t2	422	421
IV.g12280.t1__Cnig_chr_IV.g14255.t1	12	12
IV.g12282.t1__Cnig_chr_IV.g14259.t3	932	912
IV.g12283.t2__Cnig_chr_IV.g14260.t1	593	596
IV.g12284.t3__Cnig_chr_IV.g14261.t1	14	6
IV.g12285.t1__Cnig_chr_IV.g14262.t1	148	144
IV.g12286.t1__Cnig_chr_IV.g14264.t1	7	6
IV.g12287.t1__Cnig_chr_IV.g14265.t2	456	446
IV.g12288.t2__Cnig_chr_IV.g14266.t1	2654	2656
IV.g12289.t1__Cnig_chr_IV.g14267.t1	71	71
IV.g12290.t1__Cnig_chr_IV.g14268.t1	14	12
IV.g12291.t1__Cnig_chr_IV.g14269.t2	1	1
IV.g12292.t3__Cnig_chr_IV.g14271.t1	50	57
IV.g12293.t1__Cnig_chr_IV.g14272.t1	7	6
IV.g12294.t3__Cnig_chr_IV.g14273.t2	1272	2329
IV.g12298.t1__Cnig_chr_IV.g14282.t1	95	97
IV.g12299.t1__Cnig_chr_IV.g14283.t1	181	175
IV.g12300.t1__Cnig_chr_IV.g14286.t1	3	7
IV.g12302.t2__Cnig_chr_IV.g14287.t2	25	26
IV.g12303.t1__Cnig_chr_IV.g14288.t1	18	18
IV.g12304.t1__Cnig_chr_IV.g14289.t1	2	1
IV.g12305.t1__Cnig_chr_IV.g14290.t1	1048	1057
IV.g12306.t1__Cnig_chr_IV.g14291.t1	25	25
IV.g12307.t2__Cnig_chr_IV.g14292.t1	871	893
IV.g12309.t1__Cnig_chr_IV.g14293.t1	21	20
IV.g12310.t2__Cnig_chr_IV.g14294.t1	3199	3195
IV.g12311.t1__Cnig_chr_IV.g14295.t1	178	172
IV.g12312.t3__Cnig_chr_IV.g14296.t1	201	209
IV.g12313.t3__Cnig_chr_IV.g14297.t3	204	1496
IV.g12314.t2__Cnig_chr_IV.g14298.t1	125	128
IV.g12315.t1__Cnig_chr_IV.g14299.t1	5	6
IV.g12316.t1__Cnig_chr_IV.g14300.t1	53	61
IV.g12317.t2__Cnig_chr_IV.g14301.t1	696	698
IV.g12318.t4__Cnig_chr_IV.g14302.t2	124	106
IV.g12319.t1__Cnig_chr_IV.g14303.t1	3900	3803
IV.g12320.t1__Cnig_chr_IV.g14304.t1	146	143
IV.g12321.t1__Cnig_chr_IV.g14305.t3	544	545
IV.g12322.t1__Cnig_chr_IV.g14306.t1	22	22
IV.g12325.t1__Cnig_chr_IV.g14308.t1	165	163
IV.g12326.t2__Cnig_chr_IV.g14310.t1	114	115
IV.g12327.t1__Cnig_chr_IV.g14311.t1	2311	2314
IV.g12329.t1__Cnig_chr_IV.g14312.t2	9089	9230
IV.g12330.t1__Cnig_chr_IV.g14313.t1	253	255
IV.g12331.t1__Cnig_chr_IV.g14314.t2	6	8
IV.g12333.t2__Cnig_chr_IV.g14317.t1	243	248
IV.g12334.t2__Cnig_chr_IV.g14318.t1	146	146
IV.g12335.t1__Cnig_chr_IV.g14319.t1	149	149
IV.g12336.t1__Cnig_chr_IV.g14320.t1	1617	1616
IV.g12337.t1__Cnig_chr_IV.g14321.t1	226	220
IV.g12338.t1__Cnig_chr_IV.g14322.t1	699	231
IV.g12339.t1__Cnig_chr_IV.g14324.t1	29	19
IV.g12340.t1__Cnig_chr_IV.g14325.t1	28	22
IV.g12341.t1__Cnig_chr_IV.g14326.t1	66	67
IV.g12342.t3__Cnig_chr_IV.g14327.t2	557	66
IV.g12343.t2__Cnig_chr_IV.g14329.t1	848	851
IV.g12344.t3__Cnig_chr_IV.g14330.t1	173	72
IV.g12345.t1__Cnig_chr_IV.g14331.t1	1286	1294
IV.g12346.t1__Cnig_chr_IV.g14332.t1	98	111
IV.g12347.t2__Cnig_chr_IV.g14334.t1	2	7
IV.g12348.t1__Cnig_chr_IV.g14335.t1	51	55
IV.g12349.t1__Cnig_chr_IV.g14336.t1	16	20
IV.g12350.t1__Cnig_chr_IV.g14337.t1	39	44
IV.g12351.t1__Cnig_chr_IV.g14338.t1	40	41
IV.g12352.t1__Cnig_chr_IV.g14339.t1	1385	1372
IV.g12353.t2__Cnig_chr_IV.g14340.t2	8	9
IV.g12354.t1__Cnig_chr_IV.g14341.t1	98	16
IV.g12355.t1__Cnig_chr_IV.g14342.t1	34	34
IV.g12356.t1__Cnig_chr_IV.g14344.t1	74	60
IV.g12357.t1__Cnig_chr_IV.g14345.t1	617	703
IV.g12358.t1__Cnig_chr_IV.g14346.t1	457	243
IV.g12359.t5__Cnig_chr_IV.g14347.t1	316	54
IV.g12360.t1__Cnig_chr_IV.g14349.t1	42	42
IV.g12361.t4__Cnig_chr_IV.g14350.t1	154	152
IV.g12362.t1__Cnig_chr_IV.g14351.t1	1	2
IV.g12363.t1__Cnig_chr_IV.g14352.t1	940	942
IV.g12364.t1__Cnig_chr_IV.g14353.t1	122	125
IV.g12365.t1__Cnig_chr_IV.g14354.t1	237	240
IV.g12367.t2__Cnig_chr_IV.g14356.t1	1592	1594
IV.g12368.t2__Cnig_chr_IV.g14357.t2	2772	2789
IV.g12369.t1__Cnig_chr_IV.g14358.t1	8	12
IV.g12370.t3__Cnig_chr_IV.g14359.t1	216	219
IV.g12371.t1__Cnig_chr_IV.g14360.t1	180	180
IV.g12372.t1__Cnig_chr_IV.g14361.t1	14	14
IV.g12374.t1__Cnig_chr_IV.g14362.t5	6	14
IV.g12376.t2__Cnig_chr_IV.g14363.t2	105	204
IV.g12378.t1__Cnig_chr_IV.g14366.t2	388	387
IV.g12379.t1__Cnig_chr_IV.g14367.t1	76	73
IV.g12380.t1__Cnig_chr_IV.g14368.t1	23	15
IV.g12381.t1__Cnig_chr_IV.g14370.t1	117	119
IV.g12382.t1__Cnig_chr_IV.g14371.t1	78	78
IV.g12383.t2__Cnig_chr_IV.g14372.t1	76	76
IV.g12384.t2__Cnig_chr_IV.g14373.t2	1244	225
IV.g12385.t3__Cnig_chr_IV.g14375.t1	14	20
IV.g12386.t1__Cnig_chr_IV.g14376.t1	179	179
IV.g12387.t2__Cnig_chr_IV.g14377.t1	605	611
IV.g12390.t1__Cnig_chr_IV.g14381.t1	846	846
IV.g12391.t1__Cnig_chr_IV.g14382.t1	99	95
IV.g12392.t1__Cnig_chr_IV.g14383.t2	81	78
IV.g12393.t1__Cnig_chr_IV.g14384.t2	353	348
IV.g12394.t1__Cnig_chr_IV.g14385.t1	33	35
IV.g12395.t1__Cnig_chr_IV.g14386.t1	112	112
IV.g12396.t1__Cnig_chr_IV.g14387.t1	254	258
IV.g12397.t1__Cnig_chr_IV.g14388.t1	42	43
IV.g12398.t1__Cnig_chr_IV.g14389.t1	61	60
IV.g12399.t3__Cnig_chr_IV.g14390.t3	10	10
IV.g12400.t1__Cnig_chr_IV.g14391.t1	467	469
IV.g12401.t2__Cnig_chr_IV.g14392.t1	47	44
IV.g12402.t1__Cnig_chr_IV.g14393.t1	6	6
IV.g12403.t1__Cnig_chr_IV.g14394.t1	278	280
IV.g12404.t1__Cnig_chr_IV.g14395.t1	72	77
IV.g12407.t1__Cnig_chr_IV.g14397.t1	6193	6368
IV.g12408.t2__Cnig_chr_IV.g14398.t1	2104	2276
IV.g12409.t1__Cnig_chr_IV.g14399.t1	163	179
IV.g12410.t2__Cnig_chr_IV.g14401.t1	121	126
IV.g12411.t3__Cnig_chr_IV.g14403.t1	193	193
IV.g12412.t1__Cnig_chr_IV.g14404.t1	290	290
IV.g12413.t1__Cnig_chr_IV.g14405.t1	27	26
IV.g12414.t1__Cnig_chr_IV.g14406.t1	231	233
IV.g12417.t1__Cnig_chr_IV.g14410.t1	3	3
IV.g12418.t2__Cnig_chr_IV.g14411.t1	5	1
IV.g12419.t1__Cnig_chr_IV.g14413.t1	3	3
IV.g12420.t1__Cnig_chr_IV.g14414.t1	222	199
IV.g12421.t2__Cnig_chr_IV.g14415.t1	6	6
IV.g12422.t1__Cnig_chr_IV.g14462.t1	7	7
IV.g12423.t2__Cnig_chr_IV.g14461.t1	10	8
IV.g12424.t1__Cnig_chr_IV.g14460.t2	12	12
IV.g12425.t2__Cnig_chr_IV.g14458.t1	32	5
IV.g12426.t4__Cnig_chr_IV.g14455.t2	932	88
IV.g12430.t3__Cnig_chr_IV.g14431.t2	206	204
IV.g12431.t1__Cnig_chr_IV.g14432.t1	201	187
IV.g12432.t1__Cnig_chr_IV.g14433.t1	37	36
IV.g12433.t3__Cnig_chr_IV.g14434.t2	408	413
IV.g12434.t1__Cnig_chr_IV.g14435.t1	483	494
IV.g12435.t1__Cnig_chr_IV.g14437.t1	465	432
IV.g12436.t3__Cnig_chr_IV.g14439.t1	413	476
IV.g12437.t1__Cnig_chr_IV.g14440.t1	232	225
IV.g12438.t1__Cnig_chr_IV.g14441.t1	88	79
IV.g12439.t1__Cnig_chr_IV.g14442.t1	24	24
IV.g12441.t2__Cnig_chr_IV.g14444.t1	17	28
IV.g12442.t1__Cnig_chr_IV.g14445.t1	42	47
IV.g12444.t2__Cnig_chr_IV.g14447.t2	19	12
IV.g12445.t1__Cnig_chr_IV.g14448.t1	175	180
IV.g12447.t1__Cnig_chr_IV.g14454.t1	5	7
IV.g12448.t1__Cnig_chr_IV.g14416.t1	44	48
IV.g12449.t1__Cnig_chr_IV.g14417.t2	504	521
IV.g12450.t2__Cnig_chr_IV.g14419.t3	179	172
IV.g12451.t3__Cnig_chr_IV.g14420.t1	280	274
IV.g12452.t1__Cnig_chr_IV.g14422.t1	30	30
IV.g12453.t1__Cnig_chr_IV.g14425.t1	682	681
IV.g12454.t2__Cnig_chr_IV.g14426.t1	325	326
IV.g12456.t3__Cnig_chr_IV.g14427.t1	721	721
IV.g12457.t1__Cnig_chr_IV.g14428.t1	298	300
IV.g12460.t1__Cnig_chr_IV.g14463.t1	127	126
IV.g12461.t1__Cnig_chr_IV.g14465.t1	1093	1094
IV.g12462.t1__Cnig_chr_IV.g14466.t1	29	31
IV.g12463.t1__Cnig_chr_IV.g14468.t1	596	605
IV.g12467.t1__Cnig_chr_IV.g14622.t1	119	54
IV.g12471.t1__Cnig_chr_IV.g14470.t1	13	18
IV.g12472.t1__Cnig_chr_IV.g14471.t1	31	44
IV.g12473.t1__Cnig_chr_IV.g14472.t1	177	189
IV.g12474.t1__Cnig_chr_IV.g14473.t2	138	150
IV.g12475.t1__Cnig_chr_IV.g14474.t1	1997	2041
IV.g12476.t1__Cnig_chr_IV.g14475.t1	65	65
IV.g12477.t1__Cnig_chr_IV.g14476.t1	5	4
IV.g12478.t1__Cnig_chr_IV.g14477.t1	263	261
IV.g12479.t1__Cnig_chr_IV.g14478.t1	147	140
IV.g12480.t1__Cnig_chr_IV.g14479.t1	210	207
IV.g12481.t1__Cnig_chr_IV.g14480.t2	656	658
IV.g12482.t1__Cnig_chr_IV.g14481.t3	80	231
IV.g12484.t1__Cnig_chr_IV.g14482.t2	359	357
IV.g12485.t1__Cnig_chr_IV.g14483.t1	121	115
IV.g12486.t1__Cnig_chr_IV.g14485.t1	48	46
IV.g12487.t3__Cnig_chr_IV.g14486.t2	191	190
IV.g12488.t1__Cnig_chr_IV.g14487.t1	42	39
IV.g12489.t1__Cnig_chr_IV.g14488.t2	14	14
IV.g12490.t2__Cnig_chr_IV.g14489.t1	89	69
IV.g12491.t1__Cnig_chr_IV.g14490.t3	40	39
IV.g12492.t1__Cnig_chr_IV.g14491.t1	67	67
IV.g12493.t2__Cnig_chr_IV.g14492.t1	151	142
IV.g12494.t1__Cnig_chr_IV.g14493.t1	6	4
IV.g12495.t1__Cnig_chr_IV.g14494.t1	125	125
IV.g12496.t1__Cnig_chr_IV.g14495.t1	124	121
IV.g12497.t3__Cnig_chr_IV.g14496.t1	624	560
IV.g12499.t1__Cnig_chr_IV.g14498.t1	91	144
IV.g12500.t1__Cnig_chr_IV.g14500.t1	9	9
IV.g12501.t1__Cnig_chr_IV.g14502.t2	15	9
IV.g12502.t2__Cnig_chr_IV.g14503.t1	365	355
IV.g12503.t1__Cnig_chr_IV.g14504.t1	100	135
IV.g12505.t1__Cnig_chr_IV.g14505.t2	3063	5778
IV.g12507.t1__Cnig_chr_IV.g14506.t1	149	113
IV.g12508.t1__Cnig_chr_IV.g14507.t1	98	62
IV.g12509.t1__Cnig_chr_IV.g14508.t1	132	96
IV.g12510.t1__Cnig_chr_IV.g14509.t1	179	137
IV.g12511.t1__Cnig_chr_IV.g14510.t1	6729	6631
IV.g12512.t1__Cnig_chr_IV.g14511.t1	3683	3624
IV.g12513.t1__Cnig_chr_IV.g14512.t2	76	22
IV.g12514.t2__Cnig_chr_IV.g14513.t1	66	4
IV.g12515.t2__Cnig_chr_IV.g14514.t1	207	200
IV.g12516.t1__Cnig_chr_IV.g14515.t1	160	160
IV.g12517.t1__Cnig_chr_IV.g14516.t2	245	247
IV.g12518.t2__Cnig_chr_IV.g14518.t2	254	256
IV.g12519.t1__Cnig_chr_IV.g14519.t1	571	573
IV.g12520.t1__Cnig_chr_IV.g14520.t1	2431	2432
IV.g12521.t1__Cnig_chr_IV.g14521.t1	426	425
IV.g12522.t1__Cnig_chr_IV.g14522.t1	100	102
IV.g12523.t1__Cnig_chr_IV.g14523.t1	7319	7311
IV.g12524.t1__Cnig_chr_IV.g14526.t1	5760	5750
IV.g12525.t1__Cnig_chr_IV.g14527.t1	70	54
IV.g12527.t1__Cnig_chr_IV.g14529.t2	1	4
IV.g12530.t1__Cnig_chr_IV.g14532.t1	40	33
IV.g12531.t1__Cnig_chr_IV.g14534.t1	2357	2390
IV.g12532.t1__Cnig_chr_IV.g14535.t1	207	200
IV.g12533.t1__Cnig_chr_IV.g14536.t4	173	161
IV.g12534.t1__Cnig_chr_IV.g14537.t1	102	96
IV.g12535.t1__Cnig_chr_IV.g14538.t1	475	460
IV.g12536.t1__Cnig_chr_IV.g14539.t3	189	238
IV.g12538.t1__Cnig_chr_IV.g14540.t1	99	91
IV.g12539.t1__Cnig_chr_IV.g14541.t1	111	105
IV.g12540.t1__Cnig_chr_IV.g14542.t1	75	69
IV.g12541.t1__Cnig_chr_IV.g14543.t1	2176	2163
IV.g12542.t1__Cnig_chr_IV.g14544.t2	322	269
IV.g12543.t3__Cnig_chr_IV.g14545.t1	109	106
IV.g12544.t1__Cnig_chr_IV.g14546.t1	9	8
IV.g12545.t1__Cnig_chr_IV.g14547.t1	121	175
IV.g12548.t2__Cnig_chr_IV.g14548.t1	82	94
IV.g12549.t2__Cnig_chr_IV.g14549.t1	205	207
IV.g12552.t1__Cnig_chr_IV.g14550.t1	7	7
IV.g12554.t1__Cnig_chr_IV.g14558.t1	13	10
IV.g12555.t1__Cnig_chr_IV.g14559.t1	231	230
IV.g12556.t1__Cnig_chr_IV.g14560.t1	18	17
IV.g12557.t1__Cnig_chr_IV.g14561.t1	182	151
IV.g12558.t1__Cnig_chr_IV.g14563.t2	193	23
IV.g12559.t2__Cnig_chr_IV.g14565.t1	65	65
IV.g12560.t1__Cnig_chr_IV.g14566.t1	68	70
IV.g12561.t1__Cnig_chr_IV.g14567.t1	87	88
IV.g12562.t3__Cnig_chr_IV.g14569.t1	161	88
IV.g12563.t1__Cnig_chr_IV.g14570.t1	469	479
IV.g12565.t1__Cnig_chr_IV.g14572.t1	624	621
IV.g12566.t1__Cnig_chr_IV.g14573.t1	98	65
IV.g12567.t1__Cnig_chr_IV.g14576.t1	0	0
IV.g12569.t1__Cnig_chr_IV.g14579.t1	20	23
IV.g12570.t1__Cnig_chr_IV.g14580.t2	140	136
IV.g12571.t1__Cnig_chr_IV.g14581.t1	127	126
IV.g12572.t3__Cnig_chr_IV.g14582.t2	330	327
IV.g12573.t1__Cnig_chr_IV.g14583.t1	4645	4642
IV.g12574.t1__Cnig_chr_IV.g14584.t1	2898	2895
IV.g12575.t3__Cnig_chr_IV.g14585.t1	1177	1153
IV.g12576.t1__Cnig_chr_IV.g14586.t1	230	224
IV.g12577.t2__Cnig_chr_IV.g14588.t1	604	605
IV.g12579.t1__Cnig_chr_IV.g14589.t1	87	87
IV.g12580.t1__Cnig_chr_IV.g14590.t1	627	620
IV.g12582.t1__Cnig_chr_IV.g14591.t1	4352	4364
IV.g12583.t1__Cnig_chr_IV.g14592.t1	47	72
IV.g12585.t1__Cnig_chr_IV.g14593.t1	347	319
IV.g12586.t1__Cnig_chr_IV.g14594.t3	6	6
IV.g12587.t2__Cnig_chr_IV.g14596.t1	252	199
IV.g12588.t1__Cnig_chr_IV.g14599.t1	15	6
IV.g12589.t1__Cnig_chr_IV.g14600.t1	79	79
IV.g12590.t1__Cnig_chr_IV.g14601.t1	737	747
IV.g12591.t1__Cnig_chr_IV.g14602.t1	965	962
IV.g12592.t1__Cnig_chr_IV.g14603.t2	95	93
IV.g12593.t1__Cnig_chr_IV.g14604.t1	22	16
IV.g12594.t1__Cnig_chr_IV.g14608.t1	19	19
IV.g12595.t1__Cnig_chr_IV.g14609.t2	255	252
IV.g12596.t1__Cnig_chr_IV.g14610.t3	12	11
IV.g12597.t1__Cnig_chr_IV.g14611.t1	438	428
IV.g12598.t1__Cnig_chr_IV.g14612.t1	147	146
IV.g12599.t1__Cnig_chr_IV.g14613.t1	532	543
IV.g12602.t1__Cnig_chr_IV.g14617.t1	13	16
IV.g12604.t1__Cnig_chr_IV.g14618.t3	743	2032
IV.g12605.t1__Cnig_chr_IV.g14620.t1	215	153
IV.g12609.t1__Cnig_chr_IV.g14624.t1	19	19
IV.g12610.t1__Cnig_chr_IV.g14625.t1	165	139
IV.g12611.t1__Cnig_chr_IV.g14626.t1	41	36
IV.g12612.t4__Cnig_chr_IV.g14628.t1	34	34
IV.g12613.t1__Cnig_chr_IV.g14629.t1	30	31
IV.g12614.t1__Cnig_chr_IV.g14631.t1	101	102
IV.g12615.t1__Cnig_chr_IV.g14632.t2	960	960
IV.g12616.t2__Cnig_chr_IV.g14633.t1	145	144
IV.g12618.t1__Cnig_chr_IV.g14635.t1	23	36
IV.g12619.t1__Cnig_chr_IV.g14636.t1	90	90
IV.g12621.t1__Cnig_chr_IV.g14639.t1	19	15
IV.g12622.t1__Cnig_chr_IV.g14640.t1	372	371
IV.g12623.t1__Cnig_chr_IV.g14641.t1	368	366
IV.g12624.t1__Cnig_chr_IV.g14642.t1	674	677
IV.g12625.t1__Cnig_chr_IV.g14646.t1	119	105
IV.g12626.t1__Cnig_chr_IV.g14647.t1	10	8
IV.g12627.t1__Cnig_chr_IV.g14648.t2	10	2
IV.g12632.t1__Cnig_chr_IV.g14654.t1	1505	1478
IV.g12634.t1__Cnig_chr_IV.g14656.t1	129	134
IV.g12635.t2__Cnig_chr_IV.g14657.t1	6856	6865
IV.g12636.t2__Cnig_chr_IV.g14658.t1	930	921
IV.g12637.t1__Cnig_chr_IV.g14659.t1	414	409
IV.g12638.t1__Cnig_chr_IV.g14661.t1	71	77
IV.g12639.t2__Cnig_chr_IV.g14662.t1	26	67
IV.g12642.t1__Cnig_chr_IV.g14668.t1	244	244
IV.g12643.t1__Cnig_chr_IV.g14669.t1	292	294
IV.g12644.t1__Cnig_chr_IV.g14670.t1	76	73
IV.g12645.t1__Cnig_chr_IV.g14671.t1	140	137
IV.g12646.t1__Cnig_chr_IV.g14672.t1	251	209
IV.g12647.t1__Cnig_chr_IV.g14673.t1	422	390
IV.g12648.t1__Cnig_chr_IV.g14674.t2	72	73
IV.g12649.t1__Cnig_chr_IV.g14675.t1	39	32
IV.g12650.t1__Cnig_chr_IV.g14676.t1	439	407
IV.g12651.t1__Cnig_chr_IV.g14677.t1	93	92
IV.g12652.t1__Cnig_chr_IV.g14678.t1	116	112
IV.g12653.t1__Cnig_chr_IV.g14679.t1	179	175
IV.g12654.t1__Cnig_chr_IV.g14680.t3	6	11
IV.g12655.t1__Cnig_chr_IV.g14681.t1	3018	3019
IV.g12656.t1__Cnig_chr_IV.g14682.t1	1143	1128
IV.g12657.t1__Cnig_chr_IV.g14683.t1	75	90
IV.g12658.t1__Cnig_chr_IV.g14684.t1	67	63
IV.g12659.t1__Cnig_chr_IV.g14685.t1	1085	1089
IV.g12660.t1__Cnig_chr_IV.g14686.t2	55	54
IV.g12661.t2__Cnig_chr_IV.g14687.t2	551	465
IV.g12664.t1__Cnig_chr_IV.g14688.t1	1042	1041
IV.g12665.t1__Cnig_chr_IV.g14689.t1	302	300
IV.g12666.t1__Cnig_chr_IV.g14690.t1	110	107
IV.g12667.t1__Cnig_chr_IV.g14691.t1	319	579
IV.g12668.t1__Cnig_chr_IV.g14692.t2	332	60
