gene_id	HF3_Cbr	HF3_Cni
IV.g12261.t1__Cnig_chr_IV.g14226.t1	336	511
IV.g12262.t2__Cnig_chr_IV.g14227.t1	60	108
IV.g12263.t1__Cnig_chr_IV.g14229.t1	4496	4471
IV.g12264.t1__Cnig_chr_IV.g14230.t1	1485	1900
IV.g12265.t1__Cnig_chr_IV.g14233.t2	1301	2406
IV.g12266.t1__Cnig_chr_IV.g14234.t1	4	12
IV.g12268.t1__Cnig_chr_IV.g14238.t1	8	240
IV.g12270.t1__Cnig_chr_IV.g14241.t1	0	1
IV.g12271.t1__Cnig_chr_IV.g14242.t1	7	6
IV.g12272.t1__Cnig_chr_IV.g14243.t1	293	354
IV.g12273.t1__Cnig_chr_IV.g14244.t1	566	372
IV.g12274.t1__Cnig_chr_IV.g14245.t1	4869	5853
IV.g12275.t1__Cnig_chr_IV.g14246.t1	1721	3021
IV.g12276.t1__Cnig_chr_IV.g14247.t1	84	32
IV.g12277.t4__Cnig_chr_IV.g14248.t1	191	58
IV.g12279.t3__Cnig_chr_IV.g14253.t2	3	4
IV.g12280.t1__Cnig_chr_IV.g14255.t1	13	13
IV.g12282.t1__Cnig_chr_IV.g14259.t3	2334	2768
IV.g12283.t2__Cnig_chr_IV.g14260.t1	35398	54192
IV.g12284.t3__Cnig_chr_IV.g14261.t1	37	13
IV.g12285.t1__Cnig_chr_IV.g14262.t1	70	119
IV.g12286.t1__Cnig_chr_IV.g14264.t1	31	7
IV.g12287.t1__Cnig_chr_IV.g14265.t2	209	158
IV.g12288.t2__Cnig_chr_IV.g14266.t1	17844	23707
IV.g12289.t1__Cnig_chr_IV.g14267.t1	3	44
IV.g12290.t1__Cnig_chr_IV.g14268.t1	30	24
IV.g12291.t1__Cnig_chr_IV.g14269.t2	1	0
IV.g12292.t3__Cnig_chr_IV.g14271.t1	12	36
IV.g12293.t1__Cnig_chr_IV.g14272.t1	1	0
IV.g12294.t3__Cnig_chr_IV.g14273.t2	2209	6780
IV.g12298.t1__Cnig_chr_IV.g14282.t1	3	2
IV.g12299.t1__Cnig_chr_IV.g14283.t1	1863	1965
IV.g12300.t1__Cnig_chr_IV.g14286.t1	7	0
IV.g12302.t2__Cnig_chr_IV.g14287.t2	14	15
IV.g12303.t1__Cnig_chr_IV.g14288.t1	13	2
IV.g12304.t1__Cnig_chr_IV.g14289.t1	23	0
IV.g12305.t1__Cnig_chr_IV.g14290.t1	2165	3290
IV.g12306.t1__Cnig_chr_IV.g14291.t1	17	18
IV.g12307.t2__Cnig_chr_IV.g14292.t1	5010	10227
IV.g12309.t1__Cnig_chr_IV.g14293.t1	42	18
IV.g12310.t2__Cnig_chr_IV.g14294.t1	12626	13767
IV.g12311.t1__Cnig_chr_IV.g14295.t1	104	44
IV.g12312.t3__Cnig_chr_IV.g14296.t1	226	210
IV.g12313.t3__Cnig_chr_IV.g14297.t3	209	3038
IV.g12314.t2__Cnig_chr_IV.g14298.t1	90	79
IV.g12315.t1__Cnig_chr_IV.g14299.t1	0	14
IV.g12316.t1__Cnig_chr_IV.g14300.t1	298	970
IV.g12317.t2__Cnig_chr_IV.g14301.t1	5137	5135
IV.g12318.t4__Cnig_chr_IV.g14302.t2	680	932
IV.g12319.t1__Cnig_chr_IV.g14303.t1	1698	1717
IV.g12320.t1__Cnig_chr_IV.g14304.t1	563	866
IV.g12321.t1__Cnig_chr_IV.g14305.t3	9	44
IV.g12322.t1__Cnig_chr_IV.g14306.t1	7	3
IV.g12325.t1__Cnig_chr_IV.g14308.t1	3436	3905
IV.g12326.t2__Cnig_chr_IV.g14310.t1	22	45
IV.g12327.t1__Cnig_chr_IV.g14311.t1	2514	2160
IV.g12329.t1__Cnig_chr_IV.g14312.t2	29824	34405
IV.g12330.t1__Cnig_chr_IV.g14313.t1	5716	4525
IV.g12331.t1__Cnig_chr_IV.g14314.t2	2	1
IV.g12333.t2__Cnig_chr_IV.g14317.t1	218	1659
IV.g12334.t2__Cnig_chr_IV.g14318.t1	234	198
IV.g12335.t1__Cnig_chr_IV.g14319.t1	74	94
IV.g12336.t1__Cnig_chr_IV.g14320.t1	6411	6253
IV.g12337.t1__Cnig_chr_IV.g14321.t1	3347	3170
IV.g12338.t1__Cnig_chr_IV.g14322.t1	1698	2211
IV.g12339.t1__Cnig_chr_IV.g14324.t1	10	3
IV.g12340.t1__Cnig_chr_IV.g14325.t1	11	13
IV.g12341.t1__Cnig_chr_IV.g14326.t1	0	0
IV.g12342.t3__Cnig_chr_IV.g14327.t2	2982	24
IV.g12343.t2__Cnig_chr_IV.g14329.t1	8621	8147
IV.g12344.t3__Cnig_chr_IV.g14330.t1	1505	1477
IV.g12345.t1__Cnig_chr_IV.g14331.t1	81	86
IV.g12346.t1__Cnig_chr_IV.g14332.t1	1370	1597
IV.g12347.t2__Cnig_chr_IV.g14334.t1	1	3
IV.g12348.t1__Cnig_chr_IV.g14335.t1	23	17
IV.g12349.t1__Cnig_chr_IV.g14336.t1	8	2
IV.g12350.t1__Cnig_chr_IV.g14337.t1	26	28
IV.g12351.t1__Cnig_chr_IV.g14338.t1	7	10
IV.g12352.t1__Cnig_chr_IV.g14339.t1	1059	1208
IV.g12353.t2__Cnig_chr_IV.g14340.t2	7	17
IV.g12354.t1__Cnig_chr_IV.g14341.t1	29	4
IV.g12355.t1__Cnig_chr_IV.g14342.t1	0	0
IV.g12356.t1__Cnig_chr_IV.g14344.t1	70	120
IV.g12357.t1__Cnig_chr_IV.g14345.t1	278	1226
IV.g12358.t1__Cnig_chr_IV.g14346.t1	384	165
IV.g12359.t5__Cnig_chr_IV.g14347.t1	592	29
IV.g12360.t1__Cnig_chr_IV.g14349.t1	23	32
IV.g12361.t4__Cnig_chr_IV.g14350.t1	185	119
IV.g12362.t1__Cnig_chr_IV.g14351.t1	2	4
IV.g12363.t1__Cnig_chr_IV.g14352.t1	5014	5017
IV.g12364.t1__Cnig_chr_IV.g14353.t1	1249	1653
IV.g12365.t1__Cnig_chr_IV.g14354.t1	550	679
IV.g12367.t2__Cnig_chr_IV.g14356.t1	6655	6730
IV.g12368.t2__Cnig_chr_IV.g14357.t2	13497	14097
IV.g12369.t1__Cnig_chr_IV.g14358.t1	4	13
IV.g12370.t3__Cnig_chr_IV.g14359.t1	1468	2315
IV.g12371.t1__Cnig_chr_IV.g14360.t1	76	24
IV.g12372.t1__Cnig_chr_IV.g14361.t1	4	17
IV.g12374.t1__Cnig_chr_IV.g14362.t5	7	7
IV.g12376.t2__Cnig_chr_IV.g14363.t2	80	143
IV.g12378.t1__Cnig_chr_IV.g14366.t2	969	2063
IV.g12379.t1__Cnig_chr_IV.g14367.t1	7	17
IV.g12380.t1__Cnig_chr_IV.g14368.t1	1	3
IV.g12381.t1__Cnig_chr_IV.g14370.t1	6	53
IV.g12382.t1__Cnig_chr_IV.g14371.t1	1705	1753
IV.g12383.t2__Cnig_chr_IV.g14372.t1	979	1182
IV.g12384.t2__Cnig_chr_IV.g14373.t2	167	45
IV.g12385.t3__Cnig_chr_IV.g14375.t1	2	3
IV.g12386.t1__Cnig_chr_IV.g14376.t1	1822	2386
IV.g12387.t2__Cnig_chr_IV.g14377.t1	2788	3197
IV.g12390.t1__Cnig_chr_IV.g14381.t1	3741	3656
IV.g12391.t1__Cnig_chr_IV.g14382.t1	1120	1346
IV.g12392.t1__Cnig_chr_IV.g14383.t2	45	57
IV.g12393.t1__Cnig_chr_IV.g14384.t2	811	1220
IV.g12394.t1__Cnig_chr_IV.g14385.t1	32	38
IV.g12395.t1__Cnig_chr_IV.g14386.t1	1149	1976
IV.g12396.t1__Cnig_chr_IV.g14387.t1	2675	3445
IV.g12397.t1__Cnig_chr_IV.g14388.t1	566	749
IV.g12398.t1__Cnig_chr_IV.g14389.t1	105	184
IV.g12399.t3__Cnig_chr_IV.g14390.t3	7	14
IV.g12400.t1__Cnig_chr_IV.g14391.t1	4099	5868
IV.g12401.t2__Cnig_chr_IV.g14392.t1	1390	1184
IV.g12402.t1__Cnig_chr_IV.g14393.t1	165	117
IV.g12403.t1__Cnig_chr_IV.g14394.t1	4043	3500
IV.g12404.t1__Cnig_chr_IV.g14395.t1	11	24
IV.g12407.t1__Cnig_chr_IV.g14397.t1	5840	4641
IV.g12408.t2__Cnig_chr_IV.g14398.t1	2681	3911
IV.g12409.t1__Cnig_chr_IV.g14399.t1	2569	2997
IV.g12410.t2__Cnig_chr_IV.g14401.t1	1459	1392
IV.g12411.t3__Cnig_chr_IV.g14403.t1	2694	2103
IV.g12412.t1__Cnig_chr_IV.g14404.t1	351	356
IV.g12413.t1__Cnig_chr_IV.g14405.t1	98	116
IV.g12414.t1__Cnig_chr_IV.g14406.t1	5552	6266
IV.g12417.t1__Cnig_chr_IV.g14410.t1	0	6
IV.g12418.t2__Cnig_chr_IV.g14411.t1	1	0
IV.g12419.t1__Cnig_chr_IV.g14413.t1	0	1
IV.g12420.t1__Cnig_chr_IV.g14414.t1	2114	2830
IV.g12421.t2__Cnig_chr_IV.g14415.t1	6	20
IV.g12422.t1__Cnig_chr_IV.g14462.t1	11	0
IV.g12423.t2__Cnig_chr_IV.g14461.t1	1	0
IV.g12424.t1__Cnig_chr_IV.g14460.t2	1	3
IV.g12425.t2__Cnig_chr_IV.g14458.t1	242	5
IV.g12426.t4__Cnig_chr_IV.g14455.t2	10795	52
IV.g12430.t3__Cnig_chr_IV.g14431.t2	1911	2111
IV.g12431.t1__Cnig_chr_IV.g14432.t1	1606	2244
IV.g12432.t1__Cnig_chr_IV.g14433.t1	14	16
IV.g12433.t3__Cnig_chr_IV.g14434.t2	160	383
IV.g12434.t1__Cnig_chr_IV.g14435.t1	350	669
IV.g12435.t1__Cnig_chr_IV.g14437.t1	374	312
IV.g12436.t3__Cnig_chr_IV.g14439.t1	100	460
IV.g12437.t1__Cnig_chr_IV.g14440.t1	233	264
IV.g12438.t1__Cnig_chr_IV.g14441.t1	140	52
IV.g12439.t1__Cnig_chr_IV.g14442.t1	9	68
IV.g12441.t2__Cnig_chr_IV.g14444.t1	2	176
IV.g12442.t1__Cnig_chr_IV.g14445.t1	64	21
IV.g12444.t2__Cnig_chr_IV.g14447.t2	4	4
IV.g12445.t1__Cnig_chr_IV.g14448.t1	48	143
IV.g12447.t1__Cnig_chr_IV.g14454.t1	0	368
IV.g12448.t1__Cnig_chr_IV.g14416.t1	16	11
IV.g12449.t1__Cnig_chr_IV.g14417.t2	134	133
IV.g12450.t2__Cnig_chr_IV.g14419.t3	68	139
IV.g12451.t3__Cnig_chr_IV.g14420.t1	103	82
IV.g12452.t1__Cnig_chr_IV.g14422.t1	13	17
IV.g12453.t1__Cnig_chr_IV.g14425.t1	2120	2425
IV.g12454.t2__Cnig_chr_IV.g14426.t1	108	156
IV.g12456.t3__Cnig_chr_IV.g14427.t1	5065	5396
IV.g12457.t1__Cnig_chr_IV.g14428.t1	276	280
IV.g12460.t1__Cnig_chr_IV.g14463.t1	1498	1358
IV.g12461.t1__Cnig_chr_IV.g14465.t1	778	178
IV.g12462.t1__Cnig_chr_IV.g14466.t1	4	15
IV.g12463.t1__Cnig_chr_IV.g14468.t1	183	355
IV.g12467.t1__Cnig_chr_IV.g14622.t1	81	14
IV.g12471.t1__Cnig_chr_IV.g14470.t1	2	0
IV.g12472.t1__Cnig_chr_IV.g14471.t1	5	6
IV.g12473.t1__Cnig_chr_IV.g14472.t1	7	1
IV.g12474.t1__Cnig_chr_IV.g14473.t2	60	39
IV.g12475.t1__Cnig_chr_IV.g14474.t1	1377	2064
IV.g12476.t1__Cnig_chr_IV.g14475.t1	18	32
IV.g12477.t1__Cnig_chr_IV.g14476.t1	4	5
IV.g12478.t1__Cnig_chr_IV.g14477.t1	3243	3626
IV.g12479.t1__Cnig_chr_IV.g14478.t1	2452	2980
IV.g12480.t1__Cnig_chr_IV.g14479.t1	3227	4193
IV.g12481.t1__Cnig_chr_IV.g14480.t2	4093	5703
IV.g12482.t1__Cnig_chr_IV.g14481.t3	873	2377
IV.g12484.t1__Cnig_chr_IV.g14482.t2	2302	2210
IV.g12485.t1__Cnig_chr_IV.g14483.t1	1993	2876
IV.g12486.t1__Cnig_chr_IV.g14485.t1	243	278
IV.g12487.t3__Cnig_chr_IV.g14486.t2	152	127
IV.g12488.t1__Cnig_chr_IV.g14487.t1	222	226
IV.g12489.t1__Cnig_chr_IV.g14488.t2	2	5
IV.g12490.t2__Cnig_chr_IV.g14489.t1	67	79
IV.g12491.t1__Cnig_chr_IV.g14490.t3	1	0
IV.g12492.t1__Cnig_chr_IV.g14491.t1	15	19
IV.g12493.t2__Cnig_chr_IV.g14492.t1	540	289
IV.g12494.t1__Cnig_chr_IV.g14493.t1	15	4
IV.g12495.t1__Cnig_chr_IV.g14494.t1	70	34
IV.g12496.t1__Cnig_chr_IV.g14495.t1	11130	4861
IV.g12497.t3__Cnig_chr_IV.g14496.t1	7	2
IV.g12499.t1__Cnig_chr_IV.g14498.t1	36	27
IV.g12500.t1__Cnig_chr_IV.g14500.t1	0	15
IV.g12501.t1__Cnig_chr_IV.g14502.t2	7	13
IV.g12502.t2__Cnig_chr_IV.g14503.t1	3715	2691
IV.g12503.t1__Cnig_chr_IV.g14504.t1	818	1348
IV.g12505.t1__Cnig_chr_IV.g14505.t2	12996	29790
IV.g12507.t1__Cnig_chr_IV.g14506.t1	2905	3295
IV.g12508.t1__Cnig_chr_IV.g14507.t1	316	221
IV.g12509.t1__Cnig_chr_IV.g14508.t1	879	594
IV.g12510.t1__Cnig_chr_IV.g14509.t1	2733	1505
IV.g12511.t1__Cnig_chr_IV.g14510.t1	6290	4094
IV.g12512.t1__Cnig_chr_IV.g14511.t1	2237	2776
IV.g12513.t1__Cnig_chr_IV.g14512.t2	21	3
IV.g12514.t2__Cnig_chr_IV.g14513.t1	139	4
IV.g12515.t2__Cnig_chr_IV.g14514.t1	3854	1990
IV.g12516.t1__Cnig_chr_IV.g14515.t1	1984	1867
IV.g12517.t1__Cnig_chr_IV.g14516.t2	2502	2439
IV.g12518.t2__Cnig_chr_IV.g14518.t2	1677	2082
IV.g12519.t1__Cnig_chr_IV.g14519.t1	1442	1594
IV.g12520.t1__Cnig_chr_IV.g14520.t1	5153	5994
IV.g12521.t1__Cnig_chr_IV.g14521.t1	2175	2905
IV.g12522.t1__Cnig_chr_IV.g14522.t1	887	966
IV.g12523.t1__Cnig_chr_IV.g14523.t1	9691	10009
IV.g12524.t1__Cnig_chr_IV.g14526.t1	8438	6992
IV.g12525.t1__Cnig_chr_IV.g14527.t1	36	25
IV.g12527.t1__Cnig_chr_IV.g14529.t2	1	1
IV.g12530.t1__Cnig_chr_IV.g14532.t1	492	265
IV.g12531.t1__Cnig_chr_IV.g14534.t1	5786	9331
IV.g12532.t1__Cnig_chr_IV.g14535.t1	1261	1731
IV.g12533.t1__Cnig_chr_IV.g14536.t4	876	705
IV.g12534.t1__Cnig_chr_IV.g14537.t1	1912	1577
IV.g12535.t1__Cnig_chr_IV.g14538.t1	1433	1624
IV.g12536.t1__Cnig_chr_IV.g14539.t3	426	540
IV.g12538.t1__Cnig_chr_IV.g14540.t1	947	852
IV.g12539.t1__Cnig_chr_IV.g14541.t1	1006	991
IV.g12540.t1__Cnig_chr_IV.g14542.t1	701	1083
IV.g12541.t1__Cnig_chr_IV.g14543.t1	655	759
IV.g12542.t1__Cnig_chr_IV.g14544.t2	18501	24966
IV.g12543.t3__Cnig_chr_IV.g14545.t1	5216	8935
IV.g12544.t1__Cnig_chr_IV.g14546.t1	23	11
IV.g12545.t1__Cnig_chr_IV.g14547.t1	187	271
IV.g12548.t2__Cnig_chr_IV.g14548.t1	516	528
IV.g12549.t2__Cnig_chr_IV.g14549.t1	1284	1209
IV.g12552.t1__Cnig_chr_IV.g14550.t1	13	7
IV.g12554.t1__Cnig_chr_IV.g14558.t1	4	1
IV.g12555.t1__Cnig_chr_IV.g14559.t1	942	1043
IV.g12556.t1__Cnig_chr_IV.g14560.t1	63	74
IV.g12557.t1__Cnig_chr_IV.g14561.t1	1087	937
IV.g12558.t1__Cnig_chr_IV.g14563.t2	207	53
IV.g12559.t2__Cnig_chr_IV.g14565.t1	587	546
IV.g12560.t1__Cnig_chr_IV.g14566.t1	21	32
IV.g12561.t1__Cnig_chr_IV.g14567.t1	838	579
IV.g12562.t3__Cnig_chr_IV.g14569.t1	236	90
IV.g12563.t1__Cnig_chr_IV.g14570.t1	5601	7478
IV.g12565.t1__Cnig_chr_IV.g14572.t1	194	359
IV.g12566.t1__Cnig_chr_IV.g14573.t1	64	49
IV.g12567.t1__Cnig_chr_IV.g14576.t1	0	1
IV.g12569.t1__Cnig_chr_IV.g14579.t1	27	17
IV.g12570.t1__Cnig_chr_IV.g14580.t2	4	15
IV.g12571.t1__Cnig_chr_IV.g14581.t1	641	1087
IV.g12572.t3__Cnig_chr_IV.g14582.t2	1753	1316
IV.g12573.t1__Cnig_chr_IV.g14583.t1	20464	11599
IV.g12574.t1__Cnig_chr_IV.g14584.t1	17087	14801
IV.g12575.t3__Cnig_chr_IV.g14585.t1	5496	1953
IV.g12576.t1__Cnig_chr_IV.g14586.t1	5456	2449
IV.g12577.t2__Cnig_chr_IV.g14588.t1	4768	4671
IV.g12579.t1__Cnig_chr_IV.g14589.t1	627	430
IV.g12580.t1__Cnig_chr_IV.g14590.t1	6005	5795
IV.g12582.t1__Cnig_chr_IV.g14591.t1	13963	9395
IV.g12583.t1__Cnig_chr_IV.g14592.t1	2	3
IV.g12585.t1__Cnig_chr_IV.g14593.t1	1	1
IV.g12586.t1__Cnig_chr_IV.g14594.t3	1	1
IV.g12587.t2__Cnig_chr_IV.g14596.t1	147	70
IV.g12588.t1__Cnig_chr_IV.g14599.t1	6	1
IV.g12589.t1__Cnig_chr_IV.g14600.t1	487	403
IV.g12590.t1__Cnig_chr_IV.g14601.t1	4763	5321
IV.g12591.t1__Cnig_chr_IV.g14602.t1	3190	2632
IV.g12592.t1__Cnig_chr_IV.g14603.t2	1002	2
IV.g12593.t1__Cnig_chr_IV.g14604.t1	3	1
IV.g12594.t1__Cnig_chr_IV.g14608.t1	20	4
IV.g12595.t1__Cnig_chr_IV.g14609.t2	1962	1426
IV.g12596.t1__Cnig_chr_IV.g14610.t3	25	13
IV.g12597.t1__Cnig_chr_IV.g14611.t1	4519	5013
IV.g12598.t1__Cnig_chr_IV.g14612.t1	1	2
IV.g12599.t1__Cnig_chr_IV.g14613.t1	323	451
IV.g12602.t1__Cnig_chr_IV.g14617.t1	0	2
IV.g12604.t1__Cnig_chr_IV.g14618.t3	1179	2507
IV.g12605.t1__Cnig_chr_IV.g14620.t1	98	39
IV.g12609.t1__Cnig_chr_IV.g14624.t1	206	91
IV.g12610.t1__Cnig_chr_IV.g14625.t1	193	121
IV.g12611.t1__Cnig_chr_IV.g14626.t1	28	9
IV.g12612.t4__Cnig_chr_IV.g14628.t1	36	60
IV.g12613.t1__Cnig_chr_IV.g14629.t1	15	23
IV.g12614.t1__Cnig_chr_IV.g14631.t1	59	85
IV.g12615.t1__Cnig_chr_IV.g14632.t2	3948	1608
IV.g12616.t2__Cnig_chr_IV.g14633.t1	1309	942
IV.g12618.t1__Cnig_chr_IV.g14635.t1	63	57
IV.g12619.t1__Cnig_chr_IV.g14636.t1	40	21
IV.g12621.t1__Cnig_chr_IV.g14639.t1	3	0
IV.g12622.t1__Cnig_chr_IV.g14640.t1	6952	5646
IV.g12623.t1__Cnig_chr_IV.g14641.t1	10352	11043
IV.g12624.t1__Cnig_chr_IV.g14642.t1	3066	2588
IV.g12625.t1__Cnig_chr_IV.g14646.t1	133	69
IV.g12626.t1__Cnig_chr_IV.g14647.t1	0	0
IV.g12627.t1__Cnig_chr_IV.g14648.t2	2	0
IV.g12632.t1__Cnig_chr_IV.g14654.t1	3958	3392
IV.g12634.t1__Cnig_chr_IV.g14656.t1	6076	2470
IV.g12635.t2__Cnig_chr_IV.g14657.t1	19593	13783
IV.g12636.t2__Cnig_chr_IV.g14658.t1	4789	1133
IV.g12637.t1__Cnig_chr_IV.g14659.t1	5871	3113
IV.g12638.t1__Cnig_chr_IV.g14661.t1	28	28
IV.g12639.t2__Cnig_chr_IV.g14662.t1	68	107
IV.g12642.t1__Cnig_chr_IV.g14668.t1	2920	2156
IV.g12643.t1__Cnig_chr_IV.g14669.t1	1844	1397
IV.g12644.t1__Cnig_chr_IV.g14670.t1	709	187
IV.g12645.t1__Cnig_chr_IV.g14671.t1	927	637
IV.g12646.t1__Cnig_chr_IV.g14672.t1	1991	438
IV.g12647.t1__Cnig_chr_IV.g14673.t1	3836	1942
IV.g12648.t1__Cnig_chr_IV.g14674.t2	1205	631
IV.g12649.t1__Cnig_chr_IV.g14675.t1	55	40
IV.g12650.t1__Cnig_chr_IV.g14676.t1	4852	1877
IV.g12651.t1__Cnig_chr_IV.g14677.t1	995	765
IV.g12652.t1__Cnig_chr_IV.g14678.t1	945	447
IV.g12653.t1__Cnig_chr_IV.g14679.t1	6074	4226
IV.g12654.t1__Cnig_chr_IV.g14680.t3	8	1
IV.g12655.t1__Cnig_chr_IV.g14681.t1	21	5
IV.g12656.t1__Cnig_chr_IV.g14682.t1	22	6
IV.g12657.t1__Cnig_chr_IV.g14683.t1	0	0
IV.g12658.t1__Cnig_chr_IV.g14684.t1	6	2
IV.g12659.t1__Cnig_chr_IV.g14685.t1	35	90
IV.g12660.t1__Cnig_chr_IV.g14686.t2	19	8
IV.g12661.t2__Cnig_chr_IV.g14687.t2	617	373
IV.g12664.t1__Cnig_chr_IV.g14688.t1	3820	3860
IV.g12665.t1__Cnig_chr_IV.g14689.t1	5188	5023
IV.g12666.t1__Cnig_chr_IV.g14690.t1	1090	1011
IV.g12667.t1__Cnig_chr_IV.g14691.t1	345	237
IV.g12668.t1__Cnig_chr_IV.g14692.t2	304	26
IV.g12669.t1__Cnig_chr_IV.g14693.t3	7	5
IV.g12670.t1__Cnig_chr_IV.g14695.t2	5677	459
IV.g12671.t1__Cnig_chr_IV.g14697.t1	87	20
IV.g12673.t3__Cnig_chr_IV.g14699.t2	134	76
IV.g12675.t1__Cnig_chr_IV.g14700.t1	435	255
IV.g12676.t1__Cnig_chr_IV.g14701.t1	9	10
IV.g12677.t1__Cnig_chr_IV.g14702.t1	3387	983
IV.g12678.t2__Cnig_chr_IV.g14703.t1	9	4
IV.g12679.t1__Cnig_chr_IV.g14704.t2	12	13
IV.g12680.t2__Cnig_chr_IV.g14705.t1	147	22
IV.g12681.t1__Cnig_chr_IV.g14707.t1	11162	8848
IV.g12682.t1__Cnig_chr_IV.g14708.t1	2026	736
IV.g12683.t1__Cnig_chr_IV.g14709.t1	1	1
IV.g12685.t1__Cnig_chr_IV.g14710.t1	0	0
IV.g12686.t1__Cnig_chr_IV.g14711.t1	0	1
IV.g12687.t1__Cnig_chr_IV.g14712.t1	0	0
IV.g12689.t1__Cnig_chr_IV.g14713.t1	174	55
IV.g12690.t1__Cnig_chr_IV.g14714.t1	3	0
IV.g12691.t1__Cnig_chr_IV.g14715.t1	31	21
IV.g12692.t1__Cnig_chr_IV.g14716.t1	50	43
IV.g12693.t1__Cnig_chr_IV.g14718.t1	43	20
IV.g12695.t1__Cnig_chr_IV.g14719.t1	6990	4294
IV.g12696.t1__Cnig_chr_IV.g14720.t1	925	3345
IV.g12697.t1__Cnig_chr_IV.g14721.t1	462	402
IV.g12698.t1__Cnig_chr_IV.g14722.t1	66	58
IV.g12699.t3__Cnig_chr_IV.g14723.t1	3571	1545
IV.g12700.t1__Cnig_chr_IV.g14724.t1	2350	1378
IV.g12701.t2__Cnig_chr_IV.g14725.t2	59	52
IV.g12702.t1__Cnig_chr_IV.g14726.t1	10	3
IV.g12703.t1__Cnig_chr_IV.g14727.t3	17	19
IV.g12704.t1__Cnig_chr_IV.g14729.t1	0	1
IV.g12706.t1__Cnig_chr_IV.g14733.t1	1340	888
IV.g12707.t1__Cnig_chr_IV.g14734.t1	4	4
IV.g12710.t1__Cnig_chr_IV.g14736.t1	7	4
IV.g12711.t1__Cnig_chr_IV.g14738.t1	47	29
IV.g12712.t2__Cnig_chr_IV.g14739.t1	13	0
IV.g12713.t1__Cnig_chr_IV.g14740.t1	730	386
IV.g12714.t1__Cnig_chr_IV.g14741.t1	917	544
IV.g12715.t1__Cnig_chr_IV.g14742.t1	5	1
IV.g12716.t3__Cnig_chr_IV.g14744.t1	1609	606
IV.g12717.t3__Cnig_chr_IV.g14745.t1	2006	902
IV.g12718.t1__Cnig_chr_IV.g14746.t1	1785	1074
IV.g12719.t1__Cnig_chr_IV.g14747.t1	3657	2147
IV.g12720.t1__Cnig_chr_IV.g14748.t1	2055	1882
IV.g12721.t1__Cnig_chr_IV.g14749.t1	14285	9323
IV.g12722.t1__Cnig_chr_IV.g14750.t1	361	392
IV.g12723.t1__Cnig_chr_IV.g14751.t1	23	16
IV.g12724.t1__Cnig_chr_IV.g14752.t1	2	3
IV.g12725.t1__Cnig_chr_IV.g14753.t1	0	2
IV.g12726.t1__Cnig_chr_IV.g14754.t1	170593	89953
IV.g12729.t1__Cnig_chr_IV.g14756.t1	80	53
IV.g12730.t3__Cnig_chr_IV.g14758.t1	2957	343
IV.g12731.t2__Cnig_chr_IV.g14766.t1	0	0
IV.g12732.t1__Cnig_chr_IV.g14769.t1	12	3
IV.g12733.t1__Cnig_chr_IV.g14770.t2	7	0
IV.g12734.t2__Cnig_chr_IV.g14771.t1	6	0
IV.g12735.t1__Cnig_chr_IV.g14772.t4	7	3
IV.g12736.t3__Cnig_chr_IV.g14773.t1	11521	8773
IV.g12737.t2__Cnig_chr_IV.g14774.t1	9376	6454
IV.g12739.t1__Cnig_chr_IV.g14775.t1	711	610
IV.g12741.t1__Cnig_chr_IV.g14776.t1	1801	49
IV.g12742.t1__Cnig_chr_IV.g14783.t2	3785	2224
IV.g12743.t1__Cnig_chr_IV.g14782.t3	1042	654
IV.g12744.t1__Cnig_chr_IV.g14778.t1	142	173
IV.g12745.t1__Cnig_chr_IV.g14784.t1	218	232
IV.g12746.t1__Cnig_chr_IV.g14785.t1	4485	2594
IV.g12747.t2__Cnig_chr_IV.g14786.t1	299	205
IV.g12749.t1__Cnig_chr_IV.g14787.t1	1	433
IV.g12751.t1__Cnig_chr_IV.g14790.t2	5192	3646
IV.g12752.t1__Cnig_chr_IV.g14791.t1	635	285
IV.g12753.t1__Cnig_chr_IV.g14792.t1	743	416
IV.g12754.t2__Cnig_chr_IV.g14793.t1	2831	1787
IV.g12755.t2__Cnig_chr_IV.g14794.t1	6	1
IV.g12756.t1__Cnig_chr_IV.g14796.t1	7	2
IV.g12757.t1__Cnig_chr_IV.g14797.t1	2829	2206
IV.g12758.t2__Cnig_chr_IV.g14798.t1	3964	4428
IV.g12759.t1__Cnig_chr_IV.g14799.t1	1312	1217
IV.g12760.t1__Cnig_chr_IV.g14800.t1	94	162
IV.g12761.t1__Cnig_chr_IV.g14802.t1	2	0
IV.g12762.t1__Cnig_chr_IV.g14803.t1	19	14
IV.g12763.t1__Cnig_chr_IV.g14804.t1	35	6
IV.g12764.t1__Cnig_chr_IV.g14806.t1	9917	8544
IV.g12765.t1__Cnig_chr_IV.g14809.t1	4	1
IV.g12766.t1__Cnig_chr_IV.g14810.t2	282	212
IV.g12767.t1__Cnig_chr_IV.g14811.t1	3	2
IV.g12769.t1__Cnig_chr_IV.g14813.t1	1306	837
IV.g12770.t1__Cnig_chr_IV.g14814.t1	598	442
IV.g12771.t1__Cnig_chr_IV.g14815.t1	415	431
IV.g12772.t1__Cnig_chr_IV.g14816.t1	19	8
IV.g12773.t2__Cnig_chr_IV.g14817.t1	2915	1449
IV.g12775.t1__Cnig_chr_IV.g14818.t1	327	110
IV.g12777.t3__Cnig_chr_IV.g14826.t2	17	2
