"","dn","ds","prop_cons_500bp_upstream_5bp_win","num_cons_windows_500bp_upstream_5bp","num_windows_500bp_upstream_5bp","position","domain","chromosome","enc","ds_ENCc"
"II.g5030__Cnig_chr_II.g5369",0.0114189656745,0.243496218042,0.596153846153846,62,104,6222539,"center","II",47.2688308357304,0.278100808177669
"III.g10306__Cnig_chr_III.g11808",0.036042373913,0.186926955641,0.542056074766355,58,107,14077473,"armB","III",36.9892288149926,0.249472531407726
"I.g2556__Cnig_chr_I.g2132",0.00811162995156,0.145104690164,NA,NA,NA,8634402,"center","I",47.6729234735466,0.178610916125252
"III.g7696__Cnig_chr_III.g8617",0.006957465579,0.272020535832,0.46078431372549,47,102,1592009,"armA","III",50.189026492948,0.298687742328342
"IV.g13614__Cnig_chr_IV.g15947",0.00943867865215,0.241556652415,0.333333333333333,35,105,16360259,"armB","IV",50.5383956867416,0.267274238526815
"III.g7880__Cnig_chr_III.g8915",0.00172389588831,0.276903706448,0.0810810810810811,9,111,2817540,"armA","III",49.4638740178689,0.305541949843011
"III.g7680__Cnig_chr_III.g8640",0.0150188434518,0.256422247309,0.432692307692308,45,104,1512296,"armA","III",54.4437771390285,0.271524616331475
"II.g3976__Cnig_chr_II.g4027",0.0368384717243,0.166733332161,0.521008403361345,62,119,171135,"armA","II",47.0614090378501,0.201901715472946
"V.g17148__Cnig_chr_V.g20209",0.0171254987192,0.232962494471,0.601851851851852,65,108,13479735,"center","V",32.8671714176397,0.30671223420025
"I.g3799__Cnig_chr_I.g3823",0.00762197844941,0.160311859477,0.622641509433962,66,106,14826682,"armB","I",50.3180915712722,0.186628254191752
"I.g1459__Cnig_chr_I.g1058",0.0400863589713,0.139420204767,0.815533980582524,84,103,4144342,"armA","I",41.1765661807131,0.19058417909313
"III.g9353__Cnig_chr_III.g10696",0.0059374031645,0.177512005303,0.881188118811881,89,101,9162940,"center","III",42.4416264793861,0.225237419307793
"III.g8613__Cnig_chr_III.g9861",0.0082108876532,0.204257358131,0.679611650485437,70,103,6145581,"center","III",47.5926311872765,0.237981826550708
"II.g4447__Cnig_chr_II.g4653",0.0131935512843,0.193438926533,0.457142857142857,48,105,3354726,"armA","II",48.8531995159182,0.223737044254842
"IV.g10748__Cnig_chr_IV.g12397",0.0620330140154,0.0311860587028,0.205882352941176,21,102,1797643,"armA","IV",37.5311710648193,0.0922585812730385
"X.g18762__Cnig_chr_X.g22418",0.0222217131134,0.162623145595,0.596153846153846,62,104,1188760,"armA","X",52.3439199958533,0.183433136191381
"X.g18779__Cnig_chr_X.g22435",0.00106142102091,0.138980412337,0.480392156862745,49,102,1302078,"armA","X",41.56445403068,0.189090068721587
"I.g3690__Cnig_chr_I.g3670",1.73758704455e-11,0.136892519221,0.456310679611651,47,103,14295183,"armB","I",35.3653631542176,0.203851924142099
"II.g5229__Cnig_chr_II.g5565",1.09584466787e-11,0.0996086145378,0.568627450980392,58,102,7109901,"center","II",43.404541898492,0.14471672820014
"II.g4092__Cnig_chr_II.g4167",0.0519809272251,0.267735762356,NA,NA,NA,889107,"armA","II",48.060567690208,0.300188332595382
"V.g15720__Cnig_chr_V.g18669",0.185405643315,0.336555013452,NA,NA,NA,7855110,"center","V",48.9519883420106,0.366584613271613
"V.g14563__Cnig_chr_V.g17120",0.000584203788508,0.220443542178,0.33587786259542,44,131,2784211,"armA","V",39.9550854018551,0.274927623335292
"II.g7174__Cnig_chr_II.g8082",0.0184648558984,0.303175150121,NA,NA,NA,15733244,"armB","II",48.5903150020785,0.334187814224016
"II.g6719__Cnig_chr_II.g7260",0.0370369956008,0.355278879546,0.419047619047619,44,105,13372165,"armB","II",53.4954821468459,0.372958809129392
"II.g7307__Cnig_chr_II.g8247",0.00585284211657,0.211030428144,0.644230769230769,67,104,16332774,"armB","II",48.5140772701997,0.242250314021426
"III.g8374__Cnig_chr_III.g9647",0.00832825396584,0.179171413306,NA,NA,NA,5215768,"center","III",49.5142833368394,0.207672639134165
"IV.g12800__Cnig_chr_IV.g14847",5.35272387953e-12,0.053246022028,0.633663366336634,64,101,11567938,"center","IV",29.9958170501269,0.134800389889983
"I.g2065__Cnig_chr_I.g1689",0.00285496362646,0.156532722938,0.574257425742574,58,101,6632180,"center","I",51.83463697163,0.178726995691731
"IV.g12352__Cnig_chr_IV.g14339",0.00471575654406,0.180609420679,0.653846153846154,68,104,9761793,"center","IV",44.7838298197833,0.22196849192587
"III.g10417__Cnig_chr_III.g11944",0.0324088753335,0.178158076696,0.598039215686274,61,102,14525441,"tipB","III",49.8247294651246,0.205815478921643
"IV.g13139__Cnig_chr_IV.g15200",0.0297155448976,0.283080366213,0.764705882352941,78,102,13001940,"center","IV",45.8863088819846,0.321442789187557
"III.g8184__Cnig_chr_III.g9433",0.00931230363472,0.172338951246,0.627118644067797,74,118,4403153,"armA","III",40.2309859920891,0.226073107025658
"IV.g12552__Cnig_chr_IV.g14550",0.0057171125139,0.233770160206,0.854368932038835,88,103,10524079,"center","IV",44.2274354390561,0.276641566985485
"II.g4209__Cnig_chr_II.g4308",0.00657309480044,0.22694300456,0.278260869565217,32,115,1914446,"armA","II",49.6920577654606,0.254961021724478
"II.g4808__Cnig_chr_II.g5148",0.0345351306221,0.19943462084,0.611650485436893,63,103,5172367,"center","II",44.0904226555593,0.242678442058024
"V.g16516__Cnig_chr_V.g19552",0.0354065712878,0.139349057555,0.622641509433962,66,106,10870023,"center","V",53.9700960614959,0.155738939085677
"II.g4975__Cnig_chr_II.g5311",0.0290419814136,0.250347790318,0.711538461538462,74,104,5928871,"center","II",39.5296889825906,0.305988141456776
"IV.g12200__Cnig_chr_IV.g14155",0.00172635164129,0.0941726570508,NA,NA,NA,9108410,"center","IV",50.4456432866152,0.12014235345579
"IV.g11820__Cnig_chr_IV.g13829",0.0171324500513,0.240806949971,0.761904761904762,80,105,7656855,"center","IV",47.9561911639083,0.273543226040206
"III.g8163__Cnig_chr_III.g9412",3.0951647279e-12,0.0301268296003,0.572815533980582,59,103,4336958,"armA","III",29.9095840028425,0.111915587502893
"III.g10405__Cnig_chr_III.g11891",0.0165859594598,0.199249183221,0.561904761904762,59,105,14493562,"tipB","III",51.2424626163782,0.223053045053938
"III.g10150__Cnig_chr_III.g11633",0.0477067448161,0.18443239235,0.185185185185185,30,162,13153602,"armB","III",42.9495239627503,0.230777290235969
"V.g17902__Cnig_chr_V.g21099",0.00672638040751,0.203708587765,0.392523364485981,42,107,16377790,"armB","V",47.6276352398253,0.237337911671592
"X.g18590__Cnig_chr_X.g22241",0.0286849254,0.171716861308,0.679611650485437,70,103,268492,"tipA","X",50.7503901039565,0.1968582254072
"III.g7578__Cnig_chr_III.g8564",0.00928005001405,0.181886707958,0.0647482014388489,9,139,935871,"armA","III",44.5870142974334,0.22378074346427
"V.g18247__Cnig_chr_V.g21677",0.0197422362222,0.0709079233029,0.345794392523364,37,107,18122558,"armB","V",37.7632999680059,0.131349496315422
"V.g17247__Cnig_chr_V.g20320",0.00851439614056,0.250194841106,0.495145631067961,51,103,13867712,"center","V",48.4353265439522,0.281628779327678
"I.g2575__Cnig_chr_I.g2150",0.00349418597935,0.113989490863,0.843137254901961,86,102,8704836,"center","I",42.6643735172598,0.161109456157616
"I.g2600__Cnig_chr_I.g2180",0.00449612277103,0.100795785179,0.762376237623762,77,101,8819127,"center","I",42.2815737042818,0.148956238622127
"V.g17147__Cnig_chr_V.g20208",0.0904784490359,0.36124224595,0.215827338129496,30,139,13466835,"center","V",47.6114212353527,0.394915641141168
"I.g1776__Cnig_chr_I.g1391",0.00455334579509,0.123044561374,0.683168316831683,69,101,5496521,"center","I",42.4107421044541,0.170853922196428
"II.g4685__Cnig_chr_II.g4997",0.00962230695355,0.17906885633,NA,NA,NA,4534506,"center","II",52.3126890422738,0.199963735779417
"X.g18777__Cnig_chr_X.g22433",0.0743084431238,0.220087663444,0.455445544554455,46,101,1294611,"armA","X",48.5483481749685,0.251214397577246
"II.g5281__Cnig_chr_II.g5620",0.0255770093015,0.144823507089,0.138613861386139,14,101,7305151,"center","II",50.9447587122819,0.169436557885662
"I.g2630__Cnig_chr_I.g2216",0.00260476192943,0.159635364901,0.431372549019608,44,102,8957694,"center","I",44.8922538638029,0.200699728760376
"V.g14445__Cnig_chr_V.g17053",0.0170194964189,0.0963693110206,0.641509433962264,68,106,2212731,"armA","V",44.1603789882562,0.13942298393495
"X.g18560__Cnig_chr_X.g22214",0.0221287599924,0.173305733817,0.613861386138614,62,101,172425,"tipA","X",51.1871767783003,0.197259868083074
"V.g17162__Cnig_chr_V.g20228",0.0143778638819,0.275381610163,0.650485436893204,67,103,13529433,"center","V",41.7950336206571,0.324864528178011
"III.g9149__Cnig_chr_III.g10475",0.029651382118,0.0924419556296,0.284810126582278,45,158,8329208,"center","III",44.9789612067768,0.133270640265281
"X.g19371__Cnig_chr_X.g23131",0.0219289883453,0.246967370664,0.0792079207920792,8,101,4775373,"armA","X",51.5679598689666,0.269886498434357
"I.g1342__Cnig_chr_I.g931",9.73228149613e-12,0.0889824766681,0.0869565217391304,12,138,3739561,"armA","I",33.9999655992121,0.159653168600907
"III.g9947__Cnig_chr_III.g11397",5.13101419067e-12,0.0511683045996,0.411764705882353,42,102,11864973,"armB","III",28.1572970826449,0.137719953474038
"III.g7901__Cnig_chr_III.g8940",0.00675496184686,0.13665436671,0.314814814814815,34,108,2954004,"armA","III",47.5941344715264,0.17037474905288
"II.g7331__Cnig_chr_II.g8271",0.0106443551582,0.196700006088,0.359223300970874,37,103,16408056,"armB","II",52.0137355556267,0.218407470991398
"IV.g11887__Cnig_chr_IV.g13758",0.00560913557497,0.140753052638,0.643564356435644,65,101,7916819,"center","IV",39.4510212639323,0.196607230498104
"III.g10426__Cnig_chr_III.g11927",0.021853250847,0.0628620306009,NA,NA,NA,14566343,"tipB","III",46.6602703612715,0.0991207489254016
"II.g6339__Cnig_chr_II.g6803",0.00939434770759,0.225490302155,0.352941176470588,36,102,11662501,"armB","II",44.6344491663463,0.267255404946946
"IV.g13820__Cnig_chr_IV.g16218",0.0251211562107,0.170701271118,NA,NA,NA,17368403,"tipB","IV",48.8500891962364,0.201007842999581
"IV.g12214__Cnig_chr_IV.g14172",0.0265158777083,0.131413443416,0.633663366336634,64,101,9157159,"center","IV",49.6517205907175,0.159541101052709
"III.g8726__Cnig_chr_III.g9980",0.017913022395,0.0832643557201,0.5,55,110,6577552,"center","III",37.1217454656713,0.145449737986629
"II.g6317__Cnig_chr_II.g6740",1.46748881299e-11,0.143343353492,0.509433962264151,54,106,11581060,"center","II",37.8608698789053,0.203519721735605
"III.g7417__Cnig_chr_III.g8342",0.0182230918076,0.122437742807,0.686274509803922,70,102,125736,"tipA","III",51.123088469223,0.146566075502103
"V.g16255__Cnig_chr_V.g19267",0.00460367942444,0.0562046655268,0.633663366336634,64,101,9930530,"center","V",36.3922882359733,0.120372785445267
"IV.g12843__Cnig_chr_IV.g14896",0.0116800845346,0.126638472456,0.77,77,100,11723231,"center","IV",48.7085593478436,0.15732973660994
"III.g7686__Cnig_chr_III.g8633",0.00364513702597,0.307066042931,0.831683168316832,84,101,1549542,"armA","III",49.018853427778,0.336913896765031
"III.g10376__Cnig_chr_III.g11853",0.00403360301067,0.178814455925,0.252252252252252,28,111,14321559,"tipB","III",46.7883426865781,0.214725060869829
"X.g21771__Cnig_chr_X.g25832",0.0181700805939,0.351293959546,0.693069306930693,70,101,18001470,"armB","X",44.5230161398109,0.393361948440634
"X.g20296__Cnig_chr_X.g24167",0.0767749929583,0.236211758027,0.22,22,100,10009175,"center","X",50.5297983502725,0.261952712558552
"I.g1290__Cnig_chr_I.g860",1.14386375744e-11,0.108118132802,0.0326797385620915,5,153,3515212,"armA","I",37.0740201834629,0.170433237155214
"IV.g12599__Cnig_chr_IV.g14613",0.00630110869298,0.205252058134,0.612612612612613,68,111,10672304,"center","IV",45.4474286343149,0.244807401483213
"V.g14336__Cnig_chr_V.g16943",0.0185881270814,0.266078001356,NA,NA,NA,1765232,"armA","V",50.4988796446005,0.291902996019569
"IV.g12751__Cnig_chr_IV.g14790",0.111984803871,0.308146201308,NA,NA,NA,11358443,"center","IV",40.5337946702056,0.361057292837978
"V.g16655__Cnig_chr_V.g19696",0.00774442817586,0.167257194261,0.882352941176471,90,102,11468495,"center","V",47.4756048093539,0.201299752071464
"X.g20754__Cnig_chr_X.g24656",0.0739044285884,0.374575190059,0.774509803921569,79,102,12408864,"center","X",50.0868882704462,0.401520018451749
"X.g19456__Cnig_chr_X.g23215",0.00816681609983,0.337797951851,0.640776699029126,66,103,5282900,"armA","X",47.1511558635823,0.37272239432135
"V.g16295__Cnig_chr_V.g19306",0.00448261246634,0.204108679931,0.542857142857143,57,105,10056277,"center","V",49.9302136981845,0.231479365469141
"III.g8645__Cnig_chr_III.g9896",0.0294494804082,0.0785515072988,0.380952380952381,40,105,6299959,"center","III",45.8045458963944,0.117136170239547
"II.g7157__Cnig_chr_II.g8070",0.0720639400164,0.430394158268,NA,NA,NA,15649997,"armB","II",48.1981273031005,0.462472827731896
"X.g20309__Cnig_chr_X.g24180",0.0566702808242,0.318798366801,0.466019417475728,48,103,10072045,"center","X",49.4313544264959,0.347525001695356
"V.g14520__Cnig_chr_V.g17184",0.0625047571056,0.194364216665,0.388349514563107,40,103,2551523,"armA","V",46.4220688062682,0.231270390621754
"X.g19999__Cnig_chr_X.g23859",0.0424182340455,0.275423044277,0.683168316831683,69,101,8463325,"armA","X",51.5522054946707,0.298384994011178
"II.g6390__Cnig_chr_II.g6861",0.00609683758398,0.169976813041,NA,NA,NA,11929231,"armB","II",42.7942094010027,0.216743871427864
"X.g21862__Cnig_chr_X.g25929",0.0155581025521,0.263106846986,0.70873786407767,73,103,18550348,"armB","X",54.1358648488452,0.279046152385805
"V.g15991__Cnig_chr_V.g18950",0.00161734657709,0.165059617163,0.666666666666667,70,105,8824667,"center","V",45.6865829484739,0.203964915185357
"V.g14521__Cnig_chr_V.g17185",0.142983494326,0.247802752995,0.405660377358491,43,106,2555787,"armA","V",41.9849463304234,0.296769469285077
"I.g2085__Cnig_chr_I.g1709",0.0035757806336,0.110990732692,0.872549019607843,89,102,6718893,"center","I",47.3321470020272,0.145423223159886
"IV.g11763__Cnig_chr_IV.g13897",0.00920599099484,0.132792398419,NA,NA,NA,7437120,"center","IV",35.9725800121757,0.198101327235196
"V.g16280__Cnig_chr_V.g19287",0.0117927987084,0.217638088046,0.831683168316832,84,101,9998836,"center","V",49.9277573141643,0.245015450281398
"V.g18517__Cnig_chr_V.g21696",0.0211101161398,0.322417401763,NA,NA,NA,19477392,"tipB","V",47.8965151960187,0.355315883076919
"II.g5447__Cnig_chr_II.g5803",1.38255275584e-12,0.0107366155419,NA,NA,NA,7977982,"center","II",26.9912895417097,0.100457589442856
"IV.g12650__Cnig_chr_IV.g14676",0.0181940559593,0.188839079139,0.699029126213592,72,103,10902157,"center","IV",48.7001629006261,0.219553165675615
"V.g14358__Cnig_chr_V.g16962",0.000675249285911,0.0914911846546,0.509615384615385,53,104,1838366,"armA","V",35.2546383487513,0.158751550662743
"II.g4527__Cnig_chr_II.g4744",0.00778226636062,0.303094662711,0.415094339622642,44,106,3738407,"armA","II",49.6123235425745,0.331329405461884
"IV.g11219__Cnig_chr_IV.g13108",0.00240631584932,0.156474946164,0.543689320388349,56,103,4801957,"armA","IV",43.9829316810573,0.200010938593319
"IV.g12720__Cnig_chr_IV.g14748",1.40337236424e-11,0.108396453354,0.583333333333333,63,108,11210437,"center","IV",41.584698513189,0.158451083211903
"I.g985__Cnig_chr_I.g474",0.00243699128995,0.203568422184,0.509615384615385,53,104,1933101,"armA","I",53.0309680019367,0.222510947636585
"V.g15679__Cnig_chr_V.g18634",0.0153026360961,0.126825028108,NA,NA,NA,7704523,"center","V",46.7512514408046,0.162836450765723
"IV.g11868__Cnig_chr_IV.g13780",0.00164801098183,0.182614486747,NA,NA,NA,7840300,"center","IV",46.7053392061994,0.218750703446828
"I.g1070__Cnig_chr_I.g564",0.00635716265626,0.234873957078,0.533333333333333,56,105,2522138,"armA","I",52.2835347047767,0.255848080930405
"X.g20379__Cnig_chr_X.g24248",0.00924866489349,0.135443850531,0.715686274509804,73,102,10481469,"center","X",42.2524494139452,0.18368346670593
"II.g5077__Cnig_chr_II.g5418",0.0149587761516,0.241231047419,0.716981132075472,76,106,6422696,"center","II",46.7880875316682,0.277142345900374
"III.g8714__Cnig_chr_III.g9971",1.15218243797e-11,0.105357096184,0.70873786407767,73,103,6526890,"center","III",49.5607048950189,0.133732143577684
"X.g19303__Cnig_chr_X.g23054",0.0125090769422,0.179773977246,0.0420168067226891,5,119,4378224,"armA","X",34.1590442026431,0.250012277636439
"V.g17240__Cnig_chr_V.g20308",0.00398224386344,0.146903866725,0.715686274509804,73,102,13828212,"center","V",45.7097194409935,0.185746277448438
"I.g2717__Cnig_chr_I.g2309",0.00429997004822,0.102830653884,0.663366336633663,67,101,9250315,"center","I",47.2833000800783,0.137395915167481
"X.g19222__Cnig_chr_X.g22972",0.00477848425991,0.35337745722,0.553398058252427,57,103,3816221,"armA","X",52.6063468112526,0.373474145505311
"X.g20112__Cnig_chr_X.g23995",0.00118815273382,0.189319159852,0.653465346534653,66,101,9133620,"center","X",46.2546819984779,0.226680307880889
"III.g7601__Cnig_chr_III.g8723",0.0306959645545,0.199134487905,NA,NA,NA,1043221,"armA","III",47.9402814864549,0.231914008067531
"II.g4879__Cnig_chr_II.g5216",0.00192016721757,0.144905267216,NA,NA,NA,5531854,"center","II",39.9706502743626,0.199347041494271
"X.g19037__Cnig_chr_X.g22736",0.00859148000431,0.208420453904,0.380952380952381,40,105,2746223,"armA","X",53.7734198796615,0.22534492095263
"IV.g12114__Cnig_chr_IV.g14062",0.00659237663438,0.0786758611754,NA,NA,NA,8734035,"center","IV",47.1929949821403,0.113486580740127
"X.g19111__Cnig_chr_X.g22828",0.258729299987,0.739522994878,NA,NA,NA,3254466,"armA","X",50.4847002369336,0.765386530588691
"IV.g12311__Cnig_chr_IV.g14295",0.0148257161392,0.284445925212,0.359223300970874,37,103,9623164,"center","IV",48.2509834754459,0.316380926317039
"III.g8789__Cnig_chr_III.g10065",0.00757737534695,0.207459678848,NA,NA,NA,6856370,"center","III",42.6879377012143,0.254515594335634
"IV.g12818__Cnig_chr_IV.g14870",0.00331863975804,0.173543570337,0.69811320754717,74,106,11667040,"center","IV",45.7747357086231,0.212209260347325
"V.g16108__Cnig_chr_V.g19094",0.00815366715723,0.1618722639,0.705882352941177,72,102,9333764,"center","V",40.3359151206979,0.215321211821531
"X.g20248__Cnig_chr_X.g24109",1.83028060623e-11,0.137244767456,0.592233009708738,61,103,9735137,"center","X",35.1355188130775,0.204828912266855
"II.g7171__Cnig_chr_II.g8085",0.0125838944609,0.291540506736,NA,NA,NA,15723059,"armB","II",50.7002504714148,0.31681815536738
"X.g19110__Cnig_chr_X.g22827",0.00553939191954,0.302137374404,0.644230769230769,67,104,3247724,"armA","X",46.9000849461521,0.337744252719837
"III.g8468__Cnig_chr_III.g9739",0.0212269726105,0.204827782705,NA,NA,NA,5617196,"center","III",45.147892073505,0.245197296362041
"X.g21700__Cnig_chr_X.g25737",0.0216636316278,0.238574506959,0.70873786407767,73,103,17564331,"armB","X",44.2902830549995,0.281275087637389
"II.g5655__Cnig_chr_II.g6018",0.0113885048051,0.211095953957,0.514851485148515,52,101,8807585,"center","II",47.6294593910354,0.244720319638298
"V.g16696__Cnig_chr_V.g19718",0.0026733694769,0.168189322477,0.450980392156863,46,102,11609301,"center","V",43.1633266284908,0.213953083350146
"I.g2535__Cnig_chr_I.g2106",0.0880814667648,0.290497903138,NA,NA,NA,8540473,"center","I",44.4264338660069,0.332828412305221
"III.g9475__Cnig_chr_III.g10828",0.0298771340017,0.149917718264,0.718446601941748,74,103,9586947,"center","III",49.4764589700469,0.178521754501257
"II.g4831__Cnig_chr_II.g5172",0.0969617648166,0.352138157451,NA,NA,NA,5288908,"center","II",49.5823431299675,0.380454389959579
"II.g4459__Cnig_chr_II.g4666",0.0558160897022,0.315249142113,NA,NA,NA,3422122,"armA","II",49.9340404304299,0.342609426210456
"I.g1129__Cnig_chr_I.g16",0.00890291912388,0.263745917872,NA,NA,NA,2803865,"armA","I",47.0114002150835,0.299050230162085
"I.g3410__Cnig_chr_I.g3317",0.0217850878454,0.254468921129,0.215686274509804,22,102,12525678,"armB","I",51.7353709303774,0.276933008903458
"III.g8034__Cnig_chr_III.g9284",0.00667958032527,0.19929502651,0.711538461538462,74,104,3747632,"armA","III",41.0277625760838,0.250863463904876
"II.g5142__Cnig_chr_II.g5473",0.0119877010289,0.180088342786,0.663366336633663,67,101,6696049,"center","II",42.9924201542273,0.226316644536508
"II.g4051__Cnig_chr_II.g4134",0.0125520317648,0.217839948977,0.345794392523364,37,107,573256,"armA","II",51.7157653329642,0.240357326724601
"III.g9563__Cnig_chr_III.g10947",0.0223597887639,0.172434741729,0.70873786407767,73,103,10030621,"center","III",45.9070651437515,0.210740747109703
"V.g16380__Cnig_chr_V.g19399",0.0215801500142,0.196035326498,0.428571428571429,48,112,10377570,"center","V",50.0374780976994,0.223114456678305
"II.g4608__Cnig_chr_II.g4865",0.00717405767128,0.241689926016,0.495145631067961,51,103,4131995,"armA","II",46.8668620293716,0.277387107539929
"V.g16136__Cnig_chr_V.g19125",0.037741912898,0.252221871814,0.699029126213592,72,103,9451276,"center","V",46.025120402544,0.290206991202917
"X.g19719__Cnig_chr_X.g23606",0.0055186176475,0.197924033029,0.657142857142857,69,105,6922285,"armA","X",49.1793563426985,0.22733562389969
"IV.g10541__Cnig_chr_IV.g11966",4.51358946039e-12,0.0427421835862,0.615384615384615,72,117,451133,"tipA","IV",40.6267544434289,0.0954006011622001
"I.g2559__Cnig_chr_I.g2134",0.00925845547574,0.116074370797,0.676470588235294,69,102,8640608,"center","I",44.3204748264533,0.158692887223226
"IV.g12520__Cnig_chr_IV.g14520",5.08865391732e-12,0.048481570498,0.702970297029703,71,101,10453364,"center","IV",34.3959430434038,0.11807595616369
"I.g1815__Cnig_chr_I.g1427",0.0082480859589,0.10495832678,NA,NA,NA,5641198,"center","I",48.5536131012044,0.136070750317562
"V.g14155__Cnig_chr_V.g16753",0.0151549234507,0.284349032593,0.445544554455446,45,101,1121006,"armA","V",44.2438171180085,0.327175912331915
"IV.g11256__Cnig_chr_IV.g13153",0.0147604357524,0.297198359212,NA,NA,NA,4984493,"armA","IV",48.9739894930847,0.327168157704209
"I.g2266__Cnig_chr_I.g1889",0.00594266476553,0.10049845528,NA,NA,NA,7536803,"center","I",49.613073254842,0.128731160238016
"V.g16331__Cnig_chr_V.g19339",0.0219045111386,0.155311240561,0.615384615384615,64,104,10164291,"center","V",47.0152377245869,0.190605122116735
"II.g6174__Cnig_chr_II.g6582",0.00405902667049,0.249334611931,0.567307692307692,59,104,10946079,"center","II",45.8726945688765,0.287734039969193
"IV.g10754__Cnig_chr_IV.g12403",1.63348644957e-11,0.129711702428,0.373015873015873,47,126,1814362,"armA","IV",43.5053516157866,0.174545805203856
"III.g7492__Cnig_chr_III.g8437",0.0191911251713,0.233232362087,0.584905660377358,62,106,448039,"armA","III",49.96953985628,0.260496155197199
"IV.g12164__Cnig_chr_IV.g14112",0.00531888553785,0.114115774481,0.660377358490566,70,106,8968582,"center","IV",45.7289679020965,0.152905865963478
"II.g5335__Cnig_chr_II.g5672",0.0388974215505,0.179821914312,0.644230769230769,67,104,7518383,"center","II",47.7110661901702,0.213224464557504
"V.g14180__Cnig_chr_V.g16727",0.00784086796678,0.078412876177,0.534653465346535,54,101,1207260,"armA","V",39.2620681873916,0.134780647383026
"I.g730__Cnig_chr_I.g100",0.0119660232093,0.262779276893,0.386792452830189,41,106,247283,"tipA","I",42.2135076718996,0.31112474061463
"IV.g13516__Cnig_chr_IV.g15816",0.0502967974236,0.348463067164,0.255639097744361,34,133,15695704,"armB","IV",51.1346492671391,0.372559976454986
"II.g4335__Cnig_chr_II.g4518",0.0186019536026,0.079460897146,0.619047619047619,65,105,2806316,"armA","II",28.1008902077071,0.166165865543796
"IV.g12271__Cnig_chr_IV.g14242",0.0535640472907,0.217445845235,0.673267326732673,68,101,9409357,"center","IV",45.0564485777139,0.258063911452422
"V.g16238__Cnig_chr_V.g19247",1.40988042936e-11,0.128628574104,0.673267326732673,68,101,9846112,"center","V",45.2935489457989,0.168602177825265
"V.g14636__Cnig_chr_V.g17290",0.0273045368263,0.286027409414,0.300970873786408,31,103,3135689,"armA","V",50.3293649684348,0.312313161908606
"III.g8514__Cnig_chr_III.g9743",0.0638163028919,0.297667075489,0.669902912621359,69,103,5759402,"center","III",48.6909834570401,0.328406112670671
"X.g21483__Cnig_chr_X.g25525",0.0888371896542,0.341239049493,0.217821782178218,22,101,16455861,"armB","X",40.6336560764318,0.393878707740752
"IV.g12270__Cnig_chr_IV.g14241",0.0264562508321,0.208834636533,0.53,53,100,9406451,"center","IV",47.0856632914251,0.243937094359771
"V.g16854__Cnig_chr_V.g19893",0.0188962892016,0.224099799931,0.841584158415842,85,101,12349013,"center","V",50.5090412355857,0.249897174374727
"I.g1742__Cnig_chr_I.g1353",0.00203028028267,0.111318409346,0.772277227722772,78,101,5359033,"center","I",45.9021330397841,0.149637820678199
"II.g6725__Cnig_chr_II.g7267",0.00453908667259,0.209517520118,0.385321100917431,42,109,13413069,"armB","II",44.9128332294504,0.250525947204853
"III.g9900__Cnig_chr_III.g11310",0.00578726497495,0.271594260969,0.355769230769231,37,104,11620573,"armB","III",52.9000621080623,0.29089260172381
"II.g6123__Cnig_chr_II.g6506",0.00672593136443,0.0863673274717,0.6,63,105,10775844,"center","II",46.8118689993543,0.122213985547194
"I.g1133__Cnig_chr_I.g6",1.78274347477e-12,0.0178274347477,0.733333333333333,77,105,2815449,"armA","I",50.6343517885043,0.0432842025851148
"II.g5778__Cnig_chr_II.g6152",0.0121026754307,0.182317346037,0.519607843137255,53,102,9415184,"center","II",49.5144545539017,0.210818106480079
"IV.g13009__Cnig_chr_IV.g16175",0.013174969865,0.213945705365,0.722772277227723,73,101,12439254,"center","IV",50.9521975341452,0.238538536700406
"V.g14490__Cnig_chr_V.g17096",0.0142016066986,0.185688793512,NA,NA,NA,2397768,"armA","V",37.4978184799023,0.246851971741285
"III.g7705__Cnig_chr_III.g8607",0.0236600116957,0.26094718405,0.495145631067961,51,103,1664412,"armA","III",46.8771207215877,0.296616481423237
"III.g9393__Cnig_chr_III.g10726",0.0233763263298,0.157862354281,0.693069306930693,70,101,9293059,"center","III",42.4069181799574,0.205682108912372
"V.g18339__Cnig_chr_V.g21780",0.184692238716,0.613382024512,0.144278606965174,29,201,18625762,"armB","V",45.4532502296569,0.652921544183266
"II.g5384__Cnig_chr_II.g5729",0.013715228972,0.172705084814,0.735294117647059,75,102,7683973,"center","II",45.7832197191668,0.211347714435779
"X.g20566__Cnig_chr_X.g24446",0.00668712221426,0.268622639835,0.631067961165049,65,103,11537251,"center","X",51.0907840609656,0.292838779140234
"I.g2308__Cnig_chr_I.g1934",0.0182249557261,0.124864771767,0.871287128712871,88,101,7680765,"center","I",45.2285684603294,0.165014998941891
"II.g6398__Cnig_chr_II.g6873",0.0084357249457,0.222978751815,0.653846153846154,68,104,11969186,"armB","II",49.4519053302892,0.251649527298998
"I.g1356__Cnig_chr_I.g952",0.000916734536729,0.0694779754373,0.372549019607843,38,102,3785238,"armA","I",40.4547651636124,0.122603877064371
"I.g2259__Cnig_chr_I.g1884",0.0232245657272,0.148265625935,NA,NA,NA,7503476,"center","I",48.5037782834624,0.179513505487654
"II.g7372__Cnig_chr_II.g8312",0.0094332931963,0.139893054218,0.784313725490196,80,102,16512231,"armB","II",46.3964060456475,0.176868982122846
