"gene","sex","class","chromosome","logFC.F1.vs.briggsae","logFC.F1.vs.nigoni","F1_dist_from_zero"
"II.g5416.t1__Cnig_chr_II.g5772.t1","male","C. nigoni dominant","II",-0.999240428699081,-0.207020297511008,1.02046011089521
"II.g5417.t1__Cnig_chr_II.g5773.t2","male","no change","II",-0.0874240817377496,-0.220896262996094,0.237567104358596
"II.g5418.t2__Cnig_chr_II.g5774.t1","male","no change","II",-0.100891782029711,-0.111794708482989,0.150589536575179
"II.g5419.t1__Cnig_chr_II.g5775.t1","male","no change","II",0.139403667876363,-0.109039497223353,0.176983034701366
"II.g5420.t1__Cnig_chr_II.g5776.t1","male","no change","II",0.0696488393465903,-0.0908437870154076,0.11447075810716
"II.g5421.t1__Cnig_chr_II.g5777.t1","male","underdominant","II",-0.787217973757064,-0.845406267837286,1.15517266930306
"II.g5422.t1__Cnig_chr_II.g5778.t1","male","C. nigoni dominant","II",-0.653870153466572,0.159238993496932,0.672980857561577
"II.g5423.t3__Cnig_chr_II.g5779.t1","male","ambiguous","II",-0.731180076368646,0.272448183236714,0.78028989268569
"II.g5424.t2__Cnig_chr_II.g5780.t2","male","no change","II",0.463195473074072,-0.417853339705949,0.623820054005743
"II.g5425.t1__Cnig_chr_II.g5782.t1","male","overdominant","II",5.6516060896348,2.63363976061401,6.23511906711365
"II.g5426.t2__Cnig_chr_II.g5785.t2","male","no change","II",0.348986451897983,0.620274213698293,0.711710365097614
"II.g5428.t1__Cnig_chr_II.g5786.t1","male","underdominant","II",-5.25456144871993,-2.70623014569358,5.91050739106503
"II.g5430.t1__Cnig_chr_II.g5787.t1","male","underdominant","II",-4.27548666691558,-6.69901652335817,7.94711322551772
"II.g5433.t1__Cnig_chr_II.g5789.t1","male","underdominant","II",-2.87241497030925,-5.07101340249368,5.82803094448951
"II.g5434.t3__Cnig_chr_II.g5791.t1","male","no change","II",0.511372650840266,0.373115371999578,0.63302217089908
"II.g5435.t1__Cnig_chr_II.g5792.t1","male","C. briggsae dominant","II",-0.879283256829293,-2.07782443516002,2.25621218618471
"II.g5436.t1__Cnig_chr_II.g5793.t1","male","no change","II",0.137847353679012,-0.223553743976342,0.262636953535002
"II.g5437.t1__Cnig_chr_II.g5794.t2","male","ambiguous","II",0.25664903619337,0.861623338891835,0.899034763455841
"II.g5438.t2__Cnig_chr_II.g5795.t1","male","no change","II",-0.322285315378499,0.224022405119479,0.392496958592209
"II.g5439.t1__Cnig_chr_II.g5796.t1","male","ambiguous","II",-0.272640275471372,-0.557550613003533,0.620641124861801
"II.g5443.t1__Cnig_chr_II.g5800.t1","male","no change","II",-0.449857902868476,-0.480711693648356,0.658373651647371
"II.g5444.t3__Cnig_chr_II.g5801.t2","male","ambiguous","II",0.482871955733325,-0.349647384458159,0.596169958226811
"II.g5446.t1__Cnig_chr_II.g5802.t1","male","no change","II",0.211111027206438,0.341375936189142,0.401379366207546
"II.g5447.t1__Cnig_chr_II.g5803.t1","male","ambiguous","II",-0.492402506215328,-0.589829557294284,0.76834831605536
"II.g5448.t1__Cnig_chr_II.g5804.t1","male","ambiguous","II",-0.284300484825085,-0.604362820374771,0.667893093483625
"II.g5450.t3__Cnig_chr_II.g5805.t1","male","ambiguous","II",0.0197241050777232,0.369259841773972,0.36978625051245
"II.g5451.t1__Cnig_chr_II.g5807.t1","male","ambiguous","II",-0.266240538390312,0.17500418257208,0.318607106323894
"II.g5452.t1__Cnig_chr_II.g5808.t2","male","no change","II",2.59553217242803,0.338585233785998,2.61752310756694
"II.g5453.t1__Cnig_chr_II.g5809.t1","male","overdominant","II",1.73132945261619,0.638420553434744,1.84528655675594
"II.g5454.t3__Cnig_chr_II.g5810.t1","male","no change","II",0.209612192850471,0.0694893888383484,0.220830356954632
"II.g5456.t3__Cnig_chr_II.g5811.t1","male","ambiguous","II",-0.538610695361156,-0.95168461764935,1.09352873424882
"II.g5457.t3__Cnig_chr_II.g5812.t3","male","no change","II",-0.616500458610941,-0.353979905913043,0.710897031403077
"II.g5458.t1__Cnig_chr_II.g5814.t1","male","ambiguous","II",0.292356104376904,0.357910143778087,0.462138250727735
"II.g5459.t2__Cnig_chr_II.g5815.t1","male","overdominant","II",2.00377263026472,1.30962340640962,2.39378742172607
"II.g5460.t1__Cnig_chr_II.g5816.t1","male","no change","II",0.357323604622717,-0.0649705733628655,0.363182232252173
"II.g5461.t1__Cnig_chr_II.g5817.t1","male","no change","II",0.178671297374049,0.270056947261037,0.323811962826077
"II.g5462.t2__Cnig_chr_II.g5818.t1","male","C. nigoni dominant","II",0.622983967524298,-0.126558894842217,0.635709192678538
"II.g5463.t3__Cnig_chr_II.g5819.t1","male","overdominant","II",0.740261580954439,1.64370298644693,1.80270538799098
"II.g5464.t1__Cnig_chr_II.g5820.t3","male","overdominant","II",1.50476035723567,3.04361719071808,3.39527750505649
"II.g5466.t1__Cnig_chr_II.g5822.t1","male","ambiguous","II",-0.508057775748861,0.194472469121867,0.544005739625269
"II.g5467.t1__Cnig_chr_II.g5823.t1","male","overdominant","II",2.04509006565999,2.17192802402284,2.98323058414816
"II.g5468.t3__Cnig_chr_II.g5824.t2","male","ambiguous","II",0.608495258296447,1.02283342750142,1.19014902419132
"II.g5469.t1__Cnig_chr_II.g5825.t1","male","C. briggsae dominant","II",-0.526106095251187,-1.70114769109745,1.78064344841594
"II.g5470.t1__Cnig_chr_II.g5826.t1","male","C. briggsae dominant","II",0.139722255410231,-0.589793705566988,0.606117912442258
"II.g5471.t1__Cnig_chr_II.g5827.t2","male","underdominant","II",-0.476761285675767,-0.827204139437412,0.954760709194507
"II.g5472.t1__Cnig_chr_II.g5828.t1","male","overdominant","II",0.66087735613727,0.433484993818078,0.790359487651314
"II.g5473.t1__Cnig_chr_II.g5829.t1","male","ambiguous","II",-0.542653684605859,-0.582037154042475,0.795763953759015
"II.g5474.t1__Cnig_chr_II.g5830.t1","male","ambiguous","II",-0.244318196875715,-0.444552018610884,0.507265096942035
"II.g5475.t1__Cnig_chr_II.g5831.t1","male","no change","II",-0.205677983579503,0.212301924049525,0.295593538299572
"II.g5476.t1__Cnig_chr_II.g5832.t1","male","underdominant","II",-2.8366386295042,-5.23878022102975,5.95746060991157
"II.g5478.t1__Cnig_chr_II.g5834.t1","male","C. briggsae dominant","II",0.988870364995026,-1.75482435991001,2.01426739359475
"II.g5479.t2__Cnig_chr_II.g5836.t1","male","C. nigoni dominant","II",1.41803513968098,0.275605474505635,1.44456984426075
"II.g5480.t1__Cnig_chr_II.g5838.t1","male","no change","II",-0.325474287530541,-0.437530688566175,0.545313318451608
"II.g5482.t2__Cnig_chr_II.g5840.t2","male","no change","II",0.384453158096167,0.26594554345039,0.46747327501285
"II.g5483.t1__Cnig_chr_II.g5841.t1","male","no change","II",0.28404432173417,0.300981553432147,0.413849093530303
"II.g5485.t1__Cnig_chr_II.g5844.t1","male","C. briggsae dominant","II",-2.46344855236073,-4.98984254034743,5.56480973148131
"II.g5486.t1__Cnig_chr_II.g5845.t1","male","ambiguous","II",0.841446054120481,1.06348593877959,1.3561098052801
"II.g5487.t1__Cnig_chr_II.g5846.t2","male","C. nigoni dominant","II",0.990960704805323,0.232580783590469,1.01788847098482
"II.g5488.t1__Cnig_chr_II.g5847.t2","male","ambiguous","II",-0.515635567944972,-0.1403171462016,0.53438650848248
"II.g5489.t1__Cnig_chr_II.g5848.t1","male","C. nigoni dominant","II",-0.726264426022023,0.378418713726046,0.81893878855698
"II.g5490.t1__Cnig_chr_II.g5849.t2","male","underdominant","II",-3.1801348434327,-6.67421698616149,7.39313397692625
"II.g5491.t1__Cnig_chr_II.g5850.t3","male","ambiguous","II",0.548064811241252,-0.174110067033919,0.575055956202059
"II.g5492.t1__Cnig_chr_II.g5851.t1","male","ambiguous","II",-0.108560230529079,-0.34722377672217,0.363798948285635
"II.g5493.t1__Cnig_chr_II.g5852.t1","male","no change","II",0.336703321158076,0.436947007968531,0.551626516994542
"II.g5494.t1__Cnig_chr_II.g5853.t1","male","underdominant","II",-0.547487487353199,-0.322487630363109,0.635406028099775
"II.g5495.t1__Cnig_chr_II.g5854.t1","male","additive","II",-0.943761539448998,0.956403073306444,1.3436490174049
"II.g5497.t2__Cnig_chr_II.g5855.t1","male","overdominant","II",1.10581502746668,0.524768827348163,1.22401356084298
"II.g5498.t2__Cnig_chr_II.g5856.t2","male","C. briggsae dominant","II",-2.02694881314149,-5.15404306612692,5.5382922836003
"II.g5506.t1__Cnig_chr_II.g5857.t1","male","overdominant","II",1.31516274388034,1.2692632899559,1.82775335921468
"II.g5508.t1__Cnig_chr_II.g5859.t2","male","C. briggsae dominant","II",-0.359631691087703,-1.6758097185099,1.713964167037
"II.g5509.t2__Cnig_chr_II.g5862.t2","male","C. briggsae dominant","II",-0.391139587806794,-1.73497540819019,1.77851900304
"II.g5514.t2__Cnig_chr_II.g5874.t1","male","C. nigoni dominant","II",3.75398220539862,-0.588975973762154,3.79990461671324
"II.g5518.t1__Cnig_chr_II.g5875.t1","male","ambiguous","II",0.482153622125276,0.0954013218779429,0.491501299636717
"II.g5519.t1__Cnig_chr_II.g5877.t1","male","underdominant","II",-1.72778927944375,-1.71488872868484,2.43435805622983
"II.g5520.t1__Cnig_chr_II.g5878.t1","male","C. briggsae dominant","II",-0.414493486920604,0.625867441590017,0.750676298508241
"II.g5521.t2__Cnig_chr_II.g5879.t2","male","no change","II",-0.163747178160355,-0.348121701662306,0.384710095427373
"II.g5522.t3__Cnig_chr_II.g5880.t1","male","underdominant","II",-0.39134086783652,-0.55849958696414,0.681960016040644
"II.g5523.t1__Cnig_chr_II.g5881.t3","male","C. briggsae dominant","II",0.542753738611592,2.39923890488737,2.4598636026215
"II.g5524.t2__Cnig_chr_II.g5882.t1","male","underdominant","II",-0.560895366199014,-0.528676400958474,0.770780350524021
"II.g5525.t2__Cnig_chr_II.g5883.t1","male","no change","II",0.214925278987271,-0.31996457605892,0.385448058083473
"II.g5526.t1__Cnig_chr_II.g5884.t1","male","no change","II",-0.242104720841287,0.263839755266878,0.358086738532612
"II.g5528.t1__Cnig_chr_II.g5886.t1","male","no change","II",-0.721385329119675,-0.333485435855984,0.79473852869806
"II.g5529.t1__Cnig_chr_II.g5887.t1","male","no change","II",-0.0722523353484532,0.237208328559352,0.247968125171819
"II.g5530.t1__Cnig_chr_II.g5888.t2","male","C. nigoni dominant","II",-0.457457954513149,0.0124337107570928,0.457626897494614
"II.g5531.t1__Cnig_chr_II.g5889.t2","male","no change","II",0.162318619535553,-0.244009628331574,0.293066601588172
"II.g5532.t1__Cnig_chr_II.g5890.t1","male","underdominant","II",-2.84467993182998,-2.06499272925733,3.51516697845804
"II.g5535.t1__Cnig_chr_II.g5891.t1","male","C. briggsae dominant","II",-0.125644763464416,0.619288227352127,0.631905463754642
"II.g5536.t1__Cnig_chr_II.g5892.t1","male","ambiguous","II",-0.740822871452903,-0.432422495123592,0.857792364827665
"II.g5539.t1__Cnig_chr_II.g5895.t1","male","ambiguous","II",-2.24955752923282,-2.13411782056935,3.10080117863105
"II.g5540.t2__Cnig_chr_II.g5896.t1","male","overdominant","II",0.859038865015681,0.918998718178922,1.25797711251912
"II.g5541.t1__Cnig_chr_II.g5897.t1","male","no change","II",0.323223250717285,-0.0715246684917617,0.331042365879513
"II.g5542.t1__Cnig_chr_II.g5898.t1","male","C. briggsae dominant","II",-0.158660183047381,0.461272838454183,0.487796766266657
"II.g5543.t3__Cnig_chr_II.g5899.t1","male","no change","II",-0.324752310068583,-0.184307901151041,0.373407907417054
"II.g5544.t1__Cnig_chr_II.g5900.t1","male","C. briggsae dominant","II",-0.356397721308192,-2.63190111340737,2.65592221394163
"II.g5545.t3__Cnig_chr_II.g5902.t1","male","C. nigoni dominant","II",-0.872766416353182,0.535872178096231,1.02414852866739
"II.g5546.t3__Cnig_chr_II.g5903.t1","male","ambiguous","II",0.976913602972426,0.343638780367579,1.0355905556952
"II.g5547.t1__Cnig_chr_II.g5904.t1","male","no change","II",-0.347603733939766,0.0301869615360205,0.348912035469751
"II.g5548.t2__Cnig_chr_II.g5905.t1","male","C. nigoni dominant","II",-1.09134189813612,-0.073340947407821,1.09380347101023
"II.g5549.t1__Cnig_chr_II.g5906.t1","male","underdominant","II",-1.89736471538881,-0.906374511912957,2.10273812421992
"II.g5550.t1__Cnig_chr_II.g5907.t1","male","underdominant","II",-1.41870980356291,-0.707113513391419,1.5851646689055
"II.g5551.t1__Cnig_chr_II.g5908.t1","male","ambiguous","II",-0.447130339245621,-0.142099295795487,0.469167081261546
"II.g5552.t1__Cnig_chr_II.g5909.t1","male","no change","II",-0.018113649920076,0.188296102042736,0.189165341323181
"II.g5553.t1__Cnig_chr_II.g5910.t1","male","ambiguous","II",0.686552522778902,1.14709616915754,1.33685600863742
"II.g5554.t1__Cnig_chr_II.g5911.t1","male","underdominant","II",-0.871237175078626,-0.679312269081163,1.10477118633823
"II.g5555.t3__Cnig_chr_II.g5912.t4","male","no change","II",-0.0470811907239474,-0.18380152362563,0.189735707253768
"II.g5556.t1__Cnig_chr_II.g5913.t1","male","ambiguous","II",0.174572061645588,0.631407480150193,0.655096031660098
"II.g5558.t1__Cnig_chr_II.g5916.t1","male","ambiguous","II",-0.338071095101668,-0.789594533198058,0.858924672016994
"II.g5559.t1__Cnig_chr_II.g5917.t1","male","C. briggsae dominant","II",0.129103824699802,2.887379651644,2.89026452946438
"II.g5560.t1__Cnig_chr_II.g5918.t1","male","C. briggsae dominant","II",-0.372955860078763,0.486225110260745,0.612789467447968
"II.g5561.t1__Cnig_chr_II.g5919.t1","male","no change","II",0.127567471533232,0.135058146319824,0.185779876953154
"II.g5562.t2__Cnig_chr_II.g5920.t2","male","no change","II",0.793722589918675,0.0444656526269451,0.794967133918597
"II.g5563.t1__Cnig_chr_II.g5921.t1","male","no change","II",0.23811199203593,0.184169724550558,0.301024597321128
"II.g5564.t1__Cnig_chr_II.g5922.t1","male","ambiguous","II",0.687494058653576,0.677202803238658,0.965013843112244
"II.g5565.t1__Cnig_chr_II.g5923.t1","male","additive","II",-0.830736561644336,0.594247940570323,1.02139798791887
"II.g5566.t3__Cnig_chr_II.g5924.t1","male","C. briggsae dominant","II",-0.676686329418978,4.70092910051622,4.74938299113714
"II.g5567.t1__Cnig_chr_II.g5925.t3","male","ambiguous","II",0.598403047624772,1.16940857023207,1.31362194391645
"II.g5568.t1__Cnig_chr_II.g5927.t2","male","no change","II",-0.337606878913526,0.0933135152959002,0.350265352021308
"II.g5569.t1__Cnig_chr_II.g5928.t2","male","C. nigoni dominant","II",0.511462550652288,-0.364635868875786,0.628134744772603
"II.g5570.t1__Cnig_chr_II.g5931.t1","male","C. briggsae dominant","II",0.390238563895165,1.00709589224092,1.08005938397826
"II.g5572.t2__Cnig_chr_II.g5933.t2","male","no change","II",1.10273043675548,0.424958123879027,1.18177993856628
"II.g5573.t2__Cnig_chr_II.g5934.t1","male","no change","II",-0.116629980728196,0.266406051218467,0.290817359403588
"II.g5574.t1__Cnig_chr_II.g5935.t1","male","ambiguous","II",-0.0895218126435843,-0.494222204042064,0.502264613433187
"II.g5575.t1__Cnig_chr_II.g5936.t1","male","no change","II",0.0693143160077955,0.262438477020036,0.271437706710443
"II.g5576.t1__Cnig_chr_II.g5937.t1","male","ambiguous","II",-0.330779559601334,-0.607136316955658,0.691396864627353
"II.g5578.t1__Cnig_chr_II.g5939.t1","male","additive","II",0.900295177548233,-0.646402695592478,1.10831757704452
"II.g5579.t1__Cnig_chr_II.g5940.t1","male","no change","II",0.152265302318998,-0.246654868049467,0.289867808186414
"II.g5580.t1__Cnig_chr_II.g5941.t2","male","no change","II",-0.0212310298727446,0.132708392032082,0.134395959556819
"II.g5581.t1__Cnig_chr_II.g5942.t1","male","C. briggsae dominant","II",-0.240908207998776,0.471370775916534,0.529364877064333
"II.g5582.t1__Cnig_chr_II.g5943.t1","male","ambiguous","II",-0.884479882163901,-1.0304613990411,1.35799681769377
"II.g5583.t1__Cnig_chr_II.g5944.t1","male","ambiguous","II",0.730066792373914,1.30268362748248,1.49331247722573
"II.g5586.t1__Cnig_chr_II.g5741.t3","male","C. nigoni dominant","II",-2.29226679413105,-1.04231039339231,2.51811397908225
"II.g5587.t1__Cnig_chr_II.g5947.t1","male","ambiguous","II",0.588630853234268,0.0848748740587982,0.594718442311821
"II.g5588.t1__Cnig_chr_II.g5948.t3","male","overdominant","II",1.50196260858593,1.30230737417241,1.98793766864408
"II.g5589.t1__Cnig_chr_II.g5950.t2","male","overdominant","II",1.027300620121,1.20403907202663,1.58273707578603
"II.g5591.t2__Cnig_chr_II.g5952.t1","male","ambiguous","II",-0.149286345766403,0.679226912681468,0.695439150424453
"II.g5592.t1__Cnig_chr_II.g5953.t1","male","overdominant","II",0.91985636964252,1.85476961724277,2.07033960349959
"II.g5593.t1__Cnig_chr_II.g5954.t1","male","ambiguous","II",-1.27241009258108,-1.33958305579107,1.84756872864441
"II.g5594.t1__Cnig_chr_II.g5955.t1","male","overdominant","II",0.782331638310294,0.57182757819727,0.969035381958896
"II.g5595.t1__Cnig_chr_II.g5956.t1","male","additive","II",-0.716992324910731,1.32450455858363,1.50611763142515
"II.g5596.t1__Cnig_chr_II.g5957.t1","male","no change","II",0.321682692287301,0.038318419599659,0.323956873360979
"II.g5597.t1__Cnig_chr_II.g5958.t2","male","underdominant","II",-0.457816253027548,-0.394844160664629,0.604564002192605
"II.g5598.t3__Cnig_chr_II.g5959.t1","male","C. nigoni dominant","II",-0.938269837818811,0.100317983587927,0.943617500045271
"II.g5599.t1__Cnig_chr_II.g5960.t1","male","no change","II",-0.340839350378415,0.132809335154268,0.365800194464818
"II.g5600.t2__Cnig_chr_II.g5961.t3","male","overdominant","II",1.73635976374979,1.72339236203599,2.44643137297845
"II.g5601.t1__Cnig_chr_II.g5962.t1","male","C. briggsae dominant","II",0.172152871931923,-1.33562181165399,1.34667079684691
"II.g5602.t1__Cnig_chr_II.g5963.t1","male","no change","II",0.0355438959147649,0.0597991948766139,0.0695651654543485
"II.g5603.t1__Cnig_chr_II.g5964.t1","male","ambiguous","II",-0.703236744067652,-0.219959469476065,0.736833825512282
"II.g5606.t1__Cnig_chr_II.g5966.t4","male","overdominant","II",11.1465931947473,10.0605399334611,15.015358923514
"II.g5608.t1__Cnig_chr_II.g5969.t1","male","overdominant","II",0.904858011498947,2.49235872139502,2.65153163607143
"II.g5610.t1__Cnig_chr_II.g5972.t1","male","C. briggsae dominant","II",-0.562376012966848,5.11108439607209,5.14193061833122
"II.g5611.t1__Cnig_chr_II.g5973.t1","male","C. briggsae dominant","II",-0.625631559565753,1.165847789886,1.32310842998854
"II.g5612.t1__Cnig_chr_II.g5974.t1","male","ambiguous","II",-0.877736900944937,-0.497212321542595,1.00878251371354
"II.g5613.t1__Cnig_chr_II.g5975.t1","male","no change","II",0.355574032302266,0.186647917799408,0.401584782663073
"II.g5615.t1__Cnig_chr_II.g5977.t1","male","C. briggsae dominant","II",-0.206908766597499,-1.29453991254902,1.31097094661832
"II.g5616.t1__Cnig_chr_II.g5978.t1","male","no change","II",-0.287114410904818,-0.632538501285205,0.694650732784004
"II.g5617.t1__Cnig_chr_II.g5979.t2","male","C. briggsae dominant","II",0.211337949339398,-1.09900120630771,1.11913689077645
"II.g5619.t1__Cnig_chr_II.g5980.t1","male","ambiguous","II",-1.59925453702613,-0.518661750538465,1.68125699572382
"II.g5620.t1__Cnig_chr_II.g5981.t1","male","ambiguous","II",0.495180525939941,0.4816945706808,0.690820825318343
"II.g5621.t1__Cnig_chr_II.g5982.t1","male","C. nigoni dominant","II",-2.13737432667981,-0.125139911630337,2.14103456530548
"II.g5622.t1__Cnig_chr_II.g5983.t1","male","ambiguous","II",-2.02033208378552,0.395416443814721,2.05866361817861
"II.g5623.t1__Cnig_chr_II.g5984.t1","male","C. nigoni dominant","II",-1.27205244333855,-0.17420694500247,1.28392580715969
"II.g5624.t2__Cnig_chr_II.g5985.t1","male","no change","II",0.532903800622871,0.180098473221719,0.562513929405393
"II.g5625.t1__Cnig_chr_II.g5986.t3","male","underdominant","II",-2.59439131676394,-4.28949032571778,5.01304234561474
"II.g5626.t1__Cnig_chr_II.g5987.t3","male","ambiguous","II",-0.771491409067132,0.0116966713023925,0.771580071271896
"II.g5627.t1__Cnig_chr_II.g5988.t1","male","C. briggsae dominant","II",-1.65888822598384,2.16213455921572,2.72520384530457
"II.g5631.t1__Cnig_chr_II.g5992.t1","male","overdominant","II",1.70275523784015,1.76496807603123,2.45244525105077
"II.g5633.t1__Cnig_chr_II.g5993.t1","male","C. briggsae dominant","II",-2.64630898384301,-5.98831949467058,6.5469780516067
"II.g5634.t1__Cnig_chr_II.g5994.t1","male","overdominant","II",2.73286153853079,1.73286604441653,3.23594760721997
"II.g5635.t1__Cnig_chr_II.g5995.t1","male","no change","II",-0.153061573328395,-0.391372843254615,0.420238679403699
"II.g5636.t1__Cnig_chr_II.g5996.t1","male","C. nigoni dominant","II",-1.25793748874386,-0.427526823581811,1.32860299204433
"II.g5637.t1__Cnig_chr_II.g5997.t2","male","ambiguous","II",-0.947822595157418,-0.416516597279593,1.03530369829356
"II.g5638.t1__Cnig_chr_II.g5998.t1","male","C. briggsae dominant","II",-1.51470053120011,-4.53463064194356,4.78091965609875
"II.g5641.t1__Cnig_chr_II.g6001.t1","male","underdominant","II",-1.07780953064746,-1.99762394924987,2.26984026463783
"II.g5643.t1__Cnig_chr_II.g6004.t1","male","C. nigoni dominant","II",-1.10321933937763,0.489907926842267,1.2071050855496
"II.g5644.t1__Cnig_chr_II.g6005.t1","male","C. nigoni dominant","II",-1.27931049603907,-0.243362630814975,1.3022521704159
"II.g5645.t2__Cnig_chr_II.g6006.t1","male","ambiguous","II",0.548161943456331,0.706045015471334,0.893857415993031
"II.g5646.t2__Cnig_chr_II.g6007.t1","male","C. nigoni dominant","II",-0.886540100234685,-0.138180097545639,0.897244163359031
"II.g5648.t1__Cnig_chr_II.g6011.t3","male","underdominant","II",-1.11926703138076,-1.68447223482199,2.0224256222225
"II.g5649.t1__Cnig_chr_II.g6012.t1","male","additive","II",2.68806771316697,-0.93104876180824,2.84474248877387
"II.g5650.t1__Cnig_chr_II.g6013.t1","male","underdominant","II",-1.88910579487388,-5.02174919197006,5.36532251139463
"II.g5651.t1__Cnig_chr_II.g6014.t1","male","overdominant","II",0.690613033416207,3.37481797950659,3.44475583412312
"II.g5652.t1__Cnig_chr_II.g6015.t1","male","C. briggsae dominant","II",-0.99203924103497,-4.78200816514952,4.8838247252855
"II.g5653.t1__Cnig_chr_II.g6016.t1","male","no change","II",-0.140114997478259,0.0898132351784661,0.166429053147445
"II.g5654.t1__Cnig_chr_II.g6017.t1","male","C. nigoni dominant","II",-1.03629961882208,-0.108317779816823,1.04194512398458
"II.g5655.t1__Cnig_chr_II.g6018.t2","male","underdominant","II",-0.87851278454628,-2.42625030968289,2.58040215428672
"II.g5656.t1__Cnig_chr_II.g6019.t1","male","additive","II",0.651893279964055,-0.489429432875372,0.815172385589086
"II.g5657.t1__Cnig_chr_II.g6020.t1","male","underdominant","II",-4.11626848537296,-6.67697126833928,7.84382633425185
"II.g5658.t1__Cnig_chr_II.g6021.t1","male","C. nigoni dominant","II",-1.18168018707114,0.338566491716597,1.22922550161871
"II.g5662.t1__Cnig_chr_II.g6025.t1","male","ambiguous","II",-0.312159825967322,0.223118020204825,0.383699632379378
"II.g5664.t3__Cnig_chr_II.g6026.t3","male","additive","II",0.698587244668428,-0.509272813208227,0.864513121176566
"II.g5667.t2__Cnig_chr_II.g6029.t1","male","ambiguous","II",0.263015377914116,0.399306780031444,0.47814536868863
"II.g5668.t2__Cnig_chr_II.g6028.t1","male","additive","II",10.1318315391869,-0.586979817737669,10.1488204065741
"II.g5669.t1__Cnig_chr_II.g6030.t1","male","underdominant","II",-1.35821389173576,-1.5350419418113,2.04965820048705
"II.g5670.t1__Cnig_chr_II.g6031.t1","male","underdominant","II",-3.49375539671112,-2.22003779300017,4.13943167287457
"II.g5671.t1__Cnig_chr_II.g6032.t1","male","no change","II",0.210350937578365,0.180325180728222,0.277064410823121
"II.g5672.t1__Cnig_chr_II.g6033.t3","male","no change","II",0.827765145618794,-0.0560329474682428,0.829659464782559
"II.g5673.t1__Cnig_chr_II.g6034.t1","male","overdominant","II",3.36913205733908,1.12789104973518,3.55291275432744
"II.g5674.t1__Cnig_chr_II.g6035.t2","male","no change","II",-0.0771137407168647,-0.132789358131967,0.153556317487909
"II.g5675.t1__Cnig_chr_II.g6036.t1","male","C. nigoni dominant","II",-0.837229141938464,-0.226721619175556,0.867384187492834
"II.g5676.t1__Cnig_chr_II.g6037.t1","male","overdominant","II",0.578754725915714,0.404489238932814,0.706093886945794
"II.g5678.t3__Cnig_chr_II.g6038.t2","male","C. nigoni dominant","II",0.935896061648956,0.061374699810289,0.937906334335593
"II.g5679.t1__Cnig_chr_II.g6043.t1","male","no change","II",0.513458316847746,0.247256582281627,0.569890568988215
"II.g5681.t1__Cnig_chr_II.g6044.t1","male","ambiguous","II",0.728748069584292,2.00255263478595,2.13103045590882
"II.g5683.t1__Cnig_chr_II.g6046.t1","male","overdominant","II",0.80625907125861,0.769730465080138,1.11469219018493
"II.g5684.t1__Cnig_chr_II.g6047.t1","male","no change","II",0.470854407309697,0.0990963439234067,0.48116936546496
"II.g5685.t1__Cnig_chr_II.g6048.t1","male","additive","II",0.535236848950982,-0.398658735694223,0.667388396677896
"II.g5686.t1__Cnig_chr_II.g6049.t1","male","C. briggsae dominant","II",-1.39397003755378,-3.60787785430026,3.86780752845173
"II.g5687.t2__Cnig_chr_II.g6050.t1","male","C. briggsae dominant","II",0.166291070193567,-0.710190452617967,0.72939920415081
"II.g5688.t1__Cnig_chr_II.g6052.t1","male","C. nigoni dominant","II",-0.755497810476158,0.372782220755263,0.842462774100728
"II.g5689.t1__Cnig_chr_II.g6053.t1","male","underdominant","II",-1.61634559685413,-4.02285539593933,4.33542830930324
"II.g5690.t1__Cnig_chr_II.g6056.t1","male","underdominant","II",-2.81106126491487,-3.34158337547331,4.36672015251085
"II.g5694.t1__Cnig_chr_II.g6058.t3","male","ambiguous","II",-0.800091428742702,-1.25235843715991,1.48611841704258
"II.g5695.t2__Cnig_chr_II.g6059.t1","male","overdominant","II",0.881677608975815,0.835735725283198,1.21482904504459
"II.g5698.t1__Cnig_chr_II.g6061.t1","male","overdominant","II",4.48075928749788,6.38447593610027,7.79991902337081
"II.g5699.t1__Cnig_chr_II.g6062.t1","male","overdominant","II",6.08096261503539,6.17114311078674,8.66378171581376
"II.g5700.t1__Cnig_chr_II.g6063.t1","male","C. nigoni dominant","II",5.22536718259977,-0.306826827746213,5.23436766909008
"II.g5702.t1__Cnig_chr_II.g6064.t2","male","overdominant","II",6.71628596646954,2.30786451080714,7.10174174295565
"II.g5703.t1__Cnig_chr_II.g6069.t2","male","overdominant","II",3.8810267172106,1.34304233546083,4.10683955062071
"II.g5711.t1__Cnig_chr_II.g6073.t1","male","C. briggsae dominant","II",0.100431155272637,-0.787269188432543,0.793649287786886
"II.g5712.t3__Cnig_chr_II.g6075.t1","male","C. briggsae dominant","II",0.084283773696378,0.776805608083731,0.781364644233943
"II.g5713.t1__Cnig_chr_II.g6076.t1","male","no change","II",-0.128804457329862,0.0744015369923548,0.148748703977094
"II.g5715.t3__Cnig_chr_II.g6077.t2","male","C. briggsae dominant","II",-0.0580221785341597,1.5151414477347,1.51625201726014
"II.g5716.t1__Cnig_chr_II.g6079.t2","male","overdominant","II",7.97436921917534,2.76438885154405,8.43992951192557
"II.g5717.t1__Cnig_chr_II.g6080.t2","male","C. briggsae dominant","II",0.309034910611663,-2.16697442263862,2.188899432214
