seq1,seq2,dn,ds
II.g6279.t1,Cnig_chr_II.g6705.t1,0.0090751887036,0.219414561386
II.g5491.t1,Cnig_chr_II.g5850.t3,0.0121797998405,0.200328570184
V.g16374.t3,Cnig_chr_V.g19392.t1,0.0488543074526,0.179902136393
IV.g10710.t1,Cnig_chr_IV.g12131.t1,0.00584912665245,0.164627207239
I.g2281.t3,Cnig_chr_I.g1904.t1,0.00763480316312,0.136336331792
I.g1957.t1,Cnig_chr_I.g1560.t1,0.0196724644321,0.141632602969
IV.g13572.t1,Cnig_chr_IV.g15890.t2,0.0140157805692,0.2361592653
I.g1933.t2,Cnig_chr_I.g1537.t1,0.0372626242055,0.113453881088
II.g4330.t1,Cnig_chr_II.g4514.t1,0.0107232241994,0.130898369151
IV.g10759.t1,Cnig_chr_IV.g12407.t1,2.14136993646e-11,0.172993477508
X.g21509.t1,Cnig_chr_X.g25555.t1,0.0221484984553,0.266673562498
III.g9214.t1,Cnig_chr_III.g10548.t1,0.0112678518829,0.0901582504194
IV.g13066.t1,Cnig_chr_IV.g15102.t2,0.00195922284902,0.15665034879
IV.g12058.t1,Cnig_chr_IV.g14006.t1,0.0034963467249,0.169945264397
IV.g12263.t1,Cnig_chr_IV.g14229.t1,0.0467077821597,0.0993205935262
III.g7563.t3,Cnig_chr_III.g8529.t2,0.0174196078071,0.235107742865
X.g19153.t2,Cnig_chr_X.g22939.t3,0.00328428996836,0.226915731636
X.g20007.t1,Cnig_chr_X.g23867.t1,2.35214846908e-11,0.196597882242
V.g17783.t1,Cnig_chr_V.g21010.t2,0.0134717294653,0.227483031117
IV.g13537.t1,Cnig_chr_IV.g15838.t2,0.0103882400358,0.126550331852
IV.g13777.t1,Cnig_chr_IV.g16261.t1,0.0159068478379,0.106859872
III.g10032.t1,Cnig_chr_III.g11468.t1,2.22501006385e-11,0.221065476746
I.g911.t1,Cnig_chr_I.g399.t1,0.00520409259143,0.308838234273
X.g19368.t2,Cnig_chr_X.g23128.t2,0.0364534867822,0.247618763414
I.g2792.t1,Cnig_chr_I.g2403.t1,0.00271076153131,0.064581080885
I.g2305.t1,Cnig_chr_I.g1931.t1,0.0163455178757,0.0961078534347
I.g3909.t1,Cnig_chr_I.g3931.t1,0.00302427758827,0.108997066013
X.g19536.t1,Cnig_chr_X.g23296.t1,0.00226448185697,0.157091039922
IV.g10537.t3,Cnig_chr_IV.g11970.t1,0.0028320330165,0.149427915179
V.g17345.t1,Cnig_chr_V.g20425.t1,0.00151123415682,0.0666809601085
III.g10086.t1,Cnig_chr_III.g11556.t1,0.0196101371958,0.24449204274
X.g20606.t1,Cnig_chr_X.g24495.t1,0.014188450565,0.139762918726
III.g7803.t1,Cnig_chr_III.g8805.t1,0.0517501727939,0.216324572841
V.g17401.t1,Cnig_chr_V.g20485.t1,0.0259536149548,0.150727351239
V.g17048.t1,Cnig_chr_V.g20083.t1,0.00580963401598,0.152547952127
IV.g11291.t1,Cnig_chr_IV.g13278.t1,5.56540646397e-12,0.0556540646397
V.g14313.t1,Cnig_chr_V.g16920.t1,0.013099474308,0.256128610523
V.g16960.t1,Cnig_chr_V.g20006.t2,0.0342949275011,0.211138597901
X.g20619.t1,Cnig_chr_X.g24508.t2,0.010183962387,0.207472741615
X.g20255.t3,Cnig_chr_X.g24116.t1,2.92326696087e-11,0.265878127081
I.g2359.t1,Cnig_chr_I.g2025.t1,0.0449060535705,0.240606408469
X.g20517.t1,Cnig_chr_X.g24404.t1,0.043596170523,0.169433990612
V.g16345.t1,Cnig_chr_V.g19357.t1,0.00548699436126,0.144513503528
II.g5439.t1,Cnig_chr_II.g5796.t1,0.0132415409251,0.0649947165853
I.g3716.t1,Cnig_chr_I.g3734.t1,0.00651159320429,0.164197482361
I.g1549.t1,Cnig_chr_I.g1161.t1,0.0120872112291,0.124703214443
III.g9204.t1,Cnig_chr_III.g10537.t1,0.00583184588134,0.0948046739155
I.g944.t1,Cnig_chr_I.g428.t2,0.0562354635306,0.329097379501
X.g20787.t1,Cnig_chr_X.g24688.t2,0.0562959092241,0.443391705497
V.g15521.t2,Cnig_chr_V.g18469.t1,0.00412447400829,0.143143785093
II.g4202.t1,Cnig_chr_II.g4303.t2,0.026873068203,0.182208062488
II.g4358.t2,Cnig_chr_II.g4546.t3,0.0333302497859,0.274099030534
IV.g10456.t3,Cnig_chr_IV.g12072.t1,0.00574030691444,0.185294115706
X.g20440.t1,Cnig_chr_X.g24314.t1,0.0430538352507,0.30413248226
V.g18439.t1,Cnig_chr_V.g22002.t1,0.0147048430602,0.286330018767
IV.g12825.t1,Cnig_chr_IV.g14880.t1,0.00852989609309,0.154606319033
II.g6389.t1,Cnig_chr_II.g6862.t3,0.0116405542126,0.159663668377
X.g19054.t1,Cnig_chr_X.g22763.t1,0.012789151588,0.220108369617
V.g17292.t2,Cnig_chr_V.g20370.t1,0.0487432845801,0.287430619782
X.g19676.t2,Cnig_chr_X.g23501.t1,0.0137562495638,0.285543110232
IV.g12272.t1,Cnig_chr_IV.g14243.t1,0.0165518779092,0.172178255631
II.g4022.t1,Cnig_chr_II.g4078.t1,0.00326923608901,0.157891845558
III.g8285.t1,Cnig_chr_III.g9546.t1,0.0236751563013,0.236022633109
V.g17277.t1,Cnig_chr_V.g20356.t1,0.135425607928,0.550970734913
II.g6352.t3,Cnig_chr_II.g6816.t3,0.0118664290742,0.128725783936
I.g2089.t2,Cnig_chr_I.g1714.t1,0.00864182806633,0.104842797871
III.g8027.t1,Cnig_chr_III.g9248.t1,4.22730723025e-12,0.0375695268154
II.g6318.t1,Cnig_chr_II.g6741.t1,0.0137298122477,0.212891739526
IV.g13089.t1,Cnig_chr_IV.g15131.t1,1.71592596442e-11,0.158481842951
V.g14315.t1,Cnig_chr_V.g16918.t1,0.00607364135132,0.194324202521
V.g15887.t1,Cnig_chr_V.g18833.t1,0.0056021807659,0.145745771295
I.g2665.t1,Cnig_chr_I.g2257.t1,0.00686114079448,0.0918731544364
IV.g11798.t1,Cnig_chr_IV.g13850.t1,0.0158173138857,0.106406325937
V.g16004.t1,Cnig_chr_V.g18964.t1,0.00477453552139,0.210320219708
IV.g11939.t1,Cnig_chr_IV.g13700.t1,0.0275310751675,0.0224120732362
III.g8451.t1,Cnig_chr_III.g9723.t1,0.00969535480838,0.141464437697
II.g6172.t1,Cnig_chr_II.g6578.t2,0.00800444665161,0.232738328737
II.g4885.t1,Cnig_chr_II.g5223.t1,0.02259794505,0.228347041033
X.g20253.t3,Cnig_chr_X.g24114.t1,0.00826569083616,0.234792493626
III.g9426.t1,Cnig_chr_III.g10778.t1,0.00771869963116,0.0700785345699
IV.g13657.t1,Cnig_chr_IV.g16050.t1,0.00881810639422,0.0953593378814
IV.g12228.t1,Cnig_chr_IV.g14185.t1,0.00757725194864,0.172111880113
I.g1818.t2,Cnig_chr_I.g1431.t3,0.0220511503167,0.0807008917546
II.g4024.t1,Cnig_chr_II.g4080.t1,0.00978216001663,0.22526671314
IV.g13246.t2,Cnig_chr_IV.g15274.t1,0.0528502137357,0.241379095306
IV.g11212.t1,Cnig_chr_IV.g13101.t1,0.00472049851895,0.20056743586
V.g17333.t1,Cnig_chr_V.g20413.t1,0.0240019633936,0.0837580197842
V.g14409.t1,Cnig_chr_V.g17015.t1,0.0561125117624,0.341336379905
III.g10378.t1,Cnig_chr_III.g11856.t1,0.0024343809067,0.195798684579
V.g15998.t1,Cnig_chr_V.g18958.t1,0.0235530204685,0.146633764753
V.g16174.t1,Cnig_chr_V.g19169.t3,0.0176749383543,0.196415934638
V.g16743.t1,Cnig_chr_V.g19772.t1,1.33886391876e-11,0.102445764171
II.g5277.t1,Cnig_chr_II.g5618.t1,0.00422410344239,0.128946979715
V.g15123.t2,Cnig_chr_V.g17988.t1,0.0110259706707,0.220105575187
V.g18464.t1,Cnig_chr_V.g22030.t1,1.94546391736e-11,0.171573039891
V.g16521.t1,Cnig_chr_V.g19557.t1,0.0246380506585,0.231629630084
X.g21990.t2,Cnig_chr_X.g26149.t1,0.244203646356,0.527557125419
I.g3411.t1,Cnig_chr_I.g3320.t1,1.96178749008e-11,0.187343357815
I.g1599.t1,Cnig_chr_I.g1209.t1,0.0224388156561,0.138748721554
V.g16857.t1,Cnig_chr_V.g19896.t1,0.0083709654337,0.189255639825
I.g2374.t1,Cnig_chr_I.g2005.t2,0.00509835617912,0.121829991062
V.g16753.t2,Cnig_chr_V.g19783.t1,0.0114810689734,0.135299969356
X.g21240.t1,Cnig_chr_X.g25229.t1,0.0205380450708,0.269479042248
I.g2745.t1,Cnig_chr_I.g2342.t1,0.00122109627933,0.127833238783
V.g15763.t1,Cnig_chr_V.g18710.t2,0.0159320322467,0.211866478745
IV.g13008.t2,Cnig_chr_IV.g16174.t1,0.00914330158327,0.129758955028
V.g14087.t1,Cnig_chr_V.g16595.t2,0.0105680836834,0.300345013723
II.g6127.t1,Cnig_chr_II.g6510.t1,0.00288763086457,0.0880772070291
I.g1889.t1,Cnig_chr_I.g1593.t2,0.00336793949283,0.119393562643
V.g14827.t2,Cnig_chr_V.g17570.t2,0.0422342063899,0.121623178497
III.g7453.t2,Cnig_chr_III.g8390.t1,0.0108848542357,0.178461107828
IV.g11937.t2,Cnig_chr_IV.g13702.t1,3.90223245043e-12,0.0416806452598
X.g19954.t1,Cnig_chr_X.g23812.t1,0.00752645029494,0.0846756892817
V.g14415.t1,Cnig_chr_V.g17023.t2,0.0144093348716,0.191929845031
IV.g11892.t1,Cnig_chr_IV.g13752.t1,0.00688871024933,0.131401380135
I.g3766.t1,Cnig_chr_I.g3785.t2,0.02544821309,0.289564806701
X.g20114.t1,Cnig_chr_X.g24000.t1,0.00724851217973,0.239644583272
IV.g12115.t1,Cnig_chr_IV.g14063.t1,0.00766037803279,0.201688574541
V.g15568.t1,Cnig_chr_V.g18513.t2,9.33488678628e-12,0.0883957304582
I.g3791.t3,Cnig_chr_I.g3812.t1,0.0296786505649,0.236830952856
IV.g12582.t1,Cnig_chr_IV.g14591.t1,0.00184042615344,0.0749336347949
IV.g12239.t1,Cnig_chr_IV.g14200.t1,0.212148017237,0.52239553051
V.g17455.t1,Cnig_chr_V.g20554.t1,2.91369214292e-11,0.241600083543
III.g8172.t1,Cnig_chr_III.g9422.t1,8.48890124773e-13,0.0101808227897
X.g20925.t1,Cnig_chr_X.g24849.t2,0.011466951055,0.244398000627
I.g1381.t1,Cnig_chr_I.g972.t1,1.26501509579e-11,0.114825986348
II.g3986.t1,Cnig_chr_II.g4037.t1,5.90731380571e-12,0.0559532421072
III.g10310.t1,Cnig_chr_III.g11814.t1,0.00381703997851,0.141108006499
IV.g13805.t1,Cnig_chr_IV.g16236.t1,0.0133691427176,0.0920248263039
II.g5216.t1,Cnig_chr_II.g5552.t1,2.09548637558e-11,0.177655939492
II.g4714.t1,Cnig_chr_II.g4953.t1,0.0153012435479,0.291586951646
II.g6215.t1,Cnig_chr_II.g6636.t1,0.0206360935077,0.0678963854592
I.g1642.t1,Cnig_chr_I.g1250.t1,0.0134584701523,0.0834260572675
III.g8223.t2,Cnig_chr_III.g9488.t1,0.0205396974518,0.0974034683865
V.g16128.t1,Cnig_chr_V.g19112.t1,0.00688559768338,0.21666644064
II.g4460.t2,Cnig_chr_II.g4670.t1,0.0159678703034,0.203265912749
IV.g13625.t1,Cnig_chr_IV.g15973.t1,0.00505191654852,0.285795355173
IV.g13143.t1,Cnig_chr_IV.g15196.t1,0.00901896489817,0.150113604498
IV.g11292.t1,Cnig_chr_IV.g13277.t1,0.0104854887129,0.288056426445
II.g6214.t1,Cnig_chr_II.g6635.t1,8.73923640554e-12,0.076961792715
IV.g10439.t1,Cnig_chr_IV.g12092.t1,0.00784499134112,0.219759090519
IV.g12866.t1,Cnig_chr_IV.g14956.t1,0.0263283014349,0.134093703602
III.g10224.t3,Cnig_chr_III.g11702.t1,0.00277989651432,0.199712112081
II.g4647.t1,Cnig_chr_II.g5042.t1,0.0260136444538,0.275956802221
I.g3423.t3,Cnig_chr_I.g3275.t2,0.0140838732419,0.265493561735
V.g15315.t1,Cnig_chr_V.g18201.t1,0.00194531615041,0.187668148276
V.g16045.t2,Cnig_chr_V.g19014.t1,0.00671665708665,0.12749720555
I.g1015.t2,Cnig_chr_I.g514.t2,0.064426798191,0.200068275794
III.g9216.t1,Cnig_chr_III.g10550.t1,0.00825616151673,0.11553791121
IV.g13464.t1,Cnig_chr_IV.g15726.t2,0.00248913062867,0.262061177099
III.g9541.t2,Cnig_chr_III.g10902.t1,0.00740117662487,0.312211584905
I.g2333.t1,Cnig_chr_I.g1964.t1,0.0120214323347,0.134974828984
III.g8619.t1,Cnig_chr_III.g9868.t1,0.0711438450341,0.157547212951
II.g7296.t2,Cnig_chr_II.g8234.t1,0.0118040639321,0.223602996754
III.g8628.t1,Cnig_chr_III.g9880.t1,0.00586370183971,0.164662344358
I.g3003.t1,Cnig_chr_I.g2635.t3,0.0270273336676,0.201314821074
I.g1721.t2,Cnig_chr_I.g1334.t3,0.00331499768183,0.12778040609
IV.g11436.t1,Cnig_chr_IV.g13368.t1,0.0852458839473,0.381691893768
II.g4050.t1,Cnig_chr_II.g4136.t1,0.0174451368377,0.252840747674
V.g16251.t2,Cnig_chr_V.g19260.t1,0.041446193697,0.166422769409
II.g5539.t1,Cnig_chr_II.g5895.t1,0.0131292725711,0.162706891214
V.g15824.t1,Cnig_chr_V.g18782.t1,0.0257949144767,0.231001360368
II.g5262.t1,Cnig_chr_II.g5603.t1,0.00255371104087,0.105074331542
III.g8696.t1,Cnig_chr_III.g9951.t1,0.00814977255109,0.100153607165
I.g3777.t1,Cnig_chr_I.g3800.t1,0.0121618773533,0.259889380574
IV.g12823.t1,Cnig_chr_IV.g14874.t1,0.0479637947159,0.216881154735
IV.g11332.t1,Cnig_chr_IV.g13237.t1,0.0075243669421,0.208286946618
IV.g12451.t3,Cnig_chr_IV.g14420.t1,0.0264336677516,0.121506254266
IV.g10654.t4,Cnig_chr_IV.g14878.t1,0.155957286678,0.549378083475
II.g5168.t1,Cnig_chr_II.g5502.t1,0.251932987932,0.321083268566
II.g4036.t1,Cnig_chr_II.g4116.t1,0.00370224354417,0.149365860135
IV.g12960.t1,Cnig_chr_IV.g15022.t1,0.00509322377196,0.12436496456
III.g8291.t2,Cnig_chr_III.g9554.t1,0.00468074306258,0.192385356501
X.g20512.t1,Cnig_chr_X.g24398.t1,1.69709848244e-12,0.0172325813704
III.g8307.t1,Cnig_chr_III.g9573.t1,0.0173496814026,0.22606236067
X.g19594.t1,Cnig_chr_X.g23376.t1,0.0852177942922,0.299173189793
III.g8380.t3,Cnig_chr_III.g9654.t2,0.0217041863679,0.176055454845
I.g2265.t1,Cnig_chr_I.g1888.t1,0.0245896136352,0.144435802472
I.g1795.t1,Cnig_chr_I.g1411.t2,0.0115133586584,0.127588626457
III.g10030.t1,Cnig_chr_III.g11467.t1,0.0199543710778,0.268871213236
X.g19003.t2,Cnig_chr_X.g22699.t1,1.42627846434e-11,0.115471472109
III.g8657.t1,Cnig_chr_III.g9911.t1,0.00840093533505,0.190642897245
II.g6313.t2,Cnig_chr_II.g6737.t1,0.00586308225848,0.26015947985
X.g19926.t1,Cnig_chr_X.g23785.t1,0.0228736676993,0.0103307908053
IV.g12530.t1,Cnig_chr_IV.g14532.t1,0.0131732444426,0.0783122216432
IV.g11107.t2,Cnig_chr_IV.g12979.t1,0.141832297409,0.508532034765
V.g17096.t2,Cnig_chr_V.g20136.t1,1.67645687489e-11,0.150464561554
IV.g10958.t2,Cnig_chr_IV.g12692.t1,0.0244689396269,0.25548595631
IV.g12195.t2,Cnig_chr_IV.g14148.t1,0.009762199671,0.112631732774
II.g5849.t2,Cnig_chr_II.g6231.t1,0.00933780436171,0.185006450957
X.g18741.t1,Cnig_chr_X.g22396.t1,0.00294083351516,0.228101541999
IV.g13030.t2,Cnig_chr_IV.g15082.t1,0.0253911851447,0.233058742195
X.g20751.t3,Cnig_chr_X.g24652.t1,0.00562335592175,0.196718499936
I.g3255.t1,Cnig_chr_I.g3027.t2,0.207795554468,0.62712896311
III.g7537.t1,Cnig_chr_III.g8497.t1,2.36351840024e-11,0.193895934028
III.g9024.t1,Cnig_chr_III.g10294.t1,0.00106321072187,0.191071291312
I.g1357.t4,Cnig_chr_I.g953.t1,0.0968886806225,0.257212127321
III.g8872.t1,Cnig_chr_III.g10143.t1,0.00642001776912,0.10054514276
I.g948.t1,Cnig_chr_I.g436.t1,1.84321909161e-11,0.169695680307
III.g8695.t3,Cnig_chr_III.g9950.t1,0.0100302539123,0.142792992154
IV.g10507.t1,Cnig_chr_IV.g12006.t1,0.0170218473776,0.117555361681
II.g5021.t1,Cnig_chr_II.g5357.t1,0.0327178218598,0.231821553143
III.g9564.t1,Cnig_chr_III.g10948.t2,0.0189787580941,0.194298356297
I.g1018.t1,Cnig_chr_I.g519.t1,0.145662870318,0.310594377645
V.g16408.t1,Cnig_chr_V.g19428.t1,0.0230265160894,0.188486500698
I.g2035.t1,Cnig_chr_I.g1630.t1,0.00366138925313,0.0807794453736
IV.g11176.t1,Cnig_chr_IV.g13052.t1,0.00153172497842,0.125439508135
I.g920.t1,Cnig_chr_I.g411.t1,0.00566732341632,0.112745789819
I.g1902.t1,Cnig_chr_I.g1503.t1,0.00929738530384,0.0411655546952
III.g7577.t1,Cnig_chr_III.g8563.t1,0.0115603539793,0.219079779993
V.g16890.t2,Cnig_chr_V.g19924.t1,0.00614182403992,0.117494452536
III.g7932.t1,Cnig_chr_III.g9011.t1,0.00128802619213,0.236918353499
II.g6017.t1,Cnig_chr_II.g6395.t1,0.00607684916052,0.0620806425738
I.g2817.t1,Cnig_chr_I.g2429.t2,0.0406952298314,0.212287275517
I.g1512.t1,Cnig_chr_I.g1124.t1,0.148249204316,0.315496788802
II.g5801.t1,Cnig_chr_II.g6178.t1,0.0135277594556,0.15775480108
IV.g12398.t1,Cnig_chr_IV.g14389.t1,0.0188985005995,0.12319994823
III.g8162.t1,Cnig_chr_III.g9411.t1,0.00573544996778,0.102979365488
III.g7554.t3,Cnig_chr_III.g8519.t1,0.00304443101553,0.121440307789
II.g4719.t1,Cnig_chr_II.g4949.t1,0.0168060625543,0.233808567086
I.g2606.t1,Cnig_chr_I.g2191.t1,0.00314697681679,0.155668013128
V.g16624.t2,Cnig_chr_V.g19665.t1,0.00891879923796,0.175606506079
IV.g11693.t3,Cnig_chr_IV.g13966.t2,0.0162178657911,0.124622329872
V.g16293.t1,Cnig_chr_V.g19304.t1,1.89451641713e-11,0.142685348292
III.g7460.t2,Cnig_chr_III.g8398.t1,0.00127249539777,0.25286493067
II.g4934.t1,Cnig_chr_II.g5271.t1,1.16403261792e-11,0.116598886214
III.g9536.t3,Cnig_chr_III.g10899.t1,0.0889489374907,0.431315642777
X.g20462.t1,Cnig_chr_X.g24341.t1,0.186773508609,0.36707145521
II.g7348.t1,Cnig_chr_II.g8287.t1,0.00544427703552,0.161226425193
V.g18384.t1,Cnig_chr_V.g21937.t1,1.90995260364e-11,0.15807439257
V.g13870.t1,Cnig_chr_V.g16304.t2,0.0119960595866,0.041144223292
I.g3282.t1,Cnig_chr_I.g3063.t2,0.0129439849583,0.264086298163
III.g9837.t1,Cnig_chr_III.g11226.t1,0.00651596328867,0.276506567823
II.g4925.t2,Cnig_chr_II.g5261.t2,0.0242250361422,0.305054438918
IV.g10803.t1,Cnig_chr_IV.g12466.t1,0.0174139335578,0.192679018764
I.g2758.t1,Cnig_chr_I.g2361.t1,0.00584581325623,0.12020510493
IV.g11287.t1,Cnig_chr_IV.g13286.t1,0.00284789525332,0.181483155548
X.g20508.t1,Cnig_chr_X.g24395.t1,0.0146375557695,0.218313448298
X.g20149.t3,Cnig_chr_X.g24040.t1,0.0860438338951,0.34642260368
V.g16149.t2,Cnig_chr_V.g19139.t1,0.00545808816148,0.112695624179
V.g17104.t2,Cnig_chr_V.g20147.t1,0.0160611190272,0.200424010784
II.g5479.t2,Cnig_chr_II.g5836.t1,0.0171589716232,0.163801084782
II.g5620.t1,Cnig_chr_II.g5981.t1,0.013330136805,0.124638741163
V.g17372.t1,Cnig_chr_V.g20459.t1,0.00261836910319,0.129690073796
III.g9514.t1,Cnig_chr_III.g10868.t1,0.008786801125,0.142971991661
V.g18304.t2,Cnig_chr_V.g21745.t2,0.0056396348503,0.283847772446
V.g16533.t1,Cnig_chr_V.g19567.t1,0.00187225472835,0.0551907469704
X.g20337.t3,Cnig_chr_X.g24206.t1,0.0452070425799,0.160218220571
II.g6569.t3,Cnig_chr_II.g6990.t2,0.0299471832642,0.308383283457
X.g20429.t1,Cnig_chr_X.g24303.t1,0.00215607451342,0.165876307651
I.g2746.t1,Cnig_chr_I.g2343.t1,0.00297784406245,0.101501534045
X.g18861.t1,Cnig_chr_X.g22527.t1,0.0307206693861,0.332119945245
X.g18606.t1,Cnig_chr_X.g22258.t1,0.0145366388647,0.133006064264
I.g3859.t1,Cnig_chr_I.g3889.t2,0.00227663828783,0.110023302205
II.g4416.t1,Cnig_chr_II.g4606.t3,0.00509523448675,0.214069072733
III.g7730.t1,Cnig_chr_III.g8734.t1,0.00733083789119,0.118348716187
I.g3723.t1,Cnig_chr_I.g3742.t1,2.17100754327e-11,0.177503937822
X.g21250.t4,Cnig_chr_X.g25235.t3,0.00719575055442,0.192512518659
II.g5600.t2,Cnig_chr_II.g5961.t3,0.00722956241237,0.124630898815
V.g16350.t1,Cnig_chr_V.g19363.t1,0.0379178667469,0.185963204368
I.g2003.t1,Cnig_chr_I.g1665.t1,0.00271157422235,0.148523784762
I.g1501.t1,Cnig_chr_I.g1113.t1,0.0902350632806,0.174767360239
II.g5827.t1,Cnig_chr_II.g6207.t1,0.00734354893285,0.125124223998
I.g2336.t1,Cnig_chr_I.g1967.t1,0.00410216224577,0.132949298805
II.g5269.t1,Cnig_chr_II.g5610.t1,0.0250490033785,0.104796006462
X.g21019.t1,Cnig_chr_X.g24970.t1,0.00383145018672,0.110024682391
II.g3938.t1,Cnig_chr_II.g3986.t1,0.00302554143253,0.0602031187447
III.g9488.t1,Cnig_chr_III.g10846.t1,0.017085641355,0.113244686099
III.g9363.t1,Cnig_chr_III.g10706.t1,0.132937977697,0.318922553205
III.g9231.t1,Cnig_chr_III.g10564.t2,0.00529748749003,0.125499366038
II.g5678.t3,Cnig_chr_II.g6038.t2,0.00130761141399,0.148122088137
X.g21035.t2,Cnig_chr_X.g24982.t1,0.0301034079892,0.209852321568
III.g8607.t1,Cnig_chr_III.g9844.t1,0.00389515054659,0.088236108899
II.g6585.t1,Cnig_chr_II.g7024.t1,2.17917961482e-11,0.194927162006
X.g20071.t2,Cnig_chr_X.g23953.t1,0.00648827286452,0.120133444578
III.g8763.t2,Cnig_chr_III.g10025.t2,0.0322021864915,0.135932686368
II.g3935.t1,Cnig_chr_II.g3982.t1,0.008929177894,0.0883354188376
V.g16999.t1,Cnig_chr_V.g20037.t1,0.00852293434819,0.152457960154
X.g19445.t2,Cnig_chr_X.g23206.t1,0.00215165591027,0.196919805765
III.g8273.t1,Cnig_chr_III.g9534.t1,0.0111776559305,0.111523431438
II.g5497.t2,Cnig_chr_II.g5855.t1,0.00211370618944,0.14939368403
II.g7183.t1,Cnig_chr_II.g8101.t1,0.00795351336981,0.170306770149
V.g18341.t1,Cnig_chr_V.g21813.t1,0.00472838922308,0.271406486108
I.g2912.t1,Cnig_chr_I.g2527.t1,0.00538256794521,0.166152992024
III.g7434.t1,Cnig_chr_III.g8359.t1,0.0018480678012,0.125937882286
I.g2725.t1,Cnig_chr_I.g2319.t1,1.97708172627e-11,0.170867231929
V.g16177.t1,Cnig_chr_V.g19173.t1,0.00342301858948,0.126908444439
III.g9573.t1,Cnig_chr_III.g10965.t1,0.00702099951138,0.205788012937
IV.g12595.t1,Cnig_chr_IV.g14609.t2,0.0106614158492,0.170752736471
X.g21994.t1,Cnig_chr_X.g26154.t1,0.00350610093222,0.0922582830264
II.g3984.t1,Cnig_chr_II.g4035.t2,0.00466596556303,0.127560459339
X.g20916.t2,Cnig_chr_X.g24839.t1,0.00465101215522,0.141009040026
III.g7436.t2,Cnig_chr_III.g8362.t1,0.00656586887108,0.131112844614
I.g1783.t1,Cnig_chr_I.g1398.t3,0.00255989789529,0.112704542939
II.g5270.t2,Cnig_chr_II.g5611.t1,0.00790152021062,0.134184273066
IV.g12401.t2,Cnig_chr_IV.g14392.t1,0.0268278262813,0.157258197814
III.g9436.t1,Cnig_chr_III.g10788.t1,0.0299762356132,0.146268283149
V.g16464.t1,Cnig_chr_V.g19489.t1,0.0172334696528,0.134141285399
IV.g11525.t1,Cnig_chr_IV.g13456.t1,0.00583184413655,0.0955907198703
III.g9999.t1,Cnig_chr_III.g11443.t1,0.0017381500682,0.126993723985
V.g16815.t1,Cnig_chr_V.g19848.t1,0.00710121283239,0.185874684606
III.g8305.t1,Cnig_chr_III.g9571.t1,1.95959925081e-11,0.195996574751
II.g6264.t1,Cnig_chr_II.g6691.t1,0.00702479608341,0.194903475455
V.g14360.t1,Cnig_chr_V.g16960.t1,0.01092899224,0.350453695132
X.g21695.t1,Cnig_chr_X.g25727.t1,0.0105191966994,0.232880342029
III.g8278.t1,Cnig_chr_III.g9539.t1,0.00596418109559,0.182463411973
I.g1081.t2,Cnig_chr_I.g66.t1,0.0484938956301,0.161203188807
V.g17417.t1,Cnig_chr_V.g20508.t1,0.00790172288198,0.215127761109
II.g4056.t1,Cnig_chr_II.g4130.t1,0.0161814855044,0.185033218743
II.g5006.t1,Cnig_chr_II.g5345.t1,1.1878519253e-11,0.10757067714
IV.g11411.t1,Cnig_chr_IV.g13342.t1,1.67979864949e-11,0.156217344476
I.g2595.t1,Cnig_chr_I.g2174.t3,0.0405677160308,0.129285451529
III.g9692.t1,Cnig_chr_III.g10934.t1,0.00352457440886,0.227942171196
III.g9449.t1,Cnig_chr_III.g10803.t1,0.00141329447096,0.207023820319
I.g942.t1,Cnig_chr_I.g430.t1,0.00466019879176,0.199363184269
II.g4277.t2,Cnig_chr_II.g4436.t1,0.00979824829141,0.19623557007
I.g2165.t3,Cnig_chr_I.g1791.t1,0.0585087748062,0.293085368011
II.g5722.t1,Cnig_chr_II.g6088.t1,0.0220718215577,0.178453514737
I.g3878.t1,Cnig_chr_I.g3960.t1,0.00302263854786,0.121172352618
II.g4256.t1,Cnig_chr_II.g4395.t1,0.00297836724285,0.240739985221
II.g5952.t2,Cnig_chr_II.g6338.t3,0.00476363079781,0.263492468855
X.g19120.t1,Cnig_chr_X.g22842.t1,0.0333741705776,0.504726088196
V.g17579.t1,Cnig_chr_V.g20705.t1,0.0219774177234,0.335720675426
V.g14823.t1,Cnig_chr_V.g17569.t1,0.035236338449,0.227968922619
II.g5829.t2,Cnig_chr_II.g6209.t1,0.0751224326299,0.284566328635
I.g919.t3,Cnig_chr_I.g408.t1,0.00636695898973,0.144509070137
X.g21869.t4,Cnig_chr_X.g25936.t2,0.0492343065251,0.289631970574
V.g18375.t1,Cnig_chr_V.g21929.t2,0.00169467190128,0.274339507865
I.g2064.t2,Cnig_chr_I.g1687.t1,0.0525491914402,0.226267456883
IV.g11708.t1,Cnig_chr_IV.g13950.t3,0.0198304131864,0.145088002777
I.g1258.t2,Cnig_chr_I.g818.t1,0.0681607822862,0.136678041287
X.g20244.t3,Cnig_chr_X.g24104.t1,0.0555326804401,0.248854530163
V.g17578.t3,Cnig_chr_V.g20714.t1,0.0300198309242,0.327150304186
I.g905.t2,Cnig_chr_I.g390.t1,0.0098805340117,0.207460159383
X.g20802.t1,Cnig_chr_X.g24706.t2,0.00258393028187,0.157484048847
IV.g11921.t1,Cnig_chr_IV.g13721.t1,1.22513889029e-11,0.107783695215
III.g8281.t1,Cnig_chr_III.g9541.t1,0.0672482580973,0.309228147435
