"sex","species_AS","species_parents","logFC_F1_cis","logFC_parents","trans_effects","p.value","genes","type","chromosome"
"male","Cbr","no DE",-0.604653575718165,-0.28209886097157,"sig",0.0462287477851581,"I.g2215.t2__Cnig_chr_I.g1842.t1","cis-trans (compensatory)","I"
"male","no DE","no DE",0.0490969865116372,0.157702679673553,"non sig",0.762245870839087,"I.g2217.t1__Cnig_chr_I.g1844.t1","conserved","I"
"male","no DE","no DE",0.872786505172946,0.775695888683099,"non sig",0.978931409626227,"I.g2218.t1__Cnig_chr_I.g1845.t1","conserved","I"
"male","no DE","no DE",0.0163850128679873,-0.780614689985192,"non sig",0.646730872150062,"I.g2221.t1__Cnig_chr_I.g1846.t1","conserved","I"
"male","no DE","Cbr",-0.0919946584698796,-2.98532669286387,"sig",0.0106592108775113,"I.g2222.t1__Cnig_chr_I.g1847.t1","trans only","I"
"male","no DE","Cbr",0.0448441988099337,-0.82524028026149,"sig",0.0036107620228143,"I.g2223.t1__Cnig_chr_I.g1848.t3","trans only","I"
"male","no DE","no DE",0.0149604502601697,0.431185300229584,"non sig",0.229026629305568,"I.g2224.t3__Cnig_chr_I.g1849.t1","conserved","I"
"male","no DE","no DE",-0.0811895420552098,-0.269289586774929,"non sig",0.805395614579984,"I.g2225.t1__Cnig_chr_I.g1850.t2","conserved","I"
"male","no DE","Cbr",0.166591675151895,-0.83314439076795,"non sig",0.0773670357763971,"I.g2226.t1__Cnig_chr_I.g1851.t2","ambiguous","I"
"male","no DE","Cni",-0.0239526489611935,0.91342261080094,"sig",0.0439349052208448,"I.g2227.t1__Cnig_chr_I.g1852.t1","trans only","I"
"male","no DE","Cbr",-0.528284789982958,-1.36991232199897,"non sig",0.0604115555933407,"I.g2228.t1__Cnig_chr_I.g1854.t1","ambiguous","I"
"male","no DE","Cni",-0.0324584855960092,0.622888513731626,"sig",0.0305351385984077,"I.g2229.t1__Cnig_chr_I.g1855.t1","trans only","I"
"male","no DE","no DE",0.0228949550149568,-0.559899652247832,"non sig",0.67223802231962,"I.g2230.t2__Cnig_chr_I.g1856.t1","conserved","I"
"male","no DE","Cni",0.0335286492764333,0.729294881500002,"sig",0.0194941956476486,"I.g2231.t1__Cnig_chr_I.g1857.t1","trans only","I"
"male","no DE","Cni",0.0281622189650377,1.68156616107415,"sig",0.000525146693319851,"I.g2232.t1__Cnig_chr_I.g1858.t2","trans only","I"
"male","no DE","Cni",-0.141142095495834,2.19433263023049,"sig",0.00154886915485513,"I.g2233.t1__Cnig_chr_I.g1859.t3","trans only","I"
"male","no DE","no DE",0.0180224082831746,0.661524652331792,"non sig",0.391329471185599,"I.g2234.t1__Cnig_chr_I.g1860.t2","conserved","I"
"male","no DE","no DE",-0.0651189023666671,-0.701835965912828,"non sig",0.307496402236549,"I.g2236.t2__Cnig_chr_I.g1861.t4","conserved","I"
"male","Cbr","Cbr",-1.44304624167163,-0.744861445014458,"non sig",0.114426673267166,"I.g2237.t1__Cnig_chr_I.g1862.t1","cis only","I"
"male","no DE","Cni",0.0411703184901855,0.628911626430008,"sig",0.0126874516680462,"I.g2238.t1__Cnig_chr_I.g1864.t1","trans only","I"
"male","no DE","no DE",-0.0037317267467211,-0.388697512924735,"non sig",0.246556013867449,"I.g2239.t1__Cnig_chr_I.g1865.t2","conserved","I"
"male","no DE","Cni",0.0265974269901465,0.97290696154313,"non sig",0.186410711645373,"I.g2240.t1__Cnig_chr_I.g1866.t1","ambiguous","I"
"male","no DE","Cni",0.0154328818600788,1.18807398254376,"sig",0.00107154333105731,"I.g2241.t1__Cnig_chr_I.g1867.t1","trans only","I"
"male","no DE","Cbr",0.0315525890871306,-0.531216878268712,"non sig",0.122656601348742,"I.g2242.t1__Cnig_chr_I.g1868.t1","ambiguous","I"
"male","no DE","Cni",0.0275713934076768,0.49639451170248,"sig",0.0299824426303972,"I.g2243.t1__Cnig_chr_I.g1869.t1","trans only","I"
"male","no DE","no DE",0.0267250682777905,0.242434457821738,"non sig",0.612600885312142,"I.g2244.t1__Cnig_chr_I.g1870.t2","conserved","I"
"male","no DE","no DE",0.0408548789881264,1.04110233866751,"non sig",0.400888998749328,"I.g2245.t1__Cnig_chr_I.g1871.t1","conserved","I"
"male","Cni","no DE",0.733576479483626,0.0337231295190502,"non sig",0.224173722328301,"I.g2247.t1__Cnig_chr_I.g1873.t1","ambiguous","I"
"male","no DE","Cbr",-0.0183529212763225,-0.540969324048911,"non sig",0.152470766934417,"I.g2249.t1__Cnig_chr_I.g1874.t1","ambiguous","I"
"male","no DE","no DE",0.0137944295709254,0.590052867674761,"non sig",0.116600371670253,"I.g2250.t1__Cnig_chr_I.g1875.t1","conserved","I"
"male","no DE","no DE",0.0306871508879937,0.750848796136795,"non sig",0.243908682341907,"I.g2251.t3__Cnig_chr_I.g1876.t1","conserved","I"
"male","no DE","no DE",0.00531392561035279,0.44340066773769,"non sig",0.316874768094127,"I.g2252.t1__Cnig_chr_I.g1877.t1","conserved","I"
"male","no DE","no DE",0.0204433214799822,0.00573177897869022,"non sig",0.949637753353779,"I.g2253.t1__Cnig_chr_I.g1879.t1","conserved","I"
"male","no DE","no DE",0.0200306189517392,-0.722963896190846,"non sig",0.534077822932328,"I.g2254.t1__Cnig_chr_I.g1880.t1","conserved","I"
"male","no DE","no DE",0.0255734701395205,-0.229706686555578,"non sig",0.436981622322774,"I.g2255.t1__Cnig_chr_I.g1881.t1","conserved","I"
"male","Cni","Cni",0.941099419639571,2.2040742113711,"sig",0.00540159983330165,"I.g2259.t2__Cnig_chr_I.g1884.t2","cis-trans (enhancing)","I"
"male","no DE","no DE",0.0200788449709263,0.0446817423827955,"non sig",0.969054991570505,"I.g2261.t1__Cnig_chr_I.g1885.t1","conserved","I"
"male","no DE","no DE",-0.0345205114875715,0.687959515863168,"non sig",0.109131026503562,"I.g2264.t2__Cnig_chr_I.g1887.t2","conserved","I"
"male","no DE","Cbr",-0.119683214003158,-2.14941381369233,"sig",0.00029172098434513,"I.g2265.t1__Cnig_chr_I.g1888.t1","trans only","I"
"male","no DE","Cbr",-0.0302604538375583,-1.23008553710482,"sig",0.0309805048416303,"I.g2266.t3__Cnig_chr_I.g1889.t1","trans only","I"
"male","no DE","Cbr",0.0231781052490257,-1.39818328876253,"sig",0.0165390923601637,"I.g2267.t3__Cnig_chr_I.g1890.t3","trans only","I"
"male","no DE","no DE",0.0320190828285356,0.483373572662005,"non sig",0.305119709937267,"I.g2268.t1__Cnig_chr_I.g1891.t2","conserved","I"
"male","no DE","no DE",0.0732006540475229,-0.11878039157267,"non sig",0.336012647519725,"I.g2269.t1__Cnig_chr_I.g1892.t1","conserved","I"
"male","no DE","no DE",0.0262042862193428,-0.317548211511301,"non sig",0.191462535758858,"I.g2270.t1__Cnig_chr_I.g1893.t1","conserved","I"
"male","no DE","Cni",0.0216548409559008,0.697485968724866,"sig",0.0255063998033581,"I.g2271.t1__Cnig_chr_I.g1895.t2","trans only","I"
"male","no DE","no DE",0.0190711929502071,-0.362333491196921,"non sig",0.144762800588649,"I.g2273.t1__Cnig_chr_I.g1897.t1","conserved","I"
"male","no DE","Cbr",0.0253810179988575,-1.74259640264654,"non sig",0.146686791224928,"I.g2274.t1__Cnig_chr_I.g1898.t1","ambiguous","I"
"male","no DE","no DE",0.0289280523919522,-0.101671034035919,"non sig",0.836354092804617,"I.g2275.t1__Cnig_chr_I.g1899.t2","conserved","I"
"male","no DE","Cni",0.0164481407599775,3.44771118338685,"sig",0.0124392328916429,"I.g2276.t1__Cnig_chr_I.g1900.t1","trans only","I"
"male","no DE","no DE",-0.0298900731204551,-0.405558854152004,"non sig",0.53714920350786,"I.g2277.t1__Cnig_chr_I.g1901.t1","conserved","I"
"male","no DE","Cni",-0.0250435951293273,1.62247712386879,"sig",0.00046762285379872,"I.g2278.t1__Cnig_chr_I.g1902.t1","trans only","I"
"male","no DE","no DE",0.0260053536786013,-0.0570196852612493,"non sig",0.811791297340264,"I.g2280.t1__Cnig_chr_I.g1903.t1","conserved","I"
"male","no DE","Cbr",0.142003375688103,-0.867676011575585,"sig",0.00365536696610297,"I.g2281.t3__Cnig_chr_I.g1904.t1","trans only","I"
"male","no DE","no DE",-0.0903786728609381,-0.0929946626370836,"non sig",0.951545084373926,"I.g2282.t1__Cnig_chr_I.g1905.t1","conserved","I"
"male","no DE","Cni",0.204101339779372,4.08491280149213,"sig",0.00561238109800565,"I.g2283.t1__Cnig_chr_I.g1906.t3","trans only","I"
"male","no DE","no DE",0.0485035242450877,-0.315435188205373,"non sig",0.253859959127763,"I.g2284.t1__Cnig_chr_I.g1907.t1","conserved","I"
"male","no DE","Cni",0.0617733520022568,0.521093515991836,"non sig",0.0678634104678663,"I.g2285.t1__Cnig_chr_I.g1908.t1","ambiguous","I"
"male","no DE","no DE",-0.351376745693954,-0.286021063136594,"non sig",0.866188302080892,"I.g2286.t2__Cnig_chr_I.g1910.t1","conserved","I"
"male","no DE","no DE",0.0421438089904085,0.313825804643568,"non sig",0.535166758851566,"I.g2287.t1__Cnig_chr_I.g1911.t1","conserved","I"
"male","Cni","no DE",0.777687102618445,0.04828598122999,"sig",0.0103009335904429,"I.g2288.t1__Cnig_chr_I.g1912.t1","cis-trans (compensatory)","I"
"male","no DE","Cbr",0.0128192088091754,-0.820179249106321,"non sig",0.0810049803662567,"I.g2290.t1__Cnig_chr_I.g1913.t1","ambiguous","I"
"male","no DE","Cbr",0.0276418238475396,-2.48654171338951,"non sig",0.060639756872927,"I.g2291.t1__Cnig_chr_I.g1914.t1","ambiguous","I"
"male","no DE","no DE",0.0307260664901321,0.196523605500055,"non sig",0.750909426266794,"I.g2292.t2__Cnig_chr_I.g1915.t1","conserved","I"
"male","Cni","Cni",0.512385385169121,0.774337467820791,"non sig",0.209708653099855,"I.g2293.t1__Cnig_chr_I.g1919.t1","cis only","I"
"male","no DE","Cbr",-0.00311840901101491,-0.627399522001804,"sig",0.0221924332842666,"I.g2294.t2__Cnig_chr_I.g1920.t1","trans only","I"
"male","no DE","Cbr",0.0256293233038978,-0.593064562975833,"sig",0.00763777629661423,"I.g2295.t1__Cnig_chr_I.g1921.t1","trans only","I"
"male","no DE","Cni",-0.261053485052644,1.71412118828136,"non sig",0.180266402595917,"I.g2296.t1__Cnig_chr_I.g1922.t3","ambiguous","I"
"male","no DE","no DE",0.0298071298832291,1.15652190502898,"non sig",0.539723348991444,"I.g2297.t1__Cnig_chr_I.g1923.t1","conserved","I"
"male","no DE","Cni",0.560304757957973,3.78936765011898,"sig",0.0208187062865816,"I.g2298.t1__Cnig_chr_I.g1924.t1","trans only","I"
"male","no DE","no DE",-0.32431694669527,0.170292886159559,"non sig",0.772331298514937,"I.g2299.t1__Cnig_chr_I.g1925.t1","conserved","I"
"male","no DE","Cni",0.0288220591876233,2.53809750500247,"non sig",0.129340262834213,"I.g2300.t1__Cnig_chr_I.g1926.t1","ambiguous","I"
"male","no DE","Cbr",-0.00634484651042236,-1.151052465962,"sig",0.00352859961283553,"I.g2301.t1__Cnig_chr_I.g1927.t1","trans only","I"
"male","no DE","Cbr",0.0188959371592167,-2.17760917563368,"sig",0.000435938602375946,"I.g2302.t1__Cnig_chr_I.g1928.t2","trans only","I"
"male","no DE","no DE",0.0276516619979205,0.358026268785226,"non sig",0.229035365419787,"I.g2303.t3__Cnig_chr_I.g1929.t2","conserved","I"
"male","no DE","Cbr",0.0182906882775776,-0.537947239719462,"sig",0.0067091746432863,"I.g2304.t1__Cnig_chr_I.g1930.t2","trans only","I"
"male","no DE","Cbr",0.0552971276962736,-0.862474625295528,"sig",0.00722053492875744,"I.g2305.t1__Cnig_chr_I.g1931.t1","trans only","I"
"male","no DE","no DE",0.0383877610994137,0.84726506161964,"non sig",0.161879417690743,"I.g2306.t1__Cnig_chr_I.g1932.t1","conserved","I"
"male","no DE","Cni",-0.302947483307799,1.99865231783317,"sig",0.00574760569635,"I.g2308.t1__Cnig_chr_I.g1934.t1","trans only","I"
"male","no DE","Cni",0.996066459770552,3.86602161877799,"non sig",0.061455436630053,"I.g2309.t2__Cnig_chr_I.g1936.t1","ambiguous","I"
"male","no DE","no DE",0.0864044969904924,0.70252031943116,"non sig",0.200737113959531,"I.g2310.t1__Cnig_chr_I.g1937.t1","conserved","I"
"male","no DE","Cbr",-0.133209710836775,-0.761986461866446,"non sig",0.0962979492680296,"I.g2311.t2__Cnig_chr_I.g1945.t1","ambiguous","I"
"male","no DE","no DE",0.110569941375693,0.170890889990417,"non sig",0.829790269383049,"I.g2313.t1__Cnig_chr_I.g1948.t1","conserved","I"
"male","no DE","no DE",-0.222417690063217,-0.124091833684391,"non sig",0.892644970119036,"I.g2315.t1__Cnig_chr_I.g1950.t1","conserved","I"
"male","no DE","Cni",0.0303794065058257,0.649806119099904,"non sig",0.101249567679699,"I.g2320.t1__Cnig_chr_I.g1953.t1","ambiguous","I"
"male","Cni","Cni",1.16097962920367,1.60032300685079,"non sig",0.57028556171173,"I.g2322.t1__Cnig_chr_I.g1954.t3","cis only","I"
"male","no DE","no DE",-0.0285602229831241,0.641148219902454,"non sig",0.22655287476154,"I.g2325.t2__Cnig_chr_I.g1956.t2","conserved","I"
"male","no DE","no DE",0.228649703697132,0.429749361527506,"non sig",0.700489911079953,"I.g2327.t1__Cnig_chr_I.g1957.t1","conserved","I"
"male","no DE","Cbr",-0.00630857778101753,-1.32253857915037,"non sig",0.176259002551945,"I.g2328.t1__Cnig_chr_I.g1958.t1","ambiguous","I"
"male","no DE","no DE",-0.0371838331517967,0.526723126678385,"non sig",0.22890757114626,"I.g2329.t1__Cnig_chr_I.g1959.t1","conserved","I"
"male","no DE","Cbr",-0.132611507325184,-0.943515784106216,"sig",0.00564629623785995,"I.g2330.t2__Cnig_chr_I.g1961.t1","trans only","I"
"male","no DE","Cni",0.0247717695874448,0.752363515089924,"non sig",0.141570114851808,"I.g2331.t2__Cnig_chr_I.g1962.t2","ambiguous","I"
"male","no DE","Cbr",0.00868470935657197,-0.883339850128688,"non sig",0.20791777258449,"I.g2332.t1__Cnig_chr_I.g1963.t1","ambiguous","I"
"male","no DE","Cbr",0.060956832316034,-1.30624003134354,"sig",0.0111699949153647,"I.g2333.t1__Cnig_chr_I.g1964.t1","trans only","I"
"male","no DE","no DE",0.0325909512844863,-0.11523367866074,"non sig",0.441398059026436,"I.g2334.t1__Cnig_chr_I.g1965.t1","conserved","I"
"male","no DE","no DE",0.0577475263016321,-0.200849847958043,"non sig",0.276884360775449,"I.g2335.t1__Cnig_chr_I.g1966.t1","conserved","I"
"male","no DE","Cbr",0.0455363986479579,-0.41135393929033,"sig",0.00139161536051746,"I.g2336.t1__Cnig_chr_I.g1967.t1","trans only","I"
"male","no DE","Cbr",0.0434038877931677,-0.662972700010724,"sig",0.0275492407483481,"I.g2337.t1__Cnig_chr_I.g1968.t1","trans only","I"
"male","Cni","Cni",2.44046952535696,1.51084224390769,"non sig",0.0522300329998868,"I.g2339.t1__Cnig_chr_I.g1969.t2","cis only","I"
"male","no DE","Cni",0.55163287051473,1.16192701538908,"non sig",0.461903749348143,"I.g2340.t3__Cnig_chr_I.g1970.t2","ambiguous","I"
"male","no DE","Cbr",-0.041477533034515,-0.657524372563802,"sig",0.0159982323918126,"I.g2342.t1__Cnig_chr_I.g1971.t1","trans only","I"
"male","Cni","no DE",0.398191062439887,0.240019580985667,"non sig",0.372039110051034,"I.g2343.t1__Cnig_chr_I.g1972.t2","ambiguous","I"
"male","no DE","Cbr",-0.176270117687507,-0.659803432471577,"non sig",0.154840430772878,"I.g2346.t2__Cnig_chr_I.g1974.t1","ambiguous","I"
"male","no DE","Cni",0.0298577270825613,1.65188867783401,"sig",0.0011414005653988,"I.g2348.t1__Cnig_chr_I.g1976.t2","trans only","I"
"male","no DE","Cni",0.0937611918619747,3.82996234160234,"sig",0.00299793896479795,"I.g2349.t1__Cnig_chr_I.g1977.t1","trans only","I"
"male","Cbr","Cbr",-1.02070916140369,-1.72142348607841,"non sig",0.0770116278530419,"I.g2351.t1__Cnig_chr_I.g1783.t3","cis only","I"
"male","no DE","Cni",-0.0158177132815246,1.77122971008324,"non sig",0.100457158750684,"I.g2359.t1__Cnig_chr_I.g2025.t1","ambiguous","I"
"male","no DE","no DE",-0.348247143365716,-0.00283703531291603,"non sig",0.368445459230291,"I.g2360.t1__Cnig_chr_I.g2020.t2","conserved","I"
"male","Cbr","Cbr",-1.08118143090453,-1.34401178592855,"non sig",0.468790044526652,"I.g2361.t1__Cnig_chr_I.g2017.t1","cis only","I"
"male","no DE","no DE",-0.0619161471855247,0.464347568191898,"non sig",0.218827977109006,"I.g2362.t1__Cnig_chr_I.g2016.t1","conserved","I"
"male","no DE","Cni",0.0367021703292473,2.85570961591995,"non sig",0.0962089169224685,"I.g2363.t1__Cnig_chr_I.g2015.t1","ambiguous","I"
"male","no DE","Cni",-0.53064883876252,3.03001506517658,"sig",0.0191745698043386,"I.g2364.t1__Cnig_chr_I.g2014.t1","trans only","I"
"male","no DE","no DE",0.0254453709931198,0.273952539688859,"non sig",0.459038699709536,"I.g2367.t1__Cnig_chr_I.g2012.t1","conserved","I"
"male","no DE","Cbr",0.0355857645034245,-0.86591102754706,"sig",0.0346734799169332,"I.g2368.t1__Cnig_chr_I.g2011.t1","trans only","I"
"male","no DE","no DE",0.0821065144676756,1.67362217372918,"non sig",0.224203976400783,"I.g2370.t1__Cnig_chr_I.g2010.t1","conserved","I"
"male","no DE","Cbr",0.0176483876615792,-1.22211091415364,"non sig",0.0748572783903008,"I.g2371.t1__Cnig_chr_I.g2009.t1","ambiguous","I"
"male","Cbr","Cbr",-4.51414671008541,-5.07486323360944,"sig",0.0110155275831526,"I.g2372.t2__Cnig_chr_I.g2007.t1","cis-trans (enhancing)","I"
"male","no DE","no DE",-0.0171784728518394,0.0884545302569696,"non sig",0.603477069816464,"I.g2373.t1__Cnig_chr_I.g2006.t1","conserved","I"
"male","no DE","no DE",0.00909054973249875,0.354202440552495,"non sig",0.420088629808578,"I.g2374.t1__Cnig_chr_I.g2005.t2","conserved","I"
"male","no DE","no DE",0.0238567299142824,-0.426843443387522,"non sig",0.413767177240455,"I.g2387.t1__Cnig_chr_I.g2093.t1","conserved","I"
"male","no DE","Cbr",-1.4821541088564,-1.54450973425217,"non sig",0.92247536597522,"I.g2393.t1__Cnig_chr_I.g2161.t1","ambiguous","I"
"male","no DE","no DE",0.14658089957596,0.417011846879459,"non sig",0.355014516935683,"I.g2397.t1__Cnig_chr_I.g2083.t1","conserved","I"
"male","no DE","Cni",0.0189861035279274,0.657420788741838,"sig",0.00211848024298853,"I.g2398.t1__Cnig_chr_I.g2084.t1","trans only","I"
"male","no DE","no DE",0.030980442746409,-0.058766936288655,"non sig",0.641940255221931,"I.g2399.t1__Cnig_chr_I.g2085.t1","conserved","I"
"male","no DE","no DE",0.00765540565443902,-0.139571000908995,"non sig",0.574941408602041,"I.g2400.t2__Cnig_chr_I.g2086.t1","conserved","I"
"male","no DE","Cni",0.0129715767494737,5.42450373609395,"sig",0.000147573958332692,"I.g2402.t2__Cnig_chr_I.g2088.t1","trans only","I"
"male","Cbr","Cbr",-3.0599052793133,-3.91355376588218,"sig",0.00218344153157012,"I.g2405.t2__Cnig_chr_I.g2082.t1","cis-trans (enhancing)","I"
"male","no DE","Cbr",0.0282614821418589,-1.3582241243814,"sig",0.0102725313808488,"I.g2406.t1__Cnig_chr_I.g2080.t1","trans only","I"
"male","no DE","no DE",-0.108024205568183,-0.163710368989277,"non sig",0.853636068315003,"I.g2407.t3__Cnig_chr_I.g2079.t3","conserved","I"
"male","no DE","Cni",0.0266115361712593,0.734084788424085,"sig",0.0112253448591637,"I.g2408.t1__Cnig_chr_I.g2078.t1","trans only","I"
"male","Cbr","Cbr",-1.54578585627757,-0.756203368324558,"non sig",0.172181577318504,"I.g2409.t1__Cnig_chr_I.g2077.t2","cis only","I"
"male","no DE","no DE",0.0564210447144737,-0.547501668590365,"non sig",0.223406003163071,"I.g2411.t1__Cnig_chr_I.g2074.t1","conserved","I"
"male","no DE","no DE",0.204638421370598,0.0219721727508942,"non sig",0.720827920359884,"I.g2412.t1__Cnig_chr_I.g2073.t2","conserved","I"
"male","no DE","no DE",-0.281265116257708,0.430393223391284,"sig",0.0050449643543907,"I.g2414.t2__Cnig_chr_I.g2072.t1","ambiguous","I"
"male","no DE","no DE",0.0114905363605606,-0.0504396733073453,"non sig",0.822525864502941,"I.g2415.t1__Cnig_chr_I.g2071.t1","conserved","I"
"male","no DE","no DE",0.0219053263043453,-0.266284353099783,"non sig",0.639988497144522,"I.g2416.t2__Cnig_chr_I.g2070.t2","conserved","I"
"male","no DE","no DE",0.0802653766269841,-0.0666070025250182,"non sig",0.536709641170917,"I.g2417.t2__Cnig_chr_I.g2069.t2","conserved","I"
"male","no DE","Cni",0.0805622461232639,1.07203920460825,"sig",0.0140936879025161,"I.g2419.t1__Cnig_chr_I.g2066.t1","trans only","I"
"male","no DE","no DE",0.0223548669288064,-0.597469474886731,"non sig",0.318045539284848,"I.g2421.t2__Cnig_chr_I.g2065.t1","conserved","I"
"male","no DE","Cbr",0.0278978298960856,-0.650973576477972,"sig",0.0421626502495831,"I.g2422.t1__Cnig_chr_I.g2064.t1","trans only","I"
"male","no DE","Cni",0.0191792545245225,0.991311848034679,"sig",0.0356305241326496,"I.g2423.t1__Cnig_chr_I.g2063.t2","trans only","I"
"male","no DE","Cni",0.0371594539687204,1.52468700757981,"sig",0.0139188625380114,"I.g2424.t1__Cnig_chr_I.g2062.t1","trans only","I"
"male","no DE","Cni",-0.0006954223083911,0.981501928317486,"sig",0.0492721835126021,"I.g2425.t2__Cnig_chr_I.g2061.t1","trans only","I"
"male","no DE","Cni",0.566027359798972,3.25161561566517,"sig",0.00111161663762921,"I.g2426.t1__Cnig_chr_I.g2060.t1","trans only","I"
"male","no DE","Cni",0.74673953398534,1.37764988601989,"non sig",0.207195587158929,"I.g2427.t1__Cnig_chr_I.g2059.t1","ambiguous","I"
"male","no DE","Cbr",0.0401678837078241,-1.25477002812495,"sig",0.0351929466199962,"I.g2428.t1__Cnig_chr_I.g2058.t1","trans only","I"
"male","no DE","no DE",0.0351149485510006,-0.328098130329224,"non sig",0.0925704379742003,"I.g2429.t3__Cnig_chr_I.g2057.t1","conserved","I"
"male","no DE","no DE",0.0538144601298615,0.120212945286084,"non sig",0.860190852620512,"I.g2430.t1__Cnig_chr_I.g2055.t1","conserved","I"
"male","Cni","Cbr",1.29658280957147,-2.6857468732642,"sig",4.47474734082767e-05,"I.g2431.t1__Cnig_chr_I.g2054.t2","cis-trans (compensatory)","I"
"male","no DE","no DE",0.0218480283945705,0.447749183473327,"non sig",0.471789726932574,"I.g2436.t1__Cnig_chr_I.g2053.t1","conserved","I"
"male","no DE","no DE",0.0872998842792967,0.293153650505478,"non sig",0.615988388632019,"I.g2437.t2__Cnig_chr_I.g2052.t1","conserved","I"
"male","no DE","no DE",0.135164648578803,0.410214397700252,"non sig",0.399458545706856,"I.g2438.t1__Cnig_chr_I.g2051.t1","conserved","I"
"male","no DE","Cbr",0.0412251541743004,-0.576559606251571,"sig",0.0320524691599256,"I.g2439.t1__Cnig_chr_I.g2050.t1","trans only","I"
"male","no DE","Cbr",0.0971732317054873,-0.482383595303014,"sig",0.0245429186103977,"I.g2440.t1__Cnig_chr_I.g2049.t1","trans only","I"
"male","no DE","Cbr",0.0362740602331259,-1.66898735052197,"non sig",0.0733288637660246,"I.g2441.t1__Cnig_chr_I.g2048.t1","ambiguous","I"
"male","no DE","no DE",-0.0898445545131077,-0.445215388661038,"non sig",0.576736606539971,"I.g2442.t1__Cnig_chr_I.g2047.t3","conserved","I"
"male","no DE","Cbr",-0.0104800943626158,-12.5236743899951,"sig",2.01610449656843e-08,"I.g2446.t2__Cnig_chr_I.g2002.t1","trans only","I"
"male","Cni","Cni",0.719380533709531,1.41898932136243,"non sig",0.410324764322781,"I.g2448.t1__Cnig_chr_I.g2042.t1","cis only","I"
"male","no DE","no DE",-0.306621130288643,0.299686179526111,"non sig",0.181878653995911,"I.g2450.t1__Cnig_chr_I.g2041.t1","conserved","I"
"male","no DE","no DE",0.00344096155566514,0.0412134345863066,"non sig",0.912273838822827,"I.g2451.t2__Cnig_chr_I.g2040.t2","conserved","I"
"male","no DE","no DE",0.0302523860618709,0.290411787345264,"non sig",0.247759647387255,"I.g2452.t1__Cnig_chr_I.g2039.t1","conserved","I"
"male","no DE","Cbr",0.00863545773028327,-1.18026377284531,"sig",0.00118099032138645,"I.g2453.t1__Cnig_chr_I.g2038.t1","trans only","I"
"male","Cbr","no DE",-1.32183293982873,-0.16349999831651,"sig",0.00517531042088411,"I.g2454.t2__Cnig_chr_I.g2036.t1","cis-trans (compensatory)","I"
"male","no DE","Cni",0.0012247551970268,2.5784750534718,"sig",0.000200811565123207,"I.g2455.t1__Cnig_chr_I.g2034.t1","trans only","I"
"male","no DE","no DE",0.00990377044649244,0.0460100843919732,"non sig",0.863842195077602,"I.g2456.t3__Cnig_chr_I.g2033.t1","conserved","I"
"male","no DE","no DE",0.0169937130684756,0.0894818740120247,"non sig",0.831260587496987,"I.g2457.t1__Cnig_chr_I.g2032.t1","conserved","I"
"male","Cni","Cni",0.648833546517517,1.74007381584236,"non sig",0.111738037293942,"I.g2458.t2__Cnig_chr_I.g2031.t2","cis only","I"
"male","no DE","no DE",0.0289566081372783,0.458612619260435,"non sig",0.795329633085922,"I.g2460.t1__Cnig_chr_I.g2030.t1","conserved","I"
"male","no DE","no DE",-0.635194785902766,-0.314172040549634,"non sig",0.531990823191335,"I.g2461.t2__Cnig_chr_I.g2029.t2","conserved","I"
"male","no DE","no DE",0.0255906436535727,0.638403001669519,"non sig",0.243908682341907,"I.g2462.t1__Cnig_chr_I.g2028.t2","conserved","I"
"male","no DE","Cbr",-0.0114368314187468,-1.55824270639982,"non sig",0.18416369425864,"I.g2463.t1__Cnig_chr_I.g2026.t1","ambiguous","I"
"male","Cni","Cbr",2.30463106298396,-5.21242240184819,"sig",0.00216853796880251,"I.g2509.t1__Cnig_chr_I.g1996.t2","cis-trans (compensatory)","I"
"male","no DE","Cni",0.00898963854495397,1.08350226657258,"sig",0.00114027321365072,"I.g2510.t2__Cnig_chr_I.g1995.t1","trans only","I"
"male","no DE","no DE",0.0247118979252941,-0.439292824010233,"non sig",0.169366756347228,"I.g2511.t1__Cnig_chr_I.g1994.t1","conserved","I"
"male","no DE","Cbr",-0.0176101289708273,-1.51118928420776,"sig",0.0156481468783156,"I.g2512.t1__Cnig_chr_I.g1993.t1","trans only","I"
"male","no DE","Cbr",-0.074154732339925,-0.645027926366513,"non sig",0.158235850441118,"I.g2513.t1__Cnig_chr_I.g1992.t1","ambiguous","I"
"male","no DE","Cbr",-0.00370038041948097,-0.531793466241023,"sig",0.0272101971458194,"I.g2514.t1__Cnig_chr_I.g1991.t1","trans only","I"
"male","no DE","no DE",-0.0185780799429028,-0.44745636387843,"non sig",0.0873454460986912,"I.g2515.t1__Cnig_chr_I.g1990.t1","conserved","I"
"male","no DE","no DE",-0.0119796487309155,0.596809346298074,"non sig",0.455863505700911,"I.g2516.t1__Cnig_chr_I.g1989.t1","conserved","I"
"male","no DE","Cbr",0.0357909840362167,-1.29653541631723,"sig",0.000350554903794468,"I.g2517.t1__Cnig_chr_I.g1988.t1","trans only","I"
"male","no DE","no DE",0.0287561975364141,0.176232554887941,"non sig",0.506293565117337,"I.g2518.t1__Cnig_chr_I.g1987.t1","conserved","I"
"male","no DE","no DE",0.0304993025886093,0.29049555538924,"non sig",0.306365791773541,"I.g2519.t1__Cnig_chr_I.g1986.t1","conserved","I"
